date,id,municipio,total_obitos_munocor
2020-08-12,2,ALAGOINHAS,21
2020-08-12,3,ALCOBACA,2
2020-08-12,4,AMARGOSA,4
2020-08-12,5,AMELIA RODRIGUES,2
2020-08-12,6,ANAGE,1
2020-08-12,7,APORA,1
2020-08-12,8,APUAREMA,1
2020-08-12,9,ARACAJU,2
2020-08-12,10,ARACI,1
2020-08-12,11,ARARIPINA,3
2020-08-12,12,ARATACA,1
2020-08-12,13,ARATUIPE,1
2020-08-12,14,BARRA,1
2020-08-12,15,BARRA DO CHOCA,2
2020-08-12,16,BARREIRA,2
2020-08-12,17,BARREIRAS *,60
2020-08-12,18,BARRETOS,1
2020-08-12,19,BONITO,1
2020-08-12,20,BRUMADO,1
2020-08-12,21,CACHOEIRA,2
2020-08-12,22,CALDEIRAO GRANDE,1
2020-08-12,23,CAMACAN,17
2020-08-12,24,CAMACARI,49
2020-08-12,25,CAMPO FORMOSO,2
2020-08-12,26,CANAVIEIRAS,1
2020-08-12,27,CANDEIAS,15
2020-08-12,28,CANDIDO SALES,3
2020-08-12,29,CANSANCAO,1
2020-08-12,30,CANUDOS,1
2020-08-12,31,CAPIM GROSSO,2
2020-08-12,32,CARDEAL DA SILVA,1
2020-08-12,33,CASA NOVA,2
2020-08-12,34,CASTRO ALVES,2
2020-08-12,35,CATU,1
2020-08-12,36,CONCEICAO DA FEIRA,1
2020-08-12,37,CONCEICAO DO ALMEIDA,1
2020-08-12,38,CONCEICAO DO COITE,3
2020-08-12,39,CONCEICAO DO JACUIPE,1
2020-08-12,40,CONDE,1
2020-08-12,41,CONDEUBA,1
2020-08-12,42,CRUZ DAS ALMAS,1
2020-08-12,43,DARIO MEIRA,1
2020-08-12,44,DIAS DAVILA,3
2020-08-12,45,EUCLIDES DA CUNHA,3
2020-08-12,46,EUNAPOLIS,12
2020-08-12,47,FEIRA DA MATA,1
2020-08-12,48,FEIRA DE SANTANA*,140
2020-08-12,49,FILADELFIA,1
2020-08-12,50,FLORESTA AZUL,1
2020-08-12,51,FLORIANO,1
2020-08-12,52,GANDU,11
2020-08-12,53,GUAMARE*,1
2020-08-12,54,IACU,6
2020-08-12,55,IBICARAI,2
2020-08-12,56,IBIRAPITANGA,2
2020-08-12,57,IBIRATAIA,3
2020-08-12,58,IBITITA,1
2020-08-12,59,IBOTIRAMA,1
2020-08-12,60,IGRAPIUNA,1
2020-08-12,61,IGUAI,5
2020-08-12,62,ILHEUS*,191
2020-08-12,63,IPECAETA,1
2020-08-12,64,IPIAU *,12
2020-08-12,65,IPIRA,1
2020-08-12,66,IRECE,13
2020-08-12,67,ITABELA,2
2020-08-12,68,ITABERABA,20
2020-08-12,69,ITABUNA,186
2020-08-12,70,ITACARE,1
2020-08-12,71,ITAETE,1
2020-08-12,72,ITAJUIPE,4
2020-08-12,73,ITAMARAJU,15
2020-08-12,74,ITANHEM,2
2020-08-12,75,ITAPARICA,4
2020-08-12,76,ITAPEBI,2
2020-08-12,77,ITAPETINGA,9
2020-08-12,78,ITATIM,2
2020-08-12,79,ITIRUCU,1
2020-08-12,80,ITUBERA,13
2020-08-12,81,JABORANDI,1
2020-08-12,82,JACOBINA,2
2020-08-12,83,JAGUARARI,1
2020-08-12,84,JEQUIE*,115
2020-08-12,85,JITAUNA,2
2020-08-12,86,JOAO DOURADO,1
2020-08-12,87,JUAZEIRO,66
2020-08-12,88,LAURO DE FREITAS*,58
2020-08-12,89,LUIS EDUARDO MAGALHAES,1
2020-08-12,90,MANOEL VITORINO,1
2020-08-12,91,MARACAS,2
2020-08-12,92,MARAGOGIPE,5
2020-08-12,93,MEDEIROS NETO,9
2020-08-12,94,MILAGRES,2
2020-08-12,95,MONTE SANTO,1
2020-08-12,96,MUCURI,2
2020-08-12,97,MULUNGU DO MORRO,1
2020-08-12,98,MUNDO NOVO,1
2020-08-12,99,MUTUIPE,2
2020-08-12,100,NAZARE,3
2020-08-12,101,NILO PECANHA,1
2020-08-12,102,NOVA IBIA,3
2020-08-12,103,NOVA VICOSA,2
2020-08-12,104,PARATINGA,1
2020-08-12,105,PAULO AFONSO,10
2020-08-12,106,PETROLINA,12
2020-08-12,107,PILAO ARCADO*,1
2020-08-12,108,PINDOBACU,4
2020-08-12,109,PIRAI DO NORTE,1
2020-08-12,110,PIRITIBA,1
2020-08-12,111,POCOES,1
2020-08-12,112,POJUCA,1
2020-08-12,113,PORTO SEGURO,27
2020-08-12,114,POTIRAGUA,1
2020-08-12,115,PRADO,4
2020-08-12,116,PRESIDENTE TANCREDO NEVES,7
2020-08-12,117,RECIFE,3
2020-08-12,118,REMANSO,19
2020-08-12,119,RIACHAO DO JACUIPE,1
2020-08-12,120,RIBEIRA DO POMBAL,1
2020-08-12,121,RIO DO PIRES,2
2020-08-12,122,RUY BARBOSA,1
2020-08-12,123,SALGUEIRO,1
2020-08-12,124,SALVADOR*,2455
2020-08-12,125,SALVADOR DAS MISSOES,1
2020-08-12,126,SANTA LUZIA,2
2020-08-12,127,SANTA MARIA DA VITORIA,1
2020-08-12,128,SANTA RITA DE CASSIA,1
2020-08-12,129,SANTA TERESINHA,2
2020-08-12,130,SANTALUZ,5
2020-08-12,131,SANTO AMARO,1
2020-08-12,132,SANTO ANTONIO DE JESUS,25
2020-08-12,133,SAO FELIPE,2
2020-08-12,134,SAO FELIX,3
2020-08-12,135,SAO FELIX DO CORIBE,1
2020-08-12,136,SAO FRANCISCO DO CONDE,1
2020-08-12,137,SAO GONCALO DOS CAMPOS,3
2020-08-12,138,SAO SEBASTIAO DO PASSE,4
2020-08-12,139,SEABRA,7
2020-08-12,140,SENHOR DO BONFIM,4
2020-08-12,141,SERRA PRETA,3
2020-08-12,142,SERRINHA,2
2020-08-12,143,SIMOES FILHO,28
2020-08-12,144,SOBRADINHO,3
2020-08-12,145,TANQUINHO,1
2020-08-12,146,TEIXEIRA DE FREITAS,71
2020-08-12,147,TERRA NOVA,1
2020-08-12,148,TOBIAS BARRETO,1
2020-08-12,149,UBAIRA,1
2020-08-12,150,UBAITABA,3
2020-08-12,151,UBATA,3
2020-08-12,152,UMBURANAS,1
2020-08-12,153,URUCUCA,2
2020-08-12,154,UTINGA,2
2020-08-12,155,VALENCA,28
2020-08-12,156,VALENCA,1
2020-08-12,157,VARZEA DA ROCA,1
2020-08-12,158,VERA CRUZ,1
2020-08-12,159,VITORIA DA CONQUISTA,157
2020-08-12,160,WENCESLAU GUIMARAES,1
2020-08-12,1,SALVADOR,64785
