date,id,municipio,total_ativos
2020-08-12,1,SALVADOR,2489
2020-08-12,2,ITABUNA,492
2020-08-12,3,FEIRA DE SANTANA,389
2020-08-12,4,JEQUIE,372
2020-08-12,5,ILHEUS,289
2020-08-12,6,LUIS EDUARDO MAGALHAES,224
2020-08-12,7,BARREIRAS,190
2020-08-12,8,ALAGOINHAS,189
2020-08-12,9,PINDOBACU,180
2020-08-12,10,LAURO DE FREITAS,173
2020-08-12,11,CAMACARI,172
2020-08-12,12,VITORIA DA CONQUISTA,169
2020-08-12,13,SALINAS DA MARGARIDA,157
2020-08-12,14,EUNAPOLIS,110
2020-08-12,15,IRARA,100
2020-08-12,16,CATU,95
2020-08-12,17,SANTO ESTEVAO,91
2020-08-12,18,JUAZEIRO,86
2020-08-12,19,IBIRATAIA,83
2020-08-12,20,CAMPO FORMOSO,83
2020-08-12,21,ITAPETINGA,81
2020-08-12,22,ITAPICURU,79
2020-08-12,23,JAGUAQUARA,78
2020-08-12,24,CONCEICAO DO COITE,77
2020-08-12,25,CAPIM GROSSO,73
2020-08-12,26,SANTO AMARO,70
2020-08-12,27,PORTO SEGURO,70
2020-08-12,28,TEIXEIRA DE FREITAS,68
2020-08-12,29,MARAGOGIPE,68
2020-08-12,30,RIBEIRA DO POMBAL,67
2020-08-12,31,UBATA,64
2020-08-12,32,IRECE,64
2020-08-12,33,CANDEIAS,64
2020-08-12,34,ITABERABA,63
2020-08-12,35,MADRE DE DEUS,62
2020-08-12,36,SAO SEBASTIAO DO PASSE,61
2020-08-12,37,SERROLANDIA,60
2020-08-12,38,ARACI,55
2020-08-12,39,IBICUI,53
2020-08-12,40,DIAS DAVILA,53
2020-08-12,41,SANTO ANTONIO DE JESUS,52
2020-08-12,42,SENHOR DO BONFIM,51
2020-08-12,43,CRUZ DAS ALMAS,51
2020-08-12,44,POJUCA,47
2020-08-12,45,ITAPITANGA,46
2020-08-12,46,ITAMARAJU,46
2020-08-12,47,TUCANO,41
2020-08-12,48,CONCEICAO DO JACUIPE,41
2020-08-12,49,VALENCA,40
2020-08-12,50,OUROLANDIA,40
2020-08-12,51,VARZEA DA ROCA,38
2020-08-12,52,IPIAU,38
2020-08-12,53,NAZARE,37
2020-08-12,54,ITORORO,37
2020-08-12,55,CAMACAN,37
2020-08-12,56,SAO FRANCISCO DO CONDE,35
2020-08-12,57,NOVO TRIUNFO,35
2020-08-12,58,MATA DE SAO JOAO,35
2020-08-12,59,MARACAS,34
2020-08-12,60,CICERO DANTAS,34
2020-08-12,61,BRUMADO,34
2020-08-12,62,BAIANOPOLIS,34
2020-08-12,63,PAULO AFONSO,33
2020-08-12,64,ANTAS,33
2020-08-12,65,CASA NOVA,32
2020-08-12,66,SIMOES FILHO,31
2020-08-12,67,NILO PECANHA,31
2020-08-12,68,ITABELA,31
2020-08-12,69,IBICARAI,31
2020-08-12,70,BUERAREMA,31
