date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-21,FEIRA DE SANTANA,5203,1,860,6064,91,4.86,614872,986.22,0
2020-07-21,ITABERABA,143,18,396,557,23,0.45,64489,863.71,0
2020-07-21,CONCEICAO DO COITE,333,1,217,551,3,0.44,66612,827.18,0
2020-07-21,ARACI,211,0,318,529,2,0.42,54379,972.80,0
2020-07-21,SERRINHA,218,0,180,398,1,0.32,80861,492.20,0
2020-07-21,SAO GONCALO DOS CAMPOS,73,0,205,278,1,0.22,37550,740.35,1
2020-07-21,CONCEICAO DO JACUIPE,211,0,46,257,2,0.21,33153,775.19,0
2020-07-21,VALENTE,55,0,161,216,0,0.17,28473,758.61,11
2020-07-21,SANTA BARBARA,181,0,27,208,0,0.17,20791,1000.43,1
2020-07-21,QUEIMADAS,69,0,134,203,13,0.16,25439,797.99,0
2020-07-21,RIACHAO DO JACUIPE,54,0,141,195,2,0.16,33436,583.20,0
2020-07-21,TEOFILANDIA,47,0,129,176,0,0.14,22518,781.60,0
2020-07-21,AMELIA RODRIGUES,126,0,47,173,0,0.14,25102,689.19,0
2020-07-21,SANTO ESTEVAO,124,0,42,166,5,0.13,52850,314.10,0
2020-07-21,SANTALUZ,34,0,125,159,4,0.13,37348,425.73,0
2020-07-21,IPIRA,129,0,15,144,6,0.12,59595,241.63,0
2020-07-21,RUY BARBOSA,23,0,117,140,1,0.11,30814,454.34,2
2020-07-21,IRAQUARA,10,0,129,139,5,0.11,25216,551.24,0
2020-07-21,MONTE SANTO,40,0,83,123,2,0.10,49418,248.90,1
2020-07-21,RAFAEL JAMBEIRO,88,0,30,118,1,0.09,22621,521.64,0
2020-07-21,RETIROLANDIA,64,0,53,117,0,0.09,14396,812.73,0
2020-07-21,SERRA PRETA,39,0,71,110,1,0.09,14878,739.35,0
2020-07-21,CORACAO DE MARIA,51,2,53,106,4,0.09,22605,468.92,0
2020-07-21,TERRA NOVA,70,1,30,101,0,0.08,13033,774.96,2
2020-07-21,PINTADAS,53,0,42,95,2,0.08,10437,910.22,3
2020-07-21,SOUTO SOARES,5,0,88,93,3,0.07,16979,547.74,0
2020-07-21,TANQUINHO,15,0,77,92,9,0.07,7918,1161.91,2
2020-07-21,CANSANCAO,27,0,63,90,0,0.07,34834,258.37,0
2020-07-21,LENCOIS,6,0,82,88,3,0.07,11409,771.32,0
2020-07-21,TUCANO,36,1,47,84,2,0.07,50687,165.72,1
2020-07-21,IACU,48,0,30,78,5,0.06,24305,320.92,0
2020-07-21,NORDESTINA,15,1,55,71,0,0.06,13130,540.75,3
2020-07-21,CAPELA DO ALTO ALEGRE,50,0,19,69,1,0.06,11637,592.94,0
2020-07-21,EUCLIDES DA CUNHA,30,0,35,65,0,0.05,60585,107.29,0
2020-07-21,SANTANOPOLI S,50,0,7,57,1,0.05,8943,637.37,0
2020-07-21,ITAETE,3,0,50,53,1,0.04,16056,330.09,12
2020-07-21,BARROCAS,33,0,19,52,0,0.04,15978,325.45,0
2020-07-21,SEABRA,23,0,26,49,2,0.04,44091,111.13,0
2020-07-21,AGUA FRIA,34,1,9,44,0,0.04,16970,259.28,0
2020-07-21,IRARA,37,0,7,44,0,0.04,29034,151.55,1
2020-07-21,LAMARAO,24,0,19,43,0,0.03,8307,517.64,1
2020-07-21,PE DE SERRA,5,0,36,41,1,0.03,13578,301.96,0
2020-07-21,ANGUERA,39,0,1,40,2,0.03,11221,356.47,2
2020-07-21,NOVA FATIMA,5,1,31,37,0,0.03,7812,473.63,0
2020-07-21,TEODORO SAMPAIO,19,0,12,31,0,0.02,7425,417.51,0
2020-07-21,IPECAETA,25,0,5,30,0,0.02,14487,207.08,0
2020-07-21,QUIJINGUE,10,0,20,30,1,0.02,27580,108.77,2
2020-07-21,ANTONIO CARDOSO,18,0,7,25,0,0.02,11683,213.99,1
