date,id,municipio,total_obitos_munres
2020-07-20,2,ADUSTINA,1
2020-07-20,3,AGUA FRIA,1
2020-07-20,4,AIQUARA,2
2020-07-20,5,ALAGOINHAS,24
2020-07-20,6,ALCOBACA,2
2020-07-20,7,ALMADINA,1
2020-07-20,8,AMARGOSA,6
2020-07-20,9,AMELIA RODRIGUES,1
2020-07-20,10,ANAGE,1
2020-07-20,11,ANDORINHA,1
2020-07-20,12,APORA,2
2020-07-20,13,ARACI,4
2020-07-20,14,ARATUIPE,1
2020-07-20,15,AURELINO LEAL,2
2020-07-20,16,BARRA DO CHOCA,2
2020-07-20,17,BARREIRAS,11
2020-07-20,18,BARRO PRETO,3
2020-07-20,19,BELMONTE,1
2020-07-20,20,BRUMADO,3
2020-07-20,21,BUERAREMA,9
2020-07-20,22,CABACEIRAS DO PARAGUACU,1
2020-07-20,23,CACHOEIRA,5
2020-07-20,24,CACULE*,1
2020-07-20,25,CAETITE,1
2020-07-20,26,CAIRU,3
2020-07-20,27,CALDEIRAO GRANDE,1
2020-07-20,28,CAMACAN,13
2020-07-20,29,CAMACARI*,52
2020-07-20,30,CAMAMU*,7
2020-07-20,31,CAMPO ALEGRE DE LOURDES,2
2020-07-20,32,CAMPO FORMOSO,2
2020-07-20,33,CANAVIEIRAS,3
2020-07-20,34,CANDEIAS*,30
2020-07-20,35,CANDIDO SALES,4
2020-07-20,36,CANSANCAO,2
2020-07-20,37,CANUDOS,2
2020-07-20,38,CAPIM GROSSO,4
2020-07-20,39,CARDEAL DA SILVA,1
2020-07-20,40,CASA NOVA,5
2020-07-20,41,CASTRO ALVES,3
2020-07-20,42,CATU,5
2020-07-20,43,CICERO DANTAS,1
2020-07-20,44,COARACI,4
2020-07-20,45,CONCEICAO DA FEIRA,2
2020-07-20,46,CONCEICAO DO ALMEIDA,2
2020-07-20,47,CONCEICAO DO JACUIPE,1
2020-07-20,48,CONDE,4
2020-07-20,49,CONDEUBA,1
2020-07-20,50,CORACAO DE MARIA,1
2020-07-20,51,COTEGIPE,1
2020-07-20,52,CRISOPOLIS,1
2020-07-20,53,CRUZ DAS ALMAS,4
2020-07-20,54,CURACA,1
2020-07-20,55,DARIO MEIRA,2
2020-07-20,56,DIAS DAVILA,18
2020-07-20,57,ESPLANADA,1
2020-07-20,58,EUCLIDES DA CUNHA,1
2020-07-20,59,EUNAPOLIS,20
2020-07-20,60,FEIRA DE SANTANA,80
2020-07-20,61,FILADELFIA,2
2020-07-20,62,FLORESTA AZUL,2
2020-07-20,63,GANDU,15
2020-07-20,64,GLORIA,3
2020-07-20,65,GONGOGI,2
2020-07-20,66,GOVERNADOR MANGABEIRA,1
2020-07-20,67,GUARATINGA,2
2020-07-20,68,IACU,5
2020-07-20,69,IBICARAI,4
2020-07-20,70,IBIRAPITANGA,4
