date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-08-09,FEIRA DE SANTANA,7605,3,1498,9106,41,4.76,614872,1480.96,0
2020-08-09,CONCEICAO DO COITE,688,1,539,1228,0,0.64,66612,1843.51,0
2020-08-09,ITABERABA,374,27,790,1191,0,0.62,64489,1846.83,0
2020-08-09,ARACI,345,0,402,747,0,0.39,54379,1373.69,0
2020-08-09,SERRINHA,317,0,392,709,0,0.37,80861,876.81,0
2020-08-09,SAO GONCALO DOS CAMPOS,120,0,280,400,0,0.21,37550,1065.25,0
2020-08-09,CONCEICAO DO JACUIPE,330,0,50,380,0,0.20,33153,1146.20,0
2020-08-09,SANTO ESTEVAO,287,0,71,358,0,0.19,52850,677.39,0
2020-08-09,QUEIMADAS,81,1,231,313,0,0.16,25439,1230.39,0
2020-08-09,RIACHAO DO JACUIPE,104,0,202,306,1,0.16,33436,915.18,0
2020-08-09,VALENTE,79,0,190,269,0,0.14,28473,944.75,0
2020-08-09,TANQUINHO,26,1,232,259,0,0.14,7918,3271.03,0
2020-08-09,SANTALUZ,60,0,188,248,3,0.13,37348,664.02,0
2020-08-09,SANTA BARBARA,203,0,40,243,0,0.13,20791,1168.77,0
2020-08-09,IPIRA,208,0,26,234,5,0.12,59595,392.65,0
2020-08-09,IRARA,69,0,163,232,1,0.12,29034,799.06,0
2020-08-09,TUCANO,98,2,131,231,2,0.12,50687,455.74,0
2020-08-09,AMELIA RODRIGUES,173,0,52,225,0,0.12,25102,896.34,0
2020-08-09,TEOFILANDIA,63,0,146,209,0,0.11,22518,928.15,1
2020-08-09,MACAJUBA,21,0,186,207,0,0.11,11348,1824.11,0
2020-08-09,RETIROLANDIA,129,0,74,203,0,0.11,14396,1410.11,0
2020-08-09,RUY BARBOSA,27,0,162,189,0,0.10,30814,613.36,1
2020-08-09,IRAQUARA,19,0,168,187,0,0.10,25216,741.59,1
2020-08-09,CORACAO DE MARIA,79,2,100,181,0,0.09,22605,800.71,1
2020-08-09,SERRA PRETA,79,0,100,179,0,0.09,14878,1203.12,0
2020-08-09,RAFAEL JAMBEIRO,121,1,49,171,0,0.09,22621,755.93,0
2020-08-09,MONTE SANTO,49,0,111,160,1,0.08,49418,323.77,3
2020-08-09,TERRA NOVA,84,1,58,143,3,0.07,13033,1097.21,0
2020-08-09,IACU,78,0,65,143,0,0.07,24305,588.36,1
2020-08-09,SOUTO SOARES,10,0,125,135,0,0.07,16979,795.10,2
2020-08-09,CAPELA DO ALTO ALEGRE,89,1,37,127,0,0.07,11637,1091.35,0
2020-08-09,PINTADAS,63,0,55,118,0,0.06,10437,1130.59,2
2020-08-09,CANSANCAO,30,0,84,114,0,0.06,34834,327.27,2
2020-08-09,NORDESTINA,33,1,77,111,0,0.06,13130,845.39,0
2020-08-09,EUCLIDES DA CUNHA,46,0,64,110,1,0.06,60585,181.56,0
2020-08-09,SEABRA,56,0,54,110,0,0.06,44091,249.48,0
2020-08-09,LENCOIS,9,0,93,102,0,0.05,11409,894.03,3
2020-08-09,SANTANOPOLI S,71,0,10,81,1,0.04,8943,905.74,0
2020-08-09,BARROCAS,57,0,22,79,0,0.04,15978,494.43,0
2020-08-09,IPECAETA,57,0,8,65,0,0.03,14487,448.68,0
2020-08-09,NOVA FATIMA,17,1,41,59,0,0.03,7812,755.25,0
2020-08-09,ITAETE,3,0,55,58,0,0.03,16056,361.24,0
2020-08-09,AGUA FRIA,37,0,18,55,0,0.03,16970,324.10,1
2020-08-09,LAMARAO,35,0,20,55,0,0.03,8307,662.09,1
2020-08-09,UTINGA,19,0,35,54,1,0.03,19178,281.57,2
2020-08-09,PE DE SERRA,6,0,46,52,0,0.03,13578,382.97,2
2020-08-09,ANGUERA,45,0,3,48,3,0.03,11221,427.77,2
2020-08-09,MUCUGE,13,3,29,45,0,0.02,9062,496.58,0
2020-08-09,TEODORO SAMPAIO,25,0,16,41,0,0.02,7425,552.19,1
2020-08-09,CANDEAL,32,0,8,40,0,0.02,8258,484.38,4
2020-08-09,ANTONIO CARDOSO,30,0,10,40,0,0.02,11683,342.38,3
2020-08-09,MUNDO NOVO,13,0,25,38,0,0.02,26776,141.92,0
2020-08-09,QUIJINGUE,14,0,23,37,0,0.02,27580,134.16,1
2020-08-09,BIRITINGA,24,0,10,34,1,0.02,15979,212.78,1
2020-08-09,MARCIONILIO SOUZA,28,0,5,33,0,0.02,10406,317.12,2
2020-08-09,BONITO,22,0,10,32,0,0.02,16764,190.89,0
2020-08-09,ANDARAI,9,1,15,25,0,0.01,13143,190.22,0
2020-08-09,BOA VISTA DO TUPIM,5,0,19,24,0,0.01,18576,129.20,2
2020-08-09,SAO DOMINGOS,17,0,4,21,0,0.01,9058,231.84,1
2020-08-09,NOVA REDENCAO,3,0,16,19,0,0.01,9118,208.38,0
2020-08-09,PALMEIRAS,1,0,15,16,0,0.01,9019,177.40,14
2020-08-09,PIATA,4,0,11,15,0,0.01,17123,87.60,1
2020-08-09,BAIXA GRANDE,8,0,4,12,0,0.01,20468,58.63,8
2020-08-09,LAJEDINHO,0,0,12,12,0,0.01,3783,317.21,0
