date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-06-25,FEIRA DE SANTANA,1653,4,87,1744,37,3.24,614872,283.64,0
2020-06-25,SERRINHA,117,3,72,192,1,0.36,80861,237.44,0
2020-06-25,ITABERABA,57,5,125,187,0,0.35,64489,289.97,0
2020-06-25,CONCEICAO DO JACUIPE,160,0,5,165,0,0.31,33153,497.69,0
2020-06-25,ARACI,53,0,88,141,8,0.26,54379,259.29,0
2020-06-25,TEOFILANDIA,31,0,110,141,1,0.26,22518,626.17,2
2020-06-25,VALENTE,34,0,74,108,0,0.20,28473,379.31,0
2020-06-25,CONCEICAO DO COITE,49,1,52,102,0,0.19,66612,153.13,0
2020-06-25,SANTA BARBARA,90,0,1,91,7,0.17,20791,437.69,0
2020-06-25,RUY BARBOSA ,14,2,51,67,0,0.12,30814,217.43,0
2020-06-25,IPIRA,58,0,3,61,0,0.11,59595,102.36,0
2020-06-25,AMELIA RODRIGUES,47,0,14,61,6,0.11,25102,243.01,1
2020-06-25,TERRA NOVA ,40,1,7,48,2,0.09,13033,368.30,0
2020-06-25,ITAETE,0,0,46,46,0,0.09,16056,286.50,4
2020-06-25,SANTALUZ,18,0,27,45,0,0.08,37348,120.49,0
2020-06-25,SAO GONCALO DOS CAMPOS,25,0,19,44,0,0.08,37550,117.18,1
2020-06-25,QUEIMADAS,26,0,16,42,0,0.08,25439,165.10,0
2020-06-25,RAFAEL JAMBEIRO,31,0,8,39,0,0.07,22621,172.41,0
2020-06-25,IACU,26,0,11,37,0,0.07,24305,152.23,1
2020-06-25,MONTE SANTO ,27,0,7,34,0,0.06,49418,68.80,0
2020-06-25,BARROCAS,17,1,15,33,0,0.06,15978,206.53,6
2020-06-25,RIACHAO DO JACUIPE,13,0,18,31,0,0.06,33436,92.71,0
2020-06-25,RETIROLANDIA,20,0,11,31,0,0.06,14396,215.34,0
2020-06-25,PINTADAS,28,0,3,31,0,0.06,10437,297.02,0
2020-06-25,CANSANCAO,14,1,15,30,0,0.06,34834,86.12,1
2020-06-25,SANTO ESTEVAO,13,0,13,26,1,0.05,52850,49.20,1
2020-06-25,CORACAO DE MARIA,23,0,3,26,0,0.05,22605,115.02,1
2020-06-25,AGUA FRIA ,19,4,2,25,0,0.05,16970,147.32,2
2020-06-25,ANGUERA,24,0,0,24,0,0.04,11221,213.88,0
2020-06-25,SEABRA,16,0,7,23,0,0.04,44091,52.16,5
2020-06-25,EUCLIDES DA CUNHA,12,0,6,18,0,0.03,60585,29.71,0
2020-06-25,SANTANOPOLI S,18,0,0,18,0,0.03,8943,201.27,0
2020-06-25,SAO DOMINGOS,12,0,5,17,0,0.03,9058,187.68,9
2020-06-25,NORDESTINA,10,3,4,17,0,0.03,13130,129.47,5
2020-06-25,TUCANO,9,0,7,16,0,0.03,50687,31.57,11
2020-06-25,LAMARAO,7,3,6,16,0,0.03,8307,192.61,0
2020-06-25,SERRA PRETA ,15,0,1,16,0,0.03,14878,107.54,2
2020-06-25,QUIJINGUE,8,0,8,16,0,0.03,27580,58.01,1
