date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-08-01,FEIRA DE SANTANA,6749,3,1324,8076,71,4.85,614872.0,1313.44,0.0,581.0,95.0,89.0
2020-08-01,CONCEICAO DO COITE,555,1,445,1001,23,0.6,66612.0,1502.73,0.0,87.0,5.0,3.0
2020-08-01,ITABERABA,257,27,641,925,0,0.56,64489.0,1434.35,0.0,141.0,19.0,13.0
2020-08-01,ARACI,279,0,387,666,12,0.4,54379.0,1224.74,0.0,54.0,4.0,1.0
2020-08-01,SERRINHA,279,0,346,625,22,0.38,80861.0,772.93,0.0,21.0,7.0,2.0
2020-08-01,SAO GONCALO DOS CAMPOS,92,0,277,369,2,0.22,37550.0,982.69,0.0,27.0,3.0,3.0
2020-08-01,CONCEICAO DO JACUIPE,269,0,48,317,0,0.19,33153.0,956.17,0.0,30.0,1.0,1.0
2020-08-01,QUEIMADAS,78,0,208,286,4,0.17,25439.0,1124.26,0.0,10.0,2.0,0.0
2020-08-01,RIACHAO DO JACUIPE,80,0,181,261,0,0.16,33436.0,780.6,0.0,9.0,3.0,1.0
2020-08-01,VALENTE,63,0,185,248,0,0.15,28473.0,871.0,0.0,11.0,4.0,0.0
2020-08-01,SANTO ESTEVAO,187,0,57,244,4,0.15,52850.0,461.68,0.0,33.0,3.0,0.0
2020-08-01,SANTA BARBARA,196,0,38,234,2,0.14,20791.0,1125.49,1.0,4.0,2.0,0.0
2020-08-01,AMELIA RODRIGUES,162,0,52,214,0,0.13,25102.0,852.52,0.0,23.0,2.0,2.0
2020-08-01,TANQUINHO,19,1,190,210,15,0.13,7918.0,2652.18,0.0,29.0,2.0,1.0
2020-08-01,IPIRA,173,0,24,197,6,0.12,59595.0,330.56,0.0,15.0,3.0,1.0
2020-08-01,SANTALUZ,52,0,143,195,1,0.12,37348.0,522.12,0.0,8.0,4.0,3.0
2020-08-01,TEOFILANDIA,55,0,139,194,0,0.12,22518.0,861.53,0.0,8.0,1.0,0.0
2020-08-01,RUY BARBOSA,26,0,156,182,2,0.11,30814.0,590.64,0.0,16.0,2.0,1.0
2020-08-01,IRAQUARA,15,0,166,181,1,0.11,25216.0,717.8,0.0,12.0,0.0,0.0
2020-08-01,RETIROLANDIA,99,0,64,163,2,0.1,14396.0,1132.26,1.0,22.0,0.0,0.0
2020-08-01,SERRA PRETA,66,0,92,158,1,0.09,14878.0,1061.97,0.0,7.0,5.0,3.0
