date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-15,FEIRA DE SANTANA,4620,1,701,5322,116,4.79,614872,865.55,0
2020-07-15,CONCEICAO DO COITE,271,1,189,461,5,0.41,66612,692.07,1
2020-07-15,ARACI,161,0,290,451,12,0.41,54379,829.36,0
2020-07-15,ITABERABA,108,14,314,436,38,0.39,64489,676.08,0
2020-07-15,SERRINHA,192,0,136,328,30,0.30,80861,405.63,0
2020-07-15,SAO GONCALO DOS CAMPOS,66,0,187,253,3,0.23,37550,673.77,0
2020-07-15,CONCEICAO DO JACUIPE,186,0,44,230,3,0.21,33153,693.75,0
2020-07-15,VALENTE,48,0,161,209,0,0.19,28473,734.03,5
2020-07-15,SANTA BARBARA,173,0,20,193,0,0.17,20791,928.29,1
2020-07-15,RIACHAO DO JACUIPE,41,0,126,167,3,0.15,33436,499.46,0
2020-07-15,QUEIMADAS,64,0,100,164,2,0.15,25439,644.68,0
2020-07-15,TEOFILANDIA,42,0,120,162,0,0.15,22518,719.42,0
2020-07-15,AMELIA RODRIGUES,109,0,38,147,7,0.13,25102,585.61,0
2020-07-15,SANTALUZ,31,0,113,144,2,0.13,37348,385.56,1
2020-07-15,RUY BARBOSA,23,0,101,124,0,0.11,30814,402.41,0
2020-07-15,SANTO ESTEVAO,83,0,33,116,0,0.10,52850,219.49,0
2020-07-15,MONTE SANTO,37,0,71,108,5,0.10,49418,218.54,0
2020-07-15,IPIRA,90,0,11,101,0,0.09,59595,169.48,1
2020-07-15,IRAQUARA,8,0,91,99,11,0.09,25216,392.61,0
2020-07-15,SERRA PRETA,32,0,66,98,0,0.09,14878,658.69,0
2020-07-15,RETIROLANDIA,46,0,43,89,3,0.08,14396,618.23,2
2020-07-15,CORACAO DE MARIA,43,2,47,92,3,0.08,22605,406.99,0
2020-07-15,RAFAEL JAMBEIRO,71,0,19,90,0,0.08,22621,397.86,0
2020-07-15,TERRA NOVA,63,1,26,90,1,0.08,13033,690.55,0
2020-07-15,PINTADAS,47,0,42,89,0,0.08,10437,852.74,2
2020-07-15,SOUTO SOARES,5,0,84,89,1,0.08,16979,524.18,3
2020-07-15,CANSANCAO,25,0,57,82,0,0.07,34834,235.40,3
2020-07-15,TANQUINHO,15,0,59,74,1,0.07,7918,934.58,0
2020-07-15,NORDESTINA,14,1,55,70,0,0.06,13130,533.13,6
2020-07-15,TUCANO,24,1,44,69,0,0.06,50687,136.13,0
2020-07-15,IACU,39,0,21,60,0,0.05,24305,246.86,0
2020-07-15,CAPELA DO ALTO ALEGRE,44,0,13,57,5,0.05,11637,489.82,0
2020-07-15,ITAETE,3,0,50,53,0,0.05,16056,330.09,6
2020-07-15,LENCOIS,3,0,50,53,5,0.05,11409,464.55,0
2020-07-15,EUCLIDES DA CUNHA,26,0,26,52,0,0.05,60585,85.83,0
2020-07-15,SANTANOPOLI S,43,0,6,49,0,0.04,8943,547.91,0
2020-07-15,BARROCAS,25,0,19,44,0,0.04,15978,275.38,2
2020-07-15,AGUA FRIA,31,1,9,41,0,0.04,16970,241.60,1
2020-07-15,IRARA,33,0,7,40,2,0.04,29034,137.77,0
2020-07-15,PE DE SERRA,5,0,33,38,0,0.03,13578,279.86,2
2020-07-15,SEABRA,16,0,22,38,0,0.03,44091,86.19,0
2020-07-15,ANGUERA,35,0,1,36,0,0.03,11221,320.83,1
2020-07-15,LAMARAO,18,0,18,36,1,0.03,8307,433.37,3
2020-07-15,QUIJINGUE,9,0,20,29,0,0.03,27580,105.15,2
2020-07-15,TEODORO SAMPAIO,16,0,12,28,0,0.03,7425,377.10,1
2020-07-15,CANDEAL,20,0,3,23,0,0.02,8258,278.52,2
2020-07-15,IPECAETA,14,0,3,17,0,0.02,14487,117.35,0
2020-07-15,ANTONIO CARDOSO,10,0,6,16,0,0.01,11683,136.95,3
2020-07-15,MUCUGE,5,3,8,16,0,0.01,9062,176.56,3
2020-07-15,NOVA FATIMA,5,1,10,16,1,0.01,7812,204.81,0
2020-07-15,MACAJUBA,10,0,2,12,0,0.01,11348,105.75,0
2020-07-15,MARCIONILIO SOUZA,8,0,3,11,0,0.01,10406,105.71,4
2020-07-15,BIRITINGA,5,0,5,10,0,0.01,15979,62.58,0
2020-07-15,IBITIARA,2,0,8,10,0,0.01,16339,61.20,11
2020-07-15,BOA VISTA DO TUPIM,4,0,5,9,0,0.01,18576,48.45,2
2020-07-15,SAO DOMINGOS,7,0,2,9,0,0.01,9058,99.36,29
2020-07-15,ANDARAI,5,0,4,9,0,0.01,13143,68.48,1
2020-07-15,PIATA,2,0,7,9,0,0.01,17123,52.56,6
2020-07-15,PALMEIRAS,2,0,6,8,0,0.01,9019,88.70,3
2020-07-15,UTINGA,4,0,4,8,0,0.01,19178,41.71,5
2020-07-15,ABAIRA,3,2,0,5,0,0.00,8739,57.21,17
2020-07-15,BONINAL,0,0,5,5,1,0.00,14368,34.80,18
2020-07-15,ICHU,4,0,0,4,0,0.00,6206,64.45,3
2020-07-15,BAIXA GRANDE,3,0,0,3,0,0.00,20468,14.66,18
2020-07-15,NOVA REDENCAO,2,0,1,3,0,0.00,9118,32.90,18
2020-07-15,MUNDO NOVO,1,0,1,2,0,0.00,26776,7.47,22
2020-07-15,LAJEDINHO,0,0,2,2,0,0.00,3783,52.87,5
2020-07-15,NOVO HORIZONTE,0,0,1,1,0,0.00,12385,8.07,6
2020-07-15,WAGNER,0,0,1,1,0,0.00,9345,10.70,15
2020-07-15,TOTAL,7200,28,3782,11010,261,10
2020-07-15,IRECE,48,0,213,261,2,0.23,72967,357.70,0
