date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-18,FEIRA DE SANTANA,4863,1,763,5627,187,4.77,614872,915.15,0
2020-07-18,CONCEICAO DO COITE,286,1,215,502,2,0.43,66612,753.62,0
2020-07-18,ITABERABA,115,16,369,500,28,0.42,64489,775.33,0
2020-07-18,ARACI,179,0,316,495,6,0.42,54379,910.28,0
2020-07-18,SERRINHA,203,0,179,382,2,0.32,80861,472.42,0
2020-07-18,SAO GONCALO DOS CAMPOS,69,0,192,261,9,0.22,37550,695.07,1
2020-07-18,CONCEICAO DO JACUIPE,204,0,44,248,2,0.21,33153,748.05,0
2020-07-18,VALENTE,48,0,161,209,1,0.18,28473,734.03,8
2020-07-18,SANTA BARBARA,173,0,20,193,9,0.16,20791,928.29,4
2020-07-18,RIACHAO DO JACUIPE,46,0,134,180,1,0.15,33436,538.34,1
2020-07-18,QUEIMADAS,68,0,104,172,18,0.15,25439,676.13,0
2020-07-18,TEOFILANDIA,43,0,128,171,0,0.15,22518,759.39,1
2020-07-18,AMELIA RODRIGUES,116,0,41,157,5,0.13,25102,625.45,1
2020-07-18,SANTALUZ,31,0,120,151,5,0.13,37348,404.31,1
2020-07-18,RUY BARBOSA,23,0,106,129,11,0.11,30814,418.64,1
2020-07-18,SANTO ESTEVAO,92,0,36,128,3,0.11,52850,242.19,0
2020-07-18,IRAQUARA,8,0,119,127,0,0.11,25216,503.65,1
2020-07-18,IPIRA,109,0,12,121,10,0.10,59595,203.04,1
2020-07-18,MONTE SANTO,40,0,76,116,7,0.10,49418,234.73,0
2020-07-18,SERRA PRETA,35,0,71,106,1,0.09,14878,712.46,0
2020-07-18,RETIROLANDIA,55,0,46,101,1,0.09,14396,701.58,0
2020-07-18,TERRA NOVA,70,1,29,100,1,0.08,13033,767.28,0
2020-07-18,RAFAEL JAMBEIRO,77,0,23,100,8,0.08,22621,442.07,1
2020-07-18,CORACAO DE MARIA,43,2,51,96,5,0.08,22605,424.68,1
2020-07-18,PINTADAS,53,0,42,95,0,0.08,10437,910.22,0
2020-07-18,SOUTO SOARES,5,0,85,90,0,0.08,16979,530.07,2
2020-07-18,CANSANCAO,26,0,58,84,5,0.07,34834,241.14,1
2020-07-18,TANQUINHO,15,0,65,80,12,0.07,7918,1010.36,1
2020-07-18,TUCANO,30,1,46,77,2,0.07,50687,151.91,0
2020-07-18,NORDESTINA,15,1,55,71,0,0.06,13130,540.75,0
2020-07-18,LENCOIS,4,0,64,68,7,0.06,11409,596.02,0
2020-07-18,CAPELA DO ALTO ALEGRE,47,0,19,66,0,0.06,11637,567.16,1
2020-07-18,IACU,39,0,23,62,8,0.05,24305,255.09,1
2020-07-18,EUCLIDES DA CUNHA,26,0,32,58,2,0.05,60585,95.73,1
2020-07-18,SANTANOPOLI S,46,0,7,53,0,0.04,8943,592.64,1
2020-07-18,ITAETE,3,0,50,53,0,0.04,16056,330.09,9
2020-07-18,BARROCAS,28,0,19,47,0,0.04,15978,294.15,2
2020-07-18,IRARA,36,0,7,43,0,0.04,29034,148.10,1
2020-07-18,AGUA FRIA,31,1,9,41,0,0.03,16970,241.60,4
2020-07-18,SEABRA,19,0,22,41,1,0.03,44091,92.99,1
2020-07-18,PE DE SERRA,5,0,35,40,0,0.03,13578,294.59,1
2020-07-18,LAMARAO,20,0,19,39,1,0.03,8307,469.48,1
2020-07-18,ANGUERA,35,0,1,36,4,0.03,11221,320.83,4
2020-07-18,TEODORO SAMPAIO,18,0,12,30,0,0.03,7425,404.04,2
2020-07-18,QUIJINGUE,9,0,20,29,1,0.02,27580,105.15,5
2020-07-18,CANDEAL,20,0,3,23,0,0.02,8258,278.52,5
2020-07-18,ANTONIO CARDOSO,15,0,7,22,1,0.02,11683,188.31,1
2020-07-18,IPECAETA,18,0,3,21,2,0.02,14487,144.96,1
2020-07-18,NOVA FATIMA,5,1,11,17,0,0.01,7812,217.61,2
2020-07-18,MUCUGE,6,3,8,17,0,0.01,9062,187.60,2
2020-07-18,MARCIONILIO SOUZA,11,0,3,14,1,0.01,10406,134.54,2
2020-07-18,MACAJUBA,11,0,2,13,0,0.01,11348,114.56,0
2020-07-18,BIRITINGA,6,0,5,11,0,0.01,15979,68.84,2
2020-07-18,IBITIARA,2,0,8,10,0,0.01,16339,61.20,14
