1,SALVADOR,8442
2,FEIRA DE SANTANA,1383
3,ILHEUS,1309
4,LAURO DE FREITAS,1154
5,ITABUNA,819
6,CAMACARI,627
7,JEQUIE,530
8,JUAZEIRO,407
9,TEIXEIRA DE FREITAS,367
10,VITORIA DA CONQUISTA,303
11,ALAGOINHAS,267
12,PORTO SEGURO,246
13,GANDU,240
14,JAGUAQUARA,239
15,SANTO ANTONIO DE JESUS,215
16,CANDEIAS,208
17,LUIS EDUARDO MAGALHAES,196
18,EUNAPOLIS,196
19,CAMAMU,193
20,BARREIRAS,172
21,VALENCA,161
22,IPIAU,160
23,ITAMARAJU,155
24,SANTO AMARO,147
25,DIAS DAVILA,140
26,CONCEICAO DO COITE,137
27,CAPIM GROSSO,136
28,MADRE DE DEUS,135
29,ITAJUIPE,135
30,ARACI,134
31,ITABERABA,133
32,SAO SEBASTIAO DO PASSE,130
33,SIMOES FILHO,130
34,RIBEIRA DO POMBAL,122
35,PRESIDENTE TANCREDO NEVES,117
36,SAO FRANCISCO DO CONDE,111
37,CAMPO FORMOSO,107
38,CONCEICAO DA FEIRA,104
39,CAMACAN,100
40,SAO GONCALO DOS CAMPOS,98
41,POJUCA,92
42,VERA CRUZ,86
43,NOVA SOURE,86
44,ITAPETINGA,86
45,FILADELFIA,86
46,CRUZ DAS ALMAS,86
47,URUCUCA,85
48,IRECE,85
49,JACOBINA,80
50,WENCESLAU GUIMARAES,77
51,UBATA,77
52,SOUTO SOARES,77
53,IRAQUARA,77
54,VALENTE,75
55,GENTIO DO OURO,75
56,ITANHEM,74
57,PAULO AFONSO,72
58,SERRINHA,71
59,QUEIMADAS,70
60,MUCURI,69
61,CASA NOVA,66
62,SENHOR DO BONFIM,65
63,BRUMADO,65
64,ITUBERA,62
65,IBIRAPITANGA,62
66,CACHOEIRA,62
67,MATA DE SAO JOAO,61
68,SOBRADINHO,57
69,MEDEIROS NETO,57
70,AURELINO LEAL,57
71,BUERAREMA,56
72,AMERICA DOURADA,53
73,IGUAI,51
74,CONCEICAO DO JACUIPE,50
75,CATU,50
76,UNA,49
77,NILO PECANHA,49
78,POCOES,48
79,RUY BARBOSA,47
80,PRADO,47
81,NAZARE,47
82,ITAPARICA,46
83,ALCOBACA,45
84,SANTA BARBARA,44
85,JOAO DOURADO,44
86,BARRA DO CHOCA,44
87,SANTA CRUZ CABRALIA,43
88,MURITIBA,43
89,PIRAI DO NORTE,42
90,FLORESTA AZUL,42
91,SANTALUZ,41
92,BELMONTE,41
93,IBIRATAIA,40
94,CARAVELAS,40
95,AMELIA RODRIGUES,40
96,SERRA PRETA,39
97,PRESIDENTE DUTRA,39
98,MACURURE,39
99,GUARATINGA,39
100,MARAGOGIPE,38
101,UAUA,37
102,TERRA NOVA,37
103,TAPEROA,37
104,SANTO ESTEVAO,36
105,CAPELA DO ALTO ALEGRE,36
106,UBAITABA,35
107,NOVA IBIA,35
108,BARRO PRETO,35
109,MARACAS,34
110,MAIRI,34
111,IBOTIRAMA,34
112,RIO REAL,33
113,NOVA VICOSA,33
114,CONCEICAO DO ALMEIDA,33
115,RETIROLANDIA,32
116,ITABELA,32
117,SITIO DO QUINTO,31
118,MONTE SANTO,31
119,IBICARAI,31
120,TUCANO,30
121,ITAPE,30
122,ENTRE RIOS,30
123,APUAREMA,30
124,AMARGOSA,30
125,JAGUARIPE,29
126,ALMADINA,29
127,JAGUARARI,28
128,GUANAMBI,28
129,CASTRO ALVES,28
130,RIACHAO DO JACUIPE,27
131,PLANALTO,27
132,MANOEL VITORINO,27
133,MACARANI,27
134,TEOLANDIA,26
135,SANTA LUZIA,26
136,RAFAEL JAMBEIRO,26
137,CANDIDO SALES,26
138,SAPEACU,25
139,PINDOBACU,25
140,ITAGIBA,25
141,ADUSTINA,25
142,SAO FELIPE,24
143,NOVO TRIUNFO,24
144,CORACAO DE MARIA,24
145,CAATIBA,24
146,GOVERNADOR MANGABEIRA,23
147,PARIPIRANGA,22
148,COARACI,22
149,CAIRU,22
150,ITAPEBI,21
151,IBICUI,21
152,VARZEA NOVA,20
153,SANTANOPOLIS,20
154,PINTADAS,20
155,LENCOIS,20
156,CIPO,20
157,ANTONIO GONCALVES,20
158,OUROLANDIA,19
159,OLINDINA,19
160,ITAPICURU,19
161,CICERO DANTAS,19
162,NOVA CANAA,18
163,NORDESTINA,18
164,MARAU,18
165,LAPAO,18
166,ITACARE,18
167,IPIRA,18
168,CANARANA,18
169,ANAGE,18
170,VEREDA,17
171,CANSANCAO,17
172,SAO DESIDERIO,16
173,CRISOPOLIS,16
174,CONDE,16
175,CALDEIRAO GRANDE,16
176,ANDORINHA,16
177,TAPIRAMUTA,15
178,SAO FELIX,15
179,JUSSARA,15
180,INHAMBUPE,15
181,AIQUARA,15
182,CORONEL JOAO SA,14
183,CANAVIEIRAS,14
184,CAETITE,14
185,BARRA,14
186,JITAUNA,13
187,ITORORO,13
188,ENCRUZILHADA,13
189,BOM JESUS DA LAPA,13
190,TANQUINHO,12
191,MIGUEL CALMON,12
192,LAMARAO,12
193,ITAJU DO COLONIA,12
194,GLORIA,12
195,BANZAE,12
196,URANDI,11
197,RIACHO DE SANTANA,11
198,PRESIDENTE JANIO QUADROS,11
199,MUTUIPE,11
200,JANDAIRA,11
201,IGRAPIUNA,11
202,CRISTOPOLIS,11
203,ACAJUTIBA,11
204,POTIRAGUA,10
205,PONTO NOVO,10
206,LAJEDO DO TABOCAL,10
207,IACU,10
208,DARIO MEIRA,10
209,ANTAS,10
