date,id,municipio,total_obitos_munocor
2020-07-11,2,AMARGOSA,2
2020-07-11,3,AMELIA RODRIGUES,1
2020-07-11,4,ANAGE,1
2020-07-11,5,APORA,1
2020-07-11,6,ARACAJU,2
2020-07-11,7,ARACI,1
2020-07-11,8,ARARIPINA,3
2020-07-11,9,BARRA DO CHOCA,2
2020-07-11,10,BARREIRAS,11
2020-07-11,11,BRUMADO,1
2020-07-11,12,CALDEIRAO GRANDE,1
2020-07-11,13,CAMACAN,6
2020-07-11,14,CAMACARI,24
2020-07-11,15,CAMPO FORMOSO,1
2020-07-11,16,CANAVIEIRAS,1
2020-07-11,17,CANDEIAS,10
2020-07-11,18,CANDIDO SALES,2
2020-07-11,19,CANSANCAO,1
2020-07-11,20,CANUDOS,1
2020-07-11,21,CAPIM GROSSO,2
2020-07-11,22,CARDEAL DA SILVA,1
2020-07-11,23,CASA NOVA,1
2020-07-11,24,CASTRO ALVES,1
2020-07-11,25,CONCEICAO DA FEIRA,1
2020-07-11,26,CONDE,1
2020-07-11,27,CRUZ DAS ALMAS,1
2020-07-11,28,DIAS DAVILA,2
2020-07-11,29,EUNAPOLIS,10
2020-07-11,30,FEIRA DE SANTANA,57
2020-07-11,31,FILADELFIA,1
2020-07-11,32,FLORIANO,1
2020-07-11,33,GANDU,10
2020-07-11,34,GUAMARE*,1
2020-07-11,35,IACU,4
2020-07-11,36,IBICARAI,1
2020-07-11,37,IBIRAPITANGA,2
2020-07-11,38,IBIRATAIA,2
2020-07-11,39,IGRAPIUNA,1
2020-07-11,40,IGUAI,1
2020-07-11,41,ILHEUS*,105
2020-07-11,42,IPIAU *,4
2020-07-11,43,IPIRA,1
2020-07-11,44,IRECE,1
2020-07-11,45,ITABELA,1
2020-07-11,46,ITABERABA,6
2020-07-11,47,ITABUNA,110
2020-07-11,48,ITACARE,1
2020-07-11,49,ITAJUIPE,2
2020-07-11,50,ITAMARAJU,9
2020-07-11,51,ITANHEM,1
2020-07-11,52,ITAPARICA,2
2020-07-11,53,ITAPEBI,1
2020-07-11,54,ITAPETINGA,4
2020-07-11,55,ITUBERA,2
2020-07-11,56,JACOBINA,1
2020-07-11,57,JEQUIE*,49
2020-07-11,58,JOAO DOURADO,1
2020-07-11,59,JUAZEIRO,35
2020-07-11,60,LAURO DE FREITAS*,42
2020-07-11,61,MANOEL VITORINO,1
2020-07-11,62,MARACAS,1
2020-07-11,63,MARAGOGIPE,1
2020-07-11,64,MEDEIROS NETO,1
2020-07-11,65,MILAGRES,1
2020-07-11,66,MONTE SANTO,1
2020-07-11,67,MUCURI,2
2020-07-11,68,MULUNGU DO MORRO,1
2020-07-11,69,NAZARE,2
2020-07-11,70,NOVA IBIA,2
2020-07-11,71,NOVA VICOSA,2
2020-07-11,72,PAULO AFONSO,9
2020-07-11,73,PETROLINA,5
2020-07-11,74,PILAO ARCADO*,1
2020-07-11,75,POCOES,1
2020-07-11,76,POJUCA,1
2020-07-11,77,PORTO SEGURO,11
2020-07-11,78,PRADO,2
2020-07-11,79,PRESIDENTE TANCREDO NEVES,2
2020-07-11,80,RECIFE,1
2020-07-11,81,REMANSO,10
2020-07-11,82,RIACHAO DO JACUIPE,1
2020-07-11,83,RIBEIRA DO POMBAL,1
2020-07-11,84,RUY BARBOSA,1
2020-07-11,85,SALGUEIRO,1
2020-07-11,86,SALVADOR*,1631
2020-07-11,87,SANTA MARIA DA VITORIA,1
2020-07-11,88,SANTA RITA DE CASSIA,1
2020-07-11,89,SANTA TERESINHA,1
2020-07-11,90,SANTALUZ,3
2020-07-11,91,SANTO ANTONIO DE JESUS,12
2020-07-11,92,SAO FELIX,3
2020-07-11,93,SAO FRANCISCO DO CONDE,1
2020-07-11,94,SAO GONCALO DOS CAMPOS,3
2020-07-11,95,SAO SEBASTIAO DO PASSE,3
2020-07-11,96,SEABRA,1
2020-07-11,97,SENHOR DO BONFIM,1
2020-07-11,98,SERRA PRETA,1
2020-07-11,99,SERRINHA,2
2020-07-11,100,SIMOES FILHO,23
2020-07-11,101,SOBRADINHO,3
2020-07-11,102,TEIXEIRA DE FREITAS,32
2020-07-11,103,TOBIAS BARRETO,1
2020-07-11,104,UBAITABA,1
2020-07-11,105,URUCUCA,2
2020-07-11,106,UTINGA,1
2020-07-11,107,VALENCA,20
2020-07-11,108,VALENCA,1
2020-07-11,109,VARZEA DA ROCA,1
2020-07-11,110,VERA CRUZ,1
2020-07-11,111,VITORIA DA CONQUISTA,59
2020-07-11,1,SALVADOR,42688
