date,id,municipio,total_obitos_munocor
2020-08-02,2,ALAGOINHAS,21
2020-08-02,3,ALCOBACA,1
2020-08-02,4,AMARGOSA,4
2020-08-02,5,AMELIA RODRIGUES,2
2020-08-02,6,ANAGE,1
2020-08-02,7,APORA,1
2020-08-02,8,ARACAJU,2
2020-08-02,9,ARACI,1
2020-08-02,10,ARARIPINA,3
2020-08-02,11,ARATACA,1
2020-08-02,12,BARRA,1
2020-08-02,13,BARRA DO CHOCA,2
2020-08-02,14,BARREIRA,1
2020-08-02,15,BARREIRAS,38
2020-08-02,16,BARRETOS,1
2020-08-02,17,BONITO,1
2020-08-02,18,BRUMADO,1
2020-08-02,19,CACHOEIRA,1
2020-08-02,20,CALDEIRAO GRANDE,1
2020-08-02,21,CAMACAN,13
2020-08-02,22,CAMACARI,46
2020-08-02,23,CAMPO FORMOSO,2
2020-08-02,24,CANAVIEIRAS,1
2020-08-02,25,CANDEIAS,15
2020-08-02,26,CANDIDO SALES,3
2020-08-02,27,CANSANCAO,1
2020-08-02,28,CANUDOS,1
2020-08-02,29,CAPIM GROSSO,2
2020-08-02,30,CARDEAL DA SILVA,1
2020-08-02,31,CASA NOVA,2
2020-08-02,32,CASTRO ALVES,2
2020-08-02,33,CATU,1
2020-08-02,34,CONCEICAO DA FEIRA,1
2020-08-02,35,CONCEICAO DO ALMEIDA,1
2020-08-02,36,CONCEICAO DO COITE,3
2020-08-02,37,CONCEICAO DO JACUIPE,1
2020-08-02,38,CONDE,1
2020-08-02,39,CONDEUBA,1
2020-08-02,40,CRUZ DAS ALMAS,1
2020-08-02,41,DARIO MEIRA,1
2020-08-02,42,DIAS DAVILA,3
2020-08-02,43,EUCLIDES DA CUNHA,3
2020-08-02,44,EUNAPOLIS,11
2020-08-02,45,FEIRA DA MATA,1
2020-08-02,46,FEIRA DE SANTANA,91
2020-08-02,47,FILADELFIA,1
2020-08-02,48,FLORIANO,1
2020-08-02,49,GANDU,11
2020-08-02,50,GUAMARE*,1
2020-08-02,51,IACU,6
2020-08-02,52,IBICARAI,2
2020-08-02,53,IBIRAPITANGA,2
2020-08-02,54,IBIRATAIA,2
2020-08-02,55,IBOTIRAMA,1
2020-08-02,56,IGRAPIUNA,1
2020-08-02,57,IGUAI,4
2020-08-02,58,ILHEUS*,173
2020-08-02,59,IPECAETA,1
2020-08-02,60,IPIAU *,7
2020-08-02,61,IPIRA,1
2020-08-02,62,IRECE,11
2020-08-02,63,ITABELA,2
2020-08-02,64,ITABERABA,13
2020-08-02,65,ITABUNA,167
2020-08-02,66,ITACARE,1
2020-08-02,67,ITAETE,1
2020-08-02,68,ITAJUIPE,4
2020-08-02,69,ITAMARAJU,14
2020-08-02,70,ITANHEM,2
2020-08-02,71,ITAPARICA,4
2020-08-02,72,ITAPEBI,2
2020-08-02,73,ITAPETINGA,8
2020-08-02,74,ITATIM,1
2020-08-02,75,ITUBERA,12
2020-08-02,76,JABORANDI,1
2020-08-02,77,JACOBINA,2
2020-08-02,78,JAGUARARI,1
2020-08-02,79,JEQUIE*,100
2020-08-02,80,JITAUNA,1
2020-08-02,81,JOAO DOURADO,1
2020-08-02,82,JUAZEIRO,59
2020-08-02,83,LAURO DE FREITAS*,55
2020-08-02,84,LUIS EDUARDO MAGALHAES,1
2020-08-02,85,MANOEL VITORINO,1
2020-08-02,86,MARACAS,2
2020-08-02,87,MARAGOGIPE,5
2020-08-02,88,MEDEIROS NETO,8
2020-08-02,89,MILAGRES,2
2020-08-02,90,MONTE SANTO,1
2020-08-02,91,MUCURI,2
2020-08-02,92,MULUNGU DO MORRO,1
2020-08-02,93,MUNDO NOVO,1
2020-08-02,94,MUTUIPE,2
2020-08-02,95,NAZARE,3
2020-08-02,96,NILO PECANHA,1
2020-08-02,97,NOVA IBIA,3
2020-08-02,98,NOVA VICOSA,2
