date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-08-02,FEIRA DE SANTANA,6817,3,1349,8169,92,4.84,614872,1328.57,0
2020-08-02,CONCEICAO DO COITE,563,1,460,1024,0,0.61,66612,1537.26,0
2020-08-02,ITABERABA,258,27,641,926,2,0.55,64489,1435.90,0
2020-08-02,ARACI,291,0,388,679,0,0.40,54379,1248.64,0
2020-08-02,SERRINHA,279,0,368,647,0,0.38,80861,800.14,0
2020-08-02,SAO GONCALO DOS CAMPOS,101,0,278,379,1,0.22,37550,1009.32,0
2020-08-02,CONCEICAO DO JACUIPE,280,0,48,328,1,0.19,33153,989.35,0
2020-08-02,QUEIMADAS,78,0,212,290,0,0.17,25439,1139.98,0
2020-08-02,RIACHAO DO JACUIPE,83,0,181,264,5,0.16,33436,789.57,0
2020-08-02,SANTO ESTEVAO,192,0,60,252,0,0.15,52850,476.82,0
2020-08-02,VALENTE,64,0,185,249,0,0.15,28473,874.51,0
2020-08-02,SANTA BARBARA,198,0,38,236,0,0.14,20791,1135.11,0
2020-08-02,TANQUINHO,20,1,204,225,6,0.13,7918,2841.63,0
2020-08-02,AMELIA RODRIGUES,163,0,52,215,5,0.13,25102,856.51,0
2020-08-02,IPIRA,178,0,25,203,3,0.12,59595,340.63,0
2020-08-02,SANTALUZ,53,0,144,197,19,0.12,37348,527.47,0
2020-08-02,TEOFILANDIA,55,0,139,194,0,0.11,22518,861.53,1
2020-08-02,RUY BARBOSA,26,0,158,184,0,0.11,30814,597.13,0
2020-08-02,IRAQUARA,15,0,167,182,0,0.11,25216,721.76,0
2020-08-02,RETIROLANDIA,99,0,66,165,1,0.10,14396,1146.15,0
2020-08-02,SERRA PRETA,67,0,96,163,1,0.10,14878,1095.58,0
2020-08-02,RAFAEL JAMBEIRO,111,1,45,157,0,0.09,22621,694.05,0
2020-08-02,TUCANO,66,2,88,156,16,0.09,50687,307.77,0
2020-08-02,CORACAO DE MARIA,66,2,87,155,1,0.09,22605,685.69,0
2020-08-02,MONTE SANTO,45,0,106,151,1,0.09,49418,305.56,0
2020-08-02,SOUTO SOARES,8,0,124,132,0,0.08,16979,777.43,0
2020-08-02,IACU,67,0,58,125,2,0.07,24305,514.30,0
2020-08-02,TERRA NOVA,77,1,45,123,0,0.07,13033,943.76,1
2020-08-02,PINTADAS,59,0,51,110,0,0.07,10437,1053.94,0
2020-08-02,CAPELA DO ALTO ALEGRE,76,1,28,105,0,0.06,11637,902.29,0
2020-08-02,CANSANCAO,30,0,74,104,0,0.06,34834,298.56,3
2020-08-02,LENCOIS,8,0,93,101,0,0.06,11409,885.27,8
2020-08-02,NORDESTINA,23,1,69,93,0,0.06,13130,708.30,0
2020-08-02,SEABRA,50,0,43,93,0,0.06,44091,210.93,0
2020-08-02,EUCLIDES DA CUNHA,37,0,51,88,2,0.05,60585,145.25,0
2020-08-02,IRARA,47,0,30,77,0,0.05,29034,265.21,0
2020-08-02,SANTANOPOLI S,63,0,7,70,0,0.04,8943,782.74,0
2020-08-02,BARROCAS,43,0,21,64,0,0.04,15978,400.55,2
2020-08-02,ITAETE,3,0,54,57,0,0.03,16056,355.01,9
2020-08-02,IPECAETA,49,0,7,56,0,0.03,14487,386.55,0
2020-08-02,AGUA FRIA,37,0,16,53,0,0.03,16970,312.32,1
2020-08-02,LAMARAO,33,0,19,52,0,0.03,8307,625.98,1
2020-08-02,PE DE SERRA,5,0,45,50,0,0.03,13578,368.24,0
2020-08-02,NOVA FATIMA,8,1,40,49,0,0.03,7812,627.24,1
2020-08-02,ANGUERA,43,0,2,45,0,0.03,11221,401.03,3
2020-08-02,UTINGA,10,0,32,42,0,0.02,19178,219.00,0
2020-08-02,CANDEAL,31,0,7,38,0,0.02,8258,460.16,0
2020-08-02,TEODORO SAMPAIO,23,0,15,38,0,0.02,7425,511.78,0
2020-08-02,ANTONIO CARDOSO,27,0,10,37,1,0.02,11683,316.70,1
2020-08-02,QUIJINGUE,12,0,22,34,0,0.02,27580,123.28,0
2020-08-02,MUCUGE,8,3,19,30,2,0.02,9062,331.05,0
2020-08-02,BIRITINGA,20,0,9,29,0,0.02,15979,181.49,1
2020-08-02,MUNDO NOVO,12,0,17,29,0,0.02,26776,108.31,1
2020-08-02,MARCIONILIO SOUZA,23,0,4,27,0,0.02,10406,259.47,6
2020-08-02,MACAJUBA,18,0,5,23,0,0.01,11348,202.68,1
2020-08-02,BOA VISTA DO TUPIM,4,0,19,23,0,0.01,18576,123.82,3
2020-08-02,BONITO,13,0,10,23,0,0.01,16764,137.20,0
2020-08-02,ANDARAI,6,1,13,20,0,0.01,13143,152.17,1
2020-08-02,PALMEIRAS,1,0,15,16,0,0.01,9019,177.40,7
2020-08-02,PIATA,4,0,10,14,0,0.01,17123,81.76,4
