date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-10,FEIRA DE SANTANA,4237,1,588,4826,81,4.85,614872,784.88,0
2020-07-10,ITABERABA,96,12,275,383,12,0.39,64489,593.90,0
2020-07-10,ARACI,111,0,259,370,5,0.37,54379,680.41,0
2020-07-10,CONCEICAO DO COITE,203,1,159,363,18,0.36,66612,544.95,0
2020-07-10,SERRINHA,169,0,134,303,1,0.30,80861,374.72,0
2020-07-10,VALENTE,86,0,157,243,0,0.24,28473,853.44,0
2020-07-10,SAO GONCALO DOS CAMPOS,60,0,149,209,3,0.21,37550,556.59,0
2020-07-10,CONCEICAO DO JACUIPE,160,0,41,201,2,0.20,33153,606.28,0
2020-07-10,SANTA BARBARA,165,0,20,185,4,0.19,20791,889.81,1
2020-07-10,TEOFILANDIA,39,0,118,157,2,0.16,22518,697.22,0
2020-07-10,RIACHAO DO JACUIPE,38,0,93,131,22,0.13,33436,391.79,0
2020-07-10,QUEIMADAS,63,0,67,130,7,0.13,25439,511.03,0
2020-07-10,AMELIA RODRIGUES,87,0,34,121,11,0.12,25102,482.03,1
2020-07-10,RUY BARBOSA,21,0,96,117,1,0.12,30814,379.70,0
2020-07-10,MONTE SANTO,37,0,65,102,1,0.10,49418,206.40,0
2020-07-10,SANTALUZ,27,0,75,102,4,0.10,37348,273.11,0
2020-07-10,IPIRA,77,0,11,88,2,0.09,59595,147.66,1
2020-07-10,TERRA NOVA,62,1,25,88,0,0.09,13033,675.21,0
2020-07-10,PINTADAS,45,0,42,87,0,0.09,10437,833.57,0
2020-07-10,IRAQUARA,7,0,79,86,1,0.09,25216,341.05,0
2020-07-10,SOUTO SOARES,4,0,81,85,3,0.09,16979,500.62,0
2020-07-10,RAFAEL JAMBEIRO,63,0,18,81,1,0.08,22621,358.07,0
2020-07-10,CANSANCAO,25,0,51,76,0,0.08,34834,218.18,0
2020-07-10,RETIROLANDIA,34,0,41,75,0,0.08,14396,520.98,0
2020-07-10,SANTO ESTEVAO,46,0,27,73,3,0.07,52850,138.13,1
2020-07-10,SERRA PRETA,30,0,42,72,13,0.07,14878,483.94,0
2020-07-10,CORACAO DE MARIA,37,2,32,71,5,0.07,22605,314.09,0
2020-07-10,NORDESTINA,14,1,55,70,0,0.07,13130,533.13,1
2020-07-10,TUCANO,18,0,39,57,1,0.06,50687,112.45,0
2020-07-10,ITAETE,3,0,50,53,0,0.05,16056,330.09,1
2020-07-10,IACU,33,0,19,52,0,0.05,24305,213.95,1
2020-07-10,CAPELA DO ALTO ALEGRE,35,0,11,46,0,0.05,11637,395.29,0
2020-07-10,BARROCAS,23,0,19,42,0,0.04,15978,262.86,3
2020-07-10,TANQUINHO,15,0,25,40,0,0.04,7918,505.18,1
2020-07-10,SANTANOPOLI S,34,0,5,39,0,0.04,8943,436.10,0
2020-07-10,EUCLIDES DA CUNHA,21,0,15,36,0,0.04,60585,59.42,0
2020-07-10,AGUA FRIA,27,1,7,35,0,0.04,16970,206.25,6
2020-07-10,LAMARAO,17,0,18,35,0,0.04,8307,421.33,1
2020-07-10,PE DE SERRA,4,0,27,31,0,0.03,13578,228.31,1
2020-07-10,SEABRA,12,0,19,31,1,0.03,44091,70.31,12
2020-07-10,IRARA,23,0,7,30,0,0.03,29034,103.33,2
2020-07-10,ANGUERA,30,0,0,30,0,0.03,11221,267.36,2
2020-07-10,LENCOIS,0,0,29,29,3,0.03,11409,254.19,0
2020-07-10,TEODORO SAMPAIO,14,0,9,23,2,0.02,7425,309.76,0
2020-07-10,CANDEAL,18,0,3,21,0,0.02,8258,254.30,4
2020-07-10,QUIJINGUE,9,0,10,19,1,0.02,27580,68.89,0
2020-07-10,ANTONIO CARDOSO,9,0,6,15,0,0.02,11683,128.39,2
2020-07-10,MUCUGE,5,3,7,15,0,0.02,9062,165.53,0
2020-07-10,IPECAETA,8,0,3,11,0,0.01,14487,75.93,2
2020-07-10,MACAJUBA,10,0,0,10,1,0.01,11348,88.12,1
2020-07-10,MARCIONILIO SOUZA,8,0,2,10,1,0.01,10406,96.10,0
2020-07-10,IBITIARA,2,0,8,10,0,0.01,16339,61.20,6
2020-07-10,PIATA,2,0,8,10,0,0.01,17123,58.40,1
2020-07-10,PALMEIRAS,1,0,6,7,0,0.01,9019,77.61,2
2020-07-10,SAO DOMINGOS,6,0,2,8,0,0.01,9058,88.32,24
2020-07-10,UTINGA,4,0,4,8,0,0.01,19178,41.71,0
2020-07-10,BOA VISTA DO TUPIM,4,0,3,7,1,0.01,18576,37.68,0
2020-07-10,NOVA FATIMA,5,1,1,7,0,0.01,7812,89.61,1
