date,id,municipio,total_ativos
2020-08-06,1,SALVADOR,2123
2020-08-06,2,ITABUNA,518
2020-08-06,3,FEIRA DE SANTANA,484
2020-08-06,4,JEQUIE,322
2020-08-06,5,ILHEUS,270
2020-08-06,6,ALAGOINHAS,258
2020-08-06,7,BARREIRAS,214
2020-08-06,8,CAMACARI,212
2020-08-06,9,VITORIA DA CONQUISTA,192
2020-08-06,10,LUIS EDUARDO MAGALHAES,189
2020-08-06,11,LAURO DE FREITAS,161
2020-08-06,12,PINDOBACU,143
2020-08-06,13,ITAPICURU,133
2020-08-06,14,ITABERABA,125
2020-08-06,15,EUNAPOLIS,110
2020-08-06,16,PORTO SEGURO,106
2020-08-06,17,JUAZEIRO,90
2020-08-06,18,DIAS DAVILA,90
2020-08-06,19,CATU,84
2020-08-06,20,IBIRATAIA,81
2020-08-06,21,SANTO ANTONIO DE JESUS,75
2020-08-06,22,TEIXEIRA DE FREITAS,74
2020-08-06,23,CAMPO FORMOSO,73
2020-08-06,24,SAO SEBASTIAO DO PASSE,72
2020-08-06,25,UBATA,71
2020-08-06,26,CANDEIAS,71
2020-08-06,27,CONCEICAO DO COITE,70
2020-08-06,28,IRECE,68
2020-08-06,29,CAMACAN,67
2020-08-06,30,JAGUAQUARA,65
2020-08-06,31,IPIAU,64
2020-08-06,32,ITAMARAJU,62
2020-08-06,33,SANTO ESTEVAO,60
2020-08-06,34,MATA DE SAO JOAO,60
2020-08-06,35,ITAPETINGA,60
2020-08-06,36,SALINAS DA MARGARIDA,58
2020-08-06,37,CONCEICAO DO ALMEIDA,58
2020-08-06,38,MARAGOGIPE,57
2020-08-06,39,PAULO AFONSO,54
2020-08-06,40,ITABELA,54
2020-08-06,41,MADRE DE DEUS,51
2020-08-06,42,ARACI,51
2020-08-06,43,RIBEIRA DO POMBAL,50
2020-08-06,44,SANTO AMARO,49
2020-08-06,45,ITAPITANGA,46
2020-08-06,46,SIMOES FILHO,45
2020-08-06,47,BRUMADO,45
2020-08-06,48,SAO FRANCISCO DO CONDE,44
2020-08-06,49,POCOES,44
2020-08-06,50,CRUZ DAS ALMAS,43
2020-08-06,51,SAO FELIX,40
2020-08-06,52,ITORORO,40
2020-08-06,53,IBICUI,40
2020-08-06,54,CAPIM GROSSO,40
2020-08-06,55,MARACAS,39
2020-08-06,56,BUERAREMA,38
2020-08-06,57,TAPEROA,36
2020-08-06,58,ITAJUIPE,36
2020-08-06,59,IBICARAI,36
2020-08-06,60,ALMADINA,36
2020-08-06,61,POJUCA,35
2020-08-06,62,MEDEIROS NETO,35
2020-08-06,63,TUCANO,34
2020-08-06,64,NILO PECANHA,34
2020-08-06,65,JAGUARARI,34
2020-08-06,66,OUROLANDIA,33
2020-08-06,67,CALDEIRAO GRANDE,33
2020-08-06,68,SANTA CRUZ CABRALIA,32
2020-08-06,69,PRESIDENTE JANIO QUADROS,32
2020-08-06,70,VALENCA,31
2020-08-06,71,SENHOR DO BONFIM,31
2020-08-06,72,ITAPE,31
