date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-20,FEIRA DE SANTANA,5158,1,860,6019,32,4.92,614872.0,978.9,0.0,570.0,80.0,72.0
2020-07-20,CONCEICAO DO COITE,319,1,216,536,0,0.44,66612.0,804.66,0.0,77.0,0.0,0.0
2020-07-20,ITABERABA,123,16,393,532,19,0.44,64489.0,824.95,0.0,55.0,15.0,9.0
2020-07-20,ARACI,209,0,318,527,1,0.43,54379.0,969.12,0.0,98.0,4.0,1.0
2020-07-20,SERRINHA,218,0,179,397,1,0.32,80861.0,490.97,0.0,27.0,6.0,2.0
2020-07-20,SAO GONCALO DOS CAMPOS,73,0,205,278,0,0.23,37550.0,740.35,0.0,48.0,3.0,3.0
2020-07-20,CONCEICAO DO JACUIPE,207,0,46,253,0,0.21,33153.0,763.13,0.0,28.0,1.0,1.0
2020-07-20,VALENTE,51,0,161,212,0,0.17,28473.0,744.57,10.0,3.0,3.0,0.0
2020-07-20,SANTA BARBARA,181,0,27,208,0,0.17,20791.0,1000.43,0.0,9.0,2.0,0.0
2020-07-20,RIACHAO DO JACUIPE,53,0,141,194,1,0.16,33436.0,580.21,0.0,10.0,3.0,1.0
2020-07-20,QUEIMADAS,69,0,122,191,5,0.16,25439.0,750.82,1.0,34.0,2.0,0.0
2020-07-20,TEOFILANDIA,47,0,128,175,0,0.14,22518.0,777.16,0.0,12.0,0.0,0.0
2020-07-20,AMELIA RODRIGUES,125,0,47,172,1,0.14,25102.0,685.2,0.0,27.0,1.0,1.0
2020-07-20,SANTO ESTEVAO,119,0,40,159,2,0.13,52850.0,300.85,0.0,62.0,2.0,0.0
2020-07-20,SANTALUZ,34,0,123,157,0,0.13,37348.0,420.37,1.0,32.0,3.0,3.0
2020-07-20,IPIRA,126,0,15,141,3,0.12,59595.0,236.6,0.0,32.0,3.0,1.0
2020-07-20,RUY BARBOSA,23,0,117,140,0,0.11,30814.0,454.34,1.0,25.0,2.0,1.0
2020-07-20,IRAQUARA,10,0,123,133,0,0.11,25216.0,527.44,0.0,15.0,0.0,0.0
2020-07-20,MONTE SANTO,41,0,83,124,0,0.1,49418.0,250.92,0.0,15.0,5.0,1.0
2020-07-20,RAFAEL JAMBEIRO,87,0,30,117,0,0.1,22621.0,517.22,1.0,25.0,0.0,0.0
2020-07-20,RETIROLANDIA,63,0,48,111,5,0.09,14396.0,771.05,0.0,20.0,0.0,0.0
2020-07-20,SERRA PRETA,36,0,71,107,0,0.09,14878.0,719.18,1.0,38.0,2.0,1.0
2020-07-20,CORACAO DE MARIA,48,2,53,103,0,0.08,22605.0,455.65,0.0,18.0,1.0,0.0
2020-07-20,TERRA NOVA,70,1,30,101,0,0.08,13033.0,774.96,1.0,19.0,1.0,0.0
2020-07-20,PINTADAS,53,0,42,95,0,0.08,10437.0,910.22,2.0,6.0,0.0,0.0
2020-07-20,TANQUINHO,15,0,77,92,0,0.08,7918.0,1161.91,1.0,20.0,2.0,1.0
2020-07-20,SOUTO SOARES,5,0,85,90,0,0.07,16979.0,530.07,4.0,8.0,0.0,0.0
2020-07-20,CANSANCAO,26,0,63,89,1,0.07,34834.0,255.5,1.0,3.0,2.0,1.0
2020-07-20,TUCANO,36,1,47,84,0,0.07,50687.0,165.72,0.0,20.0,1.0,0.0
2020-07-20,LENCOIS,6,0,77,83,4,0.07,11409.0,727.5,0.0,32.0,0.0,0.0
2020-07-20,IACU,45,0,30,75,0,0.06,24305.0,308.58,0.0,18.0,5.0,5.0
2020-07-20,NORDESTINA,15,1,55,71,0,0.06,13130.0,540.75,2.0,4.0,0.0,0.0
2020-07-20,CAPELA DO ALTO ALEGRE,49,0,19,68,0,0.06,11637.0,584.34,1.0,7.0,0.0,0.0
2020-07-20,EUCLIDES DA CUNHA,28,0,35,63,0,0.05,60585.0,103.99,0.0,11.0,1.0,0.0
2020-07-20,SANTANOPOLI S,47,0,7,54,0,0.04,8943.0,603.82,0.0,0.0,0.0,0.0
