date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-23,FEIRA DE SANTANA,5665,2,905,6572,157,4.86,614872,1068.84,0
2020-07-23,ITABERABA,185,23,445,653,30,0.48,64489,1012.58,0
2020-07-23,CONCEICAO DO COITE,371,1,245,617,27,0.46,66612,926.26,0
2020-07-23,ARACI,227,0,326,553,10,0.41,54379,1016.94,0
2020-07-23,SERRINHA,236,0,197,433,60,0.32,80861,535.49,0
2020-07-23,SAO GONCALO DOS CAMPOS,77,0,226,303,0,0.22,37550,806.92,0
2020-07-23,CONCEICAO DO JACUIPE,217,0,47,264,3,0.20,33153,796.31,0
2020-07-23,VALENTE,59,0,170,229,4,0.17,28473,804.27,13
2020-07-23,QUEIMADAS,71,0,154,225,1,0.17,25439,884.47,0
2020-07-23,SANTA BARBARA,186,0,27,213,4,0.16,20791,1024.48,0
2020-07-23,RIACHAO DO JACUIPE,55,0,150,205,6,0.15,33436,613.11,0
2020-07-23,SANTO ESTEVAO,144,0,46,190,0,0.14,52850,359.51,0
2020-07-23,TEOFILANDIA,46,0,133,179,1,0.13,22518,794.92,0
2020-07-23,AMELIA RODRIGUES,132,0,47,179,14,0.13,25102,713.09,0
2020-07-23,SANTALUZ,39,0,130,169,3,0.12,37348,452.50,0
2020-07-23,IRAQUARA,10,0,150,160,0,0.12,25216,634.52,0
2020-07-23,IPIRA,139,0,16,155,4,0.11,59595,260.09,0
2020-07-23,TANQUINHO,17,1,136,154,11,0.11,7918,1944.94,0
2020-07-23,RUY BARBOSA,23,0,127,150,1,0.11,30814,486.79,0
2020-07-23,RAFAEL JAMBEIRO,103,0,31,134,1,0.10,22621,592.37,0
2020-07-23,SERRA PRETA,56,0,76,132,4,0.10,14878,887.22,0
2020-07-23,RETIROLANDIA,75,0,55,130,3,0.10,14396,903.03,0
2020-07-23,MONTE SANTO,41,0,86,127,7,0.09,49418,256.99,0
2020-07-23,CORACAO DE MARIA,53,2,70,125,6,0.09,22605,552.98,0
2020-07-23,TERRA NOVA,74,1,31,106,0,0.08,13033,813.32,0
2020-07-23,SOUTO SOARES,7,0,98,105,7,0.08,16979,618.41,0
2020-07-23,PINTADAS,54,0,47,101,0,0.07,10437,967.71,0
2020-07-23,IACU,53,0,42,95,3,0.07,24305,390.87,0
2020-07-23,TUCANO,41,1,53,95,0,0.07,50687,187.42,0
2020-07-23,LENCOIS,8,0,87,95,3,0.07,11409,832.68,0
2020-07-23,CANSANCAO,27,0,63,90,1,0.07,34834,258.37,2
2020-07-23,EUCLIDES DA CUNHA,32,0,40,72,0,0.05,60585,118.84,0
2020-07-23,NORDESTINA,16,1,55,72,0,0.05,13130,548.36,1
2020-07-23,CAPELA DO ALTO ALEGRE,52,0,19,71,0,0.05,11637,610.12,1
2020-07-23,SEABRA,29,0,32,61,7,0.05,44091,138.35,0
2020-07-23,SANTANOPOLI S,53,0,7,60,0,0.04,8943,670.92,0
2020-07-23,ITAETE,3,0,52,55,1,0.04,16056,342.55,0
2020-07-23,BARROCAS,33,0,20,53,0,0.04,15978,331.71,0
2020-07-23,IRARA,39,0,7,46,0,0.03,29034,158.43,0
2020-07-23,AGUA FRIA,35,1,9,45,0,0.03,16970,265.17,1
2020-07-23,PE DE SERRA,5,0,40,45,1,0.03,13578,331.42,0
2020-07-23,LAMARAO,26,0,19,45,0,0.03,8307,541.71,0
2020-07-23,ANGUERA,41,0,1,42,0,0.03,11221,374.30,1
2020-07-23,IPECAETA,33,0,5,38,1,0.03,14487,262.30,0
2020-07-23,NOVA FATIMA,5,1,31,37,0,0.03,7812,473.63,2
2020-07-23,QUIJINGUE,10,0,22,32,0,0.02,27580,116.03,0
2020-07-23,TEODORO SAMPAIO,19,0,12,31,2,0.02,7425,417.51,2
2020-07-23,CANDEAL,24,0,5,29,1,0.02,8258,351.17,0
2020-07-23,ANTONIO CARDOSO,20,0,7,27,0,0.02,11683,231.11,0
