date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-30,FEIRA DE SANTANA,6390,3,1168,7561,309,4.77,614872.0,1229.69,0.0,479.0,94.0,89.0
2020-07-30,CONCEICAO DO COITE,518,1,380,899,23,0.57,66612.0,1349.61,0.0,84.0,3.0,3.0
2020-07-30,ITABERABA,249,27,567,843,51,0.53,64489.0,1307.2,0.0,143.0,19.0,13.0
2020-07-30,ARACI,272,0,382,654,9,0.41,54379.0,1202.67,0.0,52.0,4.0,1.0
2020-07-30,SERRINHA,272,0,278,550,31,0.35,80861.0,680.18,0.0,25.0,6.0,2.0
2020-07-30,SAO GONCALO DOS CAMPOS,85,0,246,331,31,0.21,37550.0,881.49,0.0,17.0,3.0,3.0
2020-07-30,CONCEICAO DO JACUIPE,260,0,48,308,2,0.19,33153.0,929.03,0.0,32.0,1.0,1.0
2020-07-30,QUEIMADAS,78,0,182,260,17,0.16,25439.0,1022.05,0.0,13.0,2.0,0.0
2020-07-30,RIACHAO DO JACUIPE,75,0,179,254,1,0.16,33436.0,759.66,0.0,11.0,3.0,1.0
2020-07-30,VALENTE,63,0,182,245,2,0.15,28473.0,860.46,0.0,13.0,4.0,0.0
2020-07-30,SANTO ESTEVAO,177,0,53,230,0,0.15,52850.0,435.19,0.0,35.0,3.0,0.0
2020-07-30,SANTA BARBARA,196,0,32,228,6,0.14,20791.0,1096.63,0.0,6.0,2.0,0.0
2020-07-30,AMELIA RODRIGUES,158,0,50,208,4,0.13,25102.0,828.62,0.0,30.0,2.0,1.0
2020-07-30,IPIRA,172,0,23,195,0,0.12,59595.0,327.21,0.0,25.0,3.0,1.0
2020-07-30,TEOFILANDIA,55,0,138,193,0,0.12,22518.0,857.09,0.0,8.0,1.0,0.0
2020-07-30,TANQUINHO,19,1,171,191,5,0.12,7918.0,2412.23,0.0,13.0,2.0,1.0
2020-07-30,SANTALUZ,47,0,140,187,5,0.12,37348.0,500.7,0.0,9.0,4.0,3.0
2020-07-30,RUY BARBOSA,25,0,153,178,0,0.11,30814.0,577.66,0.0,23.0,2.0,1.0
2020-07-30,IRAQUARA,13,0,163,176,1,0.11,25216.0,697.97,0.0,14.0,0.0,0.0
2020-07-30,RETIROLANDIA,96,0,62,158,2,0.1,14396.0,1097.53,0.0,23.0,0.0,0.0
