date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-29,FEIRA DE SANTANA,6300,3,1111,7414,100,4.80,614872,1205.78,0
2020-07-29,CONCEICAO DO COITE,494,1,360,855,35,0.55,66612,1283.55,0
2020-07-29,ITABERABA,245,25,513,783,52,0.51,64489,1214.16,0
2020-07-29,ARACI,265,0,370,635,12,0.41,54379,1167.73,0
2020-07-29,SERRINHA,267,0,271,538,7,0.35,80861,665.34,0
2020-07-29,SAO GONCALO DOS CAMPOS,83,0,244,327,1,0.21,37550,870.84,0
2020-07-29,CONCEICAO DO JACUIPE,250,0,48,298,0,0.19,33153,898.86,0
2020-07-29,QUEIMADAS,77,0,177,254,3,0.16,25439,998.47,0
2020-07-29,RIACHAO DO JACUIPE,73,0,175,248,4,0.16,33436,741.72,0
2020-07-29,VALENTE,61,0,180,241,2,0.16,28473,846.42,19
2020-07-29,SANTA BARBARA,196,0,30,226,2,0.15,20791,1087.01,0
2020-07-29,SANTO ESTEVAO,172,0,51,223,2,0.14,52850,421.95,0
2020-07-29,AMELIA RODRIGUES,153,0,50,203,5,0.13,25102,808.70,0
2020-07-29,TEOFILANDIA,55,0,137,192,1,0.12,22518,852.65,2
2020-07-29,TANQUINHO,19,1,168,188,3,0.12,7918,2374.34,0
2020-07-29,IPIRA,168,0,17,185,10,0.12,59595,310.43,0
2020-07-29,SANTALUZ,45,0,138,183,2,0.12,37348,489.99,0
2020-07-29,IRAQUARA,12,0,161,173,0,0.11,25216,686.07,0
2020-07-29,RUY BARBOSA,25,0,147,172,6,0.11,30814,558.19,0
2020-07-29,RETIROLANDIA,92,0,61,153,0,0.10,14396,1062.80,0
2020-07-29,RAFAEL JAMBEIRO,111,0,39,150,2,0.10,22621,663.10,2
2020-07-29,MONTE SANTO,44,0,102,146,2,0.09,49418,295.44,0
2020-07-29,SERRA PRETA,60,0,85,145,1,0.09,14878,974.59,0
2020-07-29,CORACAO DE MARIA,61,2,81,144,5,0.09,22605,637.03,0
2020-07-29,TUCANO,50,1,71,122,5,0.08,50687,240.69,0
2020-07-29,SOUTO SOARES,7,0,113,120,0,0.08,16979,706.76,0
2020-07-29,TERRA NOVA,75,1,37,113,2,0.07,13033,867.03,0
2020-07-29,IACU,62,0,50,112,2,0.07,24305,460.81,0
2020-07-29,PINTADAS,57,0,49,106,0,0.07,10437,1015.62,2
2020-07-29,LENCOIS,8,0,93,101,0,0.07,11409,885.27,4
2020-07-29,CANSANCAO,29,0,70,99,5,0.06,34834,284.21,0
2020-07-29,CAPELA DO ALTO ALEGRE,67,0,20,87,5,0.06,11637,747.62,0
2020-07-29,EUCLIDES DA CUNHA,34,0,46,80,1,0.05,60585,132.05,2
2020-07-29,NORDESTINA,18,1,60,79,1,0.05,13130,601.68,2
2020-07-29,SEABRA,36,0,41,77,0,0.05,44091,174.64,0
2020-07-29,IRARA,45,0,18,63,10,0.04,29034,216.99,0
2020-07-29,BARROCAS,42,0,21,63,0,0.04,15978,394.29,0
2020-07-29,SANTANOPOLI S,55,0,7,62,0,0.04,8943,693.28,1
2020-07-29,ITAETE,3,0,54,57,0,0.04,16056,355.01,5
2020-07-29,AGUA FRIA,37,0,14,51,0,0.03,16970,300.53,1
2020-07-29,LAMARAO,31,0,19,50,0,0.03,8307,601.90,2
2020-07-29,PE DE SERRA,5,0,43,48,1,0.03,13578,353.51,0
2020-07-29,IPECAETA,41,0,6,47,0,0.03,14487,324.43,0
2020-07-29,ANGUERA,43,0,1,44,1,0.03,11221,392.12,0
2020-07-29,NOVA FATIMA,7,1,31,39,8,0.03,7812,499.23,5
2020-07-29,TEODORO SAMPAIO,21,0,14,35,1,0.02,7425,471.38,3
2020-07-29,QUIJINGUE,11,0,22,33,0,0.02,27580,119.65,3
2020-07-29,CANDEAL,26,0,6,32,1,0.02,8258,387.50,0
2020-07-29,ANTONIO CARDOSO,23,0,7,30,0,0.02,11683,256.78,3
2020-07-29,BIRITINGA,18,0,9,27,0,0.02,15979,168.97,3
2020-07-29,MARCIONILIO SOUZA,23,0,4,27,0,0.02,10406,259.47,2
2020-07-29,BOA VISTA DO TUPIM,4,0,18,22,1,0.01,18576,118.43,0
2020-07-29,MUCUGE,7,3,11,21,0,0.01,9062,231.74,0
2020-07-29,BONITO,10,0,10,20,0,0.01,16764,119.30,2
2020-07-29,MACAJUBA,17,0,3,20,0,0.01,11348,176.24,2
2020-07-29,UTINGA,7,0,11,18,2,0.01,19178,93.86,5
2020-07-29,ANDARAI,6,1,10,17,0,0.01,13143,129.35,0
2020-07-29,PALMEIRAS,1,0,15,16,0,0.01,9019,177.40,3
2020-07-29,MUNDO NOVO,12,0,4,16,0,0.01,26776,59.76,3
2020-07-29,PIATA,4,0,10,14,0,0.01,17123,81.76,0
2020-07-29,SAO DOMINGOS,8,0,4,12,0,0.01,9058,132.48,43
2020-07-29,BAIXA GRANDE,7,0,4,11,0,0.01,20468,53.74,1
2020-07-29,IBITIARA,3,0,7,10,0,0.01,16339,61.20,1
2020-07-29,ABAIRA,4,2,1,7,0,0.00,8739,80.10,31
2020-07-29,BONINAL,0,0,6,6,0,0.00,14368,41.76,32
2020-07-29,NOVA REDENCAO,2,0,3,5,0,0.00,9118,54.84,0
2020-07-29,ICHU,2,0,1,3,0,0.00,6206,48.34,17
2020-07-29,LAJEDINHO,0,0,3,3,0,0.00,3783,79.30,5
2020-07-29,WAGNER,0,0,2,2,0,0.00,9345,21.40,3
2020-07-29,IBIQUERA,1,0,0,1,0,0.00,4044,24.73,6
2020-07-29,NOVO HORIZONTE,0,0,0,0,1,0.00,12385,0.00,0
2020-07-29,TOTAL,10297,42,5765,16104,304,10
2020-07-29,IRECE,169,1,279,449,13,0.29,72967,615.35,0
2020-07-29,CAPIM GROSSO,107,0,302,409,2,0.26,30662,1333.90,0
2020-07-29,JACOBINA,60,0,241,301,16,0.19,80518,373.83,0
2020-07-29,GENTIO DO OURO,5,0,160,165,1,0.11,11233,1468.89,2
2020-07-29,JOAO DOURADO,10,0,147,157,9,0.10,25188,623.31,0
2020-07-29,CAFARNAUM,1,0,114,115,0,0.07,18437,623.75,3
2020-07-29,UMBURANAS,9,2,101,112,2,0.07,19222,582.67,1
2020-07-29,MAIRI,45,0,61,106,1,0.07,18676,567.57,0
2020-07-29,AMERICA DOURADA,6,0,84,90,0,0.06,16094,559.21,0
2020-07-29,OUROLANDIA,6,1,78,85,3,0.05,17451,487.08,0
2020-07-29,LAPAO,32,1,49,82,0,0.05,27223,301.22,0
2020-07-29,PRESIDENTE DUTRA,14,0,61,75,2,0.05,15142,495.31,0
2020-07-29,VARZEA DA ROCA,31,0,44,75,11,0.05,14104,531.76,0
2020-07-29,CALDEIRAO GRANDE,5,0,60,65,2,0.04,13327,487.73,3
2020-07-29,CANARANA,18,0,42,60,1,0.04,26176,229.22,2
2020-07-29,XIQUE-XIQUE,15,0,41,56,0,0.04,46483,120.47,0
2020-07-29,VARZEA NOVA,12,0,43,55,1,0.04,12697,433.17,1
2020-07-29,MIGUEL CALMON,13,0,36,49,0,0.03,26023,188.29,0
2020-07-29,CAEM,6,0,36,42,1,0.03,9213,455.88,26
2020-07-29,TAPIRAMUTA,21,1,19,41,1,0.03,17010,241.03,1
2020-07-29,SAO GABRIEL,1,0,38,39,0,0.03,18793,207.52,0
2020-07-29,SERROLANDIA,7,2,28,37,0,0.02,13397,276.18,0
2020-07-29,QUIXABEIRA,22,0,14,36,1,0.02,8972,401.25,2
2020-07-29,SAO JOSE DO JACUIPE,3,0,25,28,0,0.02,10462,267.64,0
2020-07-29,PIRITIBA,12,0,11,23,0,0.01,24755,92.91,0
2020-07-29,JUSSARA,2,0,19,21,0,0.01,15284,137.40,7
2020-07-29,MORRO DO CHAPEU,12,0,7,19,5,0.01,35413,53.65,5
2020-07-29,MIRANGABA,8,0,8,16,0,0.01,18338,87.25,4
2020-07-29,IBITITA,12,0,2,14,0,0.01,17113,81.81,0
2020-07-29,SAUDE,1,0,11,12,0,0.01,12913,92.93,0
2020-07-29,MULUNGU DO MORRO,3,0,9,12,0,0.01,10889,110.20,10
2020-07-29,CENTRAL,5,0,5,10,0,0.01,17266,57.92,5
2020-07-29,BARRO ALTO,5,0,4,9,0,0.01,14931,60.28,5
2020-07-29,IBIPEBA,1,0,7,8,0,0.01,18211,43.93,3
2020-07-29,ITAGUACU DA BAHIA,1,0,7,8,0,0.01,14429,55.44,17
2020-07-29,UIBAI,2,0,5,7,0,0.00,13887,50.41,14
2020-07-29,VARZEA DO POCO,5,0,1,6,0,0.00,9170,65.43,2
2020-07-29,BARRA DO MENDES,2,0,3,5,0,0.00,13865,36.06,4
2020-07-29,TOTAL,689,8,2202,2899,72,2
2020-07-29,TEIXEIRA DE FREITAS,450,17,1707,2174,15,1.41,160487,1354.63,0
2020-07-29,EUNAPOLIS,481,102,1121,1704,26,1.10,113380,1502.91,0
2020-07-29,PORTO SEGURO,468,13,1077,1558,24,1.01,148686,1047.85,0
2020-07-29,ITAMARAJU,152,54,860,1066,60,0.69,64486,1653.07,0
2020-07-29,MEDEIROS NETO,44,128,320,492,23,0.32,22688,2168.55,0
2020-07-29,MUCURI,81,18,243,342,4,0.22,41748,819.20,0
2020-07-29,SANTA CRUZ CABRALIA,145,0,159,304,4,0.20,27778,1094.39,0
2020-07-29,NOVA VICOSA,125,9,150,284,2,0.18,43376,654.74,0
2020-07-29,ITABELA,129,28,104,261,19,0.17,30584,853.39,0
2020-07-29,PRADO,59,9,176,244,4,0.16,28174,866.05,0
2020-07-29,ALCOBACA,24,73,141,238,5,0.15,22470,1059.19,0
