date,id,municipio,total_obitos_munocor
2020-07-29,2,ALAGOINHAS,21
2020-07-29,3,ALCOBACA,1
2020-07-29,4,AMARGOSA,4
2020-07-29,5,AMELIA RODRIGUES,1
2020-07-29,6,ANAGE,1
2020-07-29,7,APORA,1
2020-07-29,8,ARACAJU,2
2020-07-29,9,ARACI,1
2020-07-29,10,ARARIPINA,3
2020-07-29,11,ARATACA,1
2020-07-29,12,BARRA,1
2020-07-29,13,BARRA DO CHOCA,2
2020-07-29,14,BARREIRAS,31
2020-07-29,15,BARRETOS,1
2020-07-29,16,BONITO,1
2020-07-29,17,BRUMADO,1
2020-07-29,18,CACHOEIRA,1
2020-07-29,19,CALDEIRAO GRANDE,1
2020-07-29,20,CAMACAN,13
2020-07-29,21,CAMACARI,45
2020-07-29,22,CAMPO FORMOSO,2
2020-07-29,23,CANAVIEIRAS,1
2020-07-29,24,CANDEIAS,15
2020-07-29,25,CANDIDO SALES,3
2020-07-29,26,CANSANCAO,1
2020-07-29,27,CANUDOS,1
2020-07-29,28,CAPIM GROSSO,2
2020-07-29,29,CARDEAL DA SILVA,1
2020-07-29,30,CASA NOVA,1
2020-07-29,31,CASTRO ALVES,2
2020-07-29,32,CATU,1
2020-07-29,33,CONCEICAO DA FEIRA,1
2020-07-29,34,CONCEICAO DO ALMEIDA,1
2020-07-29,35,CONCEICAO DO COITE,3
2020-07-29,36,CONCEICAO DO JACUIPE,1
2020-07-29,37,CONDE,1
2020-07-29,38,CONDEUBA,1
2020-07-29,39,CRUZ DAS ALMAS,1
2020-07-29,40,DIAS DAVILA,3
2020-07-29,41,EUCLIDES DA CUNHA,3
2020-07-29,42,EUNAPOLIS,10
2020-07-29,43,FEIRA DA MATA,1
2020-07-29,44,FEIRA DE SANTANA,88
2020-07-29,45,FILADELFIA,1
2020-07-29,46,FLORIANO,1
2020-07-29,47,GANDU,11
2020-07-29,48,GUAMARE*,1
2020-07-29,49,IACU,6
2020-07-29,50,IBICARAI,1
2020-07-29,51,IBIRAPITANGA,2
2020-07-29,52,IBIRATAIA,2
2020-07-29,53,IBOTIRAMA,1
2020-07-29,54,IGRAPIUNA,1
2020-07-29,55,IGUAI,4
2020-07-29,56,ILHEUS*,162
2020-07-29,57,IPECAETA,1
2020-07-29,58,IPIAU *,6
2020-07-29,59,IPIRA,1
2020-07-29,60,IRECE,10
2020-07-29,61,ITABELA,1
2020-07-29,62,ITABERABA,13
2020-07-29,63,ITABUNA,163
2020-07-29,64,ITACARE,1
2020-07-29,65,ITAETE,1
2020-07-29,66,ITAJUIPE,4
2020-07-29,67,ITAMARAJU,14
2020-07-29,68,ITANHEM,2
2020-07-29,69,ITAPARICA,4
2020-07-29,70,ITAPEBI,2
2020-07-29,71,ITAPETINGA,8
2020-07-29,72,ITUBERA,7
2020-07-29,73,JABORANDI,1
2020-07-29,74,JACOBINA,1
2020-07-29,75,JAGUARARI,1
2020-07-29,76,JEQUIE*,87
2020-07-29,77,JITAUNA,1
2020-07-29,78,JOAO DOURADO,1
2020-07-29,79,JUAZEIRO,55
2020-07-29,80,LAURO DE FREITAS*,52
2020-07-29,81,LUIS EDUARDO MAGALHAES,1
2020-07-29,82,MANOEL VITORINO,1
2020-07-29,83,MARACAS,2
2020-07-29,84,MARAGOGIPE,4
2020-07-29,85,MEDEIROS NETO,6
2020-07-29,86,MILAGRES,2
2020-07-29,87,MONTE SANTO,1
2020-07-29,88,MUCURI,2
2020-07-29,89,MULUNGU DO MORRO,1
2020-07-29,90,MUNDO NOVO,1
2020-07-29,91,MUTUIPE,2
2020-07-29,92,NAZARE,3
2020-07-29,93,NOVA IBIA,3
2020-07-29,94,NOVA VICOSA,2
2020-07-29,95,PAULO AFONSO,10
2020-07-29,96,PETROLINA,9
2020-07-29,97,PILAO ARCADO*,1
2020-07-29,98,PINDOBACU,2
2020-07-29,99,PIRAI DO NORTE,1
2020-07-29,100,POCOES,1
2020-07-29,101,POJUCA,1
