date,id,municipio,total_obitos_munres
2020-07-29,2,ADUSTINA,1
2020-07-29,3,AGUA FRIA,1
2020-07-29,4,AIQUARA,3
2020-07-29,5,ALAGOINHAS,31
2020-07-29,6,ALCOBACA,2
2020-07-29,7,ALMADINA,1
2020-07-29,8,AMARGOSA,6
2020-07-29,9,AMELIA RODRIGUES,2
2020-07-29,10,ANAGE,1
2020-07-29,11,ANDORINHA,1
2020-07-29,12,ANTONIO GONCALVES,1
2020-07-29,13,APORA,2
2020-07-29,14,ARACI,4
2020-07-29,15,ARATACA,1
2020-07-29,16,ARATUIPE,1
2020-07-29,17,AURELINO LEAL,2
2020-07-29,18,BARRA,2
2020-07-29,19,BARRA DO CHOCA,2
2020-07-29,20,BARREIRAS,17
2020-07-29,21,BARRO PRETO,3
2020-07-29,22,BELMONTE,1
2020-07-29,23,BOA NOVA,1
2020-07-29,24,BONITO,1
2020-07-29,25,BRUMADO,3
2020-07-29,26,BUERAREMA,9
2020-07-29,27,BURITIRAMA,1
2020-07-29,28,CABACEIRAS DO PARAGUACU,1
2020-07-29,29,CACHOEIRA,5
2020-07-29,30,CACULE*,1
2020-07-29,31,CAETITE,2
2020-07-29,32,CAIRU,3
2020-07-29,33,CALDEIRAO GRANDE,1
2020-07-29,34,CAMACAN,17
2020-07-29,35,CAMACARI*,56
2020-07-29,36,CAMAMU*,9
2020-07-29,37,CAMPO ALEGRE DE LOURDES,2
2020-07-29,38,CAMPO FORMOSO,5
2020-07-29,39,CANARANA,1
2020-07-29,40,CANAVIEIRAS,3
2020-07-29,41,CANDEIAS*,34
2020-07-29,42,CANDIDO SALES,5
2020-07-29,43,CANSANCAO,2
2020-07-29,44,CANUDOS,2
2020-07-29,45,CAPIM GROSSO,4
2020-07-29,46,CARDEAL DA SILVA,1
2020-07-29,47,CARINHANHA,1
2020-07-29,48,CASA NOVA,6
2020-07-29,49,CASTRO ALVES,3
2020-07-29,50,CATU,6
2020-07-29,51,CICERO DANTAS,1
2020-07-29,52,COARACI,5
2020-07-29,53,CONCEICAO DA FEIRA,2
2020-07-29,54,CONCEICAO DO ALMEIDA,2
2020-07-29,55,CONCEICAO DO COITE,3
2020-07-29,56,CONCEICAO DO JACUIPE,1
2020-07-29,57,CONDE,4
2020-07-29,58,CONDEUBA,1
2020-07-29,59,CORACAO DE MARIA,1
2020-07-29,60,CORDEIROS,1
2020-07-29,61,CORIBE,1
2020-07-29,62,COTEGIPE,1
2020-07-29,63,CRISOPOLIS,1
2020-07-29,64,CRUZ DAS ALMAS,4
2020-07-29,65,CURACA,1
2020-07-29,66,DARIO MEIRA,3
2020-07-29,67,DIAS DAVILA,18
2020-07-29,68,ENTRE RIOS,1
2020-07-29,69,ESPLANADA,1
2020-07-29,70,EUCLIDES DA CUNHA,5
2020-07-29,71,EUNAPOLIS,21
2020-07-29,72,FEIRA DE SANTANA,94
2020-07-29,73,FILADELFIA,2
2020-07-29,74,FLORESTA AZUL,2
2020-07-29,75,GANDU,16
2020-07-29,76,GLORIA,3
2020-07-29,77,GONGOGI,2
2020-07-29,78,GOVERNADOR MANGABEIRA,1
2020-07-29,79,GUARATINGA,2
2020-07-29,80,IACU,6
2020-07-29,81,IBICARAI,4
2020-07-29,82,IBIRAPITANGA,4
2020-07-29,83,IBIRAPUA,2
2020-07-29,84,IBIRATAIA,2
2020-07-29,85,IBITIARA,1
2020-07-29,86,IBITITA,1
2020-07-29,87,IBOTIRAMA,4
2020-07-29,88,ICHU,1
2020-07-29,89,IGAPORA,1
2020-07-29,90,IGRAPIUNA,3
2020-07-29,91,IGUAI,10
2020-07-29,92,ILHEUS,113
2020-07-29,93,INHAMBUPE,2
2020-07-29,94,IPECAETA,2
2020-07-29,95,IPIAU *,14
2020-07-29,96,IPIRA,3
2020-07-29,97,IRARA,1
2020-07-29,98,IRECE,6
2020-07-29,99,ITABELA,3
2020-07-29,100,ITABERABA,19
2020-07-29,101,ITABUNA,119
2020-07-29,102,ITACARE,6
2020-07-29,103,ITAETE,1
2020-07-29,104,ITAGIBA,5
2020-07-29,105,ITAJUIPE,10
2020-07-29,106,ITAMARAJU,19
2020-07-29,107,ITAMARI,1
2020-07-29,108,ITANAGRA,1
2020-07-29,109,ITANHEM,5
2020-07-29,110,ITAPARICA,7
2020-07-29,111,ITAPE,2
2020-07-29,112,ITAPEBI,4
2020-07-29,113,ITAPETINGA,18
2020-07-29,114,ITAPICURU,1
2020-07-29,115,ITAPITANGA,1
2020-07-29,116,ITARANTIM,1
2020-07-29,117,ITATIM*,3
2020-07-29,118,ITIUBA*,1
2020-07-29,119,ITORORO,2
2020-07-29,120,ITUACU,1
2020-07-29,121,ITUBERA,8
2020-07-29,122,JACOBINA,4
2020-07-29,123,JAGUAQUARA,6
2020-07-29,124,JAGUARARI,3
2020-07-29,125,JAGUARIPE,2
2020-07-29,126,JANDAIRA,1
2020-07-29,127,JEQUIE,71
2020-07-29,128,JITAUNA,5
2020-07-29,129,JOAO DOURADO,6
2020-07-29,130,JUAZEIRO,51
2020-07-29,131,JUSSARI,1
2020-07-29,132,LAFAIETE COUTINHO,1
2020-07-29,133,LAJE,1
2020-07-29,134,LAPAO,1
2020-07-29,135,LAURO DE FREITAS,68
2020-07-29,136,LUIS EDUARDO MAGALHAES,6
2020-07-29,137,MACARANI,2
2020-07-29,138,MACURURE,1
2020-07-29,139,MADRE DE DEUS,3
2020-07-29,140,MAETINGA,1
2020-07-29,141,MAIQUINIQUE,1
2020-07-29,142,MALHADA,1
2020-07-29,143,MANOEL VITORINO,4
2020-07-29,144,MANSIDAO,1
2020-07-29,145,MARACAS,3
2020-07-29,146,MARAGOGIPE,7
2020-07-29,147,MARAU,3
2020-07-29,148,MARCIONILIO SOUZA,1
2020-07-29,149,MASCOTE,1
2020-07-29,150,MATA DE SAO JOAO,3
2020-07-29,151,MEDEIROS NETO,5
2020-07-29,152,MIGUEL CALMON,3
2020-07-29,153,MILAGRES,1
2020-07-29,154,MIRANTE,1
2020-07-29,155,MONTE SANTO,5
2020-07-29,156,MORPARA,2
2020-07-29,157,MUCUGE,1
2020-07-29,158,MUCURI,7
2020-07-29,159,MULUNGU DO MORRO,1
2020-07-29,160,MUNDO NOVO*,2
2020-07-29,161,MUNIZ FERREIRA,3
2020-07-29,162,MURITIBA,1
2020-07-29,163,MUTUIPE,2
2020-07-29,164,NAZARE,6
2020-07-29,165,NILO PECANHA,2
2020-07-29,166,NOVA FATIMA,1
2020-07-29,167,NOVA IBIA,5
2020-07-29,168,NOVA VICOSA,5
2020-07-29,169,PARAMIRIM,1
2020-07-29,170,PARIPIRANGA,1
2020-07-29,171,PAU BRASIL,4
2020-07-29,172,PAULO AFONSO,10
2020-07-29,173,PINDOBACU,4
2020-07-29,174,PIRAI DO NORTE,2
2020-07-29,175,PLANALTO,1
2020-07-29,176,POCOES,3
2020-07-29,177,POJUCA,4
2020-07-29,178,PONTO NOVO,1
2020-07-29,179,PORTO SEGURO,11
2020-07-29,180,PRADO,4
2020-07-29,181,PRESIDENTE JANIO QUADROS,1
2020-07-29,182,PRESIDENTE TANCREDO NEVES,10
2020-07-29,183,QUEIMADAS,2
2020-07-29,184,QUIJINGUE,1
2020-07-29,185,RAFAEL JAMBEIRO,1
2020-07-29,186,REMANSO,3
2020-07-29,187,RIACHAO DO JACUIPE,3
2020-07-29,188,RIBEIRA DO POMBAL,3
2020-07-29,189,RIO DO PIRES,3
2020-07-29,190,RIO REAL,1
2020-07-29,191,RUY BARBOSA,2
2020-07-29,192,SALINAS DA MARGARIDA,1
2020-07-29,193,SALVADOR*,1669
2020-07-29,194,SANTA BARBARA,2
2020-07-29,195,SANTA CRUZ CABRALIA,2
2020-07-29,196,SANTA CRUZ DA VITORIA,1
2020-07-29,197,SANTA INES,1
2020-07-29,198,SANTA LUZIA,2
2020-07-29,199,SANTA RITA DE CASSIA,2
2020-07-29,200,SANTA TERESINHA,2
2020-07-29,201,SANTALUZ,4
2020-07-29,202,SANTO AMARO,7
2020-07-29,203,SANTO ANTONIO DE JESUS,19
2020-07-29,204,SANTO ESTEVAO,3
2020-07-29,205,SAO DESIDERIO,1
2020-07-29,206,SAO FELIPE,1
2020-07-29,207,SAO FELIX,1
2020-07-29,208,SAO FELIX DO CORIBE,1
2020-07-29,209,SAO FRANCISCO DO CONDE,8
2020-07-29,210,SAO GONCALO DOS CAMPOS,3
2020-07-29,211,SAO JOSE DA VITORIA,1
2020-07-29,212,SAO JOSE DO JACUIPE,1
2020-07-29,213,SAO SEBASTIAO DO PASSE,7
2020-07-29,214,SAUBARA,3
2020-07-29,215,SEABRA,3
2020-07-29,216,SENHOR DO BONFIM,3
2020-07-29,217,SENTO SE,2
2020-07-29,218,SERRA PRETA,4
2020-07-29,219,SERRINHA,6
2020-07-29,220,SIMOES FILHO,51
2020-07-29,221,SOBRADINHO,11
2020-07-29,222,SOUTO SOARES,1
2020-07-29,223,TANQUINHO,2
2020-07-29,224,TAPEROA,2
2020-07-29,225,TEIXEIRA DE FREITAS,46
2020-07-29,226,TEODORO SAMPAIO,1
2020-07-29,227,TEOFILANDIA,1
2020-07-29,228,TERRA NOVA,1
2020-07-29,229,TREMEDAL,1
2020-07-29,230,TUCANO,1
2020-07-29,231,UAUA,3
2020-07-29,232,UBAIRA,2
2020-07-29,233,UBAITABA,8
2020-07-29,234,UBATA,5
2020-07-29,235,UIBAI,1
2020-07-29,236,UMBURANAS,1
2020-07-29,237,UNA,2
2020-07-29,238,URANDI,2
2020-07-29,239,URUCUCA *,15
