date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-08-07,FEIRA DE SANTANA,7396,3,1454,8853,107,4.79,614872,1439.81,0
2020-08-07,CONCEICAO DO COITE,655,1,508,1164,26,0.63,66612,1747.43,0
2020-08-07,ITABERABA,358,27,764,1149,14,0.62,64489,1781.70,0
2020-08-07,ARACI,330,0,402,732,0,0.40,54379,1346.11,0
2020-08-07,SERRINHA,309,0,385,694,6,0.38,80861,858.26,0
2020-08-07,SAO GONCALO DOS CAMPOS,116,0,280,396,0,0.21,37550,1054.59,0
2020-08-07,CONCEICAO DO JACUIPE,303,0,49,352,1,0.19,33153,1061.74,0
2020-08-07,SANTO ESTEVAO,257,0,67,324,7,0.18,52850,613.06,0
2020-08-07,QUEIMADAS,81,0,222,303,3,0.16,25439,1191.08,0
2020-08-07,RIACHAO DO JACUIPE,98,0,195,293,10,0.16,33436,876.30,0
2020-08-07,VALENTE,76,0,188,264,3,0.14,28473,927.19,0
2020-08-07,TANQUINHO,25,1,224,250,2,0.14,7918,3157.36,0
2020-08-07,SANTA BARBARA,201,0,38,239,1,0.13,20791,1149.54,0
2020-08-07,SANTALUZ,60,0,170,230,0,0.12,37348,615.83,0
2020-08-07,IPIRA,202,0,26,228,4,0.12,59595,382.58,0
2020-08-07,AMELIA RODRIGUES,169,0,52,221,0,0.12,25102,880.41,0
2020-08-07,TUCANO,90,2,123,215,3,0.12,50687,424.17,0
2020-08-07,TEOFILANDIA,62,0,145,207,1,0.11,22518,919.26,0
2020-08-07,RETIROLANDIA,117,0,74,191,0,0.10,14396,1326.76,0
2020-08-07,RUY BARBOSA,26,0,160,186,2,0.10,30814,603.62,1
2020-08-07,IRAQUARA,16,0,167,183,3,0.10,25216,725.73,0
2020-08-07,SERRA PRETA,73,0,100,173,0,0.09,14878,1162.79,0
2020-08-07,CORACAO DE MARIA,78,2,92,172,2,0.09,22605,760.89,0
2020-08-07,RAFAEL JAMBEIRO,119,1,49,169,0,0.09,22621,747.09,0
