date,id,municipio,total_obitos_munocor
2020-08-07,2,ALAGOINHAS,21
2020-08-07,3,ALCOBACA,2
2020-08-07,4,AMARGOSA,4
2020-08-07,5,AMELIA RODRIGUES,2
2020-08-07,6,ANAGE,1
2020-08-07,7,APORA,1
2020-08-07,8,APUAREMA,1
2020-08-07,9,ARACAJU,2
2020-08-07,10,ARACI,1
2020-08-07,11,ARARIPINA,3
2020-08-07,12,ARATACA,1
2020-08-07,13,BARRA,1
2020-08-07,14,BARRA DO CHOCA,2
2020-08-07,15,BARREIRA,1
2020-08-07,16,BARREIRAS *,54
2020-08-07,17,BARRETOS,1
2020-08-07,18,BONITO,1
2020-08-07,19,BRUMADO,1
2020-08-07,20,CACHOEIRA,1
2020-08-07,21,CALDEIRAO GRANDE,1
2020-08-07,22,CAMACAN,16
2020-08-07,23,CAMACARI,49
2020-08-07,24,CAMPO FORMOSO,2
2020-08-07,25,CANAVIEIRAS,1
2020-08-07,26,CANDEIAS,15
2020-08-07,27,CANDIDO SALES,3
2020-08-07,28,CANSANCAO,1
2020-08-07,29,CANUDOS,1
2020-08-07,30,CAPIM GROSSO,2
2020-08-07,31,CARDEAL DA SILVA,1
2020-08-07,32,CASA NOVA,2
2020-08-07,33,CASTRO ALVES,2
2020-08-07,34,CATU,1
2020-08-07,35,CONCEICAO DA FEIRA,1
2020-08-07,36,CONCEICAO DO ALMEIDA,1
2020-08-07,37,CONCEICAO DO COITE,3
2020-08-07,38,CONCEICAO DO JACUIPE,1
2020-08-07,39,CONDE,1
2020-08-07,40,CONDEUBA,1
2020-08-07,41,CRUZ DAS ALMAS,1
2020-08-07,42,DARIO MEIRA,1
2020-08-07,43,DIAS DAVILA,3
2020-08-07,44,EUCLIDES DA CUNHA,3
2020-08-07,45,EUNAPOLIS,11
2020-08-07,46,FEIRA DA MATA,1
2020-08-07,47,FEIRA DE SANTANA,115
2020-08-07,48,FILADELFIA,1
2020-08-07,49,FLORIANO,1
2020-08-07,50,GANDU,11
2020-08-07,51,GUAMARE*,1
2020-08-07,52,IACU,6
2020-08-07,53,IBICARAI,2
2020-08-07,54,IBIRAPITANGA,2
2020-08-07,55,IBIRATAIA,3
2020-08-07,56,IBITITA,1
2020-08-07,57,IBOTIRAMA,1
2020-08-07,58,IGRAPIUNA,1
2020-08-07,59,IGUAI,5
2020-08-07,60,ILHEUS*,178
2020-08-07,61,IPECAETA,1
2020-08-07,62,IPIAU *,8
2020-08-07,63,IPIRA,1
2020-08-07,64,IRECE,11
2020-08-07,65,ITABELA,2
2020-08-07,66,ITABERABA,16
2020-08-07,67,ITABUNA,172
2020-08-07,68,ITACARE,1
2020-08-07,69,ITAETE,1
2020-08-07,70,ITAJUIPE,4
2020-08-07,71,ITAMARAJU,14
2020-08-07,72,ITANHEM,2
2020-08-07,73,ITAPARICA,4
2020-08-07,74,ITAPEBI,2
2020-08-07,75,ITAPETINGA,9
2020-08-07,76,ITATIM,1
2020-08-07,77,ITIRUCU,1
2020-08-07,78,ITUBERA,12
2020-08-07,79,JABORANDI,1
2020-08-07,80,JACOBINA,2
2020-08-07,81,JAGUARARI,1
2020-08-07,82,JEQUIE*,104
2020-08-07,83,JITAUNA,2
2020-08-07,84,JOAO DOURADO,1
2020-08-07,85,JUAZEIRO,61
2020-08-07,86,LAURO DE FREITAS*,56
2020-08-07,87,LUIS EDUARDO MAGALHAES,1
2020-08-07,88,MANOEL VITORINO,1
2020-08-07,89,MARACAS,2
2020-08-07,90,MARAGOGIPE,5
2020-08-07,91,MEDEIROS NETO,9
2020-08-07,92,MILAGRES,2
2020-08-07,93,MONTE SANTO,1
2020-08-07,94,MUCURI,2
2020-08-07,95,MULUNGU DO MORRO,1
2020-08-07,96,MUNDO NOVO,1
2020-08-07,97,MUTUIPE,2
2020-08-07,98,NAZARE,3
2020-08-07,99,NILO PECANHA,1
2020-08-07,100,NOVA IBIA,3
2020-08-07,101,NOVA VICOSA,2
2020-08-07,102,PARATINGA,1
2020-08-07,103,PAULO AFONSO,10
2020-08-07,104,PETROLINA,12
2020-08-07,105,PILAO ARCADO*,1
2020-08-07,106,PINDOBACU,3
2020-08-07,107,PIRAI DO NORTE,1
2020-08-07,108,PIRITIBA,1
2020-08-07,109,POCOES,1
2020-08-07,110,POJUCA,1
2020-08-07,111,PORTO SEGURO,22
2020-08-07,112,PRADO,3
2020-08-07,113,PRESIDENTE TANCREDO NEVES,6
2020-08-07,114,RECIFE,3
