date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-14,FEIRA DE SANTANA,4521,1,624,5146,163,4.76,614872,836.92,0
2020-07-14,CONCEICAO DO COITE,271,1,189,461,0,0.43,66612,692.07,0
2020-07-14,ARACI,156,0,279,435,9,0.40,54379,799.94,0
2020-07-14,ITABERABA,105,12,302,419,13,0.39,64489,649.72,0
2020-07-14,SERRINHA,190,0,135,325,0,0.30,80861,401.92,1
2020-07-14,SAO GONCALO DOS CAMPOS,64,0,179,243,10,0.22,37550,647.14,1
2020-07-14,CONCEICAO DO JACUIPE,177,0,42,219,2,0.20,33153,660.57,0
2020-07-14,VALENTE,48,0,156,204,5,0.19,28473,716.47,4
2020-07-14,SANTA BARBARA,173,0,20,193,0,0.18,20791,928.29,0
2020-07-14,TEOFILANDIA,41,0,120,161,1,0.15,22518,714.98,2
2020-07-14,RIACHAO DO JACUIPE,38,0,116,154,12,0.14,33436,460.58,2
2020-07-14,QUEIMADAS,64,0,82,146,18,0.14,25439,573.92,0
2020-07-14,SANTALUZ,31,0,113,144,1,0.13,37348,385.56,0
2020-07-14,AMELIA RODRIGUES,103,0,36,139,7,0.13,25102,553.74,0
2020-07-14,RUY BARBOSA,22,0,101,123,1,0.11,30814,399.17,2
2020-07-14,MONTE SANTO,37,0,69,106,2,0.10,49418,214.50,0
2020-07-14,IPIRA,90,0,11,101,0,0.09,59595,169.48,0
2020-07-14,SANTO ESTEVAO,69,0,31,100,2,0.09,52850,189.21,0
2020-07-14,SERRA PRETA,32,0,65,97,1,0.09,14878,651.97,1
2020-07-14,IRAQUARA,8,0,84,92,3,0.09,25216,364.85,2
2020-07-14,RETIROLANDIA,46,0,43,89,0,0.08,14396,618.23,1
2020-07-14,SOUTO SOARES,5,0,84,89,0,0.08,16979,524.18,2
2020-07-14,PINTADAS,47,0,42,89,0,0.08,10437,852.74,1
2020-07-14,TERRA NOVA,62,1,25,88,1,0.08,13033,675.21,4
2020-07-14,RAFAEL JAMBEIRO,69,0,19,88,0,0.08,22621,389.02,2
2020-07-14,CORACAO DE MARIA,42,2,38,82,9,0.08,22605,362.75,0
2020-07-14,CANSANCAO,25,0,57,82,0,0.08,34834,235.40,2
2020-07-14,NORDESTINA,14,1,55,70,0,0.06,13130,533.13,5
2020-07-14,TUCANO,23,0,40,63,3,0.06,50687,124.29,1
2020-07-14,TANQUINHO,15,0,47,62,12,0.06,7918,783.03,1
2020-07-14,IACU,39,0,20,59,1,0.05,24305,242.75,0
