date,id,municipio,total_obitos_munocor
2020-07-14,2,AMARGOSA,2
2020-07-14,3,AMELIA RODRIGUES,1
2020-07-14,4,ANAGE,1
2020-07-14,5,APORA,1
2020-07-14,6,ARACAJU,2
2020-07-14,7,ARACI,1
2020-07-14,8,ARARIPINA,3
2020-07-14,9,BARRA DO CHOCA,2
2020-07-14,10,BARREIRAS,14
2020-07-14,11,BARRETOS,1
2020-07-14,12,BRUMADO,1
2020-07-14,13,CALDEIRAO GRANDE,1
2020-07-14,14,CAMACAN,7
2020-07-14,15,CAMACARI,31
2020-07-14,16,CAMPO FORMOSO,1
2020-07-14,17,CANAVIEIRAS,1
2020-07-14,18,CANDEIAS,10
2020-07-14,19,CANDIDO SALES,2
2020-07-14,20,CANSANCAO,1
2020-07-14,21,CANUDOS,1
2020-07-14,22,CAPIM GROSSO,2
2020-07-14,23,CARDEAL DA SILVA,1
2020-07-14,24,CASA NOVA,1
2020-07-14,25,CASTRO ALVES,2
2020-07-14,26,CATU,1
2020-07-14,27,CONCEICAO DA FEIRA,1
2020-07-14,28,CONDE,1
2020-07-14,29,CRUZ DAS ALMAS,1
2020-07-14,30,DIAS DAVILA,3
2020-07-14,31,EUNAPOLIS,10
2020-07-14,32,FEIRA DE SANTANA,60
2020-07-14,33,FILADELFIA,1
2020-07-14,34,FLORIANO,1
2020-07-14,35,GANDU,10
2020-07-14,36,GUAMARE*,1
2020-07-14,37,IACU,4
2020-07-14,38,IBICARAI,1
2020-07-14,39,IBIRAPITANGA,2
2020-07-14,40,IBIRATAIA,2
2020-07-14,41,IGRAPIUNA,1
2020-07-14,42,IGUAI,2
2020-07-14,43,ILHEUS*,113
2020-07-14,44,IPECAETA,1
2020-07-14,45,IPIAU *,5
2020-07-14,46,IPIRA,1
2020-07-14,47,IRECE,1
2020-07-14,48,ITABELA,1
2020-07-14,49,ITABERABA,6
2020-07-14,50,ITABUNA,114
2020-07-14,51,ITACARE,1
2020-07-14,52,ITAJUIPE,2
2020-07-14,53,ITAMARAJU,10
2020-07-14,54,ITANHEM,1
2020-07-14,55,ITAPARICA,2
2020-07-14,56,ITAPEBI,1
2020-07-14,57,ITAPETINGA,6
2020-07-14,58,ITUBERA,4
2020-07-14,59,JACOBINA,1
2020-07-14,60,JEQUIE*,56
2020-07-14,61,JOAO DOURADO,1
2020-07-14,62,JUAZEIRO,39
2020-07-14,63,LAURO DE FREITAS*,43
2020-07-14,64,MANOEL VITORINO,1
2020-07-14,65,MARACAS,1
2020-07-14,66,MARAGOGIPE,1
2020-07-14,67,MEDEIROS NETO,1
2020-07-14,68,MILAGRES,1
2020-07-14,69,MONTE SANTO,1
2020-07-14,70,MUCURI,2
2020-07-14,71,MULUNGU DO MORRO,1
2020-07-14,72,NAZARE,2
2020-07-14,73,NOVA IBIA,3
2020-07-14,74,NOVA VICOSA,2
2020-07-14,75,PAULO AFONSO,9
2020-07-14,76,PETROLINA,6
2020-07-14,77,PILAO ARCADO*,1
2020-07-14,78,PINDOBACU,1
2020-07-14,79,POCOES,1
2020-07-14,80,POJUCA,1
2020-07-14,81,PORTO SEGURO,13
2020-07-14,82,PRADO,2
2020-07-14,83,PRESIDENTE TANCREDO NEVES,2
2020-07-14,84,RECIFE,1
2020-07-14,85,REMANSO,11
2020-07-14,86,RIACHAO DO JACUIPE,1
2020-07-14,87,RIBEIRA DO POMBAL,1
2020-07-14,88,RIO DO PIRES,1
2020-07-14,89,RUY BARBOSA,1
2020-07-14,90,SALGUEIRO,1
2020-07-14,91,SALVADOR*,1705
2020-07-14,92,SANTA MARIA DA VITORIA,1
2020-07-14,93,SANTA RITA DE CASSIA,1
2020-07-14,94,SANTA TERESINHA,1
2020-07-14,95,SANTALUZ,3
2020-07-14,96,SANTO ANTONIO DE JESUS,17
2020-07-14,97,SAO FELIX,3
2020-07-14,98,SAO FRANCISCO DO CONDE,1
2020-07-14,99,SAO GONCALO DOS CAMPOS,3
2020-07-14,100,SAO SEBASTIAO DO PASSE,3
2020-07-14,101,SEABRA,2
2020-07-14,102,SENHOR DO BONFIM,1
2020-07-14,103,SERRA PRETA,1
2020-07-14,104,SERRINHA,2
2020-07-14,105,SIMOES FILHO,23
2020-07-14,106,SOBRADINHO,3
2020-07-14,107,TEIXEIRA DE FREITAS,36
2020-07-14,108,TOBIAS BARRETO,1
2020-07-14,109,UBAITABA,1
2020-07-14,110,URUCUCA,2
2020-07-14,111,UTINGA,1
2020-07-14,112,VALENCA,20
2020-07-14,113,VALENCA,1
2020-07-14,114,VARZEA DA ROCA,1
2020-07-14,115,VERA CRUZ,1
2020-07-14,116,VITORIA DA CONQUISTA,63
2020-07-14,1,SALVADOR,43934
