date,id,municipio,total_obitos_munres
2020-07-14,2,ADUSTINA,1
2020-07-14,3,AGUA FRIA,1
2020-07-14,4,AIQUARA,1
2020-07-14,5,ALAGOINHAS,17
2020-07-14,6,ALCOBACA,1
2020-07-14,7,ALMADINA,1
2020-07-14,8,AMARGOSA,3
2020-07-14,9,AMELIA RODRIGUES,1
2020-07-14,10,ANAGE,1
2020-07-14,11,ANDORINHA,1
2020-07-14,12,APORA,2
2020-07-14,13,ARACI,3
2020-07-14,14,ARATUIPE,1
2020-07-14,15,AURELINO LEAL,1
2020-07-14,16,BARRA DO CHOCA,2
2020-07-14,17,BARREIRAS,8
2020-07-14,18,BARRO PRETO,3
2020-07-14,19,BELMONTE,1
2020-07-14,20,BRUMADO,3
2020-07-14,21,BUERAREMA,9
2020-07-14,22,CABACEIRAS DO PARAGUACU,1
2020-07-14,23,CACHOEIRA,2
2020-07-14,24,CACULE*,1
2020-07-14,25,CAETITE,1
2020-07-14,26,CAIRU,3
2020-07-14,27,CALDEIRAO GRANDE,1
2020-07-14,28,CAMACAN,11
2020-07-14,29,CAMACARI*,42
2020-07-14,30,CAMAMU*,5
2020-07-14,31,CAMPO ALEGRE DE LOURDES,2
2020-07-14,32,CAMPO FORMOSO,2
2020-07-14,33,CANAVIEIRAS,3
2020-07-14,34,CANDEIAS*,27
2020-07-14,35,CANDIDO SALES,4
2020-07-14,36,CANSANCAO,2
2020-07-14,37,CANUDOS,2
2020-07-14,38,CAPIM GROSSO,4
2020-07-14,39,CARDEAL DA SILVA,1
2020-07-14,40,CASA NOVA,5
2020-07-14,41,CASTRO ALVES,3
2020-07-14,42,CATU,5
2020-07-14,43,CICERO DANTAS,1
2020-07-14,44,COARACI,4
2020-07-14,45,CONCEICAO DA FEIRA,2
2020-07-14,46,CONDE,4
2020-07-14,47,CORACAO DE MARIA,1
2020-07-14,48,COTEGIPE,1
2020-07-14,49,CRISOPOLIS,1
2020-07-14,50,CRUZ DAS ALMAS,4
2020-07-14,51,DARIO MEIRA,2
2020-07-14,52,DIAS DAVILA,17
2020-07-14,53,EUCLIDES DA CUNHA,1
2020-07-14,54,EUNAPOLIS,19
2020-07-14,55,FEIRA DE SANTANA,66
2020-07-14,56,FILADELFIA,2
2020-07-14,57,FLORESTA AZUL,1
2020-07-14,58,GANDU,14
2020-07-14,59,GLORIA,3
2020-07-14,60,GONGOGI,2
2020-07-14,61,GOVERNADOR MANGABEIRA,1
2020-07-14,62,GUARATINGA,2
2020-07-14,63,IACU,4
2020-07-14,64,IBICARAI,3
2020-07-14,65,IBIRAPITANGA,3
2020-07-14,66,IBIRAPUA,1
2020-07-14,67,IBIRATAIA,2
2020-07-14,68,IBITIARA,1
2020-07-14,69,IBOTIRAMA,1
2020-07-14,70,ICHU,1
2020-07-14,71,IGAPORA,1
2020-07-14,72,IGRAPIUNA,1
2020-07-14,73,IGUAI,5
2020-07-14,74,ILHEUS,68
2020-07-14,75,INHAMBUPE,2
2020-07-14,76,IPECAETA,1
2020-07-14,77,IPIAU *,11
2020-07-14,78,IPIRA,3
2020-07-14,79,IRARA,1
2020-07-14,80,IRECE,2
2020-07-14,81,ITABELA,1
2020-07-14,82,ITABERABA,12
2020-07-14,83,ITABUNA,80
2020-07-14,84,ITACARE,5
2020-07-14,85,ITAGIBA,3
2020-07-14,86,ITAJUIPE,6
2020-07-14,87,ITAMARAJU,14
2020-07-14,88,ITANAGRA,2
2020-07-14,89,ITANHEM,3
2020-07-14,90,ITAPARICA,5
2020-07-14,91,ITAPE,2
2020-07-14,92,ITAPEBI,1
2020-07-14,93,ITAPETINGA,12
2020-07-14,94,ITAPICURU,1
2020-07-14,95,ITAPITANGA,1
2020-07-14,96,ITARANTIM,1
2020-07-14,97,ITATIM*,3
