date,id,municipio,total_obitos_munres
2020-07-07,2,ADUSTINA,1
2020-07-07,3,AGUA FRIA,1
2020-07-07,4,AIQUARA,1
2020-07-07,5,ALAGOINHAS,15
2020-07-07,6,ALCOBACA,1
2020-07-07,7,ALMADINA,1
2020-07-07,8,AMARGOSA,1
2020-07-07,9,ANAGE,1
2020-07-07,10,ANDORINHA,1
2020-07-07,11,APORA,2
2020-07-07,12,ARACI,3
2020-07-07,13,ARATUIPE,1
2020-07-07,14,AURELINO LEAL,1
2020-07-07,15,BARRA DO CHOCA,1
2020-07-07,16,BARREIRAS,5
2020-07-07,17,BARRO PRETO,1
2020-07-07,18,BELMONTE,1
2020-07-07,19,BRUMADO,3
2020-07-07,20,BUERAREMA,9
2020-07-07,21,CABACEIRAS DO PARAGUACU,1
2020-07-07,22,CACHOEIRA,1
2020-07-07,23,CACULE*,1
2020-07-07,24,CAIRU,2
2020-07-07,25,CALDEIRAO GRANDE,1
2020-07-07,26,CAMACAN,8
2020-07-07,27,CAMACARI*,32
2020-07-07,28,CAMAMU*,2
2020-07-07,29,CAMPO ALEGRE DE LOURDES,1
2020-07-07,30,CANAVIEIRAS,3
2020-07-07,31,CANDEIAS*,21
2020-07-07,32,CANDIDO SALES,3
2020-07-07,33,CANSANCAO,2
2020-07-07,34,CANUDOS,1
2020-07-07,35,CAPIM GROSSO,4
2020-07-07,36,CARDEAL DA SILVA,1
2020-07-07,37,CASA NOVA,3
2020-07-07,38,CASTRO ALVES,1
2020-07-07,39,CATU,3
2020-07-07,40,CICERO DANTAS,1
2020-07-07,41,COARACI,3
2020-07-07,42,CONCEICAO DA FEIRA,1
2020-07-07,43,CONDE,4
2020-07-07,44,CRISOPOLIS,1
2020-07-07,45,CRUZ DAS ALMAS,2
2020-07-07,46,DARIO MEIRA,2
2020-07-07,47,DIAS DAVILA,11
2020-07-07,48,EUCLIDES DA CUNHA,1
2020-07-07,49,EUNAPOLIS,15
2020-07-07,50,FEIRA DE SANTANA,59
2020-07-07,51,FILADELFIA,2
2020-07-07,52,GANDU,14
2020-07-07,53,GLORIA,2
2020-07-07,54,GONGOGI,2
2020-07-07,55,GOVERNADOR MANGABEIRA,1
2020-07-07,56,GUARATINGA,2
2020-07-07,57,IACU,4
2020-07-07,58,IBICARAI,3
2020-07-07,59,IBIRAPITANGA,1
