1,SALVADOR,9967
2,ITABUNA,920
3,FEIRA DE SANTANA,909
4,TEIXEIRA DE FREITAS,643
5,CAMACARI,554
6,LAURO DE FREITAS,420
7,GANDU,378
8,ILHEUS,367
9,JUAZEIRO,324
10,SIMOES FILHO,299
11,VALENCA,279
12,EUNAPOLIS,271
13,JEQUIE,269
14,VITORIA DA CONQUISTA,249
15,SANTO ANTONIO DE JESUS,230
16,ITAMARAJU,230
17,CANDEIAS,202
18,IPIAU,195
19,ALAGOINHAS,167
20,IGUAI,165
21,ITABERABA,143
22,CATU,141
23,PORTO SEGURO,133
24,BARREIRAS,133
25,CAMACAN,117
26,ARACI,117
27,LUIS EDUARDO MAGALHAES,108
28,SAO FRANCISCO DO CONDE,104
29,POJUCA,103
30,MADRE DE DEUS,103
31,URUCUCA,92
32,POCOES,92
33,CONCEICAO DO JACUIPE,87
34,SERRINHA,86
35,BRUMADO,85
36,SANTO AMARO,79
37,PAULO AFONSO,78
38,IBICARAI,75
39,SOBRADINHO,73
40,SANTA BARBARA,68
41,DIAS DAVILA,66
42,CONCEICAO DO COITE,64
43,CAMPO FORMOSO,62
44,TEOFILANDIA,61
45,MATA DE SAO JOAO,61
46,RUY BARBOSA,60
47,MUCURI,56
48,MEDEIROS NETO,56
49,NOVA VICOSA,54
50,AURELINO LEAL,52
51,JOAO DOURADO,51
52,SENHOR DO BONFIM,50
53,RIBEIRA DO POMBAL,49
54,PRADO,49
55,ITAJUIPE,49
56,VERA CRUZ,48
57,SAO SEBASTIAO DO PASSE,48
58,PRESIDENTE TANCREDO NEVES,48
59,ITACARE,48
60,CAPIM GROSSO,48
61,IRECE,45
62,TERRA NOVA,44
63,CONCEICAO DA FEIRA,44
64,IPIRA,43
65,ITAPEBI,42
66,TEOLANDIA,41
67,MURITIBA,41
68,MAIRI,41
69,JACOBINA,41
70,FILADELFIA,41
71,VALENTE,40
72,MARAGOGIPE,40
73,SANTA CRUZ CABRALIA,39
74,IBIRAPITANGA,39
75,RIACHAO DAS NEVES,38
76,CANDIDO SALES,38
77,CRUZ DAS ALMAS,38
78,CASA NOVA,37
79,FLORESTA AZUL,35
80,ENTRE RIOS,35
81,ALCOBACA,35
82,UBATA,34
83,SAO JOSE DA VITORIA,34
84,CAATIBA,34
85,UBAITABA,32
86,ENCRUZILHADA,31
87,CACHOEIRA,31
88,PINTADAS,30
89,ITAPETINGA,30
90,GUARATINGA,30
91,BELMONTE,30
92,SAO GONCALO DOS CAMPOS,29
93,SANTALUZ,29
94,JAGUARARI,29
95,AMELIA RODRIGUES,29
96,ITABELA,28
97,ITAPICURU,27
98,ITANHEM,27
99,QUEIMADAS,26
100,CAMAMU,26
101,RAFAEL JAMBEIRO,25
102,UMBURANAS,24
103,ITAPARICA,24
104,CASTRO ALVES,24
105,BOM JESUS DA LAPA,24
106,WENCESLAU GUIMARAES,23
