date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-28,FEIRA DE SANTANA,6218,3,1089,7310,91,4.86,614872.0,1188.87,0.0,512.0,93.0,87.0
2020-07-28,CONCEICAO DO COITE,453,1,322,776,76,0.52,66612.0,1164.96,0.0,87.0,3.0,3.0
2020-07-28,ITABERABA,226,25,489,740,39,0.49,64489.0,1147.48,0.0,103.0,19.0,13.0
2020-07-28,ARACI,263,0,365,628,3,0.42,54379.0,1154.86,0.0,61.0,4.0,1.0
2020-07-28,SERRINHA,262,0,268,530,6,0.35,80861.0,655.45,0.0,27.0,6.0,2.0
2020-07-28,SAO GONCALO DOS CAMPOS,81,0,240,321,5,0.21,37550.0,854.86,0.0,22.0,3.0,3.0
2020-07-28,CONCEICAO DO JACUIPE,244,0,48,292,2,0.19,33153.0,880.76,1.0,24.0,1.0,1.0
2020-07-28,QUEIMADAS,77,0,171,248,6,0.16,25439.0,974.88,0.0,16.0,2.0,0.0
2020-07-28,RIACHAO DO JACUIPE,70,0,170,240,8,0.16,33436.0,717.79,0.0,10.0,3.0,1.0
2020-07-28,VALENTE,61,0,176,237,4,0.16,28473.0,832.37,18.0,9.0,4.0,0.0
2020-07-28,SANTA BARBARA,196,0,29,225,1,0.15,20791.0,1082.2,0.0,10.0,2.0,0.0
2020-07-28,SANTO ESTEVAO,167,0,48,215,4,0.14,52850.0,406.81,0.0,44.0,3.0,0.0
2020-07-28,AMELIA RODRIGUES,152,0,50,202,0,0.13,25102.0,804.72,0.0,32.0,2.0,1.0
2020-07-28,TEOFILANDIA,55,0,137,192,0,0.13,22518.0,852.65,1.0,10.0,1.0,0.0
2020-07-28,IPIRA,166,0,17,183,2,0.12,59595.0,307.07,0.0,20.0,3.0,1.0
2020-07-28,SANTALUZ,45,0,135,180,2,0.12,37348.0,481.95,0.0,8.0,4.0,3.0
2020-07-28,TANQUINHO,19,1,152,172,16,0.11,7918.0,2172.27,0.0,14.0,2.0,1.0
2020-07-28,IRAQUARA,12,0,158,170,2,0.11,25216.0,674.18,0.0,18.0,0.0,0.0
2020-07-28,RUY BARBOSA,25,0,142,167,5,0.11,30814.0,541.96,0.0,25.0,2.0,1.0
2020-07-28,RETIROLANDIA,92,0,59,151,2,0.1,14396.0,1048.9,1.0,26.0,0.0,0.0
2020-07-28,RAFAEL JAMBEIRO,111,0,39,150,0,0.1,22621.0,663.1,1.0,16.0,1.0,0.0
2020-07-28,MONTE SANTO,43,0,101,144,1,0.1,49418.0,291.39,2.0,22.0,5.0,1.0
2020-07-28,SERRA PRETA,58,0,85,143,0,0.09,14878.0,961.15,0.0,12.0,4.0,3.0
2020-07-28,CORACAO DE MARIA,60,2,78,140,1,0.09,22605.0,619.33,2.0,21.0,1.0,0.0
2020-07-28,SOUTO SOARES,6,0,109,115,0,0.08,16979.0,677.31,3.0,14.0,1.0,0.0
2020-07-28,TUCANO,50,1,61,112,9,0.07,50687.0,220.96,1.0,17.0,1.0,0.0
2020-07-28,TERRA NOVA,75,1,36,112,1,0.07,13033.0,859.36,0.0,4.0,1.0,0.0
2020-07-28,IACU,60,0,49,109,0,0.07,24305.0,448.47,0.0,20.0,6.0,6.0
