date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-26,FEIRA DE SANTANA,6151,3,1061,7215,64,4.92,614872.0,1173.41,0.0,601.0,88.0,80.0
2020-07-26,CONCEICAO DO COITE,438,1,320,759,0,0.52,66612.0,1139.43,0.0,114.0,3.0,3.0
2020-07-26,ITABERABA,217,24,487,728,1,0.5,64489.0,1128.87,0.0,115.0,18.0,12.0
2020-07-26,ARACI,258,0,357,615,1,0.42,54379.0,1130.95,0.0,71.0,4.0,1.0
2020-07-26,SERRINHA,256,0,267,523,4,0.36,80861.0,646.79,0.0,33.0,6.0,2.0
2020-07-26,SAO GONCALO DOS CAMPOS,79,0,239,318,1,0.22,37550.0,846.87,0.0,24.0,3.0,3.0
2020-07-26,CONCEICAO DO JACUIPE,239,0,48,287,0,0.2,33153.0,865.68,0.0,23.0,1.0,1.0
2020-07-26,QUEIMADAS,76,0,171,247,0,0.17,25439.0,970.95,0.0,21.0,2.0,0.0
2020-07-26,VALENTE,59,0,176,235,0,0.16,28473.0,825.34,16.0,10.0,4.0,0.0
2020-07-26,RIACHAO DO JACUIPE,62,0,168,230,5,0.16,33436.0,687.88,0.0,10.0,3.0,1.0
2020-07-26,SANTA BARBARA,195,0,28,223,0,0.15,20791.0,1072.58,0.0,12.0,2.0,0.0
2020-07-26,SANTO ESTEVAO,165,0,47,212,1,0.14,52850.0,401.14,0.0,58.0,2.0,0.0
2020-07-26,AMELIA RODRIGUES,147,0,48,195,5,0.13,25102.0,776.83,0.0,35.0,1.0,1.0
2020-07-26,TEOFILANDIA,54,0,137,191,0,0.13,22518.0,848.21,1.0,11.0,1.0,0.0
2020-07-26,SANTALUZ,44,0,134,178,0,0.12,37348.0,476.6,0.0,9.0,4.0,3.0
2020-07-26,IPIRA,156,0,17,173,8,0.12,59595.0,290.29,0.0,27.0,3.0,1.0
2020-07-26,TANQUINHO,18,1,151,170,0,0.12,7918.0,2147.01,0.0,21.0,2.0,1.0
2020-07-26,IRAQUARA,11,0,156,167,1,0.11,25216.0,662.28,0.0,23.0,0.0,0.0
2020-07-26,RUY BARBOSA,25,0,140,165,0,0.11,30814.0,535.47,0.0,26.0,2.0,1.0
2020-07-26,RAFAEL JAMBEIRO,111,0,36,147,3,0.1,22621.0,649.84,0.0,26.0,0.0,0.0
2020-07-26,RETIROLANDIA,87,0,59,146,0,0.1,14396.0,1014.17,0.0,29.0,0.0,0.0
2020-07-26,MONTE SANTO,43,0,101,144,0,0.1,49418.0,291.39,0.0,23.0,5.0,1.0
