date,id,municipio,total_obitos_munres
2020-06-23,2,AGUA FRIA,1
2020-06-23,3,AIQUARA,1
2020-06-23,4,ALAGOINHAS,4
2020-06-23,5,ALMADINA,1
2020-06-23,6,AMARGOSA,1
2020-06-23,7,ANAGE,1
2020-06-23,8,APORA,1
2020-06-23,9,ARACI,1
2020-06-23,10,ARATUIPE,1
2020-06-23,11,BARREIRAS,4
2020-06-23,12,BELMONTE,1
2020-06-23,13,BRUMADO,2
2020-06-23,14,BUERAREMA,5
2020-06-23,15,CACULE*,1
2020-06-23,16,CAIRU,1
2020-06-23,17,CAMACAN,4
2020-06-23,18,CAMACARI*,15
2020-06-23,19,CAMAMU*,1
2020-06-23,20,CAMPO ALEGRE DE LOURDES,1
2020-06-23,21,CANAVIEIRAS,2
2020-06-23,22,CANDEIAS*,14
2020-06-23,23,CANDIDO SALES,2
2020-06-23,24,CANSANCAO,2
2020-06-23,25,CAPIM GROSSO,3
2020-06-23,26,CASA NOVA,3
2020-06-23,27,CASTRO ALVES,1
2020-06-23,28,CATU,1
2020-06-23,29,CICERO DANTAS,1
2020-06-23,30,COARACI,3
2020-06-23,31,CONCEICAO DA FEIRA,1
2020-06-23,32,CONDE,2
2020-06-23,33,CRUZ DAS ALMAS,1
2020-06-23,34,DARIO MEIRA,1
2020-06-23,35,DIAS DAVILA,7
2020-06-23,36,EUCLIDES DA CUNHA,1
2020-06-23,37,EUNAPOLIS,6
2020-06-23,38,FEIRA DE SANTANA,37
2020-06-23,39,FILADELFIA,1
2020-06-23,40,GANDU,7
2020-06-23,41,GONGOGI,2
2020-06-23,42,GOVERNADOR MANGABEIRA,1
2020-06-23,43,IACU,4
2020-06-23,44,IBICARAI,1
2020-06-23,45,IBIRAPITANGA,1
2020-06-23,46,IBIRAPUA,1
2020-06-23,47,IBIRATAIA,2
2020-06-23,48,IBITIARA,1
2020-06-23,49,IGUAI,1
2020-06-23,50,ILHEUS,40
2020-06-23,51,IPIAU *,9
2020-06-23,52,IPIRA,2
2020-06-23,53,IRECE,1
2020-06-23,54,ITABELA,1
2020-06-23,55,ITABERABA,5
2020-06-23,56,ITABUNA,53
2020-06-23,57,ITACARE,3
2020-06-23,58,ITAGIBA,2
2020-06-23,59,ITAJUIPE,2
2020-06-23,60,ITAMARAJU,6
2020-06-23,61,ITANAGRA,2
2020-06-23,62,ITANHEM,1
2020-06-23,63,ITAPARICA,3
2020-06-23,64,ITAPE,2
2020-06-23,65,ITAPETINGA,5
2020-06-23,66,ITARANTIM,1
2020-06-23,67,ITATIM*,2
2020-06-23,68,ITIUBA*,1
2020-06-23,69,ITORORO,1
2020-06-23,70,ITUBERA,1
2020-06-23,71,JACOBINA,1
2020-06-23,72,JAGUARIPE,1
2020-06-23,73,JANDAIRA,1
2020-06-23,74,JEQUIE,24
2020-06-23,75,JITAUNA,2
2020-06-23,76,JOAO DOURADO,1
2020-06-23,77,JUAZEIRO,12
2020-06-23,78,LAFAIETE COUTINHO,1
2020-06-23,79,LAURO DE FREITAS,29
2020-06-23,80,MACARANI,1
2020-06-23,81,MADRE DE DEUS,2
2020-06-23,82,MANOEL VITORINO,1
2020-06-23,83,MARACAS,1
2020-06-23,84,MARAGOGIPE,2
2020-06-23,85,MARAU,2
2020-06-23,86,MEDEIROS NETO,1
2020-06-23,87,MIGUEL CALMON,2
2020-06-23,88,MILAGRES,1
2020-06-23,89,MIRANTE,1
2020-06-23,90,MONTE SANTO,1
2020-06-23,91,MORPARA,1
2020-06-23,92,MUCURI,1
2020-06-23,93,MULUNGU DO MORRO,1
2020-06-23,94,MUNDO NOVO*,1
2020-06-23,95,MURITIBA,1
2020-06-23,96,NILO PECANHA,1
2020-06-23,97,NOVA FATIMA,1
2020-06-23,98,NOVA VICOSA,3
2020-06-23,99,PARAMIRIM,1
2020-06-23,100,PAU BRASIL,3
2020-06-23,101,PAULO AFONSO,1
2020-06-23,102,POCOES,2
2020-06-23,103,POJUCA,1
2020-06-23,104,PONTO NOVO,1
2020-06-23,105,PORTO SEGURO,1
2020-06-23,106,PRADO,1
2020-06-23,107,REMANSO,1
2020-06-23,108,RIACHAO DO JACUIPE,2
2020-06-23,109,RIBEIRA DO POMBAL,1
2020-06-23,110,RIO DO PIRES,1
2020-06-23,111,RUY BARBOSA,1
2020-06-23,112,SALINAS DA MARGARIDA,1
2020-06-23,113,SALVADOR*,953
2020-06-23,114,SANTA CRUZ DA VITORIA,1
2020-06-23,115,SANTA INES,1
2020-06-23,116,SANTA RITA DE CASSIA,1
2020-06-23,117,SANTA TERESINHA,1
2020-06-23,118,SANTALUZ,1
2020-06-23,119,SANTO AMARO,3
2020-06-23,120,SANTO ANTONIO DE JESUS,4
2020-06-23,121,SANTO ESTEVAO,1
2020-06-23,122,SAO FRANCISCO DO CONDE,3
2020-06-23,123,SAO GONCALO DOS CAMPOS,1
2020-06-23,124,SAO JOSE DA VITORIA,1
2020-06-23,125,SAO SEBASTIAO DO PASSE,4
2020-06-23,126,SAUBARA,2
2020-06-23,127,SEABRA,1
2020-06-23,128,SENHOR DO BONFIM,1
2020-06-23,129,SERRINHA,2
2020-06-23,130,SIMOES FILHO,18
2020-06-23,131,SOBRADINHO,7
2020-06-23,132,TANQUINHO,1
2020-06-23,133,TEIXEIRA DE FREITAS,6
2020-06-23,134,TERRA NOVA,1
2020-06-23,135,TUCANO,1
2020-06-23,136,UBAITABA,2
2020-06-23,137,UBATA,1
2020-06-23,138,URANDI,2
2020-06-23,139,URUCUCA *,14
2020-06-23,140,UTINGA,1
2020-06-23,141,VALENCA,11
2020-06-23,142,VALENTE,3
2020-06-23,143,VARZEA DA ROCA,1
2020-06-23,144,VARZEDO,1
2020-06-23,145,VERA CRUZ,3
2020-06-23,146,VEREDA,1
2020-06-23,147,VITORIA DA CONQUISTA,13
2020-06-23,148,WENCESLAU GUIMARAES,2
2020-06-23,149,PERNAMBUCO/AFRANIO,1
2020-06-23,150,RIO DE JANEIRO/RIO DE JANEIRO,1
2020-06-23,151,RIO GRANDE DO SUL/CAXIAS DO SUL,1
2020-06-23,152,SAO PAULO/SAO PAULO,1
2020-06-23,153,TOCANTINS/NOVA ROSALANDIA*,1
2020-06-23,1,ALAGOINHAS,5
