date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-17,FEIRA DE SANTANA,4848,1,755,5604,121,4.79,614872.0,911.41,0.0,764.0,72.0,64.0
2020-07-17,CONCEICAO DO COITE,283,1,215,499,0,0.43,66612.0,749.11,0.0,148.0,0.0,0.0
2020-07-17,ITABERABA,113,16,368,497,5,0.42,64489.0,770.67,0.0,114.0,14.0,8.0
2020-07-17,ARACI,165,0,316,481,3,0.41,54379.0,884.53,0.0,159.0,4.0,1.0
2020-07-17,SERRINHA,197,0,179,376,2,0.32,80861.0,465.0,0.0,34.0,6.0,2.0
2020-07-17,SAO GONCALO DOS CAMPOS,69,0,192,261,8,0.22,37550.0,695.07,0.0,73.0,3.0,3.0
2020-07-17,CONCEICAO DO JACUIPE,203,0,44,247,2,0.21,33153.0,745.03,0.0,54.0,1.0,1.0
2020-07-17,VALENTE,48,0,161,209,0,0.18,28473.0,734.03,7.0,0.0,3.0,0.0
2020-07-17,SANTA BARBARA,173,0,20,193,2,0.16,20791.0,928.29,3.0,13.0,2.0,0.0
2020-07-17,RIACHAO DO JACUIPE,46,0,134,180,1,0.15,33436.0,538.34,0.0,24.0,3.0,1.0
2020-07-17,QUEIMADAS,67,0,104,171,18,0.15,25439.0,672.2,0.0,43.0,2.0,0.0
2020-07-17,TEOFILANDIA,43,0,128,171,0,0.15,22518.0,759.39,0.0,16.0,0.0,0.0
2020-07-17,AMELIA RODRIGUES,116,0,41,157,0,0.13,25102.0,625.45,0.0,42.0,1.0,1.0
2020-07-17,SANTALUZ,31,0,120,151,5,0.13,37348.0,404.31,0.0,40.0,3.0,3.0
2020-07-17,RUY BARBOSA,23,0,106,129,10,0.11,30814.0,418.64,0.0,28.0,2.0,1.0
2020-07-17,IRAQUARA,8,0,119,127,0,0.11,25216.0,503.65,0.0,20.0,0.0,0.0
2020-07-17,SANTO ESTEVAO,86,0,36,122,1,0.1,52850.0,230.84,0.0,61.0,1.0,0.0
2020-07-17,IPIRA,109,0,12,121,7,0.1,59595.0,203.04,0.0,35.0,3.0,1.0
2020-07-17,MONTE SANTO,40,0,75,115,4,0.1,49418.0,232.71,0.0,18.0,4.0,1.0
2020-07-17,SERRA PRETA,34,0,71,105,0,0.09,14878.0,705.74,0.0,61.0,2.0,1.0
2020-07-17,RAFAEL JAMBEIRO,77,0,23,100,7,0.09,22621.0,442.07,0.0,31.0,0.0,0.0
2020-07-17,RETIROLANDIA,52,0,46,98,1,0.08,14396.0,680.74,0.0,26.0,0.0,0.0
2020-07-17,CORACAO DE MARIA,43,2,51,96,4,0.08,22605.0,424.68,0.0,21.0,1.0,0.0
2020-07-17,TERRA NOVA,65,1,29,95,0,0.08,13033.0,728.92,0.0,18.0,1.0,0.0
2020-07-17,SOUTO SOARES,5,0,85,90,0,0.08,16979.0,530.07,1.0,78.0,0.0,0.0
2020-07-17,PINTADAS,47,0,42,89,0,0.08,10437.0,852.74,4.0,5.0,0.0,0.0
2020-07-17,CANSANCAO,26,0,58,84,5,0.07,34834.0,241.14,0.0,10.0,2.0,1.0
2020-07-17,TANQUINHO,15,0,65,80,9,0.07,7918.0,1010.36,0.0,30.0,2.0,1.0
2020-07-17,TUCANO,27,1,46,74,1,0.06,50687.0,145.99,0.0,15.0,1.0,0.0
2020-07-17,NORDESTINA,14,1,55,70,0,0.06,13130.0,533.13,8.0,3.0,0.0,0.0
2020-07-17,LENCOIS,3,0,64,67,7,0.06,11409.0,587.26,0.0,32.0,0.0,0.0
2020-07-17,CAPELA DO ALTO ALEGRE,47,0,19,66,0,0.06,11637.0,567.16,0.0,17.0,0.0,0.0
2020-07-17,IACU,39,0,23,62,8,0.05,24305.0,255.09,0.0,14.0,5.0,5.0
2020-07-17,EUCLIDES DA CUNHA,26,0,32,58,1,0.05,60585.0,95.73,0.0,19.0,1.0,0.0
2020-07-17,SANTANOPOLI S,46,0,7,53,0,0.05,8943.0,592.64,0.0,0.0,0.0,0.0
2020-07-17,ITAETE,3,0,50,53,0,0.05,16056.0,330.09,8.0,1.0,0.0,0.0
2020-07-17,BARROCAS,28,0,19,47,0,0.04,15978.0,294.15,1.0,7.0,0.0,0.0
2020-07-17,IRARA,36,0,7,43,0,0.04,29034.0,148.1,0.0,14.0,1.0,0.0
2020-07-17,AGUA FRIA,31,1,9,41,0,0.04,16970.0,241.6,3.0,6.0,1.0,0.0
2020-07-17,SEABRA,19,0,22,41,1,0.04,44091.0,92.99,0.0,10.0,2.0,2.0
2020-07-17,PE DE SERRA,5,0,35,40,0,0.03,13578.0,294.59,0.0,11.0,0.0,0.0
2020-07-17,LAMARAO,20,0,19,39,1,0.03,8307.0,469.48,0.0,8.0,0.0,0.0
2020-07-17,ANGUERA,35,0,1,36,3,0.03,11221.0,320.83,3.0,3.0,0.0,0.0
2020-07-17,TEODORO SAMPAIO,18,0,12,30,0,0.03,7425.0,404.04,1.0,8.0,1.0,0.0
2020-07-17,QUIJINGUE,9,0,20,29,1,0.02,27580.0,105.15,4.0,10.0,1.0,0.0
2020-07-17,CANDEAL,20,0,3,23,0,0.02,8258.0,278.52,4.0,0.0,0.0,0.0
2020-07-17,ANTONIO CARDOSO,15,0,7,22,1,0.02,11683.0,188.31,0.0,6.0,0.0,0.0
2020-07-17,IPECAETA,18,0,3,21,1,0.02,14487.0,144.96,0.0,12.0,1.0,1.0
2020-07-17,NOVA FATIMA,5,1,11,17,0,0.01,7812.0,217.61,1.0,1.0,1.0,0.0
2020-07-17,MUCUGE,6,3,8,17,0,0.01,9062.0,187.6,1.0,5.0,1.0,0.0
2020-07-17,MARCIONILIO SOUZA,11,0,3,14,0,0.01,10406.0,134.54,1.0,5.0,1.0,0.0
2020-07-17,MACAJUBA,10,0,2,12,0,0.01,11348.0,105.75,2.0,3.0,0.0,0.0
2020-07-17,BIRITINGA,6,0,5,11,0,0.01,15979.0,68.84,1.0,6.0,0.0,0.0
2020-07-17,IBITIARA,2,0,8,10,0,0.01,16339.0,61.2,13.0,0.0,1.0,0.0
2020-07-17,ANDARAI,5,0,4,9,0,0.01,13143.0,68.48,3.0,3.0,0.0,0.0
2020-07-17,SAO DOMINGOS,7,0,2,9,0,0.01,9058.0,99.36,31.0,3.0,0.0,0.0
2020-07-17,BOA VISTA DO TUPIM,4,0,5,9,0,0.01,18576.0,48.45,4.0,3.0,0.0,0.0
2020-07-17,PIATA,2,0,7,9,0,0.01,17123.0,52.56,8.0,0.0,0.0,0.0
2020-07-17,PALMEIRAS,2,0,6,8,0,0.01,9019.0,88.7,5.0,3.0,0.0,0.0
2020-07-17,UTINGA,4,0,4,8,0,0.01,19178.0,41.71,7.0,2.0,1.0,1.0
2020-07-17,BONINAL,0,0,6,6,0,0.01,14368.0,41.76,20.0,2.0,0.0,0.0
2020-07-17,ABAIRA,3,2,0,5,0,0.0,8739.0,57.21,19.0,0.0,0.0,0.0
2020-07-17,MUNDO NOVO,1,0,4,5,0,0.0,26776.0,18.67,0.0,4.0,0.0,0.0
2020-07-17,ICHU,4,0,0,4,0,0.0,6206.0,64.45,5.0,2.0,1.0,0.0
2020-07-17,BAIXA GRANDE,3,0,1,4,0,0.0,20468.0,19.54,0.0,2.0,0.0,0.0
2020-07-17,NOVA REDENCAO,2,0,1,3,0,0.0,9118.0,32.9,20.0,0.0,0.0,0.0
2020-07-17,LAJEDINHO,0,0,2,2,0,0.0,3783.0,52.87,7.0,2.0,0.0,0.0
2020-07-17,WAGNER,0,0,1,1,0,0.0,9345.0,10.7,17.0,1.0,0.0,0.0
2020-07-17,NOVO HORIZONTE,0,0,1,1,0,0.0,12385.0,8.07,8.0,1.0,0.0,0.0
2020-07-17,TOTAL,7568,30,4129,11727,240,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,IRECE,49,0,230,279,1,0.24,72967.0,382.36,0.0,105.0,2.0,2.0
2020-07-17,CAPIM GROSSO,32,0,230,262,3,0.22,30662.0,854.48,0.0,50.0,4.0,2.0
2020-07-17,JACOBINA,36,0,194,230,2,0.2,80518.0,285.65,0.0,87.0,3.0,1.0
2020-07-17,JOAO DOURADO,6,0,120,126,2,0.11,25188.0,500.24,0.0,29.0,3.0,1.0
2020-07-17,GENTIO DO OURO,4,0,114,118,7,0.1,11233.0,1050.48,0.0,92.0,0.0,0.0
2020-07-17,UMBURANAS,8,2,83,93,0,0.08,19222.0,483.82,0.0,4.0,0.0,0.0
2020-07-17,MAIRI,38,0,53,91,0,0.08,18676.0,487.26,1.0,6.0,0.0,0.0
2020-07-17,AMERICA DOURADA,0,0,75,75,0,0.06,16094.0,466.01,2.0,44.0,0.0,0.0
2020-07-17,PRESIDENTE DUTRA,4,0,60,64,0,0.05,15142.0,422.67,1.0,20.0,0.0,0.0
2020-07-17,CALDEIRAO GRANDE,4,0,53,57,1,0.05,13327.0,427.7,1.0,4.0,1.0,1.0
2020-07-17,LAPAO,10,1,42,53,0,0.05,27223.0,194.69,0.0,16.0,0.0,0.0
2020-07-17,CANARANA,14,0,37,51,2,0.04,26176.0,194.83,0.0,14.0,0.0,0.0
2020-07-17,XIQUE-XIQUE,11,0,35,46,0,0.04,46483.0,98.96,0.0,5.0,1.0,0.0
2020-07-17,MIGUEL CALMON,9,0,30,39,0,0.03,26023.0,149.87,1.0,14.0,1.0,0.0
2020-07-17,OUROLANDIA,2,0,34,36,0,0.03,17451.0,206.29,0.0,22.0,0.0,0.0
2020-07-17,VARZEA NOVA,7,0,29,36,0,0.03,12697.0,283.53,0.0,10.0,0.0,0.0
2020-07-17,CAEM,6,0,29,35,0,0.03,9213.0,379.9,14.0,1.0,0.0,0.0
2020-07-17,SERROLANDIA,6,2,19,27,0,0.02,13397.0,201.54,0.0,3.0,0.0,0.0
2020-07-17,TAPIRAMUTA,14,0,11,25,0,0.02,17010.0,146.97,2.0,16.0,0.0,0.0
2020-07-17,SAO GABRIEL,1,0,23,24,0,0.02,18793.0,127.71,0.0,15.0,0.0,0.0
2020-07-17,QUIXABEIRA,13,0,10,23,0,0.02,8972.0,256.35,1.0,10.0,0.0,0.0
2020-07-17,VARZEA DA ROCA,10,0,12,22,0,0.02,14104.0,155.98,1.0,13.0,1.0,1.0
2020-07-17,JUSSARA,0,0,19,19,0,0.02,15284.0,124.31,2.0,17.0,0.0,0.0
2020-07-17,MORRO DO CHAPEU,8,0,6,14,0,0.01,35413.0,39.53,1.0,3.0,0.0,0.0
2020-07-17,MULUNGU DO MORRO,3,0,10,13,0,0.01,10889.0,119.39,8.0,4.0,1.0,1.0
2020-07-17,PIRITIBA,5,0,6,11,0,0.01,24755.0,44.44,4.0,6.0,0.0,0.0
2020-07-17,ITAGUACU DA BAHIA,1,0,7,8,0,0.01,14429.0,55.44,5.0,4.0,0.0,0.0
2020-07-17,SAO JOSE DO JACUIPE,2,0,6,8,6,0.01,10462.0,76.47,1.0,1.0,1.0,0.0
2020-07-17,IBIPEBA,0,0,7,7,0,0.01,18211.0,38.44,15.0,0.0,0.0,0.0
2020-07-17,CAFARNAUM,0,0,7,7,0,0.01,18437.0,37.97,0.0,4.0,0.0,0.0
2020-07-17,UIBAI,2,0,5,7,0,0.01,13887.0,50.41,2.0,0.0,0.0,0.0
2020-07-17,SAUDE,0,0,7,7,0,0.01,12913.0,54.21,0.0,6.0,0.0,0.0
2020-07-17,MIRANGABA,1,0,5,6,0,0.01,18338.0,32.72,11.0,1.0,0.0,0.0
2020-07-17,BARRO ALTO,1,0,4,5,0,0.0,14931.0,33.49,6.0,2.0,0.0,0.0
2020-07-17,CENTRAL,1,0,3,4,2,0.0,17266.0,23.17,4.0,2.0,0.0,0.0
2020-07-17,BARRA DO MENDES,2,0,2,4,0,0.0,13865.0,28.85,0.0,0.0,0.0,0.0
2020-07-17,IBITITA,1,0,1,2,0,0.0,17113.0,11.69,0.0,1.0,0.0,0.0
2020-07-17,TOTAL,311,5,1618,1934,26,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,TEIXEIRA DE FREITAS,369,16,1619,2004,26,1.71,160487.0,1248.7,0.0,182.0,35.0,44.0
2020-07-17,EUNAPOLIS,257,85,834,1176,12,1.0,113380.0,1037.22,0.0,175.0,19.0,10.0
2020-07-17,PORTO SEGURO,356,0,710,1066,22,0.91,148686.0,716.95,0.0,202.0,8.0,13.0
2020-07-17,ITAMARAJU,95,36,724,855,1,0.73,64486.0,1325.87,0.0,100.0,18.0,14.0
2020-07-17,MUCURI,46,14,221,281,2,0.24,41748.0,673.09,0.0,64.0,6.0,2.0
2020-07-17,MEDEIROS NETO,20,71,187,278,1,0.24,22688.0,1225.32,0.0,87.0,2.0,2.0
2020-07-17,NOVA VICOSA,92,8,123,223,6,0.19,43376.0,514.11,0.0,31.0,5.0,2.0
2020-07-17,SANTA CRUZ CABRALIA,101,0,99,200,1,0.17,27778.0,719.99,1.0,43.0,2.0,0.0
2020-07-17,PRADO,45,9,139,193,0,0.16,28174.0,685.03,0.0,21.0,3.0,2.0
2020-07-17,BELMONTE,72,0,108,180,1,0.15,23328.0,771.6,0.0,54.0,1.0,0.0
2020-07-17,ALCOBACA,16,39,106,161,0,0.14,22470.0,716.51,0.0,24.0,2.0,1.0
2020-07-17,ITANHEM,24,21,108,153,10,0.13,19405.0,788.46,0.0,17.0,3.0,1.0
2020-07-17,ITABELA,80,1,55,136,2,0.12,30584.0,444.68,0.0,30.0,1.0,1.0
2020-07-17,GUARATINGA,85,0,37,122,0,0.1,20843.0,585.33,0.0,46.0,2.0,0.0
2020-07-17,CARAVELAS,40,18,58,116,0,0.1,22016.0,526.89,0.0,26.0,0.0,0.0
2020-07-17,ITAPEBI,86,0,13,99,0,0.08,10259.0,965.01,1.0,21.0,1.0,1.0
2020-07-17,IBIRAPUA,17,0,48,65,0,0.06,8637.0,752.58,5.0,3.0,1.0,0.0
2020-07-17,VEREDA,45,0,17,62,0,0.05,6205.0,999.19,0.0,10.0,2.0,0.0
2020-07-17,ITAGIMIRIM,16,0,6,22,0,0.02,6869.0,320.28,1.0,11.0,0.0,0.0
2020-07-17,JUCURUCU,5,0,9,14,0,0.01,9126.0,153.41,2.0,3.0,0.0,0.0
2020-07-17,LAJEDAO,6,0,3,9,0,0.01,3955.0,227.56,1.0,1.0,0.0,0.0
2020-07-17,TOTAL,1873,318,5224,7415,84,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,SALVADOR,38405,672,6867,45944,17,39.25,2872347.0,1599.53,0.0,4634.0,0.0,45944.0
2020-07-17,LAURO DE FREITAS,1898,1,1795,3694,12,3.16,198440.0,1861.52,0.0,770.0,58.0,0.0
2020-07-17,CAMACARI,1589,102,1120,2811,40,2.4,299132.0,939.72,0.0,651.0,0.0,34.0
2020-07-17,SIMOES FILHO,560,0,712,1272,16,1.09,134377.0,946.59,0.0,123.0,40.0,23.0
2020-07-17,CANDEIAS,420,118,605,1143,38,0.98,87076.0,1312.65,0.0,233.0,0.0,13.0
2020-07-17,SANTO ANTONIO DE JESUS,538,2,340,880,3,0.75,101512.0,866.89,0.0,155.0,16.0,19.0
2020-07-17,DIAS DAVILA,383,43,238,664,7,0.57,81089.0,818.85,0.0,107.0,18.0,3.0
2020-07-17,SAO SEBASTIAO DO PASSE,107,0,324,431,11,0.37,44300.0,972.91,0.0,145.0,7.0,3.0
2020-07-17,SAO FRANCISCO DO CONDE,144,0,283,427,4,0.36,39802.0,1072.81,0.0,70.0,8.0,1.0
