date,id,municipio,total_obitos_munocor
2020-06-27,2,AMARGOSA,1
2020-06-27,3,ANAGE,1
2020-06-27,4,ARACAJU,1
2020-06-27,5,ARACI,1
2020-06-27,6,ARARIPINA,2
2020-06-27,7,BARRA DO CHOCA,1
2020-06-27,8,BARREIRAS,6
2020-06-27,9,BRUMADO,1
2020-06-27,10,CALDEIRAO GRANDE,1
2020-06-27,11,CAMACAN,4
2020-06-27,12,CAMACARI,15
2020-06-27,13,CANAVIEIRAS,1
2020-06-27,14,CANDEIAS,6
2020-06-27,15,CANSANCAO,1
2020-06-27,16,CAPIM GROSSO,2
2020-06-27,17,CASTRO ALVES,1
2020-06-27,18,CONCEICAO DA FEIRA,1
2020-06-27,19,CONDE,1
2020-06-27,20,DIAS DAVILA,1
2020-06-27,21,EUNAPOLIS,5
2020-06-27,22,FEIRA DE SANTANA,40
2020-06-27,23,FILADELFIA,1
2020-06-27,24,FLORIANO,1
2020-06-27,25,GANDU,6
2020-06-27,26,GUAMARE*,1
2020-06-27,27,IACU,4
2020-06-27,28,IBIRATAIA,2
2020-06-27,29,IGRAPIUNA,1
2020-06-27,30,ILHEUS*,72
2020-06-27,31,IPIAU *,3
2020-06-27,32,IPIRA,1
2020-06-27,33,ITABELA,1
2020-06-27,34,ITABERABA,4
2020-06-27,35,ITABUNA,75
2020-06-27,36,ITACARE,1
2020-06-27,37,ITAJUIPE,1
2020-06-27,38,ITAMARAJU,5
2020-06-27,39,ITAPETINGA,2
2020-06-27,40,ITUBERA,1
2020-06-27,41,JEQUIE*,32
2020-06-27,42,JOAO DOURADO,1
2020-06-27,43,JUAZEIRO,19
2020-06-27,44,LAURO DE FREITAS*,28
2020-06-27,45,MANOEL VITORINO,1
2020-06-27,46,MEDEIROS NETO,1
2020-06-27,47,MILAGRES,1
2020-06-27,48,MUCURI,1
2020-06-27,49,MULUNGU DO MORRO,1
2020-06-27,50,NAZARE,1
2020-06-27,51,NOVA IBIA,1
2020-06-27,52,NOVA VICOSA,2
2020-06-27,53,PAULO AFONSO,2
2020-06-27,54,PETROLINA,4
2020-06-27,55,PILAO ARCADO*,1
2020-06-27,56,POCOES,1
2020-06-27,57,POJUCA,1
2020-06-27,58,PORTO SEGURO,5
2020-06-27,59,PRADO,1
2020-06-27,60,REMANSO,4
2020-06-27,61,RIACHAO DO JACUIPE,1
2020-06-27,62,RIBEIRA DO POMBAL,1
2020-06-27,63,RUY BARBOSA,1
2020-06-27,64,SALVADOR*,1197
2020-06-27,65,SANTA MARIA DA VITORIA,1
2020-06-27,66,SANTA TERESINHA,1
2020-06-27,67,SANTALUZ,1
2020-06-27,68,SANTO ANTONIO DE JESUS,4
2020-06-27,69,SAO FELIX,2
2020-06-27,70,SAO GONCALO DOS CAMPOS,2
2020-06-27,71,SAO SEBASTIAO DO PASSE,1
2020-06-27,72,SEABRA,1
2020-06-27,73,SENHOR DO BONFIM,1
2020-06-27,74,SERRINHA,2
2020-06-27,75,SIMOES FILHO,13
2020-06-27,76,SOBRADINHO,3
2020-06-27,77,TEIXEIRA DE FREITAS,18
2020-06-27,78,URUCUCA,2
2020-06-27,79,UTINGA,1
2020-06-27,80,VALENCA,11
2020-06-27,81,VALENCA,1
2020-06-27,82,VARZEA DA ROCA,1
2020-06-27,83,VERA CRUZ,1
2020-06-27,84,VITORIA DA CONQUISTA,41
2020-06-27,1,SALVADOR,31141
