date,id,municipio,total_obitos_munres
2020-07-24,2,ADUSTINA,1
2020-07-24,3,AGUA FRIA,1
2020-07-24,4,AIQUARA,3
2020-07-24,5,ALAGOINHAS,27
2020-07-24,6,ALCOBACA,2
2020-07-24,7,ALMADINA,1
2020-07-24,8,AMARGOSA,6
2020-07-24,9,AMELIA RODRIGUES,1
2020-07-24,10,ANAGE,1
2020-07-24,11,ANDORINHA,1
2020-07-24,12,ANTONIO GONCALVES,1
2020-07-24,13,APORA,2
2020-07-24,14,ARACI,4
2020-07-24,15,ARATUIPE,1
2020-07-24,16,AURELINO LEAL,2
2020-07-24,17,BARRA,1
2020-07-24,18,BARRA DO CHOCA,2
2020-07-24,19,BARREIRAS,12
2020-07-24,20,BARRO PRETO,3
2020-07-24,21,BELMONTE,1
2020-07-24,22,BONITO,1
2020-07-24,23,BRUMADO,3
2020-07-24,24,BUERAREMA,9
2020-07-24,25,BURITIRAMA,1
2020-07-24,26,CABACEIRAS DO PARAGUACU,1
2020-07-24,27,CACHOEIRA,5
2020-07-24,28,CACULE*,1
2020-07-24,29,CAETITE,1
2020-07-24,30,CAIRU,3
2020-07-24,31,CALDEIRAO GRANDE,1
2020-07-24,32,CAMACAN,14
2020-07-24,33,CAMACARI*,53
2020-07-24,34,CAMAMU*,8
2020-07-24,35,CAMPO ALEGRE DE LOURDES,2
2020-07-24,36,CAMPO FORMOSO,4
2020-07-24,37,CANAVIEIRAS,3
2020-07-24,38,CANDEIAS*,30
2020-07-24,39,CANDIDO SALES,5
2020-07-24,40,CANSANCAO,2
2020-07-24,41,CANUDOS,2
2020-07-24,42,CAPIM GROSSO,4
2020-07-24,43,CARDEAL DA SILVA,1
2020-07-24,44,CASA NOVA,5
2020-07-24,45,CASTRO ALVES,3
2020-07-24,46,CATU,6
2020-07-24,47,CICERO DANTAS,1
2020-07-24,48,COARACI,5
2020-07-24,49,CONCEICAO DA FEIRA,2
2020-07-24,50,CONCEICAO DO ALMEIDA,2
2020-07-24,51,CONCEICAO DO COITE,3
2020-07-24,52,CONCEICAO DO JACUIPE,1
2020-07-24,53,CONDE,4
2020-07-24,54,CONDEUBA,1
2020-07-24,55,CORACAO DE MARIA,1
2020-07-24,56,CORDEIROS,1
2020-07-24,57,COTEGIPE,1
2020-07-24,58,CRISOPOLIS,1
2020-07-24,59,CRUZ DAS ALMAS,4
2020-07-24,60,CURACA,1
2020-07-24,61,DARIO MEIRA,2
2020-07-24,62,DIAS DAVILA,18
2020-07-24,63,ESPLANADA,1
2020-07-24,64,EUCLIDES DA CUNHA,1
2020-07-24,65,EUNAPOLIS,21
2020-07-24,66,FEIRA DE SANTANA,85
2020-07-24,67,FILADELFIA,2
2020-07-24,68,FLORESTA AZUL,2
2020-07-24,69,GANDU,15
2020-07-24,70,GLORIA,3
2020-07-24,71,GONGOGI,2
2020-07-24,72,GOVERNADOR MANGABEIRA,1
2020-07-24,73,GUARATINGA,2
2020-07-24,74,IACU,6
2020-07-24,75,IBICARAI,4
2020-07-24,76,IBIRAPITANGA,4
2020-07-24,77,IBIRAPUA,1
2020-07-24,78,IBIRATAIA,2
2020-07-24,79,IBITIARA,1
2020-07-24,80,IBITITA,1
2020-07-24,81,IBOTIRAMA,2
2020-07-24,82,ICHU,1
2020-07-24,83,IGAPORA,1
2020-07-24,84,IGRAPIUNA,2
2020-07-24,85,IGUAI,9
2020-07-24,86,ILHEUS,101
2020-07-24,87,INHAMBUPE,2
2020-07-24,88,IPECAETA,1
2020-07-24,89,IPIAU *,12
2020-07-24,90,IPIRA,3
2020-07-24,91,IRARA,1
2020-07-24,92,IRECE,5
2020-07-24,93,ITABELA,2
2020-07-24,94,ITABERABA,18
2020-07-24,95,ITABUNA,106
2020-07-24,96,ITACARE,5
2020-07-24,97,ITAGIBA,4
2020-07-24,98,ITAJUIPE,9
2020-07-24,99,ITAMARAJU,19
2020-07-24,100,ITANAGRA,1
2020-07-24,101,ITANHEM,3
2020-07-24,102,ITAPARICA,6
2020-07-24,103,ITAPE,2
2020-07-24,104,ITAPEBI,4
2020-07-24,105,ITAPETINGA,15
2020-07-24,106,ITAPICURU,1
2020-07-24,107,ITAPITANGA,1
2020-07-24,108,ITARANTIM,1
2020-07-24,109,ITATIM*,3
2020-07-24,110,ITIUBA*,1
2020-07-24,111,ITORORO,2
2020-07-24,112,ITUACU,1
2020-07-24,113,ITUBERA,7
2020-07-24,114,JACOBINA,4
2020-07-24,115,JAGUAQUARA,4
2020-07-24,116,JAGUARARI,3
2020-07-24,117,JAGUARIPE,2
2020-07-24,118,JANDAIRA,1
2020-07-24,119,JEQUIE,66
2020-07-24,120,JITAUNA,3
2020-07-24,121,JOAO DOURADO,4
2020-07-24,122,JUAZEIRO,48
2020-07-24,123,JUSSARI,1
2020-07-24,124,LAFAIETE COUTINHO,1
2020-07-24,125,LAJE,1
2020-07-24,126,LAPAO,1
2020-07-24,127,LAURO DE FREITAS,64
2020-07-24,128,LUIS EDUARDO MAGALHAES,4
2020-07-24,129,MACARANI,1
2020-07-24,130,MADRE DE DEUS,3
2020-07-24,131,MAIQUINIQUE,1
2020-07-24,132,MALHADA,1
2020-07-24,133,MANOEL VITORINO,4
2020-07-24,134,MANSIDAO,1
2020-07-24,135,MARACAS,3
2020-07-24,136,MARAGOGIPE,6
2020-07-24,137,MARAU,3
2020-07-24,138,MARCIONILIO SOUZA,1
2020-07-24,139,MASCOTE,1
2020-07-24,140,MATA DE SAO JOAO,3
2020-07-24,141,MEDEIROS NETO,2
2020-07-24,142,MIGUEL CALMON,1
2020-07-24,143,MILAGRES,1
2020-07-24,144,MIRANTE,1
2020-07-24,145,MONTE SANTO,5
2020-07-24,146,MORPARA,2
2020-07-24,147,MUCUGE,1
2020-07-24,148,MUCURI,6
2020-07-24,149,MULUNGU DO MORRO,1
2020-07-24,150,MUNDO NOVO*,2
2020-07-24,151,MUNIZ FERREIRA,3
2020-07-24,152,MURITIBA,1
2020-07-24,153,MUTUIPE,1
2020-07-24,154,NAZARE,4
2020-07-24,155,NILO PECANHA,1
2020-07-24,156,NOVA FATIMA,1
2020-07-24,157,NOVA IBIA,5
2020-07-24,158,NOVA VICOSA,5
2020-07-24,159,PARAMIRIM,1
2020-07-24,160,PARIPIRANGA,1
2020-07-24,161,PAU BRASIL,4
2020-07-24,162,PAULO AFONSO,10
2020-07-24,163,PINDOBACU,3
2020-07-24,164,PIRAI DO NORTE,1
2020-07-24,165,PLANALTO,1
2020-07-24,166,POCOES,3
2020-07-24,167,POJUCA,4
2020-07-24,168,PONTO NOVO,1
2020-07-24,169,PORTO SEGURO,10
2020-07-24,170,PRADO,4
2020-07-24,171,PRESIDENTE JANIO QUADROS,1
2020-07-24,172,PRESIDENTE TANCREDO NEVES,7
2020-07-24,173,QUEIMADAS,2
2020-07-24,174,QUIJINGUE,1
2020-07-24,175,REMANSO,2
2020-07-24,176,RIACHAO DO JACUIPE,3
2020-07-24,177,RIBEIRA DO POMBAL,2
2020-07-24,178,RIO DO PIRES,3
2020-07-24,179,RIO REAL,1
2020-07-24,180,RUY BARBOSA,2
2020-07-24,181,SALINAS DA MARGARIDA,1
2020-07-24,182,SALVADOR*,1630
2020-07-24,183,SANTA BARBARA,2
2020-07-24,184,SANTA CRUZ CABRALIA,2
2020-07-24,185,SANTA CRUZ DA VITORIA,1
2020-07-24,186,SANTA INES,1
2020-07-24,187,SANTA RITA DE CASSIA,1
2020-07-24,188,SANTA TERESINHA,2
2020-07-24,189,SANTALUZ,3
2020-07-24,190,SANTO AMARO,6
2020-07-24,191,SANTO ANTONIO DE JESUS,19
2020-07-24,192,SANTO ESTEVAO,2
2020-07-24,193,SAO DESIDERIO,1
2020-07-24,194,SAO FELIPE,1
2020-07-24,195,SAO FELIX,1
2020-07-24,196,SAO FELIX DO CORIBE,1
2020-07-24,197,SAO FRANCISCO DO CONDE,8
2020-07-24,198,SAO GONCALO DOS CAMPOS,3
2020-07-24,199,SAO JOSE DA VITORIA,1
2020-07-24,200,SAO JOSE DO JACUIPE,1
2020-07-24,201,SAO SEBASTIAO DO PASSE,7
2020-07-24,202,SAUBARA,3
2020-07-24,203,SEABRA,2
2020-07-24,204,SENHOR DO BONFIM,2
2020-07-24,205,SENTO SE,2
2020-07-24,206,SERRA PRETA,3
2020-07-24,207,SERRINHA,6
2020-07-24,208,SIMOES FILHO,42
2020-07-24,209,SOBRADINHO,11
2020-07-24,210,SOUTO SOARES,1
2020-07-24,211,TANQUINHO,2
2020-07-24,212,TAPEROA,1
2020-07-24,213,TEIXEIRA DE FREITAS,43
2020-07-24,214,TEODORO SAMPAIO,1
2020-07-24,215,TERRA NOVA,1
2020-07-24,216,TUCANO,1
2020-07-24,217,UAUA,2
2020-07-24,218,UBAIRA,2
2020-07-24,219,UBAITABA,6
2020-07-24,220,UBATA,5
2020-07-24,221,UNA,2
2020-07-24,222,URANDI,2
2020-07-24,223,URUCUCA *,15
2020-07-24,224,UTINGA,2
2020-07-24,225,VALENCA,35
2020-07-24,226,VALENTE,3
2020-07-24,227,VARZEA DA ROCA,1
2020-07-24,228,VARZEDO,2
2020-07-24,229,VERA CRUZ,8
2020-07-24,230,VEREDA,3
2020-07-24,231,VITORIA DA CONQUISTA,32
2020-07-24,232,WAGNER,1
2020-07-24,233,WENCESLAU GUIMARAES,3
2020-07-24,234,XIQUE-XIQUE,1
