date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-08-04,FEIRA DE SANTANA,6971,3,1381,8355,148,4.84,614872.0,1358.82,0.0,457.0,96.0,94.0
2020-08-04,CONCEICAO DO COITE,597,1,461,1059,16,0.61,66612.0,1589.8,0.0,74.0,5.0,3.0
2020-08-04,ITABERABA,268,27,645,940,21,0.54,64489.0,1457.61,0.0,116.0,20.0,14.0
2020-08-04,ARACI,305,0,389,694,3,0.4,54379.0,1276.23,0.0,50.0,5.0,1.0
2020-08-04,SERRINHA,290,0,368,658,3,0.38,80861.0,813.74,0.0,24.0,7.0,2.0
2020-08-04,SAO GONCALO DOS CAMPOS,102,0,278,380,0,0.22,37550.0,1011.98,1.0,23.0,4.0,3.0
2020-08-04,CONCEICAO DO JACUIPE,289,0,48,337,0,0.2,33153.0,1016.5,0.0,28.0,1.0,1.0
2020-08-04,QUEIMADAS,78,0,212,290,5,0.17,25439.0,1139.98,2.0,10.0,2.0,0.0
2020-08-04,RIACHAO DO JACUIPE,90,0,182,272,12,0.16,33436.0,813.49,0.0,9.0,3.0,1.0
2020-08-04,SANTO ESTEVAO,207,0,62,269,6,0.16,52850.0,508.99,0.0,35.0,3.0,0.0
2020-08-04,VALENTE,65,0,185,250,1,0.14,28473.0,878.02,1.0,8.0,4.0,0.0
2020-08-04,SANTA BARBARA,199,0,38,237,0,0.14,20791.0,1139.92,0.0,4.0,2.0,0.0
2020-08-04,TANQUINHO,23,1,210,234,7,0.14,7918.0,2955.29,0.0,37.0,2.0,1.0
2020-08-04,AMELIA RODRIGUES,168,0,52,220,0,0.13,25102.0,876.42,1.0,17.0,2.0,2.0
2020-08-04,SANTALUZ,56,0,162,218,8,0.13,37348.0,583.7,0.0,19.0,4.0,3.0
