date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-31,FEIRA DE SANTANA,6654,3,1252,7909,148,4.85,614872.0,1286.28,0.0,583.0,95.0,89.0
2020-07-31,CONCEICAO DO COITE,528,1,403,932,64,0.57,66612.0,1399.15,0.0,89.0,3.0,3.0
2020-07-31,ITABERABA,252,27,621,900,21,0.55,64489.0,1395.59,0.0,143.0,19.0,13.0
2020-07-31,ARACI,277,0,387,664,0,0.41,54379.0,1221.06,0.0,58.0,4.0,1.0
2020-07-31,SERRINHA,276,0,306,582,39,0.36,80861.0,719.75,0.0,19.0,7.0,2.0
2020-07-31,SAO GONCALO DOS CAMPOS,88,0,275,363,2,0.22,37550.0,966.71,0.0,25.0,3.0,3.0
2020-07-31,CONCEICAO DO JACUIPE,266,0,48,314,0,0.19,33153.0,947.12,0.0,33.0,1.0,1.0
2020-07-31,QUEIMADAS,78,0,199,277,6,0.17,25439.0,1088.88,0.0,14.0,2.0,0.0
2020-07-31,RIACHAO DO JACUIPE,77,0,180,257,0,0.16,33436.0,768.63,0.0,9.0,3.0,1.0
2020-07-31,VALENTE,63,0,184,247,1,0.15,28473.0,867.49,0.0,13.0,4.0,0.0
2020-07-31,SANTA BARBARA,196,0,38,234,0,0.14,20791.0,1125.49,0.0,5.0,2.0,0.0
2020-07-31,SANTO ESTEVAO,180,0,54,234,3,0.14,52850.0,442.76,0.0,33.0,3.0,0.0
2020-07-31,AMELIA RODRIGUES,162,0,50,212,2,0.13,25102.0,844.55,0.0,27.0,2.0,2.0
2020-07-31,TANQUINHO,19,1,176,196,14,0.12,7918.0,2475.37,0.0,17.0,2.0,1.0
2020-07-31,IPIRA,172,0,24,196,1,0.12,59595.0,328.89,0.0,19.0,3.0,1.0
2020-07-31,TEOFILANDIA,55,0,138,193,1,0.12,22518.0,857.09,1.0,8.0,1.0,0.0
2020-07-31,SANTALUZ,52,0,140,192,3,0.12,37348.0,514.08,0.0,11.0,4.0,3.0
2020-07-31,IRAQUARA,13,0,166,179,0,0.11,25216.0,709.87,0.0,12.0,0.0,0.0
2020-07-31,RUY BARBOSA,25,0,153,178,3,0.11,30814.0,577.66,1.0,16.0,2.0,1.0
2020-07-31,RETIROLANDIA,99,0,64,163,0,0.1,14396.0,1132.26,0.0,27.0,0.0,0.0
2020-07-31,RAFAEL JAMBEIRO,111,0,41,152,3,0.09,22621.0,671.94,1.0,9.0,1.0,0.0
2020-07-31,CORACAO DE MARIA,63,2,86,151,2,0.09,22605.0,667.99,0.0,21.0,1.0,0.0
2020-07-31,SERRA PRETA,63,0,87,150,7,0.09,14878.0,1008.2,0.0,6.0,5.0,3.0
2020-07-31,MONTE SANTO,44,0,105,149,0,0.09,49418.0,301.51,0.0,19.0,5.0,1.0
2020-07-31,TUCANO,66,2,79,147,6,0.09,50687.0,290.02,0.0,35.0,1.0,0.0
2020-07-31,SOUTO SOARES,7,0,123,130,1,0.08,16979.0,765.65,0.0,14.0,1.0,0.0
2020-07-31,TERRA NOVA,75,1,42,118,3,0.07,13033.0,905.39,0.0,3.0,1.0,0.0
2020-07-31,IACU,63,0,54,117,3,0.07,24305.0,481.38,0.0,19.0,6.0,6.0
2020-07-31,PINTADAS,58,0,50,108,1,0.07,10437.0,1034.78,0.0,4.0,1.0,0.0
2020-07-31,CANSANCAO,30,0,74,104,0,0.06,34834.0,298.56,1.0,10.0,2.0,1.0
2020-07-31,LENCOIS,8,0,93,101,0,0.06,11409.0,885.27,6.0,14.0,0.0,0.0
2020-07-31,CAPELA DO ALTO ALEGRE,69,1,26,96,2,0.06,11637.0,824.95,0.0,15.0,0.0,0.0
2020-07-31,SEABRA,42,0,42,84,1,0.05,44091.0,190.52,0.0,20.0,3.0,6.0
2020-07-31,EUCLIDES DA CUNHA,36,0,47,83,1,0.05,60585.0,137.0,0.0,0.0,5.0,3.0
2020-07-31,NORDESTINA,20,1,61,82,0,0.05,13130.0,624.52,1.0,7.0,0.0,0.0
2020-07-31,IRARA,45,0,30,75,0,0.05,29034.0,258.32,0.0,7.0,1.0,0.0
2020-07-31,SANTANOPOLI S,58,0,7,65,0,0.04,8943.0,726.83,0.0,0.0,0.0,0.0
2020-07-31,BARROCAS,43,0,21,64,0,0.04,15978.0,400.55,0.0,1.0,0.0,0.0
2020-07-31,ITAETE,3,0,54,57,0,0.03,16056.0,355.01,7.0,1.0,1.0,1.0
2020-07-31,LAMARAO,32,0,19,51,0,0.03,8307.0,613.94,1.0,3.0,0.0,0.0
2020-07-31,AGUA FRIA,37,0,14,51,2,0.03,16970.0,300.53,3.0,2.0,1.0,0.0
2020-07-31,PE DE SERRA,5,0,44,49,0,0.03,13578.0,360.88,1.0,0.0,0.0,0.0
2020-07-31,IPECAETA,42,0,6,48,0,0.03,14487.0,331.33,0.0,4.0,2.0,1.0
2020-07-31,NOVA FATIMA,7,1,39,47,2,0.03,7812.0,601.64,1.0,2.0,1.0,0.0
2020-07-31,ANGUERA,43,0,2,45,0,0.03,11221.0,401.03,1.0,1.0,0.0,0.0
2020-07-31,TEODORO SAMPAIO,21,0,15,36,0,0.02,7425.0,484.85,1.0,1.0,1.0,0.0
2020-07-31,CANDEAL,28,0,7,35,0,0.02,8258.0,423.83,0.0,3.0,0.0,0.0
2020-07-31,ANTONIO CARDOSO,25,0,9,34,3,0.02,11683.0,291.02,0.0,1.0,0.0,0.0
2020-07-31,QUIJINGUE,11,0,22,33,0,0.02,27580.0,119.65,5.0,1.0,1.0,0.0
2020-07-31,UTINGA,8,0,23,31,8,0.02,19178.0,161.64,0.0,12.0,2.0,2.0
2020-07-31,MUCUGE,7,3,18,28,0,0.02,9062.0,308.98,0.0,10.0,1.0,0.0
2020-07-31,MARCIONILIO SOUZA,23,0,4,27,0,0.02,10406.0,259.47,4.0,3.0,1.0,0.0
2020-07-31,BIRITINGA,18,0,9,27,0,0.02,15979.0,168.97,5.0,0.0,0.0,0.0
2020-07-31,MUNDO NOVO,12,0,15,27,2,0.02,26776.0,100.84,0.0,13.0,0.0,1.0
2020-07-31,BOA VISTA DO TUPIM,4,0,19,23,0,0.01,18576.0,123.82,1.0,11.0,0.0,0.0
2020-07-31,MACAJUBA,17,0,4,21,1,0.01,11348.0,185.05,0.0,2.0,0.0,0.0
2020-07-31,BONITO,10,0,10,20,0,0.01,16764.0,119.3,4.0,12.0,1.0,1.0
2020-07-31,ANDARAI,6,1,11,18,2,0.01,13143.0,136.96,0.0,8.0,0.0,0.0
2020-07-31,PALMEIRAS,1,0,15,16,0,0.01,9019.0,177.4,5.0,0.0,0.0,0.0
2020-07-31,PIATA,4,0,10,14,0,0.01,17123.0,81.76,2.0,0.0,0.0,0.0
2020-07-31,SAO DOMINGOS,8,0,4,12,0,0.01,9058.0,132.48,45.0,1.0,0.0,0.0
2020-07-31,BAIXA GRANDE,7,0,4,11,0,0.01,20468.0,53.74,3.0,3.0,0.0,0.0
2020-07-31,IBITIARA,3,0,6,9,0,0.01,16339.0,55.08,3.0,0.0,1.0,0.0
2020-07-31,NOVA REDENCAO,2,0,4,6,2,0.0,9118.0,65.8,0.0,2.0,0.0,0.0
2020-07-31,ABAIRA,3,2,1,6,0,0.0,8739.0,68.66,33.0,0.0,0.0,0.0
2020-07-31,BONINAL,0,0,6,6,0,0.0,14368.0,41.76,34.0,1.0,0.0,0.0
2020-07-31,LAJEDINHO,0,0,5,5,0,0.0,3783.0,132.17,0.0,0.0,0.0,0.0
2020-07-31,WAGNER,0,0,3,3,0,0.0,9345.0,32.1,1.0,0.0,1.0,0.0
2020-07-31,ICHU,2,0,1,3,1,0.0,6206.0,48.34,19.0,0.0,1.0,0.0
2020-07-31,IBIQUERA,1,0,0,1,0,0.0,4044.0,24.73,8.0,0.0,0.0,0.0
2020-07-31,TOTAL,10823,46,6329,17198,361,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,IRECE,171,1,306,478,0,0.29,72967.0,655.09,0.0,45.0,6.0,10.0
2020-07-31,CAPIM GROSSO,110,0,327,437,28,0.27,30662.0,1425.22,0.0,50.0,4.0,2.0
2020-07-31,JACOBINA,63,0,274,337,1,0.21,80518.0,418.54,0.0,52.0,4.0,2.0
2020-07-31,JOAO DOURADO,10,0,157,167,1,0.1,25188.0,663.01,0.0,21.0,6.0,1.0
