date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-06-25,FEIRA DE SANTANA,1653,4,87,1744,37,3.24,614872.0,283.64,0.0,895.0,41.0,36.0
2020-06-25,SERRINHA,117,3,72,192,1,0.36,80861.0,237.44,0.0,93.0,2.0,2.0
2020-06-25,ITABERABA,57,5,125,187,0,0.35,64489.0,289.97,0.0,127.0,5.0,2.0
2020-06-25,CONCEICAO DO JACUIPE,160,0,5,165,0,0.31,33153.0,497.69,0.0,140.0,,
2020-06-25,ARACI,53,0,88,141,8,0.26,54379.0,259.29,0.0,114.0,1.0,1.0
2020-06-25,TEOFILANDIA,31,0,110,141,1,0.26,22518.0,626.17,2.0,93.0,,
2020-06-25,VALENTE,34,0,74,108,0,0.2,28473.0,379.31,0.0,38.0,3.0,
2020-06-25,CONCEICAO DO COITE,49,1,52,102,0,0.19,66612.0,153.13,0.0,68.0,,
2020-06-25,SANTA BARBARA,90,0,1,91,7,0.17,20791.0,437.69,0.0,61.0,,
2020-06-25,RUY BARBOSA ,14,2,51,67,0,0.12,30814.0,217.43,0.0,,,
2020-06-25,IPIRA,58,0,3,61,0,0.11,59595.0,102.36,0.0,43.0,2.0,1.0
2020-06-25,AMELIA RODRIGUES,47,0,14,61,6,0.11,25102.0,243.01,1.0,26.0,,
2020-06-25,TERRA NOVA ,40,1,7,48,2,0.09,13033.0,368.3,0.0,,,
2020-06-25,ITAETE,0,0,46,46,0,0.09,16056.0,286.5,4.0,7.0,,
2020-06-25,SANTALUZ,18,0,27,45,0,0.08,37348.0,120.49,0.0,28.0,1.0,1.0
2020-06-25,SAO GONCALO DOS CAMPOS,25,0,19,44,0,0.08,37550.0,117.18,1.0,27.0,1.0,1.0
2020-06-25,QUEIMADAS,26,0,16,42,0,0.08,25439.0,165.1,0.0,24.0,,
2020-06-25,RAFAEL JAMBEIRO,31,0,8,39,0,0.07,22621.0,172.41,0.0,22.0,,
2020-06-25,IACU,26,0,11,37,0,0.07,24305.0,152.23,1.0,9.0,4.0,4.0
2020-06-25,MONTE SANTO ,27,0,7,34,0,0.06,49418.0,68.8,0.0,,,
2020-06-25,BARROCAS,17,1,15,33,0,0.06,15978.0,206.53,6.0,9.0,,
2020-06-25,RIACHAO DO JACUIPE,13,0,18,31,0,0.06,33436.0,92.71,0.0,13.0,2.0,1.0
2020-06-25,RETIROLANDIA,20,0,11,31,0,0.06,14396.0,215.34,0.0,10.0,,
2020-06-25,PINTADAS,28,0,3,31,0,0.06,10437.0,297.02,0.0,29.0,,
2020-06-25,CANSANCAO,14,1,15,30,0,0.06,34834.0,86.12,1.0,11.0,2.0,1.0
2020-06-25,SANTO ESTEVAO,13,0,13,26,1,0.05,52850.0,49.2,1.0,14.0,1.0,
2020-06-25,CORACAO DE MARIA,23,0,3,26,0,0.05,22605.0,115.02,1.0,13.0,,
2020-06-25,AGUA FRIA ,19,4,2,25,0,0.05,16970.0,147.32,2.0,,,
2020-06-25,ANGUERA,24,0,0,24,0,0.04,11221.0,213.88,0.0,4.0,,
2020-06-25,SEABRA,16,0,7,23,0,0.04,44091.0,52.16,5.0,1.0,1.0,1.0
2020-06-25,EUCLIDES DA CUNHA,12,0,6,18,0,0.03,60585.0,29.71,0.0,9.0,1.0,
2020-06-25,SANTANOPOLI S,18,0,0,18,0,0.03,8943.0,201.27,0.0,,,
2020-06-25,SAO DOMINGOS,12,0,5,17,0,0.03,9058.0,187.68,9.0,9.0,,
2020-06-25,NORDESTINA,10,3,4,17,0,0.03,13130.0,129.47,5.0,5.0,,
2020-06-25,TUCANO,9,0,7,16,0,0.03,50687.0,31.57,11.0,9.0,1.0,
2020-06-25,LAMARAO,7,3,6,16,0,0.03,8307.0,192.61,0.0,7.0,,
2020-06-25,SERRA PRETA ,15,0,1,16,0,0.03,14878.0,107.54,2.0,,,
2020-06-25,QUIJINGUE,8,0,8,16,0,0.03,27580.0,58.01,1.0,16.0,,
2020-06-25,IRARA,14,0,1,15,1,0.03,29034.0,51.66,1.0,8.0,,
2020-06-25,TANQUINHO,7,2,5,14,0,0.03,7918.0,176.81,4.0,9.0,1.0,
2020-06-25,CANDEAL,12,0,1,13,0,0.02,8258.0,157.42,2.0,9.0,,
2020-06-25,MACAJUBA,8,0,0,8,0,0.01,11348.0,70.5,1.0,8.0,,
2020-06-25,IBITIARA,2,1,4,7,0,0.01,16339.0,42.84,8.0,2.0,1.0,
2020-06-25,MARCIONILIO SOUZA,5,0,2,7,0,0.01,10406.0,67.27,14.0,,,
2020-06-25,PIATA,1,0,6,7,0,0.01,17123.0,40.88,11.0,5.0,,
2020-06-25,TEODORO SAMPAIO,5,0,1,6,0,0.01,7425.0,80.81,1.0,6.0,,
2020-06-25,MUCUGE,3,3,0,6,0,0.01,9062.0,66.21,41.0,2.0,,
2020-06-25,ANDARAI,2,0,4,6,0,0.01,13143.0,45.65,0.0,4.0,,
2020-06-25,ANTONIO CARDOSO,2,0,4,6,0,0.01,11683.0,51.36,9.0,3.0,,
2020-06-25,ABAIRA,4,2,0,6,0,0.01,8739.0,68.66,1.0,2.0,,
