date,id,municipio,total_ativos
2020-07-13,1,SALVADOR,7792
2020-07-13,2,FEIRA DE SANTANA,1489
2020-07-13,3,LAURO DE FREITAS,1383
2020-07-13,4,ILHEUS,1377
2020-07-13,5,ITABUNA,965
2020-07-13,6,CAMACARI,937
2020-07-13,7,JEQUIE,748
2020-07-13,8,JUAZEIRO,574
2020-07-13,9,TEIXEIRA DE FREITAS,460
2020-07-13,10,VITORIA DA CONQUISTA,390
2020-07-13,11,ALAGOINHAS,370
2020-07-13,12,PORTO SEGURO,307
2020-07-13,13,GANDU,305
2020-07-13,14,CANDEIAS,279
2020-07-13,15,SANTO ANTONIO DE JESUS,275
2020-07-13,16,CONCEICAO DO COITE,274
2020-07-13,17,JAGUAQUARA,273
2020-07-13,18,CAMAMU,267
2020-07-13,19,EUNAPOLIS,250
2020-07-13,20,LUIS EDUARDO MAGALHAES,229
2020-07-13,21,BARREIRAS,228
2020-07-13,22,PRESIDENTE TANCREDO NEVES,213
2020-07-13,23,ARACI,208
2020-07-13,24,SAO SEBASTIAO DO PASSE,196
2020-07-13,25,ITAMARAJU,194
2020-07-13,26,IPIAU,191
2020-07-13,27,SANTO AMARO,178
2020-07-13,28,MADRE DE DEUS,167
2020-07-13,29,CONCEICAO DA FEIRA,165
2020-07-13,30,CAMPO FORMOSO,160
2020-07-13,31,ITABERABA,158
2020-07-13,32,CAPIM GROSSO,158
2020-07-13,33,WENCESLAU GUIMARAES,157
2020-07-13,34,DIAS DAVILA,157
2020-07-13,35,SIMOES FILHO,156
2020-07-13,36,ITAPETINGA,147
2020-07-13,37,VALENCA,145
2020-07-13,38,ITAJUIPE,141
2020-07-13,39,RIBEIRA DO POMBAL,133
2020-07-13,40,IRECE,132
2020-07-13,41,UBATA,129
2020-07-13,42,SAO FRANCISCO DO CONDE,124
2020-07-13,43,POJUCA,119
2020-07-13,44,MEDEIROS NETO,116
2020-07-13,45,JACOBINA,116
2020-07-13,46,CAMACAN,113
2020-07-13,47,CRUZ DAS ALMAS,111
2020-07-13,48,SAO GONCALO DOS CAMPOS,110
2020-07-13,49,NOVA SOURE,109
2020-07-13,50,FILADELFIA,101
2020-07-13,51,GENTIO DO OURO,97
2020-07-13,52,BARRA DO CHOCA,95
2020-07-13,53,URUCUCA,93
2020-07-13,54,ITUBERA,91
2020-07-13,55,QUEIMADAS,87
2020-07-13,56,BRUMADO,87
2020-07-13,57,IRAQUARA,85
2020-07-13,58,MUCURI,84
