date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-27,FEIRA DE SANTANA,6194,3,1084,7281,19,4.92,614872.0,1184.15,0.0,576.0,89.0,81.0
2020-07-27,CONCEICAO DO COITE,451,1,320,772,1,0.52,66612.0,1158.95,0.0,109.0,3.0,3.0
2020-07-27,ITABERABA,218,24,487,729,0,0.49,64489.0,1130.43,0.0,107.0,18.0,12.0
2020-07-27,ARACI,259,0,361,620,6,0.42,54379.0,1140.15,0.0,68.0,4.0,1.0
2020-07-27,SERRINHA,261,0,268,529,1,0.36,80861.0,654.21,0.0,33.0,6.0,2.0
2020-07-27,SAO GONCALO DOS CAMPOS,81,0,239,320,0,0.22,37550.0,852.2,0.0,25.0,3.0,3.0
2020-07-27,CONCEICAO DO JACUIPE,244,0,48,292,0,0.2,33153.0,880.76,0.0,26.0,1.0,1.0
2020-07-27,QUEIMADAS,76,0,171,247,0,0.17,25439.0,970.95,1.0,20.0,2.0,0.0
2020-07-27,VALENTE,61,0,176,237,0,0.16,28473.0,832.37,17.0,11.0,4.0,0.0
2020-07-27,RIACHAO DO JACUIPE,67,0,168,235,2,0.16,33436.0,702.84,0.0,9.0,3.0,1.0
2020-07-27,SANTA BARBARA,195,0,28,223,1,0.15,20791.0,1072.58,1.0,9.0,2.0,0.0
2020-07-27,SANTO ESTEVAO,165,0,48,213,0,0.14,52850.0,403.03,0.0,52.0,2.0,0.0
2020-07-27,AMELIA RODRIGUES,152,0,48,200,0,0.14,25102.0,796.75,0.0,39.0,1.0,1.0
2020-07-27,TEOFILANDIA,55,0,137,192,0,0.13,22518.0,852.65,0.0,12.0,1.0,0.0
2020-07-27,IPIRA,164,0,17,181,1,0.12,59595.0,303.72,0.0,27.0,3.0,1.0
2020-07-27,SANTALUZ,44,0,134,178,1,0.12,37348.0,476.6,1.0,9.0,4.0,3.0
2020-07-27,TANQUINHO,18,1,151,170,0,0.11,7918.0,2147.01,1.0,18.0,2.0,1.0
2020-07-27,IRAQUARA,12,0,156,168,0,0.11,25216.0,666.24,0.0,23.0,0.0,0.0
2020-07-27,RUY BARBOSA,25,0,140,165,0,0.11,30814.0,535.47,1.0,26.0,2.0,1.0
2020-07-27,RETIROLANDIA,92,0,59,151,0,0.1,14396.0,1048.9,0.0,31.0,0.0,0.0
2020-07-27,RAFAEL JAMBEIRO,111,0,39,150,0,0.1,22621.0,663.1,0.0,24.0,0.0,0.0
2020-07-27,MONTE SANTO,43,0,101,144,0,0.1,49418.0,291.39,1.0,23.0,5.0,1.0
2020-07-27,SERRA PRETA,56,0,85,141,0,0.1,14878.0,947.71,0.0,13.0,4.0,3.0
2020-07-27,CORACAO DE MARIA,60,2,78,140,0,0.09,22605.0,619.33,1.0,29.0,1.0,0.0
2020-07-27,SOUTO SOARES,7,0,109,116,0,0.08,16979.0,683.2,2.0,15.0,1.0,0.0
2020-07-27,TUCANO,50,1,61,112,0,0.08,50687.0,220.96,0.0,18.0,1.0,0.0
2020-07-27,TERRA NOVA,75,1,35,111,0,0.08,13033.0,851.68,1.0,4.0,1.0,0.0
2020-07-27,IACU,59,0,49,108,0,0.07,24305.0,444.35,1.0,20.0,6.0,6.0
2020-07-27,PINTADAS,57,0,49,106,0,0.07,10437.0,1015.62,0.0,3.0,0.0,0.0
2020-07-27,LENCOIS,8,0,93,101,0,0.07,11409.0,885.27,2.0,39.0,0.0,0.0
2020-07-27,CANSANCAO,29,0,63,92,0,0.06,34834.0,264.11,0.0,2.0,2.0,1.0
2020-07-27,CAPELA DO ALTO ALEGRE,64,0,19,83,0,0.06,11637.0,713.24,0.0,11.0,0.0,0.0
2020-07-27,EUCLIDES DA CUNHA,34,0,46,80,0,0.05,60585.0,132.05,0.0,6.0,1.0,0.0
2020-07-27,NORDESTINA,18,1,60,79,0,0.05,13130.0,601.68,0.0,7.0,0.0,0.0
2020-07-27,SEABRA,34,0,39,73,0,0.05,44091.0,165.57,2.0,20.0,3.0,6.0
2020-07-27,BARROCAS,42,0,20,62,0,0.04,15978.0,388.03,0.0,5.0,0.0,0.0
2020-07-27,SANTANOPOLI S,54,0,7,61,0,0.04,8943.0,682.1,2.0,0.0,0.0,0.0
2020-07-27,ITAETE,3,0,54,57,0,0.04,16056.0,355.01,3.0,3.0,0.0,0.0
2020-07-27,IRARA,44,0,9,53,7,0.04,29034.0,182.54,0.0,2.0,1.0,0.0
2020-07-27,LAMARAO,31,0,19,50,0,0.03,8307.0,601.9,0.0,4.0,0.0,0.0
2020-07-27,AGUA FRIA,37,0,12,49,2,0.03,16970.0,288.74,1.0,3.0,1.0,0.0
2020-07-27,PE DE SERRA,5,0,41,46,0,0.03,13578.0,338.78,3.0,2.0,0.0,0.0
2020-07-27,IPECAETA,40,0,6,46,0,0.03,14487.0,317.53,1.0,10.0,1.0,1.0
2020-07-27,ANGUERA,41,0,1,42,0,0.03,11221.0,374.3,5.0,1.0,0.0,0.0
2020-07-27,NOVA FATIMA,7,1,31,39,0,0.03,7812.0,499.23,3.0,2.0,1.0,0.0
2020-07-27,TEODORO SAMPAIO,21,0,14,35,0,0.02,7425.0,471.38,1.0,2.0,1.0,0.0
2020-07-27,QUIJINGUE,11,0,22,33,0,0.02,27580.0,119.65,1.0,1.0,1.0,0.0
2020-07-27,ANTONIO CARDOSO,23,0,7,30,0,0.02,11683.0,256.78,1.0,5.0,0.0,0.0
2020-07-27,CANDEAL,25,0,5,30,0,0.02,8258.0,363.28,3.0,0.0,0.0,0.0
2020-07-27,MARCIONILIO SOUZA,23,0,4,27,0,0.02,10406.0,259.47,0.0,8.0,1.0,0.0
2020-07-27,BIRITINGA,18,0,9,27,0,0.02,15979.0,168.97,1.0,6.0,0.0,0.0
2020-07-27,BONITO,10,0,10,20,0,0.01,16764.0,119.3,0.0,13.0,1.0,1.0
2020-07-27,BOA VISTA DO TUPIM,4,0,16,20,0,0.01,18576.0,107.67,1.0,9.0,0.0,0.0
2020-07-27,MACAJUBA,17,0,3,20,0,0.01,11348.0,176.24,0.0,2.0,0.0,0.0
2020-07-27,MUCUGE,7,3,9,19,0,0.01,9062.0,209.67,0.0,2.0,1.0,0.0
2020-07-27,UTINGA,7,0,11,18,0,0.01,19178.0,93.86,3.0,4.0,2.0,2.0
2020-07-27,PALMEIRAS,1,0,15,16,0,0.01,9019.0,177.4,1.0,3.0,0.0,0.0
2020-07-27,MUNDO NOVO,11,0,5,16,0,0.01,26776.0,59.76,1.0,7.0,0.0,1.0
2020-07-27,ANDARAI,6,1,8,15,0,0.01,13143.0,114.13,1.0,5.0,0.0,0.0
2020-07-27,SAO DOMINGOS,8,0,4,12,0,0.01,9058.0,132.48,41.0,1.0,0.0,0.0
2020-07-27,PIATA,4,0,7,11,0,0.01,17123.0,64.24,5.0,1.0,0.0,0.0
2020-07-27,IBITIARA,2,0,8,10,0,0.01,16339.0,61.2,23.0,0.0,1.0,0.0
2020-07-27,BAIXA GRANDE,7,0,3,10,1,0.01,20468.0,48.86,2.0,5.0,0.0,0.0
2020-07-27,BONINAL,0,0,6,6,0,0.0,14368.0,41.76,30.0,1.0,0.0,0.0
2020-07-27,ABAIRA,4,2,0,6,0,0.0,8739.0,68.66,29.0,0.0,0.0,0.0
2020-07-27,NOVA REDENCAO,2,0,1,3,0,0.0,9118.0,32.9,30.0,0.0,0.0,0.0
2020-07-27,ICHU,2,0,1,3,0,0.0,6206.0,48.34,15.0,0.0,1.0,0.0
2020-07-27,LAJEDINHO,0,0,3,3,0,0.0,3783.0,79.3,3.0,0.0,0.0,0.0
2020-07-27,WAGNER,0,0,2,2,0,0.0,9345.0,21.4,1.0,0.0,1.0,0.0
2020-07-27,IBIQUERA,1,0,0,1,0,0.0,4044.0,24.73,4.0,0.0,0.0,0.0
2020-07-27,TOTAL,10057,41,5539,15637,42,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,IRECE,156,0,273,429,2,0.29,72967.0,587.94,0.0,56.0,5.0,6.0
2020-07-27,CAPIM GROSSO,84,0,302,386,18,0.26,30662.0,1258.89,1.0,39.0,4.0,2.0
2020-07-27,JACOBINA,55,0,214,269,22,0.18,80518.0,334.09,0.0,22.0,4.0,1.0
2020-07-27,GENTIO DO OURO,5,0,160,165,0,0.11,11233.0,1468.89,0.0,40.0,0.0,0.0
2020-07-27,JOAO DOURADO,10,0,146,156,0,0.11,25188.0,619.34,1.0,17.0,4.0,1.0
2020-07-27,CAFARNAUM,1,0,114,115,0,0.08,18437.0,623.75,1.0,34.0,0.0,0.0
2020-07-27,UMBURANAS,9,2,99,110,2,0.07,19222.0,572.26,0.0,9.0,1.0,1.0
2020-07-27,MAIRI,45,0,59,104,0,0.07,18676.0,556.86,1.0,8.0,0.0,0.0
2020-07-27,AMERICA DOURADA,6,0,79,85,0,0.06,16094.0,528.15,0.0,8.0,0.0,0.0
2020-07-27,OUROLANDIA,6,0,77,83,1,0.06,17451.0,475.62,0.0,40.0,0.0,0.0
2020-07-27,LAPAO,29,1,49,79,0,0.05,27223.0,290.2,0.0,17.0,1.0,0.0
2020-07-27,PRESIDENTE DUTRA,13,0,61,74,2,0.05,15142.0,488.71,1.0,5.0,0.0,0.0
2020-07-27,VARZEA DA ROCA,29,0,38,67,1,0.05,14104.0,475.04,0.0,17.0,1.0,1.0
2020-07-27,CALDEIRAO GRANDE,5,0,60,65,0,0.04,13327.0,487.73,1.0,4.0,1.0,1.0
2020-07-27,CANARANA,18,0,42,60,0,0.04,26176.0,229.22,0.0,6.0,1.0,0.0
2020-07-27,XIQUE-XIQUE,14,0,40,54,0,0.04,46483.0,116.17,1.0,3.0,1.0,0.0
2020-07-27,VARZEA NOVA,12,0,41,53,0,0.04,12697.0,417.42,0.0,6.0,0.0,0.0
2020-07-27,MIGUEL CALMON,13,0,34,47,0,0.03,26023.0,180.61,0.0,6.0,3.0,0.0
2020-07-27,TAPIRAMUTA,21,0,19,40,0,0.03,17010.0,235.16,2.0,14.0,0.0,0.0
2020-07-27,CAEM,6,0,33,39,0,0.03,9213.0,423.31,24.0,2.0,0.0,0.0
2020-07-27,SAO GABRIEL,1,0,37,38,0,0.03,18793.0,202.2,2.0,1.0,0.0,0.0
2020-07-27,QUIXABEIRA,22,0,14,36,0,0.02,8972.0,401.25,0.0,7.0,0.0,0.0
2020-07-27,SERROLANDIA,7,2,26,35,0,0.02,13397.0,261.25,3.0,6.0,0.0,0.0
2020-07-27,PIRITIBA,11,0,11,22,0,0.01,24755.0,88.87,1.0,7.0,0.0,0.0
2020-07-27,JUSSARA,2,0,19,21,0,0.01,15284.0,137.4,5.0,1.0,0.0,0.0
2020-07-27,SAO JOSE DO JACUIPE,3,0,16,19,0,0.01,10462.0,181.61,3.0,5.0,1.0,0.0
2020-07-27,MORRO DO CHAPEU,12,0,7,19,0,0.01,35413.0,53.65,3.0,2.0,0.0,0.0
2020-07-27,MIRANGABA,8,0,8,16,0,0.01,18338.0,87.25,2.0,9.0,0.0,0.0
