date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-23,FEIRA DE SANTANA,5665,2,905,6572,157,4.86,614872.0,1068.84,0.0,627.0,83.0,74.0
2020-07-23,ITABERABA,185,23,445,653,30,0.48,64489.0,1012.58,0.0,93.0,18.0,12.0
2020-07-23,CONCEICAO DO COITE,371,1,245,617,27,0.46,66612.0,926.26,0.0,77.0,3.0,3.0
2020-07-23,ARACI,227,0,326,553,10,0.41,54379.0,1016.94,0.0,70.0,4.0,1.0
2020-07-23,SERRINHA,236,0,197,433,60,0.32,80861.0,535.49,0.0,18.0,6.0,2.0
2020-07-23,SAO GONCALO DOS CAMPOS,77,0,226,303,0,0.22,37550.0,806.92,0.0,31.0,3.0,3.0
2020-07-23,CONCEICAO DO JACUIPE,217,0,47,264,3,0.2,33153.0,796.31,0.0,14.0,1.0,1.0
2020-07-23,VALENTE,59,0,170,229,4,0.17,28473.0,804.27,13.0,10.0,3.0,0.0
2020-07-23,QUEIMADAS,71,0,154,225,1,0.17,25439.0,884.47,0.0,15.0,2.0,0.0
2020-07-23,SANTA BARBARA,186,0,27,213,4,0.16,20791.0,1024.48,0.0,10.0,2.0,0.0
2020-07-23,RIACHAO DO JACUIPE,55,0,150,205,6,0.15,33436.0,613.11,0.0,8.0,3.0,1.0
2020-07-23,SANTO ESTEVAO,144,0,46,190,0,0.14,52850.0,359.51,0.0,61.0,2.0,0.0
2020-07-23,TEOFILANDIA,46,0,133,179,1,0.13,22518.0,794.92,0.0,8.0,0.0,0.0
2020-07-23,AMELIA RODRIGUES,132,0,47,179,14,0.13,25102.0,713.09,0.0,25.0,1.0,1.0
2020-07-23,SANTALUZ,39,0,130,169,3,0.12,37348.0,452.5,0.0,7.0,3.0,3.0
2020-07-23,IRAQUARA,10,0,150,160,0,0.12,25216.0,634.52,0.0,30.0,0.0,0.0
2020-07-23,IPIRA,139,0,16,155,4,0.11,59595.0,260.09,0.0,23.0,3.0,1.0
2020-07-23,TANQUINHO,17,1,136,154,11,0.11,7918.0,1944.94,0.0,24.0,2.0,1.0
2020-07-23,RUY BARBOSA,23,0,127,150,1,0.11,30814.0,486.79,0.0,23.0,2.0,1.0
2020-07-23,RAFAEL JAMBEIRO,103,0,31,134,1,0.1,22621.0,592.37,0.0,23.0,0.0,0.0
2020-07-23,SERRA PRETA,56,0,76,132,4,0.1,14878.0,887.22,0.0,31.0,3.0,2.0
2020-07-23,RETIROLANDIA,75,0,55,130,3,0.1,14396.0,903.03,0.0,27.0,0.0,0.0
2020-07-23,MONTE SANTO,41,0,86,127,7,0.09,49418.0,256.99,0.0,12.0,5.0,1.0
2020-07-23,CORACAO DE MARIA,53,2,70,125,6,0.09,22605.0,552.98,0.0,25.0,1.0,0.0
2020-07-23,TERRA NOVA,74,1,31,106,0,0.08,13033.0,813.32,0.0,10.0,1.0,0.0
