date,id,municipio,total_ativos
2020-07-27,1,SALVADOR,2414
2020-07-27,2,FEIRA DE SANTANA,576
2020-07-27,3,ITABUNA,393
2020-07-27,4,ILHEUS,378
2020-07-27,5,JEQUIE,375
2020-07-27,6,CAMACARI,289
2020-07-27,7,ALAGOINHAS,236
2020-07-27,8,BARREIRAS,221
2020-07-27,9,LAURO DE FREITAS,210
2020-07-27,10,VITORIA DA CONQUISTA,188
2020-07-27,11,JUAZEIRO,136
2020-07-27,12,PORTO SEGURO,133
2020-07-27,13,SANTO ANTONIO DE JESUS,120
2020-07-27,14,LUIS EDUARDO MAGALHAES,119
2020-07-27,15,CANDEIAS,113
2020-07-27,16,EUNAPOLIS,110
2020-07-27,17,CONCEICAO DO COITE,109
2020-07-27,18,ITABERABA,107
2020-07-27,19,CATU,90
2020-07-27,20,JAGUAQUARA,89
2020-07-27,21,SANTO AMARO,83
2020-07-27,22,CONCEICAO DO ALMEIDA,77
2020-07-27,23,IBIRATAIA,73
2020-07-27,24,CAMPO FORMOSO,72
2020-07-27,25,SIMOES FILHO,68
2020-07-27,26,ARACI,68
2020-07-27,27,ITAPICURU,67
2020-07-27,28,UBATA,64
2020-07-27,29,DIAS DAVILA,63
2020-07-27,30,SAO SEBASTIAO DO PASSE,60
2020-07-27,31,PAULO AFONSO,60
2020-07-27,32,CRUZ DAS ALMAS,59
2020-07-27,33,MADRE DE DEUS,58
2020-07-27,34,CACHOEIRA,58
2020-07-27,35,IRECE,56
2020-07-27,36,IPIAU,56
2020-07-27,37,POJUCA,55
2020-07-27,38,MARACAS,55
2020-07-27,39,MARAGOGIPE,54
2020-07-27,40,ITAPE,54
2020-07-27,41,ITAPETINGA,54
2020-07-27,42,SAO FRANCISCO DO CONDE,53
2020-07-27,43,SANTO ESTEVAO,52
2020-07-27,44,MEDEIROS NETO,51
2020-07-27,45,TEIXEIRA DE FREITAS,50
2020-07-27,46,BRUMADO,49
2020-07-27,47,CAMACAN,48
2020-07-27,48,CASA NOVA,47
2020-07-27,49,ARATACA,45
2020-07-27,50,TAPEROA,44
2020-07-27,51,ITAMARAJU,44
2020-07-27,52,OUROLANDIA,40
2020-07-27,53,GENTIO DO OURO,40
2020-07-27,54,SAO FELIPE,39
2020-07-27,55,LENCOIS,39
2020-07-27,56,CRISOPOLIS,39
2020-07-27,57,CAPIM GROSSO,39
2020-07-27,58,CAMAMU,39
2020-07-27,59,AMELIA RODRIGUES,39
2020-07-27,60,PARIPIRANGA,38
2020-07-27,61,GANDU,38
2020-07-27,62,ALMADINA,38
2020-07-27,63,VALENCA,37
2020-07-27,64,SOBRADINHO,36
2020-07-27,65,PINDOBACU,36
2020-07-27,66,IBICARAI,36
2020-07-27,67,CAFARNAUM,34
2020-07-27,68,SERRINHA,33
2020-07-27,69,SAPEACU,32
2020-07-27,70,RIO REAL,32
2020-07-27,71,SENTO SE,31
2020-07-27,72,SENHOR DO BONFIM,31
2020-07-27,73,RETIROLANDIA,31
2020-07-27,74,ITAJUIPE,31
2020-07-27,75,ITABELA,31
2020-07-27,76,INHAMBUPE,31
2020-07-27,77,MATA DE SAO JOAO,30
2020-07-27,78,SAO FELIX,29
2020-07-27,79,NAZARE,29
2020-07-27,80,CORACAO DE MARIA,29
2020-07-27,81,AURELINO LEAL,29
2020-07-27,82,PRESIDENTE JANIO QUADROS,28
2020-07-27,83,IBIRAPITANGA,28
2020-07-27,84,SALINAS DA MARGARIDA,27
2020-07-27,85,JAGUARIPE,27
2020-07-27,86,IPIRA,27
2020-07-27,87,SANTA CRUZ CABRALIA,26
2020-07-27,88,RUY BARBOSA,26
2020-07-27,89,CONCEICAO DO JACUIPE,26
2020-07-27,90,URANDI,25
2020-07-27,91,SAO GONCALO DOS CAMPOS,25
2020-07-27,92,RIBEIRA DO POMBAL,25
2020-07-27,93,MURITIBA,25
2020-07-27,94,ARAMARI,25
2020-07-27,95,RAFAEL JAMBEIRO,24
2020-07-27,96,PLANALTO,23
2020-07-27,97,NILO PECANHA,23
2020-07-27,98,MONTE SANTO,23
2020-07-27,99,ITORORO,23
2020-07-27,100,IRAQUARA,23
2020-07-27,101,IBOTIRAMA,23
2020-07-27,102,CAATIBA,23
2020-07-27,103,SAO DESIDERIO,22
2020-07-27,104,SANTA LUZIA,22
2020-07-27,105,NOVA SOURE,22
2020-07-27,106,JACOBINA,22
2020-07-27,107,MUCURI,21
2020-07-27,108,JAGUARARI,21
2020-07-27,109,ITACARE,21
2020-07-27,110,ENTRE RIOS,21
2020-07-27,111,URUCUCA,20
2020-07-27,112,TEOLANDIA,20
2020-07-27,113,SEABRA,20
2020-07-27,114,QUEIMADAS,20
2020-07-27,115,PRESIDENTE TANCREDO NEVES,20
2020-07-27,116,JANDAIRA,20
2020-07-27,117,IACU,20
2020-07-27,118,CIPO,20
2020-07-27,119,VERA CRUZ,19
2020-07-27,120,TREMEDAL,19
2020-07-27,121,POCOES,19
2020-07-27,122,FILADELFIA,19
2020-07-27,123,DARIO MEIRA,19
2020-07-27,124,ANTAS,19
2020-07-27,125,UAUA,18
2020-07-27,126,TUCANO,18
2020-07-27,127,TANQUINHO,18
2020-07-27,128,JITAUNA,18
2020-07-27,129,VARZEA DA ROCA,17
2020-07-27,130,SANTA INES,17
2020-07-27,131,PIRAI DO NORTE,17
2020-07-27,132,LAPAO,17
2020-07-27,133,JOAO DOURADO,17
