date,id,municipio,total_obitos_munocor
2020-07-31,2,ALAGOINHAS,21
2020-07-31,3,ALCOBACA,1
2020-07-31,4,AMARGOSA,4
2020-07-31,5,AMELIA RODRIGUES,2
2020-07-31,6,ANAGE,1
2020-07-31,7,APORA,1
2020-07-31,8,ARACAJU,2
2020-07-31,9,ARACI,1
2020-07-31,10,ARARIPINA,3
2020-07-31,11,ARATACA,1
2020-07-31,12,BARRA,1
2020-07-31,13,BARRA DO CHOCA,2
2020-07-31,14,BARREIRAS,37
2020-07-31,15,BARRETOS,1
2020-07-31,16,BONITO,1
2020-07-31,17,BRUMADO,1
2020-07-31,18,CACHOEIRA,1
2020-07-31,19,CALDEIRAO GRANDE,1
2020-07-31,20,CAMACAN,13
2020-07-31,21,CAMACARI,46
2020-07-31,22,CAMPO FORMOSO,2
2020-07-31,23,CANAVIEIRAS,1
2020-07-31,24,CANDEIAS,15
2020-07-31,25,CANDIDO SALES,3
2020-07-31,26,CANSANCAO,1
2020-07-31,27,CANUDOS,1
2020-07-31,28,CAPIM GROSSO,2
2020-07-31,29,CARDEAL DA SILVA,1
2020-07-31,30,CASA NOVA,1
2020-07-31,31,CASTRO ALVES,2
2020-07-31,32,CATU,1
2020-07-31,33,CONCEICAO DA FEIRA,1
2020-07-31,34,CONCEICAO DO ALMEIDA,1
2020-07-31,35,CONCEICAO DO COITE,3
2020-07-31,36,CONCEICAO DO JACUIPE,1
2020-07-31,37,CONDE,1
2020-07-31,38,CONDEUBA,1
2020-07-31,39,CRUZ DAS ALMAS,1
2020-07-31,40,DIAS DAVILA,3
2020-07-31,41,EUCLIDES DA CUNHA,3
2020-07-31,42,EUNAPOLIS,10
2020-07-31,43,FEIRA DA MATA,1
2020-07-31,44,FEIRA DE SANTANA,89
2020-07-31,45,FILADELFIA,1
2020-07-31,46,FLORIANO,1
2020-07-31,47,GANDU,11
2020-07-31,48,GUAMARE*,1
2020-07-31,49,IACU,6
2020-07-31,50,IBICARAI,1
2020-07-31,51,IBIRAPITANGA,2
2020-07-31,52,IBIRATAIA,2
2020-07-31,53,IBOTIRAMA,1
2020-07-31,54,IGRAPIUNA,1
2020-07-31,55,IGUAI,4
2020-07-31,56,ILHEUS*,173
2020-07-31,57,IPECAETA,1
2020-07-31,58,IPIAU *,6
2020-07-31,59,IPIRA,1
2020-07-31,60,IRECE,10
2020-07-31,61,ITABELA,1
2020-07-31,62,ITABERABA,13
2020-07-31,63,ITABUNA,164
2020-07-31,64,ITACARE,1
2020-07-31,65,ITAETE,1
2020-07-31,66,ITAJUIPE,4
2020-07-31,67,ITAMARAJU,14
2020-07-31,68,ITANHEM,2
2020-07-31,69,ITAPARICA,4
2020-07-31,70,ITAPEBI,2
2020-07-31,71,ITAPETINGA,8
2020-07-31,72,ITUBERA,7
2020-07-31,73,JABORANDI,1
2020-07-31,74,JACOBINA,2
2020-07-31,75,JAGUARARI,1
2020-07-31,76,JEQUIE*,94
2020-07-31,77,JITAUNA,1
2020-07-31,78,JOAO DOURADO,1
2020-07-31,79,JUAZEIRO,58
2020-07-31,80,LAURO DE FREITAS*,54
2020-07-31,81,LUIS EDUARDO MAGALHAES,1
2020-07-31,82,MANOEL VITORINO,1
2020-07-31,83,MARACAS,2
2020-07-31,84,MARAGOGIPE,5
2020-07-31,85,MEDEIROS NETO,7
2020-07-31,86,MILAGRES,2
2020-07-31,87,MONTE SANTO,1
2020-07-31,88,MUCURI,2
2020-07-31,89,MULUNGU DO MORRO,1
2020-07-31,90,MUNDO NOVO,1
2020-07-31,91,MUTUIPE,2
2020-07-31,92,NAZARE,3
2020-07-31,93,NOVA IBIA,3
2020-07-31,94,NOVA VICOSA,2
2020-07-31,95,PAULO AFONSO,10
2020-07-31,96,PETROLINA,9
2020-07-31,97,PILAO ARCADO*,1
2020-07-31,98,PINDOBACU,2
2020-07-31,99,PIRAI DO NORTE,1
2020-07-31,100,PIRITIBA,1
2020-07-31,101,POCOES,1
2020-07-31,102,POJUCA,1
2020-07-31,103,PORTO SEGURO,19
2020-07-31,104,PRADO,3
2020-07-31,105,PRESIDENTE TANCREDO NEVES,6
2020-07-31,106,RECIFE,3
2020-07-31,107,REMANSO,17
2020-07-31,108,RIACHAO DO JACUIPE,1
2020-07-31,109,RIBEIRA DO POMBAL,1
2020-07-31,110,RIO DO PIRES,2
2020-07-31,111,RUY BARBOSA,1
2020-07-31,112,SALGUEIRO,1
2020-07-31,113,SALVADOR*,2098
2020-07-31,114,SANTA LUZIA,2
2020-07-31,115,SANTA MARIA DA VITORIA,1
2020-07-31,116,SANTA RITA DE CASSIA,1
