1,SALVADOR,2278
2,FEIRA DE SANTANA,583
3,ITABUNA,487
4,ILHEUS,341
5,JEQUIE,318
6,ALAGOINHAS,314
7,CAMACARI,284
8,BARREIRAS,260
9,VITORIA DA CONQUISTA,197
10,LAURO DE FREITAS,193
11,ITABERABA,143
12,JUAZEIRO,136
13,PORTO SEGURO,127
14,LUIS EDUARDO MAGALHAES,122
15,EUNAPOLIS,115
16,CANDEIAS,113
17,SANTO ANTONIO DE JESUS,108
18,JAGUAQUARA,99
19,CONCEICAO DO ALMEIDA,99
20,IPIAU,96
21,IBIRATAIA,95
22,DIAS DAVILA,90
23,CONCEICAO DO COITE,89
24,ITAPICURU,88
25,CATU,83
26,UBATA,75
27,CAMACAN,67
28,MARACAS,66
29,SANTO AMARO,65
30,PAULO AFONSO,63
31,SALINAS DA MARGARIDA,61
32,MADRE DE DEUS,61
33,SAO SEBASTIAO DO PASSE,60
34,ALMADINA,59
35,ARACI,58
36,PINDOBACU,56
37,MEDEIROS NETO,55
38,JACOBINA,52
39,TEIXEIRA DE FREITAS,51
40,SIMOES FILHO,51
41,CRUZ DAS ALMAS,50
42,CAPIM GROSSO,50
43,CAMPO FORMOSO,49
44,ITAPETINGA,47
45,MARAGOGIPE,45
46,IRECE,45
47,SAO FELIX,44
48,SAO FRANCISCO DO CONDE,43
49,VALENCA,42
50,ITAPE,42
51,BRUMADO,41
52,JITAUNA,40
53,POJUCA,39
54,MATA DE SAO JOAO,39
55,SAPEACU,37
56,IBIRAPITANGA,37
57,CAMAMU,36
58,TUCANO,35
59,SENTO SE,35
60,PRESIDENTE JANIO QUADROS,35
61,ITAJUIPE,35
62,CACHOEIRA,34
63,SANTO ESTEVAO,33
64,ITABELA,33
65,CONCEICAO DO JACUIPE,33
66,VARZEA DA ROCA,32
67,RIO REAL,32
68,RIBEIRA DO POMBAL,32
69,POCOES,32
70,JAGUARARI,32
71,TAPEROA,31
72,OUROLANDIA,30
73,NAZARE,30
74,JAGUARIPE,30
75,MUCURI,29
76,PRADO,28
77,UAUA,27
78,RETIROLANDIA,27
79,AMELIA RODRIGUES,27
80,SOBRADINHO,26
81,SENHOR DO BONFIM,26
82,PLANALTO,26
83,OLINDINA,26
84,ITAMARAJU,26
