date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-12,FEIRA DE SANTANA,4409,1,621,5031,64,4.80,614872,818.22,0
2020-07-12,CONCEICAO DO COITE,240,1,179,420,10,0.40,66612,630.52,0
2020-07-12,ITABERABA,97,12,302,411,1,0.39,64489,637.32,0
2020-07-12,ARACI,139,0,269,408,4,0.39,54379,750.29,0
2020-07-12,SERRINHA,169,0,135,304,1,0.29,80861,375.95,1
2020-07-12,SAO GONCALO DOS CAMPOS,64,0,178,242,1,0.23,37550,644.47,0
2020-07-12,CONCEICAO DO JACUIPE,173,0,41,214,0,0.20,33153,645.49,0
2020-07-12,VALENTE,45,0,155,200,1,0.19,28473,702.42,2
2020-07-12,SANTA BARBARA,170,0,20,190,2,0.18,20791,913.86,1
2020-07-12,TEOFILANDIA,41,0,120,161,0,0.15,22518,714.98,0
2020-07-12,RIACHAO DO JACUIPE,38,0,116,154,0,0.15,33436,460.58,0
2020-07-12,QUEIMADAS,63,0,75,138,0,0.13,25439,542.47,0
2020-07-12,AMELIA RODRIGUES,97,0,35,132,5,0.13,25102,525.85,1
2020-07-12,RUY BARBOSA,22,0,101,123,0,0.12,30814,399.17,0
2020-07-12,SANTALUZ,29,0,85,114,12,0.11,37348,305.24,0
2020-07-12,MONTE SANTO,37,0,67,104,1,0.10,49418,210.45,0
2020-07-12,IPIRA,89,0,11,100,0,0.10,59595,167.80,0
2020-07-12,SERRA PRETA,32,0,64,96,0,0.09,14878,645.25,0
2020-07-12,IRAQUARA,8,0,84,92,0,0.09,25216,364.85,0
2020-07-12,SOUTO SOARES,5,0,84,89,0,0.08,16979,524.18,0
2020-07-12,SANTO ESTEVAO,58,0,31,89,0,0.08,52850,168.40,0
2020-07-12,TERRA NOVA,62,1,25,88,0,0.08,13033,675.21,2
