date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-28,FEIRA DE SANTANA,6218,3,1089,7310,91,4.86,614872,1188.87,0
2020-07-28,CONCEICAO DO COITE,453,1,322,776,76,0.52,66612,1164.96,0
2020-07-28,ITABERABA,226,25,489,740,39,0.49,64489,1147.48,0
2020-07-28,ARACI,263,0,365,628,3,0.42,54379,1154.86,0
2020-07-28,SERRINHA,262,0,268,530,6,0.35,80861,655.45,0
2020-07-28,SAO GONCALO DOS CAMPOS,81,0,240,321,5,0.21,37550,854.86,0
2020-07-28,CONCEICAO DO JACUIPE,244,0,48,292,2,0.19,33153,880.76,1
2020-07-28,QUEIMADAS,77,0,171,248,6,0.16,25439,974.88,0
2020-07-28,RIACHAO DO JACUIPE,70,0,170,240,8,0.16,33436,717.79,0
2020-07-28,VALENTE,61,0,176,237,4,0.16,28473,832.37,18
2020-07-28,SANTA BARBARA,196,0,29,225,1,0.15,20791,1082.20,0
2020-07-28,SANTO ESTEVAO,167,0,48,215,4,0.14,52850,406.81,0
2020-07-28,AMELIA RODRIGUES,152,0,50,202,0,0.13,25102,804.72,0
2020-07-28,TEOFILANDIA,55,0,137,192,0,0.13,22518,852.65,1
2020-07-28,IPIRA,166,0,17,183,2,0.12,59595,307.07,0
2020-07-28,SANTALUZ,45,0,135,180,2,0.12,37348,481.95,0
2020-07-28,TANQUINHO,19,1,152,172,16,0.11,7918,2172.27,0
2020-07-28,IRAQUARA,12,0,158,170,2,0.11,25216,674.18,0
2020-07-28,RUY BARBOSA,25,0,142,167,5,0.11,30814,541.96,0
2020-07-28,RETIROLANDIA,92,0,59,151,2,0.10,14396,1048.90,1
2020-07-28,RAFAEL JAMBEIRO,111,0,39,150,0,0.10,22621,663.10,1
2020-07-28,MONTE SANTO,43,0,101,144,1,0.10,49418,291.39,2
2020-07-28,SERRA PRETA,58,0,85,143,0,0.09,14878,961.15,0
2020-07-28,CORACAO DE MARIA,60,2,78,140,1,0.09,22605,619.33,2
2020-07-28,SOUTO SOARES,6,0,109,115,0,0.08,16979,677.31,3
2020-07-28,TUCANO,50,1,61,112,9,0.07,50687,220.96,1
2020-07-28,TERRA NOVA,75,1,36,112,1,0.07,13033,859.36,0
2020-07-28,IACU,60,0,49,109,0,0.07,24305,448.47,0
2020-07-28,PINTADAS,57,0,49,106,0,0.07,10437,1015.62,1
2020-07-28,LENCOIS,8,0,93,101,0,0.07,11409,885.27,3
2020-07-28,CANSANCAO,29,0,64,93,6,0.06,34834,266.98,0
2020-07-28,CAPELA DO ALTO ALEGRE,64,0,19,83,1,0.06,11637,713.24,1
2020-07-28,EUCLIDES DA CUNHA,34,0,46,80,0,0.05,60585,132.05,1
2020-07-28,NORDESTINA,18,1,60,79,0,0.05,13130,601.68,1
2020-07-28,SEABRA,35,0,39,74,1,0.05,44091,167.83,0
2020-07-28,SANTANOPOLI S,55,0,7,62,0,0.04,8943,693.28,0
2020-07-28,BARROCAS,42,0,20,62,0,0.04,15978,388.03,1
2020-07-28,IRARA,45,0,15,60,2,0.04,29034,206.65,0
2020-07-28,ITAETE,3,0,54,57,0,0.04,16056,355.01,4
2020-07-28,AGUA FRIA,37,0,14,51,0,0.03,16970,300.53,0
2020-07-28,LAMARAO,31,0,19,50,0,0.03,8307,601.90,1
2020-07-28,PE DE SERRA,5,0,41,46,2,0.03,13578,338.78,4
2020-07-28,IPECAETA,40,0,6,46,1,0.03,14487,317.53,2
2020-07-28,ANGUERA,41,0,1,42,2,0.03,11221,374.30,6
2020-07-28,NOVA FATIMA,7,1,31,39,0,0.03,7812,499.23,4
2020-07-28,TEODORO SAMPAIO,21,0,14,35,0,0.02,7425,471.38,2
2020-07-28,QUIJINGUE,11,0,22,33,0,0.02,27580,119.65,2
2020-07-28,CANDEAL,26,0,5,31,1,0.02,8258,375.39,0
2020-07-28,ANTONIO CARDOSO,23,0,7,30,0,0.02,11683,256.78,2
2020-07-28,BIRITINGA,18,0,9,27,0,0.02,15979,168.97,2
2020-07-28,MARCIONILIO SOUZA,23,0,4,27,0,0.02,10406,259.47,1
2020-07-28,BOA VISTA DO TUPIM,4,0,16,20,2,0.01,18576,107.67,2
2020-07-28,MACAJUBA,17,0,3,20,0,0.01,11348,176.24,1
2020-07-28,BONITO,10,0,10,20,0,0.01,16764,119.30,1
2020-07-28,MUCUGE,7,3,9,19,1,0.01,9062,209.67,1
2020-07-28,UTINGA,7,0,11,18,0,0.01,19178,93.86,4
2020-07-28,PALMEIRAS,1,0,15,16,0,0.01,9019,177.40,2
2020-07-28,ANDARAI,6,1,8,15,2,0.01,13143,114.13,2
2020-07-28,MUNDO NOVO,11,0,4,15,1,0.01,26776,56.02,2
2020-07-28,PIATA,4,0,9,13,1,0.01,17123,75.92,0
2020-07-28,SAO DOMINGOS,8,0,4,12,0,0.01,9058,132.48,42
2020-07-28,BAIXA GRANDE,7,0,4,11,0,0.01,20468,53.74,0
2020-07-28,IBITIARA,3,0,8,11,0,0.01,16339,67.32,0
2020-07-28,BONINAL,0,0,6,6,0,0.00,14368,41.76,31
2020-07-28,ABAIRA,4,2,0,6,1,0.00,8739,68.66,30
2020-07-28,NOVA REDENCAO,2,0,1,3,2,0.00,9118,32.90,31
2020-07-28,ICHU,2,0,1,3,0,0.00,6206,48.34,16
2020-07-28,LAJEDINHO,0,0,3,3,0,0.00,3783,79.30,4
2020-07-28,WAGNER,0,0,2,2,0,0.00,9345,21.40,2
2020-07-28,IBIQUERA,1,0,0,1,0,0.00,4044,24.73,5
2020-07-28,TOTAL,10114,42,5576,15732,312,10
2020-07-28,IRECE,162,1,275,438,8,0.29,72967,600.27,0
2020-07-28,CAPIM GROSSO,102,0,302,404,5,0.27,30662,1317.59,0
2020-07-28,JACOBINA,56,0,235,291,7,0.19,80518,361.41,0
