date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-18,FEIRA DE SANTANA,4863,1,763,5627,187,4.77,614872.0,915.15,0.0,572.0,72.0,64.0
2020-07-18,CONCEICAO DO COITE,286,1,215,502,2,0.43,66612.0,753.62,0.0,120.0,0.0,0.0
2020-07-18,ITABERABA,115,16,369,500,28,0.42,64489.0,775.33,0.0,67.0,15.0,9.0
2020-07-18,ARACI,179,0,316,495,6,0.42,54379.0,910.28,0.0,135.0,4.0,1.0
2020-07-18,SERRINHA,203,0,179,382,2,0.32,80861.0,472.42,0.0,25.0,6.0,2.0
2020-07-18,SAO GONCALO DOS CAMPOS,69,0,192,261,9,0.22,37550.0,695.07,1.0,54.0,3.0,3.0
2020-07-18,CONCEICAO DO JACUIPE,204,0,44,248,2,0.21,33153.0,748.05,0.0,42.0,1.0,1.0
2020-07-18,VALENTE,48,0,161,209,1,0.18,28473.0,734.03,8.0,0.0,3.0,0.0
2020-07-18,SANTA BARBARA,173,0,20,193,9,0.16,20791.0,928.29,4.0,6.0,2.0,0.0
2020-07-18,RIACHAO DO JACUIPE,46,0,134,180,1,0.15,33436.0,538.34,1.0,17.0,3.0,1.0
2020-07-18,QUEIMADAS,68,0,104,172,18,0.15,25439.0,676.13,0.0,36.0,2.0,0.0
2020-07-18,TEOFILANDIA,43,0,128,171,0,0.15,22518.0,759.39,1.0,15.0,0.0,0.0
2020-07-18,AMELIA RODRIGUES,116,0,41,157,5,0.13,25102.0,625.45,1.0,32.0,1.0,1.0
2020-07-18,SANTALUZ,31,0,120,151,5,0.13,37348.0,404.31,1.0,38.0,3.0,3.0
2020-07-18,RUY BARBOSA,23,0,106,129,11,0.11,30814.0,418.64,1.0,23.0,2.0,1.0
2020-07-18,SANTO ESTEVAO,92,0,36,128,3,0.11,52850.0,242.19,0.0,55.0,1.0,0.0
2020-07-18,IRAQUARA,8,0,119,127,0,0.11,25216.0,503.65,1.0,11.0,0.0,0.0
2020-07-18,IPIRA,109,0,12,121,10,0.1,59595.0,203.04,1.0,34.0,3.0,1.0
2020-07-18,MONTE SANTO,40,0,76,116,7,0.1,49418.0,234.73,0.0,14.0,5.0,1.0
2020-07-18,SERRA PRETA,35,0,71,106,1,0.09,14878.0,712.46,0.0,54.0,2.0,1.0
2020-07-18,RETIROLANDIA,55,0,46,101,1,0.09,14396.0,701.58,0.0,24.0,0.0,0.0
2020-07-18,TERRA NOVA,70,1,29,100,1,0.08,13033.0,767.28,0.0,22.0,1.0,0.0
2020-07-18,RAFAEL JAMBEIRO,77,0,23,100,8,0.08,22621.0,442.07,1.0,24.0,0.0,0.0
2020-07-18,CORACAO DE MARIA,43,2,51,96,5,0.08,22605.0,424.68,1.0,16.0,1.0,0.0
2020-07-18,PINTADAS,53,0,42,95,0,0.08,10437.0,910.22,0.0,11.0,0.0,0.0
2020-07-18,SOUTO SOARES,5,0,85,90,0,0.08,16979.0,530.07,2.0,33.0,0.0,0.0
2020-07-18,CANSANCAO,26,0,58,84,5,0.07,34834.0,241.14,1.0,4.0,2.0,1.0
2020-07-18,TANQUINHO,15,0,65,80,12,0.07,7918.0,1010.36,1.0,23.0,2.0,1.0
2020-07-18,TUCANO,30,1,46,77,2,0.07,50687.0,151.91,0.0,16.0,1.0,0.0
2020-07-18,NORDESTINA,15,1,55,71,0,0.06,13130.0,540.75,0.0,4.0,0.0,0.0
