date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-07-11,FEIRA DE SANTANA,4319,1,597,4917,104,4.8,614872.0,799.68,0.0,1353.0,61.0,57.0
2020-07-11,ITABERABA,97,12,288,397,14,0.39,64489.0,615.61,0.0,144.0,11.0,6.0
2020-07-11,ARACI,121,0,263,384,7,0.38,54379.0,706.15,0.0,169.0,3.0,1.0
2020-07-11,CONCEICAO DO COITE,203,1,178,382,0,0.37,66612.0,573.47,0.0,200.0,0.0,0.0
2020-07-11,SERRINHA,169,0,135,304,0,0.3,80861.0,375.95,0.0,65.0,6.0,2.0
2020-07-11,SAO GONCALO DOS CAMPOS,62,0,150,212,30,0.21,37550.0,564.58,0.0,91.0,3.0,3.0
2020-07-11,CONCEICAO DO JACUIPE,162,0,41,203,0,0.2,33153.0,612.31,0.0,54.0,0.0,0.0
2020-07-11,VALENTE,45,0,155,200,0,0.2,28473.0,702.42,1.0,28.0,3.0,0.0
2020-07-11,SANTA BARBARA,170,0,20,190,0,0.19,20791.0,913.86,0.0,42.0,2.0,0.0
2020-07-11,TEOFILANDIA,39,0,120,159,0,0.16,22518.0,706.1,0.0,9.0,0.0,0.0
2020-07-11,RIACHAO DO JACUIPE,38,0,115,153,1,0.15,33436.0,457.59,0.0,49.0,2.0,1.0
2020-07-11,QUEIMADAS,63,0,74,137,1,0.13,25439.0,538.54,0.0,86.0,1.0,0.0
2020-07-11,AMELIA RODRIGUES,97,0,35,132,0,0.13,25102.0,525.85,0.0,48.0,1.0,1.0
2020-07-11,RUY BARBOSA,22,0,97,119,4,0.12,30814.0,386.19,0.0,49.0,1.0,1.0
2020-07-11,SANTALUZ,28,0,79,107,7,0.1,37348.0,286.49,0.0,44.0,3.0,3.0
2020-07-11,MONTE SANTO,37,0,66,103,1,0.1,49418.0,208.43,0.0,32.0,2.0,1.0
2020-07-11,IPIRA,80,0,11,91,8,0.09,59595.0,152.7,0.0,18.0,3.0,1.0
2020-07-11,TERRA NOVA,62,1,25,88,0,0.09,13033.0,675.21,1.0,32.0,1.0,0.0
2020-07-11,SOUTO SOARES,4,0,84,88,1,0.09,16979.0,518.29,0.0,83.0,0.0,0.0
2020-07-11,PINTADAS,45,0,42,87,0,0.09,10437.0,833.57,1.0,17.0,0.0,0.0
2020-07-11,IRAQUARA,8,0,79,87,5,0.09,25216.0,345.02,0.0,80.0,0.0,0.0
2020-07-11,SERRA PRETA,30,0,56,86,10,0.08,14878.0,578.03,0.0,65.0,2.0,1.0
2020-07-11,RAFAEL JAMBEIRO,67,0,19,86,0,0.08,22621.0,380.18,0.0,33.0,0.0,0.0
2020-07-11,CORACAO DE MARIA,40,2,37,79,0,0.08,22605.0,349.48,0.0,34.0,0.0,0.0
2020-07-11,SANTO ESTEVAO,50,0,29,79,8,0.08,52850.0,149.48,0.0,40.0,1.0,0.0
2020-07-11,CANSANCAO,25,0,52,77,5,0.08,34834.0,221.05,0.0,19.0,2.0,1.0
2020-07-11,RETIROLANDIA,34,0,41,75,0,0.07,14396.0,520.98,1.0,31.0,0.0,0.0
2020-07-11,NORDESTINA,14,1,55,70,0,0.07,13130.0,533.13,2.0,13.0,0.0,0.0
2020-07-11,TUCANO,19,0,39,58,1,0.06,50687.0,114.43,0.0,29.0,1.0,0.0
2020-07-11,ITAETE,3,0,50,53,0,0.05,16056.0,330.09,2.0,4.0,0.0,0.0
2020-07-11,IACU,33,0,19,52,0,0.05,24305.0,213.95,2.0,9.0,4.0,4.0
2020-07-11,CAPELA DO ALTO ALEGRE,37,0,11,48,3,0.05,11637.0,412.48,0.0,39.0,0.0,0.0
2020-07-11,BARROCAS,23,0,19,42,0,0.04,15978.0,262.86,4.0,5.0,0.0,0.0
2020-07-11,TANQUINHO,15,0,25,40,14,0.04,7918.0,505.18,2.0,6.0,1.0,0.0
2020-07-11,SANTANOPOLI S,34,0,5,39,1,0.04,8943.0,436.1,1.0,0.0,0.0,0.0
