date,id,municipio,total_obitos_munocor
2020-08-08,2,ALAGOINHAS,21
2020-08-08,3,ALCOBACA,2
2020-08-08,4,AMARGOSA,4
2020-08-08,5,AMELIA RODRIGUES,2
2020-08-08,6,ANAGE,1
2020-08-08,7,APORA,1
2020-08-08,8,APUAREMA,1
2020-08-08,9,ARACAJU,2
2020-08-08,10,ARACI,1
2020-08-08,11,ARARIPINA,3
2020-08-08,12,ARATACA,1
2020-08-08,13,BARRA,1
2020-08-08,14,BARRA DO CHOCA,2
2020-08-08,15,BARREIRA,1
2020-08-08,16,BARREIRAS *,55
2020-08-08,17,BARRETOS,1
2020-08-08,18,BONITO,1
2020-08-08,19,BRUMADO,1
2020-08-08,20,CACHOEIRA,1
2020-08-08,21,CALDEIRAO GRANDE,1
2020-08-08,22,CAMACAN,16
2020-08-08,23,CAMACARI,49
2020-08-08,24,CAMPO FORMOSO,2
2020-08-08,25,CANAVIEIRAS,1
2020-08-08,26,CANDEIAS,15
2020-08-08,27,CANDIDO SALES,3
2020-08-08,28,CANSANCAO,1
2020-08-08,29,CANUDOS,1
2020-08-08,30,CAPIM GROSSO,2
2020-08-08,31,CARDEAL DA SILVA,1
2020-08-08,32,CASA NOVA,2
2020-08-08,33,CASTRO ALVES,2
2020-08-08,34,CATU,1
2020-08-08,35,CONCEICAO DA FEIRA,1
2020-08-08,36,CONCEICAO DO ALMEIDA,1
2020-08-08,37,CONCEICAO DO COITE,3
2020-08-08,38,CONCEICAO DO JACUIPE,1
2020-08-08,39,CONDE,1
2020-08-08,40,CONDEUBA,1
2020-08-08,41,CRUZ DAS ALMAS,1
2020-08-08,42,DARIO MEIRA,1
2020-08-08,43,DIAS DAVILA,3
2020-08-08,44,EUCLIDES DA CUNHA,3
2020-08-08,45,EUNAPOLIS,11
2020-08-08,46,FEIRA DA MATA,1
2020-08-08,47,FEIRA DE SANTANA,132
2020-08-08,48,FILADELFIA,1
2020-08-08,49,FLORIANO,1
2020-08-08,50,GANDU,11
2020-08-08,51,GUAMARE*,1
2020-08-08,52,IACU,6
2020-08-08,53,IBICARAI,2
2020-08-08,54,IBIRAPITANGA,2
2020-08-08,55,IBIRATAIA,3
2020-08-08,56,IBITITA,1
2020-08-08,57,IBOTIRAMA,1
2020-08-08,58,IGRAPIUNA,1
2020-08-08,59,IGUAI,5
2020-08-08,60,ILHEUS*,178
2020-08-08,61,IPECAETA,1
2020-08-08,62,IPIAU *,9
2020-08-08,63,IPIRA,1
2020-08-08,64,IRECE,11
2020-08-08,65,ITABELA,2
2020-08-08,66,ITABERABA,17
2020-08-08,67,ITABUNA,174
2020-08-08,68,ITACARE,1
2020-08-08,69,ITAETE,1
2020-08-08,70,ITAJUIPE,4
2020-08-08,71,ITAMARAJU,14
2020-08-08,72,ITANHEM,2
2020-08-08,73,ITAPARICA,4
2020-08-08,74,ITAPEBI,2
2020-08-08,75,ITAPETINGA,9
2020-08-08,76,ITATIM,1
2020-08-08,77,ITIRUCU,1
2020-08-08,78,ITUBERA,12
2020-08-08,79,JABORANDI,1
2020-08-08,80,JACOBINA,2
2020-08-08,81,JAGUARARI,1
2020-08-08,82,JEQUIE*,106
2020-08-08,83,JITAUNA,2
2020-08-08,84,JOAO DOURADO,1
2020-08-08,85,JUAZEIRO,62
2020-08-08,86,LAURO DE FREITAS*,57
2020-08-08,87,LUIS EDUARDO MAGALHAES,1
2020-08-08,88,MANOEL VITORINO,1
2020-08-08,89,MARACAS,2
2020-08-08,90,MARAGOGIPE,5
2020-08-08,91,MEDEIROS NETO,9
2020-08-08,92,MILAGRES,2
2020-08-08,93,MONTE SANTO,1
2020-08-08,94,MUCURI,2
2020-08-08,95,MULUNGU DO MORRO,1
2020-08-08,96,MUNDO NOVO,1
2020-08-08,97,MUTUIPE,2
2020-08-08,98,NAZARE,3
2020-08-08,99,NILO PECANHA,1
2020-08-08,100,NOVA IBIA,3
2020-08-08,101,NOVA VICOSA,2
2020-08-08,102,PARATINGA,1
2020-08-08,103,PAULO AFONSO,10
2020-08-08,104,PETROLINA,12
2020-08-08,105,PILAO ARCADO*,1
2020-08-08,106,PINDOBACU,4
2020-08-08,107,PIRAI DO NORTE,1
2020-08-08,108,PIRITIBA,1
2020-08-08,109,POCOES,1
2020-08-08,110,POJUCA,1
2020-08-08,111,PORTO SEGURO,22
2020-08-08,112,PRADO,3
2020-08-08,113,PRESIDENTE TANCREDO NEVES,6
2020-08-08,114,RECIFE,3
2020-08-08,115,REMANSO,19
2020-08-08,116,RIACHAO DO JACUIPE,1
2020-08-08,117,RIBEIRA DO POMBAL,1
2020-08-08,118,RIO DO PIRES,2
2020-08-08,119,RUY BARBOSA,1
2020-08-08,120,SALGUEIRO,1
2020-08-08,121,SALVADOR*,2345
2020-08-08,122,SALVADOR DAS MISSOES,1
2020-08-08,123,SANTA LUZIA,2
2020-08-08,124,SANTA MARIA DA VITORIA,1
2020-08-08,125,SANTA RITA DE CASSIA,1
2020-08-08,126,SANTA TERESINHA,2
2020-08-08,127,SANTALUZ,5
2020-08-08,128,SANTO AMARO,1
2020-08-08,129,SANTO ANTONIO DE JESUS,25
2020-08-08,130,SAO FELIPE,2
2020-08-08,131,SAO FELIX,3
2020-08-08,132,SAO FELIX DO CORIBE,1
2020-08-08,133,SAO FRANCISCO DO CONDE,1
2020-08-08,134,SAO GONCALO DOS CAMPOS,3
2020-08-08,135,SAO SEBASTIAO DO PASSE,4
2020-08-08,136,SEABRA,7
2020-08-08,137,SENHOR DO BONFIM,4
2020-08-08,138,SERRA PRETA,3
2020-08-08,139,SERRINHA,2
2020-08-08,140,SIMOES FILHO,27
2020-08-08,141,SOBRADINHO,3
2020-08-08,142,TANQUINHO,1
2020-08-08,143,TEIXEIRA DE FREITAS,67
2020-08-08,144,TERRA NOVA,1
2020-08-08,145,TOBIAS BARRETO,1
2020-08-08,146,UBAIRA,1
2020-08-08,147,UBAITABA,3
2020-08-08,148,UBATA,3
2020-08-08,149,UMBURANAS,1
2020-08-08,150,URUCUCA,2
2020-08-08,151,UTINGA,2
2020-08-08,152,VALENCA,28
2020-08-08,153,VALENCA,1
2020-08-08,154,VARZEA DA ROCA,1
2020-08-08,155,VERA CRUZ,1
2020-08-08,156,VITORIA DA CONQUISTA,144
2020-08-08,157,WENCESLAU GUIMARAES,1
2020-08-08,1,SALVADOR,62201
