date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-08-08,FEIRA DE SANTANA,7490,3,1486,8979,118,4.76,614872,1460.30,0
2020-08-08,CONCEICAO DO COITE,683,1,526,1210,18,0.64,66612,1816.49,0
2020-08-08,ITABERABA,372,27,777,1176,15,0.62,64489,1823.57,0
2020-08-08,ARACI,340,0,402,742,2,0.39,54379,1364.50,0
2020-08-08,SERRINHA,315,0,391,706,3,0.37,80861,873.10,0
2020-08-08,SAO GONCALO DOS CAMPOS,118,0,280,398,0,0.21,37550,1059.92,0
2020-08-08,CONCEICAO DO JACUIPE,317,0,50,367,0,0.19,33153,1106.99,0
2020-08-08,SANTO ESTEVAO,266,0,70,336,2,0.18,52850,635.76,0
2020-08-08,QUEIMADAS,81,0,227,308,5,0.16,25439,1210.74,0
2020-08-08,RIACHAO DO JACUIPE,101,0,202,303,1,0.16,33436,906.21,0
2020-08-08,VALENTE,77,0,190,267,0,0.14,28473,937.73,0
2020-08-08,TANQUINHO,25,1,226,252,6,0.13,7918,3182.62,0
2020-08-08,SANTA BARBARA,202,0,39,241,2,0.13,20791,1159.16,0
2020-08-08,IPIRA,206,0,26,232,2,0.12,59595,389.29,0
2020-08-08,SANTALUZ,60,0,170,230,18,0.12,37348,615.83,1
2020-08-08,TUCANO,96,2,126,224,5,0.12,50687,441.93,0
2020-08-08,AMELIA RODRIGUES,169,0,52,221,4,0.12,25102,880.41,1
2020-08-08,TEOFILANDIA,63,0,146,209,0,0.11,22518,928.15,0
2020-08-08,IRARA,68,0,130,198,34,0.11,29034,681.96,0
2020-08-08,RETIROLANDIA,123,0,74,197,0,0.10,14396,1368.44,0
2020-08-08,RUY BARBOSA,27,0,162,189,0,0.10,30814,613.36,0
2020-08-08,IRAQUARA,19,0,168,187,0,0.10,25216,741.59,0
2020-08-08,CORACAO DE MARIA,79,2,100,181,0,0.10,22605,800.71,0
2020-08-08,MACAJUBA,20,0,159,179,27,0.09,11348,1577.37,0
2020-08-08,SERRA PRETA,78,0,100,178,1,0.09,14878,1196.40,0
2020-08-08,RAFAEL JAMBEIRO,119,1,49,169,0,0.09,22621,747.09,1
2020-08-08,MONTE SANTO,49,0,111,160,0,0.08,49418,323.77,2
2020-08-08,IACU,78,0,65,143,0,0.08,24305,588.36,0
2020-08-08,TERRA NOVA,83,1,55,139,3,0.07,13033,1066.52,0
2020-08-08,SOUTO SOARES,10,0,125,135,0,0.07,16979,795.10,1
2020-08-08,CAPELA DO ALTO ALEGRE,89,1,36,126,1,0.07,11637,1082.75,0
2020-08-08,PINTADAS,63,0,55,118,0,0.06,10437,1130.59,1
2020-08-08,CANSANCAO,30,0,84,114,0,0.06,34834,327.27,1
2020-08-08,SEABRA,55,0,53,108,2,0.06,44091,244.95,0
2020-08-08,NORDESTINA,33,1,73,107,4,0.06,13130,814.93,0
2020-08-08,EUCLIDES DA CUNHA,44,0,61,105,4,0.06,60585,173.31,0
2020-08-08,LENCOIS,9,0,93,102,0,0.05,11409,894.03,2
2020-08-08,BARROCAS,56,0,22,78,0,0.04,15978,488.17,0
2020-08-08,SANTANOPOLI S,69,0,9,78,1,0.04,8943,872.19,1
2020-08-08,IPECAETA,55,0,8,63,2,0.03,14487,434.87,0
2020-08-08,NOVA FATIMA,15,1,41,57,0,0.03,7812,729.65,0
2020-08-08,ITAETE,3,0,54,57,1,0.03,16056,355.01,15
2020-08-08,LAMARAO,35,0,20,55,0,0.03,8307,662.09,0
2020-08-08,AGUA FRIA,37,0,18,55,0,0.03,16970,324.10,0
2020-08-08,UTINGA,19,0,35,54,0,0.03,19178,281.57,1
2020-08-08,PE DE SERRA,6,0,46,52,0,0.03,13578,382.97,1
2020-08-08,ANGUERA,45,0,3,48,0,0.03,11221,427.77,1
2020-08-08,TEODORO SAMPAIO,25,0,16,41,0,0.02,7425,552.19,0
2020-08-08,MUCUGE,9,3,28,40,1,0.02,9062,441.40,0
2020-08-08,CANDEAL,32,0,8,40,0,0.02,8258,484.38,3
2020-08-08,ANTONIO CARDOSO,30,0,10,40,0,0.02,11683,342.38,2
2020-08-08,MUNDO NOVO,13,0,24,37,1,0.02,26776,138.18,0
2020-08-08,QUIJINGUE,14,0,23,37,0,0.02,27580,134.16,0
2020-08-08,BIRITINGA,24,0,10,34,0,0.02,15979,212.78,0
2020-08-08,MARCIONILIO SOUZA,28,0,5,33,0,0.02,10406,317.12,1
2020-08-08,BONITO,19,0,10,29,0,0.02,16764,172.99,0
2020-08-08,BOA VISTA DO TUPIM,5,0,19,24,0,0.01,18576,129.20,1
2020-08-08,ANDARAI,9,1,13,23,2,0.01,13143,175.00,0
2020-08-08,SAO DOMINGOS,17,0,4,21,0,0.01,9058,231.84,0
2020-08-08,NOVA REDENCAO,3,0,15,18,1,0.01,9118,197.41,0
2020-08-08,PALMEIRAS,1,0,15,16,0,0.01,9019,177.40,13
2020-08-08,PIATA,4,0,11,15,0,0.01,17123,87.60,0
2020-08-08,BAIXA GRANDE,8,0,4,12,0,0.01,20468,58.63,7
2020-08-08,LAJEDINHO,0,0,11,11,1,0.01,3783,290.77,0
2020-08-08,ABAIRA,3,2,5,10,1,0.01,8739,114.43,1
2020-08-08,IBITIARA,3,0,7,10,0,0.01,16339,61.20,11
2020-08-08,BONINAL,0,0,7,7,0,0.00,14368,48.72,3
2020-08-08,ICHU,3,0,2,5,0,0.00,6206,80.57,1
2020-08-08,WAGNER,0,0,3,3,0,0.00,9345,32.10,9
2020-08-08,GAVIAO,0,0,1,1,0,0.00,4463,22.41,5
2020-08-08,IBIQUERA,1,0,0,1,1,0.00,4044,24.73,16
2020-08-08,TOTAL,12648,47,7646,20341,289,11
2020-08-08,IRECE,297,1,323,621,7,0.33,72967,851.07,0
2020-08-08,CAPIM GROSSO,176,0,388,564,0,0.30,30662,1839.41,0
2020-08-08,JACOBINA,74,0,291,365,3,0.19,80518,453.31,0
2020-08-08,JOAO DOURADO,14,0,169,183,5,0.10,25188,726.54,0
2020-08-08,GENTIO DO OURO,5,0,162,167,0,0.09,11233,1486.69,1
2020-08-08,VARZEA DA ROCA,41,0,109,150,28,0.08,14104,1063.53,0
2020-08-08,UMBURANAS,14,2,132,148,10,0.08,19222,769.95,0
2020-08-08,OUROLANDIA,11,1,112,124,3,0.07,17451,710.56,0
2020-08-08,CAFARNAUM,4,0,118,122,1,0.06,18437,661.71,1
2020-08-08,MAIRI,58,0,63,121,0,0.06,18676,647.89,1
2020-08-08,LAPAO,54,1,54,109,0,0.06,27223,400.40,1
2020-08-08,CALDEIRAO GRANDE,5,0,103,108,2,0.06,13327,810.38,0
2020-08-08,SERROLANDIA,10,2,90,102,0,0.05,13397,761.36,0
2020-08-08,AMERICA DOURADA,6,0,84,90,0,0.05,16094,559.21,10
2020-08-08,PRESIDENTE DUTRA,23,0,63,86,0,0.05,15142,567.96,1
2020-08-08,TAPIRAMUTA,23,1,47,71,0,0.04,17010,417.40,0
2020-08-08,CANARANA,21,0,49,70,0,0.04,26176,267.42,2
2020-08-08,XIQUE-XIQUE,24,0,45,69,1,0.04,46483,148.44,0
2020-08-08,MORRO DO CHAPEU,17,0,47,64,10,0.03,35413,180.72,0
2020-08-08,VARZEA NOVA,15,0,48,63,0,0.03,12697,496.18,1
2020-08-08,MIGUEL CALMON,16,0,44,60,0,0.03,26023,230.57,1
2020-08-08,SAO GABRIEL,5,0,55,60,0,0.03,18793,319.27,0
2020-08-08,CAEM,7,0,48,55,0,0.03,9213,596.98,36
2020-08-08,SAO JOSE DO JACUIPE,4,0,46,50,0,0.03,10462,477.92,0
2020-08-08,QUIXABEIRA,26,0,20,46,1,0.02,8972,512.71,2
2020-08-08,MIRANGABA,16,0,15,31,0,0.02,18338,169.05,1
2020-08-08,IBITITA,26,0,3,29,0,0.02,17113,169.46,0
2020-08-08,JUSSARA,8,0,20,28,0,0.01,15284,183.20,1
2020-08-08,PIRITIBA,13,0,14,27,0,0.01,24755,109.07,2
2020-08-08,CENTRAL,7,0,10,17,0,0.01,17266,98.46,1
2020-08-08,MULUNGU DO MORRO,4,0,10,14,0,0.01,10889,128.57,20
2020-08-08,SAUDE,2,0,11,13,0,0.01,12913,100.67,7
2020-08-08,ITAGUACU DA BAHIA,1,1,10,12,0,0.01,14429,83.17,2
2020-08-08,UIBAI,2,0,10,12,0,0.01,13887,86.41,1
