date,id,municipio,total_obitos_munocor
2020-07-17,2,ALCOBACA,1
2020-07-17,3,AMARGOSA,2
2020-07-17,4,AMELIA RODRIGUES,1
2020-07-17,5,ANAGE,1
2020-07-17,6,APORA,1
2020-07-17,7,ARACAJU,2
2020-07-17,8,ARACI,1
2020-07-17,9,ARARIPINA,3
2020-07-17,10,BARRA DO CHOCA,2
2020-07-17,11,BARREIRAS,16
2020-07-17,12,BARRETOS,1
2020-07-17,13,BRUMADO,1
2020-07-17,14,CACHOEIRA,1
2020-07-17,15,CALDEIRAO GRANDE,1
2020-07-17,16,CAMACAN,7
2020-07-17,17,CAMACARI,34
2020-07-17,18,CAMPO FORMOSO,1
2020-07-17,19,CANAVIEIRAS,1
2020-07-17,20,CANDEIAS,13
2020-07-17,21,CANDIDO SALES,2
2020-07-17,22,CANSANCAO,1
2020-07-17,23,CANUDOS,1
2020-07-17,24,CAPIM GROSSO,2
2020-07-17,25,CARDEAL DA SILVA,1
2020-07-17,26,CASA NOVA,1
2020-07-17,27,CASTRO ALVES,2
2020-07-17,28,CATU,1
2020-07-17,29,CONCEICAO DA FEIRA,1
2020-07-17,30,CONCEICAO DO ALMEIDA,1
2020-07-17,31,CONCEICAO DO JACUIPE,1
2020-07-17,32,CONDE,1
2020-07-17,33,CONDEUBA,1
2020-07-17,34,CRUZ DAS ALMAS,1
2020-07-17,35,DIAS DAVILA,3
2020-07-17,36,EUNAPOLIS,10
2020-07-17,37,FEIRA DE SANTANA,64
2020-07-17,38,FILADELFIA,1
2020-07-17,39,FLORIANO,1
2020-07-17,40,GANDU,10
2020-07-17,41,GUAMARE*,1
2020-07-17,42,IACU,5
2020-07-17,43,IBICARAI,1
2020-07-17,44,IBIRAPITANGA,2
2020-07-17,45,IBIRATAIA,2
2020-07-17,46,IGRAPIUNA,1
2020-07-17,47,IGUAI,2
2020-07-17,48,ILHEUS*,121
2020-07-17,49,IPECAETA,1
2020-07-17,50,IPIAU *,5
2020-07-17,51,IPIRA,1
2020-07-17,52,IRECE,2
2020-07-17,53,ITABELA,1
2020-07-17,54,ITABERABA,8
2020-07-17,55,ITABUNA,117
2020-07-17,56,ITACARE,1
2020-07-17,57,ITAJUIPE,2
2020-07-17,58,ITAMARAJU,14
2020-07-17,59,ITANHEM,1
2020-07-17,60,ITAPARICA,2
2020-07-17,61,ITAPEBI,1
2020-07-17,62,ITAPETINGA,7
2020-07-17,63,ITUBERA,4
2020-07-17,64,JACOBINA,1
2020-07-17,65,JEQUIE*,62
2020-07-17,66,JOAO DOURADO,1
2020-07-17,67,JUAZEIRO,44
2020-07-17,68,LAURO DE FREITAS*,46
2020-07-17,69,LUIS EDUARDO MAGALHAES,1
2020-07-17,70,MANOEL VITORINO,1
2020-07-17,71,MARACAS,2
2020-07-17,72,MARAGOGIPE,1
2020-07-17,73,MEDEIROS NETO,2
2020-07-17,74,MILAGRES,1
2020-07-17,75,MONTE SANTO,1
2020-07-17,76,MUCURI,2
2020-07-17,77,MULUNGU DO MORRO,1
2020-07-17,78,NAZARE,2
2020-07-17,79,NOVA IBIA,3
2020-07-17,80,NOVA VICOSA,2
2020-07-17,81,PAULO AFONSO,10
2020-07-17,82,PETROLINA,6
2020-07-17,83,PILAO ARCADO*,1
2020-07-17,84,PINDOBACU,1
2020-07-17,85,POCOES,1
2020-07-17,86,POJUCA,1
2020-07-17,87,PORTO SEGURO,13
2020-07-17,88,PRADO,2
2020-07-17,89,PRESIDENTE TANCREDO NEVES,3
2020-07-17,90,RECIFE,1
2020-07-17,91,REMANSO,12
2020-07-17,92,RIACHAO DO JACUIPE,1
2020-07-17,93,RIBEIRA DO POMBAL,1
2020-07-17,94,RIO DO PIRES,1
2020-07-17,95,RUY BARBOSA,1
2020-07-17,96,SALGUEIRO,1
2020-07-17,97,SALVADOR*,1784
2020-07-17,98,SANTA MARIA DA VITORIA,1
2020-07-17,99,SANTA RITA DE CASSIA,1
2020-07-17,100,SANTA TERESINHA,1
2020-07-17,101,SANTALUZ,3
2020-07-17,102,SANTO ANTONIO DE JESUS,19
2020-07-17,103,SAO FELIX,3
2020-07-17,104,SAO FRANCISCO DO CONDE,1
2020-07-17,105,SAO GONCALO DOS CAMPOS,3
2020-07-17,106,SAO SEBASTIAO DO PASSE,3
2020-07-17,107,SEABRA,2
2020-07-17,108,SENHOR DO BONFIM,1
2020-07-17,109,SERRA PRETA,1
2020-07-17,110,SERRINHA,2
2020-07-17,111,SIMOES FILHO,23
2020-07-17,112,SOBRADINHO,3
2020-07-17,113,TANQUINHO,1
2020-07-17,114,TEIXEIRA DE FREITAS,44
2020-07-17,115,TOBIAS BARRETO,1
2020-07-17,116,UBAITABA,1
2020-07-17,117,URUCUCA,2
2020-07-17,118,UTINGA,1
2020-07-17,119,VALENCA,21
2020-07-17,120,VALENCA,1
2020-07-17,121,VARZEA DA ROCA,1
2020-07-17,122,VERA CRUZ,1
2020-07-17,123,VITORIA DA CONQUISTA,67
2020-07-17,1,SALVADOR,45944
