date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-17,FEIRA DE SANTANA,4848,1,755,5604,121,4.79,614872,911.41,0
2020-07-17,CONCEICAO DO COITE,283,1,215,499,0,0.43,66612,749.11,0
2020-07-17,ITABERABA,113,16,368,497,5,0.42,64489,770.67,0
2020-07-17,ARACI,165,0,316,481,3,0.41,54379,884.53,0
2020-07-17,SERRINHA,197,0,179,376,2,0.32,80861,465.00,0
2020-07-17,SAO GONCALO DOS CAMPOS,69,0,192,261,8,0.22,37550,695.07,0
2020-07-17,CONCEICAO DO JACUIPE,203,0,44,247,2,0.21,33153,745.03,0
2020-07-17,VALENTE,48,0,161,209,0,0.18,28473,734.03,7
2020-07-17,SANTA BARBARA,173,0,20,193,2,0.16,20791,928.29,3
2020-07-17,RIACHAO DO JACUIPE,46,0,134,180,1,0.15,33436,538.34,0
2020-07-17,QUEIMADAS,67,0,104,171,18,0.15,25439,672.20,0
2020-07-17,TEOFILANDIA,43,0,128,171,0,0.15,22518,759.39,0
2020-07-17,AMELIA RODRIGUES,116,0,41,157,0,0.13,25102,625.45,0
2020-07-17,SANTALUZ,31,0,120,151,5,0.13,37348,404.31,0
2020-07-17,RUY BARBOSA,23,0,106,129,10,0.11,30814,418.64,0
2020-07-17,IRAQUARA,8,0,119,127,0,0.11,25216,503.65,0
2020-07-17,SANTO ESTEVAO,86,0,36,122,1,0.10,52850,230.84,0
2020-07-17,IPIRA,109,0,12,121,7,0.10,59595,203.04,0
2020-07-17,MONTE SANTO,40,0,75,115,4,0.10,49418,232.71,0
2020-07-17,SERRA PRETA,34,0,71,105,0,0.09,14878,705.74,0
2020-07-17,RAFAEL JAMBEIRO,77,0,23,100,7,0.09,22621,442.07,0
2020-07-17,RETIROLANDIA,52,0,46,98,1,0.08,14396,680.74,0
2020-07-17,CORACAO DE MARIA,43,2,51,96,4,0.08,22605,424.68,0
2020-07-17,TERRA NOVA,65,1,29,95,0,0.08,13033,728.92,0
2020-07-17,SOUTO SOARES,5,0,85,90,0,0.08,16979,530.07,1
2020-07-17,PINTADAS,47,0,42,89,0,0.08,10437,852.74,4
