date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-06-24,FEIRA DE SANTANA,1586,3,81,1670,45,3.25,614872,271.60,0
2020-06-24,SERRINHA,111,3,72,186,0,0.36,80861,230.02,0
2020-06-24,ITABERABA,55,5,116,176,11,0.34,64489,272.91,0
2020-06-24,CONCEICAO DO JACUIPE,158,0,5,163,0,0.32,33153,491.66,0
2020-06-24,TEOFILANDIA,31,0,110,141,0,0.27,22518,626.17,1
2020-06-24,ARACI,48,0,88,136,1,0.26,54379,250.10,0
2020-06-24,VALENTE,33,0,74,107,0,0.21,28473,375.79,0
2020-06-24,CONCEICAO DO COITE,39,1,52,92,0,0.18,66612,138.11,0
2020-06-24,SANTA BARBARA,89,0,1,90,0,0.18,20791,432.88,1
2020-06-24,AMELIA RODRIGUES,47,0,14,61,0,0.12,25102,243.01,0
2020-06-24,RUY BARBOSA ,14,2,44,60,7,0.12,30814,194.72,0
2020-06-24,IPIRA,53,0,3,56,5,0.11,59595,93.97,0
2020-06-24,ITAETE,0,0,46,46,0,0.09,16056,286.50,3
2020-06-24,SAO GONCALO DOS CAMPOS,25,0,19,44,0,0.09,37550,117.18,0
2020-06-24,SANTALUZ,17,0,24,41,3,0.08,37348,109.78,1
2020-06-24,RAFAEL JAMBEIRO,31,0,7,38,0,0.07,22621,167.99,0
2020-06-24,QUEIMADAS,24,0,13,37,3,0.07,25439,145.45,0
2020-06-24,IACU,26,0,11,37,0,0.07,24305,152.23,0
2020-06-24,TERRA NOVA ,30,1,3,34,1,0.07,13033,260.88,0
2020-06-24,MONTE SANTO ,26,0,7,33,0,0.06,49418,66.78,2
2020-06-24,BARROCAS,17,1,15,33,0,0.06,15978,206.53,5
2020-06-24,CANSANCAO,14,1,15,30,0,0.06,34834,86.12,0
2020-06-24,PINTADAS,26,0,3,29,0,0.06,10437,277.86,0
2020-06-24,RETIROLANDIA,18,0,9,27,2,0.05,14396,187.55,2
2020-06-24,SANTO ESTEVAO,13,0,13,26,0,0.05,52850,49.20,0
2020-06-24,RIACHAO DO JACUIPE,12,0,14,26,0,0.05,33436,77.76,0
2020-06-24,CORACAO DE MARIA,23,0,3,26,1,0.05,22605,115.02,0
2020-06-24,AGUA FRIA ,19,4,2,25,0,0.05,16970,147.32,1
2020-06-24,ANGUERA,23,0,0,23,1,0.04,11221,204.97,18
2020-06-24,SEABRA,16,0,7,23,0,0.04,44091,52.16,4
2020-06-24,EUCLIDES DA CUNHA,12,0,5,17,1,0.03,60585,28.06,0
2020-06-24,SAO DOMINGOS,12,0,5,17,0,0.03,9058,187.68,8
2020-06-24,NORDESTINA,10,3,4,17,0,0.03,13130,129.47,4
2020-06-24,SANTANOPOLI S,16,0,0,16,0,0.03,8943,178.91,3
2020-06-24,QUIJINGUE,8,0,8,16,0,0.03,27580,58.01,0
2020-06-24,SERRA PRETA ,15,0,1,16,0,0.03,14878,107.54,1
2020-06-24,IRARA,14,0,1,15,0,0.03,29034,51.66,0
2020-06-24,TUCANO,8,0,7,15,0,0.03,50687,29.59,10
2020-06-24,LAMARAO,6,3,6,15,0,0.03,8307,180.57,13
2020-06-24,TANQUINHO,7,2,5,14,0,0.03,7918,176.81,3
2020-06-24,CANDEAL,12,0,1,13,0,0.03,8258,157.42,1
2020-06-24,MACAJUBA,8,0,0,8,0,0.02,11348,70.50,0
2020-06-24,MARCIONILIO SOUZA,5,0,2,7,0,0.01,10406,67.27,13
2020-06-24,PIATA,1,0,6,7,0,0.01,17123,40.88,10
2020-06-24,IBITIARA,2,1,4,7,0,0.01,16339,42.84,7
2020-06-24,TEODORO SAMPAIO,5,0,1,6,0,0.01,7425,80.81,0
2020-06-24,ANTONIO CARDOSO,2,0,4,6,0,0.01,11683,51.36,8
2020-06-24,ABAIRA,4,2,0,6,0,0.01,8739,68.66,0
2020-06-24,NOVA FATIMA ,5,0,0,5,0,0.01,7812,64.00,17
2020-06-24,ANDARAI,2,0,3,5,1,0.01,13143,38.04,2
2020-06-24,IPECAETA,2,0,2,4,0,0.01,14487,27.61,4
2020-06-24,MUCUGE,1,3,0,4,0,0.01,9062,44.14,40
2020-06-24,BOA VISTA DO TUPIM,3,0,1,4,0,0.01,18576,21.53,26
2020-06-24,UTINGA,2,0,1,3,0,0.01,19178,15.64,0
2020-06-24,PE DE SERRA ,1,0,2,3,0,0.01,13578,22.09,14
2020-06-24,CAPELA DO ALTO ALEGRE,3,0,0,3,2,0.01,11637,25.78,4
2020-06-24,BONINAL,1,0,2,3,0,0.01,14368,20.88,4
2020-06-24,SOUTO SOARES,2,0,0,2,0,0.00,16979,11.78,13
2020-06-24,NOVA REDENCAO,2,0,0,2,0,0.00,9118,21.93,0
2020-06-24,PALMEIRAS,1,0,1,2,0,0.00,9019,22.18,13
2020-06-24,MUNDO NOVO ,1,0,0,1,0,0.00,26776,3.73,1
2020-06-24,BIRITINGA,1,0,0,1,0,0.00,15979,6.26,10
2020-06-24,BAIXA GRANDE,1,0,0,1,0,0.00,20468,4.89,5
2020-06-24,IRAQUARA,1,0,0,1,0,0.00,25216,3.97,1
2020-06-24,TOTAL ,2800,35,943,3778,84,7
2020-06-24,JACOBINA,20,1,64,85,0,0.17,80518,105.57,0
2020-06-24,UMBURANAS,8,5,63,76,1,0.15,19222,395.38,0
2020-06-24,IRECE,15,3,43,61,0,0.12,72967,83.60,0
2020-06-24,JOAO DOURADO,2,0,57,59,4,0.11,25188,234.24,0
2020-06-24,CAPIM GROSSO,7,1,48,56,19,0.11,30662,182.64,0
2020-06-24,MAIRI,8,0,28,36,3,0.07,18676,192.76,0
2020-06-24,XIQUE-XIQUE,3,2,26,31,0,0.06,46483,66.69,1
2020-06-24,CALDEIRAO GRANDE,3,0,21,24,0,0.05,13327,180.09,1
2020-06-24,CANARANA,7,0,13,20,0,0.04,26176,76.41,4
2020-06-24,LAPAO,4,1,12,17,0,0.03,27223,62.45,0
2020-06-24,PRESIDENTE DUTRA,2,0,12,14,0,0.03,15142,92.46,9
