date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-22,FEIRA DE SANTANA,5328,1,867,6196,341,4.79,614872,1007.69,0
2020-07-22,ITABERABA,158,18,419,595,39,0.46,64489,922.64,0
2020-07-22,CONCEICAO DO COITE,340,1,223,564,47,0.44,66612,846.69,0
2020-07-22,ARACI,220,0,321,541,10,0.42,54379,994.87,0
2020-07-22,SERRINHA,226,0,180,406,26,0.31,80861,502.10,0
2020-07-22,SAO GONCALO DOS CAMPOS,75,0,205,280,22,0.22,37550,745.67,0
2020-07-22,CONCEICAO DO JACUIPE,215,0,46,261,2,0.20,33153,787.26,0
2020-07-22,QUEIMADAS,71,0,150,221,4,0.17,25439,868.74,0
2020-07-22,VALENTE,57,0,161,218,9,0.17,28473,765.64,12
2020-07-22,SANTA BARBARA,181,0,27,208,4,0.16,20791,1000.43,2
2020-07-22,RIACHAO DO JACUIPE,54,0,145,199,6,0.15,33436,595.17,0
2020-07-22,SANTO ESTEVAO,134,0,44,178,6,0.14,52850,336.80,0
2020-07-22,TEOFILANDIA,46,0,131,177,2,0.14,22518,786.04,0
2020-07-22,AMELIA RODRIGUES,126,0,47,173,6,0.13,25102,689.19,1
2020-07-22,SANTALUZ,35,0,129,164,5,0.13,37348,439.11,0
2020-07-22,IRAQUARA,10,0,143,153,4,0.12,25216,606.76,0
2020-07-22,IPIRA,134,0,16,150,5,0.12,59595,251.70,0
2020-07-22,RUY BARBOSA,23,0,121,144,6,0.11,30814,467.32,0
2020-07-22,MONTE SANTO,41,0,85,126,1,0.10,49418,254.97,0
2020-07-22,RAFAEL JAMBEIRO,94,0,30,124,2,0.10,22621,548.16,0
2020-07-22,RETIROLANDIA,68,0,53,121,3,0.09,14396,840.51,0
2020-07-22,CORACAO DE MARIA,52,2,60,114,11,0.09,22605,504.31,0
2020-07-22,SERRA PRETA,42,0,71,113,17,0.09,14878,759.51,0
2020-07-22,TERRA NOVA,71,1,31,103,0,0.08,13033,790.30,0
2020-07-22,TANQUINHO,15,0,86,101,52,0.08,7918,1275.57,0
2020-07-22,SOUTO SOARES,5,0,93,98,3,0.08,16979,577.18,0
2020-07-22,PINTADAS,53,0,44,97,0,0.07,10437,929.39,0
2020-07-22,CANSANCAO,27,0,63,90,0,0.07,34834,258.37,1
2020-07-22,LENCOIS,6,0,83,89,6,0.07,11409,780.09,0
