date,id,municipio,total_obitos_munres
2020-07-22,2,ADUSTINA,1
2020-07-22,3,AGUA FRIA,1
2020-07-22,4,AIQUARA,2
2020-07-22,5,ALAGOINHAS,26
2020-07-22,6,ALCOBACA,2
2020-07-22,7,ALMADINA,1
2020-07-22,8,AMARGOSA,6
2020-07-22,9,AMELIA RODRIGUES,1
2020-07-22,10,ANAGE,1
2020-07-22,11,ANDORINHA,1
2020-07-22,12,ANTONIO GONCALVES,1
2020-07-22,13,APORA,2
2020-07-22,14,ARACI,4
2020-07-22,15,ARATUIPE,1
2020-07-22,16,AURELINO LEAL,2
2020-07-22,17,BARRA,1
2020-07-22,18,BARRA DO CHOCA,2
2020-07-22,19,BARREIRAS,11
2020-07-22,20,BARRO PRETO,3
2020-07-22,21,BELMONTE,1
2020-07-22,22,BONITO,1
2020-07-22,23,BRUMADO,3
2020-07-22,24,BUERAREMA,9
2020-07-22,25,CABACEIRAS DO PARAGUACU,1
2020-07-22,26,CACHOEIRA,5
2020-07-22,27,CACULE*,1
2020-07-22,28,CAETITE,1
2020-07-22,29,CAIRU,3
2020-07-22,30,CALDEIRAO GRANDE,1
2020-07-22,31,CAMACAN,14
2020-07-22,32,CAMACARI*,53
2020-07-22,33,CAMAMU*,7
2020-07-22,34,CAMPO ALEGRE DE LOURDES,2
2020-07-22,35,CAMPO FORMOSO,2
2020-07-22,36,CANAVIEIRAS,3
2020-07-22,37,CANDEIAS*,30
2020-07-22,38,CANDIDO SALES,4
2020-07-22,39,CANSANCAO,2
2020-07-22,40,CANUDOS,2
2020-07-22,41,CAPIM GROSSO,4
2020-07-22,42,CARDEAL DA SILVA,1
2020-07-22,43,CASA NOVA,5
2020-07-22,44,CASTRO ALVES,3
2020-07-22,45,CATU,5
2020-07-22,46,CICERO DANTAS,1
2020-07-22,47,COARACI,4
2020-07-22,48,CONCEICAO DA FEIRA,2
2020-07-22,49,CONCEICAO DO ALMEIDA,2
2020-07-22,50,CONCEICAO DO COITE,3
2020-07-22,51,CONCEICAO DO JACUIPE,1
2020-07-22,52,CONDE,4
2020-07-22,53,CONDEUBA,1
2020-07-22,54,CORACAO DE MARIA,1
