date,id,municipio,total_obitos_munocor
2020-07-25,2,ALAGOINHAS,21
2020-07-25,3,ALCOBACA,1
2020-07-25,4,AMARGOSA,4
2020-07-25,5,AMELIA RODRIGUES,1
2020-07-25,6,ANAGE,1
2020-07-25,7,APORA,1
2020-07-25,8,ARACAJU,2
2020-07-25,9,ARACI,1
2020-07-25,10,ARARIPINA,3
2020-07-25,11,BARRA,1
2020-07-25,12,BARRA DO CHOCA,2
2020-07-25,13,BARREIRAS,20
2020-07-25,14,BARRETOS,1
2020-07-25,15,BONITO,1
2020-07-25,16,BRUMADO,1
2020-07-25,17,CACHOEIRA,1
2020-07-25,18,CALDEIRAO GRANDE,1
2020-07-25,19,CAMACAN,11
2020-07-25,20,CAMACARI,39
2020-07-25,21,CAMPO FORMOSO,2
2020-07-25,22,CANAVIEIRAS,1
2020-07-25,23,CANDEIAS,14
2020-07-25,24,CANDIDO SALES,3
2020-07-25,25,CANSANCAO,1
2020-07-25,26,CANUDOS,1
2020-07-25,27,CAPIM GROSSO,2
2020-07-25,28,CARDEAL DA SILVA,1
2020-07-25,29,CASA NOVA,1
2020-07-25,30,CASTRO ALVES,2
2020-07-25,31,CATU,1
2020-07-25,32,CONCEICAO DA FEIRA,1
2020-07-25,33,CONCEICAO DO ALMEIDA,1
2020-07-25,34,CONCEICAO DO COITE,3
2020-07-25,35,CONCEICAO DO JACUIPE,1
2020-07-25,36,CONDE,1
2020-07-25,37,CONDEUBA,1
2020-07-25,38,CRUZ DAS ALMAS,1
2020-07-25,39,DIAS DAVILA,3
2020-07-25,40,EUNAPOLIS,10
2020-07-25,41,FEIRA DA MATA,1
2020-07-25,42,FEIRA DE SANTANA,77
2020-07-25,43,FILADELFIA,1
2020-07-25,44,FLORIANO,1
2020-07-25,45,GANDU,11
2020-07-25,46,GUAMARE*,1
2020-07-25,47,IACU,6
2020-07-25,48,IBICARAI,1
2020-07-25,49,IBIRAPITANGA,2
2020-07-25,50,IBIRATAIA,2
2020-07-25,51,IGRAPIUNA,1
2020-07-25,52,IGUAI,4
2020-07-25,53,ILHEUS*,149
2020-07-25,54,IPECAETA,1
2020-07-25,55,IPIAU *,6
2020-07-25,56,IPIRA,1
2020-07-25,57,IRECE,5
2020-07-25,58,ITABELA,1
2020-07-25,59,ITABERABA,12
2020-07-25,60,ITABUNA,154
2020-07-25,61,ITACARE,1
2020-07-25,62,ITAJUIPE,3
2020-07-25,63,ITAMARAJU,14
2020-07-25,64,ITANHEM,1
2020-07-25,65,ITAPARICA,4
2020-07-25,66,ITAPEBI,2
2020-07-25,67,ITAPETINGA,7
2020-07-25,68,ITUBERA,5
2020-07-25,69,JACOBINA,1
2020-07-25,70,JAGUARARI,1
2020-07-25,71,JEQUIE*,79
2020-07-25,72,JITAUNA,1
2020-07-25,73,JOAO DOURADO,1
2020-07-25,74,JUAZEIRO,52
2020-07-25,75,LAURO DE FREITAS*,50
2020-07-25,76,LUIS EDUARDO MAGALHAES,1
2020-07-25,77,MANOEL VITORINO,1
2020-07-25,78,MARACAS,2
2020-07-25,79,MARAGOGIPE,4
2020-07-25,80,MEDEIROS NETO,4
2020-07-25,81,MILAGRES,1
2020-07-25,82,MONTE SANTO,1
2020-07-25,83,MUCURI,2
2020-07-25,84,MULUNGU DO MORRO,1
2020-07-25,85,MUNDO NOVO,1
2020-07-25,86,MUTUIPE,1
2020-07-25,87,NAZARE,2
2020-07-25,88,NOVA IBIA,3
2020-07-25,89,NOVA VICOSA,2
2020-07-25,90,PAULO AFONSO,10
2020-07-25,91,PETROLINA,8
2020-07-25,92,PILAO ARCADO*,1
2020-07-25,93,PINDOBACU,2
2020-07-25,94,POCOES,1
2020-07-25,95,POJUCA,1
2020-07-25,96,PORTO SEGURO,19
2020-07-25,97,PRADO,3
2020-07-25,98,PRESIDENTE TANCREDO NEVES,5
2020-07-25,99,RECIFE,3
2020-07-25,100,REMANSO,16
2020-07-25,101,RIACHAO DO JACUIPE,1
2020-07-25,102,RIBEIRA DO POMBAL,1
2020-07-25,103,RIO DO PIRES,2
2020-07-25,104,RUY BARBOSA,1
2020-07-25,105,SALGUEIRO,1
2020-07-25,106,SALVADOR*,1945
2020-07-25,107,SANTA MARIA DA VITORIA,1
2020-07-25,108,SANTA RITA DE CASSIA,1
2020-07-25,109,SANTA TERESINHA,2
2020-07-25,110,SANTALUZ,3
2020-07-25,111,SANTO ANTONIO DE JESUS,23
2020-07-25,112,SAO FELIPE,2
2020-07-25,113,SAO FELIX,3
2020-07-25,114,SAO FELIX DO CORIBE,1
2020-07-25,115,SAO FRANCISCO DO CONDE,1
2020-07-25,116,SAO GONCALO DOS CAMPOS,3
2020-07-25,117,SAO SEBASTIAO DO PASSE,3
2020-07-25,118,SEABRA,5
2020-07-25,119,SENHOR DO BONFIM,3
2020-07-25,120,SERRA PRETA,2
2020-07-25,121,SERRINHA,2
2020-07-25,122,SIMOES FILHO,25
2020-07-25,123,SOBRADINHO,3
2020-07-25,124,TANQUINHO,1
2020-07-25,125,TEIXEIRA DE FREITAS,55
2020-07-25,126,TOBIAS BARRETO,1
2020-07-25,127,UBAITABA,2
2020-07-25,128,UBATA,2
2020-07-25,129,UMBURANAS,1
2020-07-25,130,URUCUCA,2
2020-07-25,131,UTINGA,2
2020-07-25,132,VALENCA,25
2020-07-25,133,VALENCA,1
2020-07-25,134,VARZEA DA ROCA,1
2020-07-25,135,VERA CRUZ,1
2020-07-25,136,VITORIA DA CONQUISTA,93
2020-07-25,1,SALVADOR,51989
