date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor,novos_casos,novos_obitos,taxa_letalidade,total_recuperados,codmun
2020-07-07,Tabocas do Brejo Velho,0,0,5,5,0,0.01,12518,39.94,10,1,0,0,0,0,0.0,4,2930907
2020-07-08,Tabocas do Brejo Velho,0,0,5,5,0,0.01,12518,39.94,11,1,0,0,0,0,0.0,4,2930907
2020-07-09,Tabocas do Brejo Velho,0,0,5,5,0,0.01,12518,39.94,12,0,0,0,0,0,0.0,5,2930907
2020-07-10,Tabocas do Brejo Velho,0,0,5,5,0,0.01,12518,39.94,13,0,0,0,0,0,0.0,5,2930907
2020-07-11,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,14,0,0,0,0,0,0.0,5,2930907
2020-07-12,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,15,0,0,0,0,0,0.0,5,2930907
2020-07-13,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,16,0,0,0,0,0,0.0,5,2930907
2020-07-14,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,17,0,0,0,0,0,0.0,5,2930907
2020-07-15,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,18,0,0,0,0,0,0.0,5,2930907
2020-07-16,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,19,0,0,0,0,0,0.0,5,2930907
2020-07-17,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,20,0,0,0,0,0,0.0,5,2930907
2020-07-18,Tabocas do Brejo Velho,0,0,5,5,0,0.0,12518,39.94,21,0,0,0,0,0,0.0,5,2930907
2020-05-19,Serra do Ramalho,2,0,1,3,0,0.03,31472,95.32,17,0,0,0,3,0,0.0,3,2930154
2020-05-20,Serra do Ramalho,2,0,1,3,0,0.03,31472,95.32,18,0,0,0,0,0,0.0,3,2930154
2020-05-21,Serra do Ramalho,2,0,1,3,0,0.03,31472,95.32,19,0,0,0,0,0,0.0,3,2930154
2020-05-22,Serra do Ramalho,2,0,1,3,0,0.03,31472,95.32,20,0,0,0,0,0,0.0,3,2930154
2020-05-23,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,21,0,0,0,0,0,0.0,3,2930154
2020-05-24,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,22,0,0,0,0,0,0.0,3,2930154
2020-05-25,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,23,0,0,0,0,0,0.0,3,2930154
2020-05-26,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,24,0,0,0,0,0,0.0,3,2930154
2020-05-27,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,25,0,0,0,0,0,0.0,3,2930154
2020-05-28,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,26,0,0,0,0,0,0.0,3,2930154
2020-05-29,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,26,0,0,0,0,0,0.0,3,2930154
2020-05-30,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,28,0,0,0,0,0,0.0,3,2930154
2020-05-31,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,29,0,0,0,0,0,0.0,3,2930154
2020-06-01,Serra do Ramalho,2,0,1,3,0,0.02,31472,95.32,30,0,0,0,0,0,0.0,3,2930154
2020-06-02,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,31,0,0,0,0,0,0.0,3,2930154
2020-06-03,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,32,0,0,0,0,0,0.0,3,2930154
2020-06-04,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,33,0,0,0,0,0,0.0,3,2930154
2020-06-05,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,34,0,0,0,0,0,0.0,3,2930154
2020-06-06,Serra do Ramalho,2,0,1,3,1,0.01,31472,95.32,35,0,0,0,0,0,0.0,3,2930154
2020-06-07,Serra do Ramalho,2,0,2,4,0,0.01,31472,127.1,0,1,0,0,1,0,0.0,3,2930154
2020-06-08,Serra do Ramalho,2,0,2,4,0,0.01,31472,127.1,1,1,0,0,0,0,0.0,3,2930154
2020-06-09,Serra do Ramalho,2,0,2,4,0,0.01,31472,127.1,2,1,0,0,0,0,0.0,3,2930154
2020-06-10,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,3,0,0,0,-1,0,0.0,3,2930154
2020-06-11,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,4,0,0,0,0,0,0.0,3,2930154
2020-06-12,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,5,0,0,0,0,0,0.0,3,2930154
2020-06-13,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,6,0,0,0,0,0,0.0,3,2930154
2020-06-14,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,7,0,0,0,0,0,0.0,3,2930154
2020-06-15,Serra do Ramalho,2,0,1,3,0,0.01,31472,95.32,8,0,0,0,0,0,0.0,3,2930154
2020-06-16,Serra do Ramalho,3,0,1,4,0,0.01,31472,127.1,9,1,0,0,1,0,0.0,3,2930154
2020-06-17,Serra do Ramalho,3,0,1,4,0,0.01,31472,127.1,10,1,0,0,0,0,0.0,3,2930154
2020-06-18,Serra do Ramalho,3,0,1,4,0,0.01,31472,127.1,11,1,0,0,0,0,0.0,3,2930154
2020-06-19,Serra do Ramalho,3,0,1,4,0,0.01,31472,127.1,11,1,0,0,0,0,0.0,3,2930154
2020-06-20,Serra do Ramalho,3,0,1,4,0,0.01,31472,12.71,13,1,0,0,0,0,0.0,3,2930154
2020-06-21,Serra do Ramalho,3,0,1,4,0,0.01,31472,12.71,14,1,0,0,0,0,0.0,3,2930154
2020-06-22,Serra do Ramalho,3,0,1,4,0,0.01,31472,12.71,15,1,0,0,0,0,0.0,3,2930154
2020-06-23,Serra do Ramalho,3,0,1,4,0,0.01,31472,12.71,15,1,0,0,0,0,0.0,3,2930154
2020-06-24,Serra do Ramalho,3,0,1,4,0,0.01,31472,12.71,15,1,0,0,0,0,0.0,3,2930154
2020-06-25,Serra do Ramalho,4,0,1,5,0,0.01,31472,15.89,0,2,0,0,1,0,0.0,3,2930154
2020-06-26,Serra do Ramalho,4,0,1,5,0,0.01,31472,15.89,1,2,0,0,0,0,0.0,3,2930154
2020-06-27,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,0,2,0,0,3,0,0.0,6,2930154
2020-06-28,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,1,2,0,0,0,0,0.0,6,2930154
2020-06-29,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,2,2,0,0,0,0,0.0,6,2930154
2020-06-30,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,3,2,0,0,0,0,0.0,6,2930154
2020-07-01,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,4,1,0,0,0,0,0.0,7,2930154
2020-07-02,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,5,1,0,0,0,0,0.0,7,2930154
2020-07-03,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,6,1,0,0,0,0,0.0,7,2930154
2020-07-04,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,7,1,0,0,0,0,0.0,7,2930154
2020-07-05,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,8,1,0,0,0,0,0.0,7,2930154
2020-07-06,Serra do Ramalho,7,0,1,8,0,0.01,31472,25.42,9,1,0,0,0,0,0.0,7,2930154
2020-07-07,Serra do Ramalho,8,0,1,9,0,0.01,31472,28.6,0,2,0,0,1,0,0.0,7,2930154
2020-07-08,Serra do Ramalho,8,0,1,9,0,0.01,31472,28.6,1,1,0,0,0,0,0.0,8,2930154
2020-07-09,Serra do Ramalho,8,0,1,9,0,0.01,31472,28.6,2,1,0,0,0,0,0.0,8,2930154
2020-07-10,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,3,0,0,0,-2,0,0.0,7,2930154
2020-07-11,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,4,0,0,0,0,0,0.0,7,2930154
2020-07-12,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,5,0,0,0,0,0,0.0,7,2930154
2020-07-13,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,6,0,0,0,0,0,0.0,7,2930154
2020-07-14,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,7,0,0,0,0,0,0.0,7,2930154
2020-07-15,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,8,0,0,0,0,0,0.0,7,2930154
2020-07-16,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,9,0,0,0,0,0,0.0,7,2930154
2020-07-17,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,10,0,0,0,0,0,0.0,7,2930154
2020-07-18,Serra do Ramalho,6,0,1,7,0,0.01,31472,22.24,11,0,0,0,0,0,0.0,7,2930154
2020-06-02,Correntina,1,0,0,1,0,0.0,32137,31.12,0,0,0,0,1,0,0.0,1,2909307
2020-06-03,Correntina,1,0,0,1,0,0.0,32137,31.12,1,0,0,0,0,0,0.0,1,2909307
2020-06-04,Correntina,1,0,0,1,1,0.0,32137,31.12,2,0,0,0,0,0,0.0,1,2909307
2020-06-05,Correntina,2,0,3,5,1,0.02,32137,155.58,0,3,0,0,4,0,0.0,2,2909307
2020-06-06,Correntina,1,0,4,5,0,0.02,32137,155.58,1,3,0,0,0,0,0.0,2,2909307
2020-06-07,Correntina,2,0,4,6,0,0.02,32137,186.7,0,4,0,0,1,0,0.0,2,2909307
2020-06-08,Correntina,1,1,5,7,0,0.02,32137,217.82,0,5,0,0,1,0,0.0,2,2909307
2020-06-09,Correntina,1,1,5,7,0,0.02,32137,217.82,1,4,0,0,0,0,0.0,3,2909307
2020-06-10,Correntina,1,1,5,7,0,0.02,32137,217.82,2,4,0,0,0,0,0.0,3,2909307
2020-06-11,Correntina,1,1,5,7,0,0.02,32137,217.82,3,4,0,0,0,0,0.0,3,2909307
2020-06-12,Correntina,1,1,5,7,0,0.02,32137,217.82,4,3,0,0,0,0,0.0,4,2909307
2020-06-13,Correntina,1,1,5,7,0,0.02,32137,217.82,5,3,0,0,0,0,0.0,4,2909307
2020-06-14,Correntina,1,1,5,7,0,0.02,32137,217.82,6,3,0,0,0,0,0.0,4,2909307
2020-06-15,Correntina,1,1,5,7,0,0.02,32137,217.82,7,3,0,0,0,0,0.0,4,2909307
2020-06-16,Correntina,1,1,5,7,0,0.02,32137,217.82,8,3,0,0,0,0,0.0,4,2909307
2020-06-17,Correntina,1,1,5,7,0,0.02,32137,217.82,9,3,0,0,0,0,0.0,4,2909307
2020-06-18,Correntina,1,1,5,7,0,0.02,32137,217.82,10,3,0,0,0,0,0.0,4,2909307
2020-06-19,Correntina,1,1,5,7,0,0.02,32137,217.82,10,3,0,0,0,0,0.0,4,2909307
2020-06-20,Correntina,0,1,3,4,0,0.01,32137,12.45,12,2,0,0,-3,0,0.0,2,2909307
2020-06-21,Correntina,0,1,3,4,0,0.01,32137,12.45,13,2,0,0,0,0,0.0,2,2909307
2020-06-22,Correntina,0,1,3,4,0,0.01,32137,12.45,14,2,0,0,0,0,0.0,2,2909307
2020-06-23,Correntina,0,1,3,4,0,0.01,32137,12.45,14,2,0,0,0,0,0.0,2,2909307
2020-06-24,Correntina,0,1,3,4,0,0.01,32137,12.45,14,2,0,0,0,0,0.0,2,2909307
2020-06-25,Correntina,1,1,3,5,0,0.01,32137,15.56,17,3,0,0,1,0,0.0,2,2909307
2020-06-26,Correntina,1,1,3,5,0,0.01,32137,15.56,18,3,0,0,0,0,0.0,2,2909307
2020-06-27,Correntina,1,1,3,5,0,0.01,32137,15.56,19,1,0,0,0,0,0.0,4,2909307
2020-06-28,Correntina,1,1,3,5,0,0.01,32137,15.56,20,1,0,0,0,0,0.0,4,2909307
2020-06-29,Correntina,1,1,3,5,0,0.01,32137,15.56,21,1,0,0,0,0,0.0,4,2909307
2020-06-30,Correntina,1,1,3,5,0,0.01,32137,15.56,22,1,0,0,0,0,0.0,4,2909307
2020-07-01,Correntina,1,1,3,5,0,0.01,32137,15.56,23,1,0,0,0,0,0.0,4,2909307
2020-07-02,Correntina,2,1,3,6,0,0.01,32137,18.67,24,2,0,0,1,0,0.0,4,2909307
2020-07-03,Correntina,2,1,4,7,1,0.01,32137,21.78,25,3,0,0,1,0,0.0,4,2909307
2020-07-04,Correntina,3,1,5,9,1,0.01,32137,28.01,0,5,0,0,2,0,0.0,4,2909307
2020-07-05,Correntina,3,1,6,10,0,0.01,32137,31.12,0,6,0,0,1,0,0.0,4,2909307
2020-07-06,Correntina,3,1,5,9,0,0.01,32137,28.01,1,5,0,0,-1,0,0.0,4,2909307
2020-07-07,Correntina,3,1,5,9,1,0.01,32137,28.01,2,5,0,0,0,0,0.0,4,2909307
2020-07-08,Correntina,5,1,6,12,0,0.01,32137,37.34,0,8,0,0,3,0,0.0,4,2909307
2020-07-09,Correntina,5,1,7,13,0,0.01,32137,40.45,0,8,0,0,1,0,0.0,5,2909307
2020-07-10,Correntina,5,1,7,13,4,0.01,32137,40.45,1,8,0,0,0,0,0.0,5,2909307
2020-07-11,Correntina,5,1,11,17,0,0.02,32137,52.9,0,12,0,0,4,0,0.0,5,2909307
2020-07-12,Correntina,6,1,11,18,5,0.02,32137,56.01,0,13,0,0,1,0,0.0,5,2909307
2020-07-13,Correntina,6,1,16,23,0,0.02,32137,71.57,0,18,0,0,5,0,0.0,5,2909307
2020-07-14,Correntina,6,1,16,23,1,0.02,32137,71.57,1,16,0,0,0,0,0.0,7,2909307
2020-07-15,Correntina,8,1,17,26,7,0.02,32137,80.9,0,18,0,0,3,0,0.0,8,2909307
2020-07-16,Correntina,8,1,24,33,3,0.03,32137,102.69,0,19,0,0,7,0,0.0,14,2909307
2020-07-17,Correntina,8,1,28,37,0,0.03,32137,115.13,0,20,0,0,4,0,0.0,17,2909307
2020-07-18,Correntina,9,1,28,38,3,0.03,32137,118.24,0,18,0,0,1,0,0.0,20,2909307
2020-05-19,Santa Maria da Vitória,1,0,0,1,1,0.01,39845,25.1,5,0,0,0,1,0,0.0,1,2928109
2020-05-20,Santa Maria da Vitória,1,0,0,1,1,0.01,39845,25.1,6,0,0,0,0,0,0.0,1,2928109
2020-05-21,Santa Maria da Vitória,1,0,0,1,1,0.01,39845,25.1,7,0,0,0,0,0,0.0,1,2928109
2020-05-22,Santa Maria da Vitória,1,0,0,1,1,0.01,39845,25.1,8,0,0,0,0,0,0.0,1,2928109
2020-05-23,Santa Maria da Vitória,2,0,0,2,0,0.02,39845,50.19,9,0,0,0,1,0,0.0,2,2928109
2020-05-24,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,10,0,0,0,0,0,0.0,2,2928109
2020-05-25,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,11,0,0,0,0,0,0.0,2,2928109
2020-05-26,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,12,0,0,0,0,0,0.0,2,2928109
2020-05-27,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,13,0,0,0,0,0,0.0,2,2928109
2020-05-28,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,14,0,0,0,0,0,0.0,2,2928109
2020-05-29,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,14,0,0,0,0,0,0.0,2,2928109
2020-05-30,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,16,0,0,1,0,0,0.0,2,2928109
2020-05-31,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,17,0,0,1,0,0,0.0,2,2928109
2020-06-01,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,18,0,0,1,0,0,0.0,2,2928109
2020-06-02,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,19,0,0,1,0,0,0.0,2,2928109
2020-06-03,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,20,0,0,1,0,0,0.0,2,2928109
2020-06-04,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,21,0,0,1,0,0,0.0,2,2928109
2020-06-05,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,22,0,0,1,0,0,0.0,2,2928109
2020-06-06,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,23,0,0,1,0,0,0.0,2,2928109
2020-06-07,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,24,0,0,1,0,0,0.0,2,2928109
2020-06-08,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,25,0,0,1,0,0,0.0,2,2928109
2020-06-09,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,26,0,0,1,0,0,0.0,2,2928109
2020-06-10,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,27,0,0,1,0,0,0.0,2,2928109
2020-06-11,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,28,0,0,1,0,0,0.0,2,2928109
2020-06-12,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,29,0,0,1,0,0,0.0,2,2928109
2020-06-13,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,30,0,0,1,0,0,0.0,2,2928109
2020-06-14,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,31,0,0,1,0,0,0.0,2,2928109
2020-06-15,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,32,0,0,1,0,0,0.0,2,2928109
2020-06-16,Santa Maria da Vitória,2,0,0,2,0,0.01,39845,50.19,33,0,0,1,0,0,0.0,2,2928109
2020-06-17,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,50.19,34,0,0,1,0,0,0.0,2,2928109
2020-06-18,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,50.19,35,0,0,1,0,0,0.0,2,2928109
2020-06-19,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,50.19,35,0,0,1,0,0,0.0,2,2928109
2020-06-20,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,37,0,0,1,0,0,0.0,2,2928109
2020-06-21,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,38,0,0,1,0,0,0.0,2,2928109
2020-06-22,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,39,0,0,1,0,0,0.0,2,2928109
2020-06-23,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,39,0,0,1,0,0,0.0,2,2928109
2020-06-24,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,39,0,0,1,0,0,0.0,2,2928109
2020-06-25,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,42,0,0,1,0,0,0.0,2,2928109
2020-06-26,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,43,0,0,1,0,0,0.0,2,2928109
2020-06-27,Santa Maria da Vitória,4,0,2,6,0,0.01,39845,15.06,0,2,0,1,4,0,0.0,4,2928109
2020-06-28,Santa Maria da Vitória,4,0,2,6,0,0.01,39845,15.06,1,1,0,1,0,0,0.0,5,2928109
2020-06-29,Santa Maria da Vitória,4,0,2,6,0,0.01,39845,15.06,2,1,0,1,0,0,0.0,5,2928109
2020-06-30,Santa Maria da Vitória,1,0,0,1,0,0.0,39845,2.51,3,0,0,1,-5,0,0.0,1,2928109
2020-07-01,Santa Maria da Vitória,1,0,0,1,0,0.0,39845,2.51,4,0,0,1,0,0,0.0,1,2928109
2020-07-02,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,5,1,0,1,1,0,0.0,1,2928109
2020-07-03,Santa Maria da Vitória,2,0,0,2,0,0.0,39845,5.02,6,1,0,1,0,0,0.0,1,2928109
2020-07-04,Santa Maria da Vitória,3,0,0,3,1,0.0,39845,7.53,7,2,0,1,1,0,0.0,1,2928109
2020-07-05,Santa Maria da Vitória,3,0,1,4,0,0.0,39845,10.04,8,3,0,1,1,0,0.0,1,2928109
2020-07-06,Santa Maria da Vitória,3,0,1,4,0,0.0,39845,10.04,9,3,0,1,0,0,0.0,1,2928109
2020-07-07,Santa Maria da Vitória,4,0,1,5,0,0.01,39845,12.55,10,4,0,1,1,0,0.0,1,2928109
2020-07-08,Santa Maria da Vitória,4,0,1,5,0,0.01,39845,12.55,11,4,0,1,0,0,0.0,1,2928109
2020-07-09,Santa Maria da Vitória,4,0,1,5,0,0.01,39845,12.55,12,3,0,1,0,0,0.0,2,2928109
2020-07-10,Santa Maria da Vitória,4,0,1,5,0,0.01,39845,12.55,13,3,0,1,0,0,0.0,2,2928109
2020-07-11,Santa Maria da Vitória,4,0,2,6,3,0.01,39845,15.06,14,4,0,1,1,0,0.0,2,2928109
2020-07-12,Santa Maria da Vitória,5,0,5,10,0,0.01,39845,25.1,0,7,0,1,4,0,0.0,3,2928109
2020-07-13,Santa Maria da Vitória,5,0,5,10,0,0.01,39845,25.1,1,7,0,1,0,0,0.0,3,2928109
2020-07-14,Santa Maria da Vitória,5,0,6,11,3,0.01,39845,27.61,0,6,0,1,1,0,0.0,5,2928109
2020-07-15,Santa Maria da Vitória,6,0,8,14,0,0.01,39845,35.14,0,6,0,1,3,0,0.0,8,2928109
2020-07-16,Santa Maria da Vitória,6,0,8,14,2,0.01,39845,35.14,1,6,0,1,0,0,0.0,8,2928109
2020-07-17,Santa Maria da Vitória,8,0,10,18,0,0.02,39845,45.18,0,9,0,1,4,0,0.0,9,2928109
2020-07-18,Santa Maria da Vitória,9,0,10,19,0,0.02,39845,47.68,0,8,0,1,1,0,0.0,11,2928109
2020-05-19,Paratinga,0,0,0,0,1,0.0,32000,0.0,0,0,0,0,0,0,0.0,0,2923704
2020-05-20,Paratinga,0,0,0,0,1,0.0,32000,0.0,1,0,0,0,0,0,0.0,0,2923704
2020-05-21,Paratinga,0,0,0,0,1,0.0,32000,0.0,2,0,0,0,0,0,0.0,0,2923704
2020-05-22,Paratinga,0,0,0,0,1,0.0,32000,0.0,3,0,0,0,0,0,0.0,0,2923704
2020-05-23,Paratinga,1,0,0,1,0,0.01,32000,31.25,0,0,0,0,1,0,0.0,1,2923704
2020-05-24,Paratinga,1,0,0,1,0,0.01,32000,31.25,1,0,0,0,0,0,0.0,1,2923704
2020-05-25,Paratinga,1,0,0,1,0,0.01,32000,31.25,2,0,0,0,0,0,0.0,1,2923704
2020-05-26,Paratinga,1,0,0,1,0,0.01,32000,31.25,3,0,0,0,0,0,0.0,1,2923704
2020-05-27,Paratinga,1,0,0,1,0,0.01,32000,31.25,4,0,0,0,0,0,0.0,1,2923704
2020-05-28,Paratinga,1,0,0,1,0,0.01,32000,31.25,5,0,0,0,0,0,0.0,1,2923704
2020-05-29,Paratinga,1,0,0,1,0,0.01,32000,31.25,5,0,0,0,0,0,0.0,1,2923704
2020-05-30,Paratinga,1,0,0,1,0,0.01,32000,31.25,7,0,0,0,0,0,0.0,1,2923704
2020-05-31,Paratinga,1,0,0,1,0,0.01,32000,31.25,8,0,0,0,0,0,0.0,1,2923704
2020-06-01,Paratinga,1,0,0,1,0,0.01,32000,31.25,9,0,0,0,0,0,0.0,1,2923704
2020-06-02,Paratinga,2,0,0,2,0,0.01,32000,62.5,0,1,0,0,1,0,0.0,1,2923704
2020-06-03,Paratinga,2,0,0,2,0,0.01,32000,62.5,1,1,0,0,0,0,0.0,1,2923704
2020-06-04,Paratinga,2,0,0,2,0,0.01,32000,62.5,2,1,0,0,0,0,0.0,1,2923704
2020-06-05,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-06,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-07,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-08,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-09,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-10,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-11,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-12,Paratinga,2,0,0,2,0,0.01,32000,62.5,3,1,0,0,0,0,0.0,1,2923704
2020-06-13,Paratinga,1,0,0,1,0,0.0,32000,31.25,11,1,0,0,-1,0,0.0,0,2923704
2020-06-14,Paratinga,1,0,0,1,0,0.0,32000,31.25,12,1,0,0,0,0,0.0,0,2923704
2020-06-15,Paratinga,1,0,0,1,0,0.0,32000,31.25,13,1,0,0,0,0,0.0,0,2923704
2020-06-16,Paratinga,1,0,0,1,0,0.0,32000,31.25,14,1,0,0,0,0,0.0,0,2923704
2020-06-17,Paratinga,1,0,0,1,0,0.0,32000,31.25,15,1,0,0,0,0,0.0,0,2923704
2020-06-18,Paratinga,1,0,0,1,0,0.0,32000,31.25,16,1,0,0,0,0,0.0,0,2923704
2020-06-19,Paratinga,1,0,0,1,0,0.0,32000,31.25,16,1,0,0,0,0,0.0,0,2923704
2020-06-20,Paratinga,1,0,0,1,0,0.0,32000,3.13,18,1,0,0,0,0,0.0,0,2923704
2020-06-21,Paratinga,1,0,0,1,0,0.0,32000,3.13,19,1,0,0,0,0,0.0,0,2923704
2020-06-22,Paratinga,1,0,0,1,0,0.0,32000,3.13,20,1,0,0,0,0,0.0,0,2923704
2020-06-23,Paratinga,1,0,0,1,0,0.0,32000,3.13,20,1,0,0,0,0,0.0,0,2923704
2020-06-24,Paratinga,1,0,0,1,0,0.0,32000,3.13,20,1,0,0,0,0,0.0,0,2923704
2020-06-25,Paratinga,2,0,0,2,0,0.0,32000,6.25,23,2,0,0,1,0,0.0,0,2923704
2020-06-26,Paratinga,2,0,0,2,0,0.0,32000,6.25,24,2,0,0,0,0,0.0,0,2923704
2020-06-27,Paratinga,3,0,8,11,0,0.02,32000,34.38,0,11,0,0,9,0,0.0,0,2923704
2020-06-28,Paratinga,3,0,8,11,0,0.02,32000,34.38,1,11,0,0,0,0,0.0,0,2923704
2020-06-29,Paratinga,3,0,8,11,0,0.02,32000,34.38,2,11,0,0,0,0,0.0,0,2923704
2020-06-30,Paratinga,3,0,8,11,0,0.02,32000,34.38,3,9,0,0,0,0,0.0,2,2923704
2020-07-01,Paratinga,3,0,8,11,0,0.01,32000,34.38,4,8,0,0,0,0,0.0,3,2923704
2020-07-02,Paratinga,3,0,8,11,0,0.01,32000,34.38,5,8,0,0,0,0,0.0,3,2923704
2020-07-03,Paratinga,3,0,8,11,0,0.01,32000,34.38,6,8,0,0,0,0,0.0,3,2923704
2020-07-04,Paratinga,3,0,8,11,1,0.01,32000,34.38,7,8,0,0,0,0,0.0,3,2923704
2020-07-05,Paratinga,3,0,9,12,0,0.01,32000,37.5,0,9,0,0,1,0,0.0,3,2923704
2020-07-06,Paratinga,3,0,9,12,0,0.01,32000,37.5,1,9,0,0,0,0,0.0,3,2923704
2020-07-07,Paratinga,3,0,9,12,0,0.01,32000,37.5,2,7,0,0,0,0,0.0,5,2923704
2020-07-08,Paratinga,3,0,9,12,0,0.01,32000,37.5,3,6,0,0,0,0,0.0,6,2923704
2020-07-09,Paratinga,3,0,9,12,0,0.01,32000,37.5,4,5,0,0,0,0,0.0,7,2923704
2020-07-10,Paratinga,3,0,10,13,3,0.01,32000,40.63,0,6,0,0,1,0,0.0,7,2923704
2020-07-11,Paratinga,3,0,13,16,0,0.02,32000,50.0,0,9,0,0,3,0,0.0,7,2923704
