date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor,novos_casos,novos_obitos,taxa_letalidade,total_recuperados,codmun
2020-05-19,Feira de Santana,187,0,0,187,41,2.17,614872,304.13,0,2,0,0,187,0,0.0,185,2910800
2020-05-20,Feira de Santana,217,0,0,217,33,2.46,614872,352.92,0,3,0,0,30,0,0.0,214,2910800
2020-05-21,Feira de Santana,240,0,0,240,29,2.26,614872,390.33,0,3,0,0,23,0,0.0,237,2910800
2020-05-22,Feira de Santana,248,0,0,248,61,2.24,614872,403.34,0,3,1,0,8,1,0.4,244,2910800
2020-05-23,Feira de Santana,311,0,0,311,8,2.42,614872,505.8,0,3,1,0,63,0,0.32,307,2910800
2020-05-24,Feira de Santana,327,0,0,327,25,2.39,614872,531.82,0,3,1,0,16,0,0.31,323,2910800
2020-05-25,Feira de Santana,368,0,0,368,7,2.62,614872,598.5,0,4,1,0,41,0,0.27,363,2910800
2020-05-26,Feira de Santana,376,0,0,376,30,2.63,614872,611.51,0,4,1,0,8,0,0.27,371,2910800
2020-05-27,Feira de Santana,408,0,0,408,4,2.74,614872,663.55,0,4,1,0,32,0,0.25,403,2910800
2020-05-28,Feira de Santana,413,0,0,413,12,2.65,614872,671.68,0,243,4,1,5,3,0.97,166,2910800
2020-05-29,Feira de Santana,413,0,0,413,12,2.65,614872,671.68,0,243,4,1,0,0,0.97,166,2910800
2020-05-30,Feira de Santana,443,0,6,449,11,2.6,614872,730.23,0,267,5,2,36,1,1.11,177,2910800
2020-05-31,Feira de Santana,457,0,6,463,18,2.56,614872,753.0,0,280,6,3,14,1,1.3,177,2910800
2020-06-01,Feira de Santana,480,0,6,486,27,2.61,614872,790.41,0,297,6,4,23,0,1.23,183,2910800
2020-06-02,Feira de Santana,527,0,10,537,28,2.56,614872,873.35,0,332,6,5,51,0,1.12,199,2910800
2020-06-03,Feira de Santana,556,0,12,568,45,2.6,614872,923.77,0,355,6,5,31,0,1.06,207,2910800
2020-06-04,Feira de Santana,609,0,13,622,51,2.7,614872,1011.59,0,390,6,5,54,0,0.96,226,2910800
2020-06-05,Feira de Santana,703,0,16,719,44,2.77,614872,1169.35,0,385,6,5,97,0,0.83,328,2910800
2020-06-06,Feira de Santana,749,0,22,771,19,2.86,614872,1253.92,0,425,6,5,52,0,0.78,340,2910800
2020-06-07,Feira de Santana,764,0,27,791,22,2.84,614872,1286.45,0,436,7,6,20,1,0.88,348,2910800
2020-06-08,Feira de Santana,780,0,37,817,17,2.87,614872,1328.73,0,454,8,7,26,1,0.98,355,2910800
2020-06-09,Feira de Santana,802,0,37,839,28,2.82,614872,1364.51,0,448,9,7,22,1,1.07,382,2910800
2020-06-10,Feira de Santana,835,1,43,879,87,2.77,614872,1429.57,0,464,11,9,40,2,1.25,404,2910800
2020-06-11,Feira de Santana,910,1,63,974,17,2.91,614872,1584.07,0,551,11,9,95,0,1.13,412,2910800
2020-06-12,Feira de Santana,930,1,62,993,20,2.89,614872,1614.97,0,564,13,11,19,2,1.31,416,2910800
2020-06-13,Feira de Santana,930,1,63,994,19,2.81,614872,1616.6,0,548,17,15,1,4,1.71,429,2910800
2020-06-14,Feira de Santana,940,1,65,1006,15,2.78,614872,1636.11,0,553,19,17,12,2,1.89,434,2910800
2020-06-15,Feira de Santana,968,1,66,1035,28,2.78,614872,1683.28,0,563,26,22,29,7,2.51,446,2910800
2020-06-16,Feira de Santana,1018,1,71,1090,87,2.82,614872,1772.73,0,604,28,24,55,2,2.57,458,2910800
2020-06-17,Feira de Santana,1107,1,71,1179,27,2.93,614872,1917.47,0,679,28,24,89,0,2.37,472,2910800
2020-06-18,Feira de Santana,1108,1,71,1180,79,2.93,614872,1919.1,0,668,30,27,1,2,2.54,482,2910800
2020-06-19,Feira de Santana,1108,1,71,1180,79,2.93,614872,1919.1,0,668,30,27,0,0,2.54,482,2910800
2020-06-20,Feira de Santana,1219,1,72,1292,43,2.9,614872,210.13,0,673,31,28,112,1,2.4,588,2910800
2020-06-21,Feira de Santana,1283,1,73,1357,28,2.96,614872,220.7,0,716,31,28,65,0,2.28,610,2910800
2020-06-22,Feira de Santana,1339,2,75,1416,55,3.04,614872,230.29,0,740,37,35,59,6,2.61,639,2910800
2020-06-23,Feira de Santana,1339,2,75,1416,55,3.04,614872,230.29,0,740,37,35,0,0,2.61,639,2910800
2020-06-24,Feira de Santana,1339,2,75,1416,55,3.04,614872,230.29,0,740,37,35,0,0,2.61,639,2910800
2020-06-25,Feira de Santana,1653,4,87,1744,37,3.24,614872,283.64,0,895,41,36,328,4,2.35,808,2910800
2020-06-26,Feira de Santana,1717,4,88,1809,63,3.24,614872,294.21,0,909,44,39,65,3,2.43,856,2910800
2020-06-27,Feira de Santana,2628,4,303,2935,27,4.52,614872,477.34,0,1384,45,40,1126,1,1.53,1506,2910800
2020-06-28,Feira de Santana,2736,4,332,3072,33,4.54,614872,499.62,0,1302,46,40,137,1,1.5,1724,2910800
2020-06-29,Feira de Santana,2773,5,332,3110,49,4.51,614872,505.8,0,1286,46,40,38,0,1.48,1778,2910800
2020-06-30,Feira de Santana,2841,4,351,3196,138,4.49,614872,519.78,0,1153,48,43,86,2,1.5,1995,2910800
2020-07-01,Feira de Santana,2915,4,370,3289,273,4.42,614872,534.91,0,1066,49,44,93,1,1.49,2174,2910800
2020-07-02,Feira de Santana,3166,4,408,3578,308,4.6,614872,581.91,0,1192,49,44,289,0,1.37,2337,2910800
2020-07-03,Feira de Santana,3448,4,458,3910,149,4.84,614872,635.9,0,1404,49,44,332,0,1.25,2457,2910800
2020-07-04,Feira de Santana,3593,4,478,4075,91,4.85,614872,662.74,0,1427,52,45,165,3,1.28,2596,2910800
2020-07-05,Feira de Santana,3662,4,509,4175,57,4.84,614872,679.0,0,1450,54,48,100,2,1.29,2671,2910800
2020-07-06,Feira de Santana,3731,4,512,4247,30,4.85,614872,690.71,0,1420,54,49,72,0,1.27,2773,2910800
2020-07-07,Feira de Santana,3777,4,513,4294,213,4.77,614872,698.36,0,1288,59,54,47,5,1.37,2947,2910800
2020-07-08,Feira de Santana,3995,4,534,4533,187,4.84,614872,737.23,0,1344,60,55,239,1,1.32,3129,2910800
2020-07-09,Feira de Santana,4161,1,570,4732,80,4.9,614872,769.59,0,1383,60,55,199,0,1.27,3289,2910800
2020-07-10,Feira de Santana,4237,1,588,4826,81,4.85,614872,784.88,0,1286,61,57,94,1,1.26,3479,2910800
2020-07-11,Feira de Santana,4319,1,597,4917,104,4.8,614872,799.68,0,1353,61,57,91,0,1.24,3503,2910800
2020-07-12,Feira de Santana,4409,1,621,5031,64,4.8,614872,818.22,0,1441,64,59,114,3,1.27,3526,2910800
2020-07-13,Feira de Santana,4480,1,621,5102,27,4.81,614872,829.77,0,1489,65,59,71,1,1.27,3548,2910800
2020-07-14,Feira de Santana,4521,1,624,5146,163,4.76,614872,836.92,0,1028,66,60,44,1,1.28,4052,2910800
2020-07-15,Feira de Santana,4620,1,701,5322,116,4.79,614872,865.55,0,952,66,60,176,0,1.24,4304,2910800
2020-07-16,Feira de Santana,4711,1,743,5455,124,4.77,614872,887.18,0,830,67,61,133,1,1.23,4558,2910800
2020-07-17,Feira de Santana,4848,1,755,5604,121,4.79,614872,911.41,0,764,72,64,149,5,1.28,4768,2910800
2020-07-18,Feira de Santana,4863,1,763,5627,187,4.77,614872,915.15,0,572,72,64,23,0,1.28,4983,2910800
2020-05-19,Serrinha,6,0,0,6,1,0.07,80861,74.2,8,0,0,0,6,0,0.0,6,2930501
2020-05-20,Serrinha,7,0,0,7,1,0.08,80861,86.57,0,0,0,0,1,0,0.0,7,2930501
2020-05-21,Serrinha,9,0,0,9,0,0.08,80861,111.3,0,0,0,0,2,0,0.0,9,2930501
2020-05-22,Serrinha,9,0,0,9,0,0.08,80861,111.3,1,0,0,0,0,0,0.0,9,2930501
2020-05-23,Serrinha,10,0,0,10,1,0.08,80861,123.67,0,0,0,0,1,0,0.0,10,2930501
2020-05-24,Serrinha,16,0,0,16,0,0.12,80861,197.87,0,0,0,0,6,0,0.0,16,2930501
2020-05-25,Serrinha,16,0,0,16,0,0.11,80861,197.87,1,0,0,0,0,0,0.0,16,2930501
2020-05-26,Serrinha,21,0,0,21,0,0.15,80861,259.7,0,0,0,0,5,0,0.0,21,2930501
2020-05-27,Serrinha,22,0,0,22,0,0.15,80861,272.07,0,0,0,0,1,0,0.0,22,2930501
2020-05-28,Serrinha,25,0,0,25,0,0.16,80861,309.17,0,18,0,0,3,0,0.0,7,2930501
2020-05-29,Serrinha,25,0,0,25,0,0.16,80861,309.17,0,18,0,0,0,0,0.0,7,2930501
2020-05-30,Serrinha,31,0,1,32,1,0.19,80861,395.74,0,24,0,0,7,0,0.0,8,2930501
2020-05-31,Serrinha,33,0,1,34,0,0.19,80861,420.47,0,26,0,0,2,0,0.0,8,2930501
2020-06-01,Serrinha,33,0,1,34,0,0.18,80861,420.47,1,26,0,0,0,0,0.0,8,2930501
2020-06-02,Serrinha,38,0,5,43,0,0.21,80861,531.78,0,35,0,0,9,0,0.0,8,2930501
2020-06-03,Serrinha,42,0,5,47,5,0.21,80861,581.24,0,39,0,0,4,0,0.0,8,2930501
2020-06-04,Serrinha,44,0,9,53,6,0.23,80861,655.45,0,45,0,0,6,0,0.0,8,2930501
2020-06-05,Serrinha,46,0,17,63,11,0.24,80861,779.11,0,54,0,0,10,0,0.0,9,2930501
2020-06-06,Serrinha,50,0,27,77,18,0.29,80861,952.25,0,67,0,0,14,0,0.0,10,2930501
2020-06-07,Serrinha,55,0,45,100,2,0.36,80861,1236.69,0,90,0,0,23,0,0.0,10,2930501
2020-06-08,Serrinha,56,0,46,102,0,0.36,80861,1261.42,0,92,0,0,2,0,0.0,10,2930501
2020-06-09,Serrinha,58,0,46,104,3,0.35,80861,1286.16,0,94,0,0,2,0,0.0,10,2930501
2020-06-10,Serrinha,64,0,49,113,3,0.36,80861,1397.46,0,103,0,0,9,0,0.0,10,2930501
2020-06-11,Serrinha,67,0,51,118,0,0.35,80861,1459.29,0,108,0,0,5,0,0.0,10,2930501
2020-06-12,Serrinha,70,0,52,122,2,0.36,80861,1508.76,0,112,0,0,4,0,0.0,10,2930501
2020-06-13,Serrinha,80,0,52,132,1,0.37,80861,1632.43,0,119,2,2,10,2,1.52,11,2930501
2020-06-14,Serrinha,87,0,53,140,1,0.39,80861,1731.37,0,127,2,2,8,0,1.43,11,2930501
2020-06-15,Serrinha,88,0,53,141,1,0.38,80861,1743.73,0,122,3,2,1,1,2.13,16,2930501
2020-06-16,Serrinha,90,0,53,143,0,0.37,80861,1768.47,0,123,3,2,2,0,2.1,17,2930501
2020-06-17,Serrinha,93,2,54,149,2,0.37,80861,1842.67,0,128,3,2,6,0,2.01,18,2930501
2020-06-18,Serrinha,93,2,54,149,3,0.37,80861,1842.67,1,124,3,2,0,0,2.01,22,2930501
2020-06-19,Serrinha,93,2,54,149,3,0.37,80861,1842.67,1,124,3,2,0,0,2.01,22,2930501
2020-06-20,Serrinha,102,2,62,166,13,0.37,80861,205.29,0,123,3,2,17,0,1.81,40,2930501
2020-06-21,Serrinha,106,3,72,181,0,0.39,80861,223.84,0,127,4,2,15,1,2.21,50,2930501
2020-06-22,Serrinha,106,3,72,181,0,0.39,80861,223.84,1,123,4,2,0,0,2.21,54,2930501
2020-06-23,Serrinha,106,3,72,181,0,0.39,80861,223.84,1,123,4,2,0,0,2.21,54,2930501
2020-06-24,Serrinha,106,3,72,181,0,0.39,80861,223.84,1,123,4,2,0,0,2.21,54,2930501
2020-06-25,Serrinha,117,3,72,192,1,0.36,80861,237.44,0,93,2,2,11,-2,1.04,97,2930501
2020-06-26,Serrinha,118,3,72,193,0,0.35,80861,238.68,0,86,3,2,1,1,1.55,104,2930501
2020-06-27,Serrinha,124,3,88,215,0,0.33,80861,265.89,0,71,3,2,22,0,1.4,141,2930501
2020-06-28,Serrinha,125,3,88,216,4,0.32,80861,267.13,0,67,3,2,1,0,1.39,146,2930501
2020-06-29,Serrinha,126,3,92,221,1,0.32,80861,273.31,0,69,3,2,5,0,1.36,149,2930501
2020-06-30,Serrinha,134,3,93,230,37,0.32,80861,284.44,0,67,3,2,9,0,1.3,160,2930501
2020-07-01,Serrinha,138,3,127,268,4,0.36,80861,331.43,0,85,3,2,38,0,1.12,180,2930501
2020-07-02,Serrinha,142,3,127,272,1,0.35,80861,336.38,0,83,3,2,4,0,1.1,186,2930501
2020-07-03,Serrinha,146,3,128,277,1,0.34,80861,342.56,0,85,3,2,5,0,1.08,189,2930501
2020-07-04,Serrinha,150,3,128,281,0,0.33,80861,347.51,0,81,3,2,4,0,1.07,197,2930501
2020-07-05,Serrinha,152,3,128,283,0,0.33,80861,349.98,0,82,4,2,2,1,1.41,197,2930501
2020-07-06,Serrinha,155,3,128,286,0,0.33,80861,353.69,0,79,4,2,3,0,1.4,203,2930501
2020-07-07,Serrinha,159,3,128,290,0,0.32,80861,358.64,0,83,4,2,4,0,1.38,203,2930501
2020-07-08,Serrinha,160,3,128,291,2,0.31,80861,359.88,0,73,5,2,1,1,1.72,213,2930501
2020-07-09,Serrinha,167,0,134,301,0,0.31,80861,372.24,0,71,5,2,10,0,1.66,225,2930501
2020-07-10,Serrinha,169,0,134,303,1,0.3,80861,374.72,0,66,5,2,2,0,1.65,232,2930501
2020-07-11,Serrinha,169,0,135,304,0,0.3,80861,375.95,0,65,6,2,1,1,1.97,233,2930501
2020-07-12,Serrinha,169,0,135,304,1,0.29,80861,375.95,1,63,6,2,0,0,1.97,235,2930501
2020-07-13,Serrinha,190,0,135,325,0,0.31,80861,401.92,0,76,6,2,21,0,1.85,243,2930501
2020-07-14,Serrinha,190,0,135,325,0,0.3,80861,401.92,1,56,6,2,0,0,1.85,263,2930501
2020-07-15,Serrinha,192,0,136,328,30,0.3,80861,405.63,0,51,6,2,3,0,1.83,271,2930501
2020-07-16,Serrinha,193,0,166,359,15,0.31,80861,443.97,0,37,6,2,31,0,1.67,316,2930501
2020-07-17,Serrinha,197,0,179,376,2,0.32,80861,465.0,0,34,6,2,17,0,1.6,336,2930501
2020-07-18,Serrinha,203,0,179,382,2,0.32,80861,472.42,0,25,6,2,6,0,1.57,351,2930501
2020-05-19,Itaberaba,7,0,0,7,2,0.08,64489,108.55,4,1,0,0,7,0,0.0,6,2914703
2020-05-20,Itaberaba,7,0,0,7,2,0.08,64489,108.55,5,1,0,0,0,0,0.0,6,2914703
2020-05-21,Itaberaba,7,0,0,7,2,0.07,64489,108.55,6,1,0,0,0,0,0.0,6,2914703
2020-05-22,Itaberaba,7,0,0,7,5,0.06,64489,108.55,7,1,1,0,0,1,14.29,5,2914703
2020-05-23,Itaberaba,12,0,0,12,0,0.09,64489,186.08,0,1,1,0,5,0,8.33,10,2914703
2020-05-24,Itaberaba,15,0,0,15,0,0.11,64489,232.6,0,1,1,0,3,0,6.67,13,2914703
2020-05-25,Itaberaba,16,0,0,16,0,0.11,64489,248.1,0,1,1,0,1,0,6.25,14,2914703
2020-05-26,Itaberaba,16,0,0,16,0,0.11,64489,248.1,1,1,1,0,0,0,6.25,14,2914703
2020-05-27,Itaberaba,16,0,0,16,0,0.11,64489,248.1,2,1,1,0,0,0,6.25,14,2914703
2020-05-28,Itaberaba,16,0,0,16,0,0.1,64489,248.1,3,10,1,1,0,0,6.25,5,2914703
2020-05-29,Itaberaba,16,0,0,16,0,0.1,64489,248.1,3,10,1,1,0,0,6.25,5,2914703
2020-05-30,Itaberaba,16,0,1,17,2,0.1,64489,263.61,0,11,1,1,1,0,5.88,5,2914703
2020-05-31,Itaberaba,17,0,3,20,2,0.11,64489,310.13,0,13,1,1,3,0,5.0,6,2914703
2020-06-01,Itaberaba,22,0,3,25,0,0.13,64489,387.66,0,18,1,1,5,0,4.0,6,2914703
2020-06-02,Itaberaba,24,0,3,27,2,0.13,64489,418.68,0,20,1,1,2,0,3.7,6,2914703
2020-06-03,Itaberaba,24,0,5,29,7,0.13,64489,449.69,0,21,1,1,2,0,3.45,7,2914703
2020-06-04,Itaberaba,26,0,14,40,8,0.17,64489,620.26,0,31,1,1,11,0,2.5,8,2914703
2020-06-05,Itaberaba,27,0,22,49,0,0.19,64489,759.82,0,38,1,1,9,0,2.04,10,2914703
2020-06-06,Itaberaba,27,0,22,49,9,0.18,64489,759.82,1,38,1,1,0,0,2.04,10,2914703
2020-06-07,Itaberaba,28,0,30,58,0,0.21,64489,899.38,0,47,1,1,9,0,1.72,10,2914703
2020-06-08,Itaberaba,27,0,31,58,0,0.2,64489,899.38,1,46,2,1,0,1,3.45,10,2914703
2020-06-09,Itaberaba,27,0,32,59,3,0.2,64489,914.88,0,46,2,1,1,0,3.39,11,2914703
2020-06-10,Itaberaba,27,0,35,62,2,0.2,64489,961.4,0,49,2,1,3,0,3.23,11,2914703
2020-06-11,Itaberaba,27,0,38,65,0,0.19,64489,1007.92,0,50,2,1,3,0,3.08,13,2914703
2020-06-12,Itaberaba,30,1,38,69,2,0.2,64489,1069.95,0,54,2,1,4,0,2.9,13,2914703
2020-06-13,Itaberaba,32,1,38,71,0,0.2,64489,1100.96,0,56,2,1,2,0,2.82,13,2914703
2020-06-14,Itaberaba,33,1,38,72,0,0.2,64489,1116.47,0,56,2,1,1,0,2.78,14,2914703
2020-06-15,Itaberaba,35,1,38,74,1,0.2,64489,1147.48,0,58,2,1,2,0,2.7,14,2914703
2020-06-16,Itaberaba,39,1,48,88,1,0.23,64489,1364.57,0,72,2,1,14,0,2.27,14,2914703
2020-06-17,Itaberaba,42,1,52,95,6,0.24,64489,1473.12,0,78,2,1,7,0,2.11,15,2914703
2020-06-18,Itaberaba,42,1,52,95,6,0.24,64489,1473.12,1,76,3,1,0,1,3.16,16,2914703
2020-06-19,Itaberaba,42,1,52,95,6,0.24,64489,1473.12,1,76,3,1,0,0,3.16,16,2914703
2020-06-20,Itaberaba,47,1,74,122,1,0.27,64489,189.18,0,99,3,1,27,0,2.46,20,2914703
2020-06-21,Itaberaba,51,1,74,126,0,0.27,64489,195.38,0,101,4,2,4,1,3.17,21,2914703
2020-06-22,Itaberaba,52,1,74,127,0,0.27,64489,196.93,0,101,4,2,1,0,3.15,22,2914703
2020-06-23,Itaberaba,52,1,74,127,0,0.27,64489,196.93,0,101,4,2,0,0,3.15,22,2914703
2020-06-24,Itaberaba,52,1,74,127,0,0.27,64489,196.93,0,101,4,2,0,0,3.15,22,2914703
2020-06-25,Itaberaba,57,5,125,187,0,0.35,64489,289.97,0,127,5,2,60,1,2.67,55,2914703
2020-06-26,Itaberaba,61,9,138,208,0,0.37,64489,322.54,0,143,7,3,21,2,3.37,58,2914703
2020-06-27,Itaberaba,63,9,159,231,0,0.36,64489,358.2,0,135,8,4,23,1,3.46,88,2914703
2020-06-28,Itaberaba,63,9,168,240,1,0.35,64489,372.16,0,131,9,5,9,1,3.75,100,2914703
2020-06-29,Itaberaba,64,9,168,241,0,0.35,64489,373.71,0,129,9,5,1,0,3.73,103,2914703
2020-06-30,Itaberaba,68,5,174,247,14,0.35,64489,383.01,0,120,9,5,6,0,3.64,118,2914703
2020-07-01,Itaberaba,73,6,185,264,12,0.35,64489,409.37,0,126,9,5,17,0,3.41,129,2914703
2020-07-02,Itaberaba,75,6,195,276,10,0.35,64489,427.98,0,120,10,6,12,1,3.62,146,2914703
2020-07-03,Itaberaba,76,6,207,289,10,0.36,64489,448.14,0,113,10,6,13,0,3.46,166,2914703
2020-07-04,Itaberaba,74,7,220,301,6,0.36,64489,466.75,0,110,11,6,12,1,3.65,180,2914703
2020-07-05,Itaberaba,78,7,225,310,0,0.36,64489,480.7,0,107,11,6,9,0,3.55,192,2914703
2020-07-06,Itaberaba,78,7,225,310,1,0.35,64489,480.7,1,105,11,6,0,0,3.55,194,2914703
2020-07-07,Itaberaba,80,7,226,313,17,0.35,64489,485.35,0,91,11,6,3,0,3.51,211,2914703
2020-07-08,Itaberaba,90,11,242,343,20,0.37,64489,531.87,0,112,11,6,30,0,3.21,220,2914703
2020-07-09,Itaberaba,95,12,261,368,13,0.38,64489,570.64,0,133,11,6,25,0,2.99,224,2914703
2020-07-10,Itaberaba,96,12,275,383,12,0.39,64489,593.9,0,137,11,6,15,0,2.87,235,2914703
2020-07-11,Itaberaba,97,12,288,397,14,0.39,64489,615.61,0,144,11,6,14,0,2.77,242,2914703
2020-07-12,Itaberaba,97,12,302,411,1,0.39,64489,637.32,0,156,12,6,14,1,2.92,243,2914703
2020-07-13,Itaberaba,102,12,302,416,2,0.39,64489,645.07,0,158,12,6,5,0,2.88,246,2914703
2020-07-14,Itaberaba,105,12,302,419,13,0.39,64489,649.72,0,119,12,6,3,0,2.86,288,2914703
2020-07-15,Itaberaba,108,14,314,436,38,0.39,64489,676.08,0,109,12,6,17,0,2.75,315,2914703
2020-07-16,Itaberaba,112,16,354,482,15,0.42,64489,747.41,0,124,12,6,46,0,2.49,346,2914703
2020-07-17,Itaberaba,113,16,368,497,5,0.42,64489,770.67,0,114,14,8,15,2,2.82,369,2914703
2020-07-18,Itaberaba,115,16,369,500,28,0.42,64489,775.33,0,67,15,9,3,1,3.0,418,2914703
2020-05-19,Conceição do Jacuípe,5,0,0,5,1,0.06,33153,150.82,3,0,0,0,5,0,0.0,5,2908507
2020-05-20,Conceição do Jacuípe,5,0,0,5,2,0.06,33153,150.82,4,0,0,0,0,0,0.0,5,2908507
2020-05-21,Conceição do Jacuípe,5,0,0,5,1,0.05,33153,150.82,5,0,0,0,0,0,0.0,5,2908507
2020-05-22,Conceição do Jacuípe,5,0,0,5,0,0.05,33153,150.82,6,0,0,0,0,0,0.0,5,2908507
2020-05-23,Conceição do Jacuípe,5,0,0,5,0,0.04,33153,150.82,7,0,0,0,0,0,0.0,5,2908507
2020-05-24,Conceição do Jacuípe,6,0,0,6,0,0.04,33153,180.98,0,0,0,0,1,0,0.0,6,2908507
2020-05-25,Conceição do Jacuípe,6,0,0,6,0,0.04,33153,180.98,1,0,0,0,0,0,0.0,6,2908507
2020-05-26,Conceição do Jacuípe,6,0,0,6,0,0.04,33153,180.98,2,0,0,0,0,0,0.0,6,2908507
2020-05-27,Conceição do Jacuípe,4,0,0,4,0,0.03,33153,120.65,3,0,0,0,-2,0,0.0,4,2908507
2020-05-28,Conceição do Jacuípe,6,0,0,6,0,0.04,33153,180.98,4,3,0,0,2,0,0.0,3,2908507
2020-05-29,Conceição do Jacuípe,6,0,0,6,0,0.04,33153,180.98,4,3,0,0,0,0,0.0,3,2908507
2020-05-30,Conceição do Jacuípe,7,0,0,7,0,0.04,33153,211.14,1,3,0,0,1,0,0.0,4,2908507
2020-05-31,Conceição do Jacuípe,9,0,0,9,0,0.05,33153,271.47,0,5,0,0,2,0,0.0,4,2908507
2020-06-01,Conceição do Jacuípe,10,0,0,10,0,0.05,33153,301.63,0,6,0,0,1,0,0.0,4,2908507
2020-06-02,Conceição do Jacuípe,11,0,0,11,0,0.05,33153,331.8,0,7,0,0,1,0,0.0,4,2908507
2020-06-03,Conceição do Jacuípe,12,0,0,12,0,0.05,33153,361.96,0,7,0,0,1,0,0.0,5,2908507
2020-06-04,Conceição do Jacuípe,13,0,0,13,0,0.06,33153,392.12,0,8,0,0,1,0,0.0,5,2908507
2020-06-05,Conceição do Jacuípe,15,0,0,15,0,0.06,33153,452.45,0,8,0,0,2,0,0.0,7,2908507
2020-06-06,Conceição do Jacuípe,15,0,0,15,0,0.06,33153,452.45,1,8,0,0,0,0,0.0,7,2908507
2020-06-07,Conceição do Jacuípe,15,0,0,15,0,0.05,33153,452.45,2,8,0,0,0,0,0.0,7,2908507
2020-06-08,Conceição do Jacuípe,15,0,1,16,0,0.06,33153,482.61,0,9,0,0,1,0,0.0,7,2908507
2020-06-09,Conceição do Jacuípe,19,0,1,20,0,0.07,33153,603.26,0,12,0,0,4,0,0.0,8,2908507
2020-06-10,Conceição do Jacuípe,19,0,1,20,0,0.06,33153,603.26,1,11,0,0,0,0,0.0,9,2908507
2020-06-11,Conceição do Jacuípe,35,0,1,36,0,0.11,33153,1085.87,0,27,0,0,16,0,0.0,9,2908507
2020-06-12,Conceição do Jacuípe,35,0,1,36,1,0.1,33153,1085.87,1,27,0,0,0,0,0.0,9,2908507
2020-06-13,Conceição do Jacuípe,38,0,1,39,2,0.11,33153,1176.36,0,30,0,0,3,0,0.0,9,2908507
2020-06-14,Conceição do Jacuípe,41,0,1,42,0,0.12,33153,1266.85,0,32,0,0,3,0,0.0,10,2908507
2020-06-15,Conceição do Jacuípe,46,0,1,47,0,0.13,33153,1417.67,0,37,0,0,5,0,0.0,10,2908507
2020-06-16,Conceição do Jacuípe,48,0,1,49,0,0.13,33153,1478.0,0,39,0,0,2,0,0.0,10,2908507
2020-06-17,Conceição do Jacuípe,63,0,1,64,0,0.16,33153,1930.44,0,53,0,0,15,0,0.0,11,2908507
2020-06-18,Conceição do Jacuípe,63,0,1,64,1,0.16,33153,1930.44,1,53,0,0,0,0,0.0,11,2908507
2020-06-19,Conceição do Jacuípe,63,0,1,64,1,0.16,33153,1930.44,1,53,0,0,0,0,0.0,11,2908507
2020-06-20,Conceição do Jacuípe,108,0,1,109,9,0.24,33153,328.78,0,97,0,0,45,0,0.0,12,2908507
2020-06-21,Conceição do Jacuípe,120,0,1,121,0,0.26,33153,364.97,0,107,0,0,12,0,0.0,14,2908507
2020-06-22,Conceição do Jacuípe,123,0,1,124,0,0.27,33153,374.02,0,108,0,0,3,0,0.0,16,2908507
2020-06-23,Conceição do Jacuípe,123,0,1,124,0,0.27,33153,374.02,0,108,0,0,0,0,0.0,16,2908507
2020-06-24,Conceição do Jacuípe,123,0,1,124,0,0.27,33153,374.02,0,108,0,0,0,0,0.0,16,2908507
2020-06-25,Conceição do Jacuípe,160,0,5,165,0,0.31,33153,497.69,0,140,0,0,41,0,0.0,25,2908507
2020-06-26,Conceição do Jacuípe,111,0,6,117,0,0.21,33153,352.91,1,87,0,0,-48,0,0.0,30,2908507
2020-06-27,Conceição do Jacuípe,119,0,21,140,0,0.22,33153,422.28,2,81,0,0,23,0,0.0,59,2908507
2020-06-28,Conceição do Jacuípe,126,0,23,149,1,0.22,33153,449.43,3,83,0,0,9,0,0.0,66,2908507
2020-06-29,Conceição do Jacuípe,130,0,23,153,0,0.22,33153,461.5,4,80,0,0,4,0,0.0,73,2908507
2020-06-30,Conceição do Jacuípe,134,0,24,158,0,0.22,33153,476.58,5,76,0,0,5,0,0.0,82,2908507
2020-07-01,Conceição do Jacuípe,137,0,24,161,0,0.22,33153,485.63,6,74,0,0,3,0,0.0,87,2908507
2020-07-02,Conceição do Jacuípe,137,0,24,161,1,0.21,33153,485.63,7,61,0,0,0,0,0.0,100,2908507
2020-07-03,Conceição do Jacuípe,138,0,24,162,0,0.2,33153,488.64,8,60,0,0,1,0,0.0,102,2908507
2020-07-04,Conceição do Jacuípe,130,0,36,166,2,0.2,33153,500.71,0,53,0,0,4,0,0.0,113,2908507
2020-07-05,Conceição do Jacuípe,136,0,38,174,0,0.2,33153,524.84,0,57,0,0,8,0,0.0,117,2908507
2020-07-06,Conceição do Jacuípe,147,0,38,185,1,0.21,33153,558.02,0,63,0,0,11,0,0.0,122,2908507
2020-07-07,Conceição do Jacuípe,150,0,40,190,0,0.21,33153,573.1,0,61,0,0,5,0,0.0,129,2908507
2020-07-08,Conceição do Jacuípe,153,0,40,193,0,0.21,33153,582.15,0,58,0,0,3,0,0.0,135,2908507
2020-07-09,Conceição do Jacuípe,155,0,41,196,0,0.2,33153,591.2,0,50,0,0,3,0,0.0,146,2908507
