date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-06-29,FEIRA DE SANTANA,2773,5,332,3110,49,4.51,614872,505.80,0
2020-06-29,ITABERABA,64,9,168,241,0,0.35,64489,373.71,0
2020-06-29,SERRINHA,126,3,92,221,1,0.32,80861,273.31,0
2020-06-29,ARACI,65,0,142,207,0,0.30,54379,380.66,0
2020-06-29,VALENTE,79,0,98,177,0,0.26,28473,621.64,2
2020-06-29,CONCEICAO DO COITE,68,1,102,171,1,0.25,66612,256.71,1
2020-06-29,CONCEICAO DO JACUIPE,130,0,23,153,0,0.22,33153,461.50,4
2020-06-29,TEOFILANDIA,32,0,111,143,0,0.21,22518,635.05,2
2020-06-29,SANTA BARBARA,122,0,4,126,4,0.18,20791,606.03,0
2020-06-29,SAO GONCALO DOS CAMPOS,46,0,63,109,0,0.16,37550,290.28,1
2020-06-29,RUY BARBOSA,16,2,64,82,1,0.12,30814,266.11,0
2020-06-29,AMELIA RODRIGUES,61,0,21,82,2,0.12,25102,326.67,0
2020-06-29,PINTADAS,39,0,38,77,0,0.11,10437,737.76,0
2020-06-29,IPIRA,64,0,7,71,2,0.10,59595,119.14,0
2020-06-29,MONTE SANTO,32,0,36,68,0,0.10,49418,137.60,0
2020-06-29,SANTALUZ,20,0,44,64,5,0.09,37348,171.36,0
2020-06-29,RIACHAO DO JACUIPE,27,0,34,61,0,0.09,33436,182.44,0
2020-06-29,TERRA NOVA,49,1,11,61,1,0.09,13033,468.04,0
2020-06-29,RAFAEL JAMBEIRO,42,0,15,57,0,0.08,22621,251.98,0
2020-06-29,RETIROLANDIA,21,0,32,53,0,0.08,14396,368.16,2
2020-06-29,NORDESTINA,11,3,38,52,0,0.08,13130,396.04,0
2020-06-29,CORACAO DE MARIA,28,0,21,49,0,0.07,22605,216.77,0
2020-06-29,QUEIMADAS,31,0,17,48,0,0.07,25439,188.69,2
2020-06-29,ITAETE,0,0,47,47,0,0.07,16056,292.73,2
2020-06-29,IACU,27,0,13,40,0,0.06,24305,164.58,0
2020-06-29,SANTO ESTEVAO,21,0,18,39,0,0.06,52850,73.79,0
2020-06-29,CANSANCAO,17,1,18,36,0,0.05,34834,103.35,1
2020-06-29,BARROCAS,17,1,17,35,0,0.05,15978,219.05,2
2020-06-29,AGUA FRIA,25,4,2,31,0,0.04,16970,182.68,1
2020-06-29,TANQUINHO,13,2,14,29,0,0.04,7918,366.25,0
2020-06-29,IRAQUARA,2,0,26,28,0,0.04,25216,111.04,0
2020-06-29,SEABRA,12,0,15,27,0,0.04,44091,61.24,1
2020-06-29,ANGUERA,27,0,0,27,1,0.04,11221,240.62,2
2020-06-29,IRARA,19,0,6,25,3,0.04,29034,86.11,2
2020-06-29,TUCANO,12,0,12,24,3,0.03,50687,47.35,0
2020-06-29,EUCLIDES DA CUNHA,15,0,9,24,0,0.03,60585,39.61,2
2020-06-29,SANTANOPOLI S,22,0,1,23,0,0.03,8943,257.18,0
2020-06-29,LAMARAO,9,3,10,22,0,0.03,8307,264.84,0
2020-06-29,SERRA PRETA,17,0,3,20,0,0.03,14878,134.43,1
2020-06-29,PE DE SERRA,3,0,15,18,0,0.03,13578,132.57,2
2020-06-29,QUIJINGUE,9,0,8,17,0,0.02,27580,61.64,2
2020-06-29,CANDEAL,14,0,3,17,0,0.02,8258,205.86,0
2020-06-29,TEODORO SAMPAIO,8,0,5,13,0,0.02,7425,175.08,1
2020-06-29,CAPELA DO ALTO ALEGRE,10,1,0,11,3,0.02,11637,94.53,2
2020-06-29,MUCUGE,3,3,4,10,0,0.01,9062,110.35,1
2020-06-29,MACAJUBA,9,0,0,9,0,0.01,11348,79.31,2
2020-06-29,ANTONIO CARDOSO,5,0,4,9,1,0.01,11683,77.04,2
2020-06-29,IBITIARA,2,1,5,8,0,0.01,16339,48.96,12
2020-06-29,ANDARAI,3,0,4,7,0,0.01,13143,53.26,2
2020-06-29,ABAIRA,4,2,1,7,0,0.01,8739,80.10,1
2020-06-29,PIATA,1,0,6,7,0,0.01,17123,40.88,15
2020-06-29,MARCIONILIO SOUZA,5,0,2,7,0,0.01,10406,67.27,18
2020-06-29,BOA VISTA DO TUPIM,4,0,2,6,0,0.01,18576,32.30,2
2020-06-29,SAO DOMINGOS,5,0,1,6,0,0.01,9058,66.24,13
2020-06-29,BONINAL,1,0,5,6,0,0.01,14368,41.76,2
2020-06-29,NOVA FATIMA,5,0,0,5,0,0.01,7812,64.00,22
2020-06-29,IPECAETA,3,0,2,5,0,0.01,14487,34.51,3
2020-06-29,SOUTO SOARES,3,0,1,4,0,0.01,16979,23.56,2
2020-06-29,UTINGA,2,0,1,3,0,0.00,19178,15.64,5
2020-06-29,NOVA REDENCAO,2,0,1,3,0,0.00,9118,32.90,2
2020-06-29,PALMEIRAS,1,0,1,2,0,0.00,9019,22.18,18
2020-06-29,BAIXA GRANDE,2,0,0,2,0,0.00,20468,9.77,2
2020-06-29,ICHU,2,0,0,2,0,0.00,6206,32.23,1
2020-06-29,BIRITINGA,1,0,0,1,0,0.00,15979,6.26,15
2020-06-29,MUNDO NOVO,1,0,0,1,0,0.00,26776,3.73,6
2020-06-29,IBIQUERA,0,0,1,1,0,0.00,4044,24.73,2
2020-06-29,TOTAL,4309,42,1796,6147,77,9
2020-06-29,JACOBINA,25,1,73,99,1,0.14,80518,122.95,0
2020-06-29,CAPIM GROSSO,9,2,83,94,0,0.14,30662,306.57,1
2020-06-29,JOAO DOURADO,5,0,83,88,0,0.13,25188,349.37,0
2020-06-29,IRECE,18,3,63,84,0,0.12,72967,115.12,0
2020-06-29,UMBURANAS,8,5,66,79,0,0.11,19222,410.99,0
2020-06-29,MAIRI,13,0,44,57,0,0.08,18676,305.20,0
2020-06-29,XIQUE-XIQUE,6,2,29,37,0,0.05,46483,79.60,0
2020-06-29,PRESIDENTE DUTRA,2,0,33,35,0,0.05,15142,231.15,0
2020-06-29,CALDEIRAO GRANDE,3,0,30,33,0,0.05,13327,247.62,0
2020-06-29,LAPAO,5,1,21,27,0,0.04,27223,99.18,0
2020-06-29,CANARANA,9,0,13,22,0,0.03,26176,84.05,1
2020-06-29,SERROLANDIA,5,3,13,21,0,0.03,13397,156.75,2
2020-06-29,GENTIO DO OURO,1,0,17,18,0,0.03,11233,160.24,2
2020-06-29,MIGUEL CALMON,6,0,12,18,0,0.03,26023,69.17,0
2020-06-29,CAEM,6,0,9,15,0,0.02,9213,162.81,1
2020-06-29,VARZEA NOVA,6,0,9,15,0,0.02,12697,118.14,0
2020-06-29,AMERICA DOURADA,0,0,13,13,0,0.02,16094,80.78,2
2020-06-29,QUIXABEIRA,5,1,3,9,0,0.01,8972,100.31,8
2020-06-29,MORRO DO CHAPEU,4,0,5,9,0,0.01,35413,25.41,5
2020-06-29,OUROLANDIA,1,0,6,7,0,0.01,17451,40.11,1
2020-06-29,MULUNGU DO MORRO,2,0,4,6,0,0.01,10889,55.10,12
2020-06-29,IBIPEBA,0,0,5,5,0,0.01,18211,27.46,28
2020-06-29,MIRANGABA,0,0,5,5,0,0.01,18338,27.27,18
2020-06-29,PIRITIBA,3,1,1,5,0,0.01,24755,20.20,0
2020-06-29,SAO GABRIEL,1,0,3,4,0,0.01,18793,21.28,13
2020-06-29,UIBAI,0,0,4,4,0,0.01,13887,28.80,1
2020-06-29,VARZEA DA ROCA,3,0,1,4,0,0.01,14104,28.36,15
2020-06-29,CAFARNAUM,0,0,3,3,0,0.00,18437,16.27,1
2020-06-29,BARRA DO MENDES,0,0,3,3,0,0.00,13865,21.64,2
2020-06-29,TAPIRAMUTA,3,0,0,3,0,0.00,17010,17.64,0
2020-06-29,SAO JOSE DO JACUIPE,1,0,2,3,1,0.00,10462,28.68,19
2020-06-29,JUSSARA,0,0,1,1,0,0.00,15284,6.54,24
2020-06-29,TOTAL,150,19,657,826,2,1
2020-06-29,TEIXEIRA DE FREITAS,252,18,988,1258,2,1.82,160487,783.86,0
2020-06-29,EUNAPOLIS,144,64,388,596,2,0.86,113380,525.67,0
2020-06-29,PORTO SEGURO,224,2,314,540,0,0.78,148686,363.18,0
2020-06-29,ITAMARAJU,66,30,409,505,0,0.73,64486,783.12,0
2020-06-29,NOVA VICOSA,49,8,88,145,0,0.21,43376,334.29,0
2020-06-29,MUCURI,18,6,121,145,0,0.21,41748,347.32,0
2020-06-29,SANTA CRUZ CABRALIA,59,0,49,108,0,0.16,27778,388.80,0
2020-06-29,PRADO,33,14,54,101,0,0.15,28174,358.49,0
2020-06-29,MEDEIROS NETO,8,17,61,86,0,0.12,22688,379.06,0
2020-06-29,BELMONTE,29,1,53,83,0,0.12,23328,355.80,0
2020-06-29,ITANHEM,13,14,53,80,17,0.12,19405,412.26,0
2020-06-29,ITABELA,38,12,27,77,0,0.11,30584,251.77,0
2020-06-29,ITAPEBI,56,0,11,67,0,0.10,10259,653.09,0
2020-06-29,IBIRAPUA,9,0,46,55,0,0.08,8637,636.80,2
2020-06-29,ALCOBACA,5,6,43,54,0,0.08,22470,240.32,0
2020-06-29,GUARATINGA,21,8,12,41,0,0.06,20843,196.71,0
2020-06-29,CARAVELAS,17,0,18,35,0,0.05,22016,158.98,0
2020-06-29,VEREDA,24,0,6,30,0,0.04,6205,483.48,1
2020-06-29,LAJEDAO,8,0,0,8,0,0.01,3955,202.28,4
