1,SALVADOR,9852
2,FEIRA DE SANTANA,1286
3,LAURO DE FREITAS,877
4,TEIXEIRA DE FREITAS,531
5,CAMACARI,486
6,ITABUNA,382
7,ILHEUS,309
8,GANDU,298
9,JUAZEIRO,261
10,VALENCA,260
11,SIMOES FILHO,239
12,PORTO SEGURO,238
13,JEQUIE,224
14,VITORIA DA CONQUISTA,198
15,EUNAPOLIS,192
16,ITAMARAJU,189
17,SANTO ANTONIO DE JESUS,187
18,IPIAU,181
19,ALAGOINHAS,179
20,CATU,132
21,ITABERABA,129
22,BARREIRAS,129
23,CANDEIAS,127
24,LUIS EDUARDO MAGALHAES,125
25,ITAJUIPE,122
26,IGUAI,118
27,ARACI,118
28,DIAS DAVILA,117
29,MADRE DE DEUS,108
30,JAGUAQUARA,98
31,ITAPETINGA,95
32,SANTO AMARO,85
33,SAO FRANCISCO DO CONDE,80
34,CONCEICAO DO JACUIPE,80
35,CAMACAN,80
36,CONCEICAO DO COITE,76
37,ITUBERA,75
38,PAULO AFONSO,72
39,BRUMADO,70
40,URUCUCA,69
41,SERRINHA,69
42,POJUCA,68
43,POCOES,67
44,CAMPO FORMOSO,66
45,SENHOR DO BONFIM,65
46,SAO SEBASTIAO DO PASSE,64
47,SOBRADINHO,62
48,ITANHEM,61
49,VERA CRUZ,60
50,CAPIM GROSSO,59
51,SANTA BARBARA,57
52,RIBEIRA DO POMBAL,57
53,RUY BARBOSA,56
54,PINTADAS,56
55,FILADELFIA,56
56,SAO GONCALO DOS CAMPOS,54
57,PRESIDENTE TANCREDO NEVES,54
58,MATA DE SAO JOAO,54
59,UBAITABA,50
60,IBICARAI,50
61,IBIRAPITANGA,49
62,IRECE,48
63,AURELINO LEAL,48
64,MUCURI,47
65,MEDEIROS NETO,47
66,VALENTE,46
67,CAMAMU,45
68,CONCEICAO DA FEIRA,44
69,NOVA VICOSA,43
70,ALCOBACA,43
71,PRADO,42
72,MAIRI,42
73,SANTALUZ,41
74,ITABELA,41
75,TERRA NOVA,40
76,SANTA CRUZ CABRALIA,40
77,JOAO DOURADO,38
78,ITAPEBI,38
79,WENCESLAU GUIMARAES,36
80,MARAGOGIPE,36
81,JACOBINA,35
82,ITACARE,35
83,CASA NOVA,35
84,CACHOEIRA,35
85,BELMONTE,35
86,MONTE SANTO,34
87,NORDESTINA,33
88,FLORESTA AZUL,33
89,AMELIA RODRIGUES,33
90,PIRAI DO NORTE,32
91,CAATIBA,31
92,APUAREMA,31
93,IPIRA,30
94,ENCRUZILHADA,30
95,CRUZ DAS ALMAS,30
96,ESPLANADA,28
97,TEOLANDIA,27
98,QUEIMADAS,27
99,MURITIBA,27
100,IRAQUARA,27
101,RETIROLANDIA,26
102,GUARATINGA,26
103,CANDIDO SALES,26
104,ENTRE RIOS,25
105,IGRAPIUNA,24
106,CORACAO DE MARIA,24
107,PRESIDENTE DUTRA,23
108,JANDAIRA,23
109,ITAPICURU,23
110,ITAPARICA,23
111,CICERO DANTAS,23
112,CARAVELAS,23
113,UBATA,22
114,BUERAREMA,22
115,SITIO DO QUINTO,21
116,RIO REAL,21
117,RIACHAO DO JACUIPE,21
118,MACARANI,21
119,COARACI,21
120,CALDEIRAO GRANDE,21
121,BOM JESUS DA LAPA,21
122,NAZARE,20
123,MANOEL VITORINO,20
124,CAETITE,20
125,JAGUARARI,19
126,CONCEICAO DO ALMEIDA,19
127,ADUSTINA,19
128,RAFAEL JAMBEIRO,18
129,GUANAMBI,18
130,AGUA FRIA,17
131,TANQUINHO,17
132,SANTO ESTEVAO,17
133,SAO FELIPE,16
134,NOVA IBIA,16
135,NILO PECANHA,16
136,MARACAS,16
137,LAPAO,16
138,ITAJU DO COLONIA,16
139,IBOTIRAMA,16
140,GENTIO DO OURO,16
141,CONDE,16
142,SERROLANDIA,15
143,PLANALTO,15
144,PINDOBACU,15
145,PARIPIRANGA,15
146,MUQUEM DE SAO FRANCISCO,15
147,ACAJUTIBA,15
148,VARZEA NOVA,14
149,NOVA SOURE,14
150,MARAU,14
151,MACURURE,14
152,ITAGIBA,14
153,IBICUI,14
154,GLORIA,14
155,CASTRO ALVES,14
156,CAIRU,14
157,SAO FELIX,13
158,SANTA LUZIA,13
159,RIACHAO DAS NEVES,13
160,FATIMA,13
161,UMBURANAS,12
162,UAUA,12
163,TAPEROA,12
164,SERRA PRETA,12
165,IRARA,12
166,SAPEACU,11
167,PAU BRASIL,11
168,PARATINGA,11
169,CANSANCAO,11
170,BARRA DO CHOCA,11
171,AMERICA DOURADA,11
172,TEODORO SAMPAIO,10
173,SAO JOSE DA VITORIA,10
174,SAO DESIDERIO,10
175,RIBEIRA DO AMPARO,10
176,QUIJINGUE,10
177,NOVO TRIUNFO,10
178,MIGUEL CALMON,10
179,JAGUARIPE,10
180,ITORORO,10
181,IBIRATAIA,10
182,IBIRAPUA,10
183,EUCLIDES DA CUNHA,10
184,CAEM,10
185,CABACEIRAS DO PARAGUACU,10
186,BOM JESUS DA SERRA,10
187,BARRO PRETO,10
188,ANTONIO GONCALVES,10
189,SANTANOPOLIS,9
190,SANTA TERESINHA,9
191,POTIRAGUA,9
192,PIRIPA,9
193,NOVA CANAA,9
194,JITAUNA,9
195,ITARANTIM,9
196,CAPELA DO ALTO ALEGRE,9
197,APORA,9
198,AMARGOSA,9
199,ALMADINA,9
200,TUCANO,8
201,PE DE SERRA,8
202,OLINDINA,8
203,MILAGRES,8
204,MACAJUBA,8
205,ITAMBE,8
206,INHAMBUPE,8
207,CIPO,8
208,VEREDA,7
209,UNA,7
210,SATIRO DIAS,7
211,PONTO NOVO,7
212,CANDEAL,7
213,CAMPO ALEGRE DE LOURDES,7
214,URANDI,6
215,TABOCAS DO BREJO VELHO,6
216,SENTO SE,6
217,SANTA BRIGIDA,6
218,RIACHO DE SANTANA,6
219,OURICANGAS,6
220,OLIVEIRA DOS BREJINHOS,6
221,MUCUGE,6
222,LAMARAO,6
223,ITAPE,6
224,IACU,6
225,CURACA,6
226,CONDEUBA,6
227,ANAGE,6
228,XIQUE-XIQUE,5
229,PINDAI,5
230,OUROLANDIA,5
231,MAIQUINIQUE,5
232,LICINIO DE ALMEIDA,5
233,ITATIM,5
234,GOVERNADOR MANGABEIRA,5
235,DOM MACEDO COSTA,5
236,CRISTOPOLIS,5
237,CANARANA,5
238,BURITIRAMA,5
239,BOQUIRA,5
240,ANDARAI,5
241,UIBAI,4
242,UBAIRA,4
243,SALINAS DA MARGARIDA,4
244,RIBEIRAO DO LARGO,4
245,LIVRAMENTO DE NOSSA SENHORA,4
246,LAJEDAO,4
247,ITAPITANGA,4
248,HELIOPOLIS,4
249,GONGOGI,4
250,DARIO MEIRA,4
251,BREJOES,4
252,BARRA DA ESTIVA,4
253,BARRA,4
254,ARACAS,4
255,TAPIRAMUTA,3
256,SOUTO SOARES,3
257,RIO DO PIRES,3
258,PIRITIBA,3
259,MUNIZ FERREIRA,3
260,MORPARA,3
261,MACAUBAS,3
262,JEREMOABO,3
263,ITAGIMIRIM,3
264,ITAGI,3
265,ITAETE,3
266,CORIBE,3
267,CANDIBA,3
268,BARROCAS,3
269,ARAMARI,3
270,ANTONIO CARDOSO,3
271,ANGUERA,3
272,ABAIRA,3
273,SERRA DO RAMALHO,2
274,SAUBARA,2
275,SANTANA,2
276,SANTA RITA DE CASSIA,2
277,RODELAS,2
278,PILAO ARCADO,2
279,NOVA REDENCAO,2
280,MUTUIPE,2
281,MULUNGU DO MORRO,2
282,MORTUGABA,2
283,MORRO DO CHAPEU,2
284,MANSIDAO,2
285,MALHADA DE PEDRAS,2
286,LAJEDO DO TABOCAL,2
287,JUSSARI,2
288,JIQUIRICA,2
289,ITAQUARA,2
290,ITAMARI,2
291,IPECAETA,2
292,IBIPITANGA,2
293,IBICOARA,2
294,FORMOSA DO RIO PRETO,2
295,CRISOPOLIS,2
296,CARDEAL DA SILVA,2
297,CAFARNAUM,2
298,BANZAE,2
299,ARACATU,2
300,ANTAS,2
301,ANDORINHA,2
302,ABARE,2
303,VARZEA DA ROCA,1
304,UTINGA,1
305,TREMEDAL,1
306,SAO MIGUEL DAS MATAS,1
307,SAO DOMINGOS,1
308,SEABRA,1
309,SANTA MARIA DA VITORIA,1
310,SANTA INES,1
311,SANTA CRUZ DA VITORIA,1
312,REMANSO,1
313,QUIXABEIRA,1
314,PEDRAO,1
315,PEDRO ALEXANDRE,1
316,PALMAS DE MONTE ALTO,1
317,NOVA ITARANA,1
318,NOVA FATIMA,1
319,MIRANTE,1
320,MIRANGABA,1
321,MASCOTE,1
322,LAJE,1
323,JUSSARA,1
324,JUCURUCU,1
325,IUIU,1
326,ITIRUCU,1
327,ITANAGRA,1
328,ICHU,1
329,IBITIARA,1
330,IBIQUERA,1
331,FIRMINO ALVES,1
332,FEIRA DA MATA,1
333,ELISIO MEDRADO,1
334,DOM BASILIO,1
335,CORRENTINA,1
336,CARINHANHA,1
337,CANUDOS,1
338,CANAVIEIRAS,1
339,BROTAS DE MACAUBAS,1
340,BONINAL,1
341,BOA VISTA DO TUPIM,1
342,BOA NOVA,1
343,BARRA DO ROCHA,1
344,BARRA DO MENDES,1
345,BAIXA GRANDE,1
346,BAIANOPOLIS,1
1,ACAJUTIBA,1
2,ADUSTINA,1
3,AGUA FRIA,1
4,AIQUARA,1
5,ALAGOINHAS,6
6,ALCOBACA,1
7,ALMADINA,1
8,AMARGOSA,1
9,ANAGE,1
10,APORA,1
11,ARACI,1
12,ARATUIPE,1
13,AURELINO LEAL,1
14,BARRA DO CHOCA,1
15,BARREIRAS,5
16,BELMONTE,1
17,BRUMADO,2
18,BUERAREMA,5
19,CACHOEIRA,1
20,CACULE*,1
21,CAIRU,1
22,CALDEIRAO GRANDE,1
23,CAMACAN,7
24,CAMACARI*,23
25,CAMAMU*,2
26,CAMPO ALEGRE DE LOURDES,1
27,CANAVIEIRAS,2
28,CANDEIAS*,16
29,CANDIDO SALES,2
30,CANSANCAO,2
31,CANUDOS,1
32,CAPIM GROSSO,3
33,CASA NOVA,3
34,CASTRO ALVES,1
35,CATU,2
36,CICERO DANTAS,1
37,COARACI,3
38,CONCEICAO DA FEIRA,1
39,CONDE,4
40,CRUZ DAS ALMAS,2
41,DARIO MEIRA,1
42,DIAS DAVILA,9
43,EUCLIDES DA CUNHA,1
44,EUNAPOLIS,9
45,FEIRA DE SANTANA,46
46,FILADELFIA,2
47,GANDU,10
48,GONGOGI,2
49,GOVERNADOR MANGABEIRA,1
50,GUARATINGA,2
51,IACU,4
52,IBICARAI,1
53,IBIRAPITANGA,1
54,IBIRAPUA,1
55,IBIRATAIA,2
56,IBITIARA,1
57,IGRAPIUNA,1
58,IGUAI,1
59,ILHEUS,43
60,IPIAU *,10
61,IPIRA,2
62,IRECE,1
63,ITABELA,1
64,ITABERABA,9
65,ITABUNA,56
66,ITACARE,3
67,ITAGIBA,3
68,ITAJUIPE,3
69,ITAMARAJU,9
70,ITANAGRA,2
71,ITANHEM,1
72,ITAPARICA,3
73,ITAPE,2
74,ITAPETINGA,5
75,ITAPITANGA,1
76,ITARANTIM,1
77,ITATIM*,2
78,ITIUBA*,1
79,ITORORO,1
80,ITUACU,1
81,ITUBERA,4
82,JACOBINA,1
83,JAGUARIPE,1
84,JANDAIRA,1
85,JEQUIE,28
86,JITAUNA,2
87,JOAO DOURADO,1
88,JUAZEIRO,19
89,LAFAIETE COUTINHO,1
90,LAURO DE FREITAS,33
91,LUIS EDUARDO MAGALHAES,3
92,MACARANI,1
93,MADRE DE DEUS,2
94,MANOEL VITORINO,1
95,MARACAS,1
96,MARAGOGIPE,2
97,MARAU,2
98,MATA DE SAO JOAO,1
99,MEDEIROS NETO,1
100,MIGUEL CALMON,1
101,MILAGRES,1
102,MIRANTE,1
103,MONTE SANTO,1
104,MORPARA,1
105,MUCURI,2
106,MULUNGU DO MORRO,1
107,MUNDO NOVO*,1
108,MURITIBA,1
109,NILO PECANHA,1
110,NOVA FATIMA,1
111,NOVA IBIA,2
112,NOVA VICOSA,3
113,PARAMIRIM,1
114,PAU BRASIL,3
115,PAULO AFONSO,2
116,POCOES,2
117,POJUCA,2
118,PONTO NOVO,1
