date,id,municipio,total_obitos_munocor
2020-08-04,2,ALAGOINHAS,21
2020-08-04,3,ALCOBACA,2
2020-08-04,4,AMARGOSA,4
2020-08-04,5,AMELIA RODRIGUES,2
2020-08-04,6,ANAGE,1
2020-08-04,7,APORA,1
2020-08-04,8,APUAREMA,1
2020-08-04,9,ARACAJU,2
2020-08-04,10,ARACI,1
2020-08-04,11,ARARIPINA,3
2020-08-04,12,ARATACA,1
2020-08-04,13,BARRA,1
2020-08-04,14,BARRA DO CHOCA,2
2020-08-04,15,BARREIRA,1
2020-08-04,16,BARREIRAS,50
2020-08-04,17,BARRETOS,1
2020-08-04,18,BONITO,1
2020-08-04,19,BRUMADO,1
2020-08-04,20,CACHOEIRA,1
2020-08-04,21,CALDEIRAO GRANDE,1
2020-08-04,22,CAMACAN,16
2020-08-04,23,CAMACARI,47
2020-08-04,24,CAMPO FORMOSO,2
2020-08-04,25,CANAVIEIRAS,1
2020-08-04,26,CANDEIAS,15
2020-08-04,27,CANDIDO SALES,3
2020-08-04,28,CANSANCAO,1
2020-08-04,29,CANUDOS,1
2020-08-04,30,CAPIM GROSSO,2
2020-08-04,31,CARDEAL DA SILVA,1
2020-08-04,32,CASA NOVA,2
2020-08-04,33,CASTRO ALVES,2
2020-08-04,34,CATU,1
2020-08-04,35,CONCEICAO DA FEIRA,1
2020-08-04,36,CONCEICAO DO ALMEIDA,1
2020-08-04,37,CONCEICAO DO COITE,3
2020-08-04,38,CONCEICAO DO JACUIPE,1
2020-08-04,39,CONDE,1
2020-08-04,40,CONDEUBA,1
2020-08-04,41,CRUZ DAS ALMAS,1
2020-08-04,42,DARIO MEIRA,1
2020-08-04,43,DIAS DAVILA,3
2020-08-04,44,EUCLIDES DA CUNHA,3
2020-08-04,45,EUNAPOLIS,11
2020-08-04,46,FEIRA DA MATA,1
2020-08-04,47,FEIRA DE SANTANA,94
2020-08-04,48,FILADELFIA,1
2020-08-04,49,FLORIANO,1
2020-08-04,50,GANDU,11
2020-08-04,51,GUAMARE*,1
2020-08-04,52,IACU,6
2020-08-04,53,IBICARAI,2
2020-08-04,54,IBIRAPITANGA,2
2020-08-04,55,IBIRATAIA,2
2020-08-04,56,IBOTIRAMA,1
2020-08-04,57,IGRAPIUNA,1
2020-08-04,58,IGUAI,4
2020-08-04,59,ILHEUS*,174
2020-08-04,60,IPECAETA,1
2020-08-04,61,IPIAU *,7
2020-08-04,62,IPIRA,1
2020-08-04,63,IRECE,11
