date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-08-04,FEIRA DE SANTANA,6971,3,1381,8355,148,4.84,614872,1358.82,0
2020-08-04,CONCEICAO DO COITE,597,1,461,1059,16,0.61,66612,1589.80,0
2020-08-04,ITABERABA,268,27,645,940,21,0.54,64489,1457.61,0
2020-08-04,ARACI,305,0,389,694,3,0.40,54379,1276.23,0
2020-08-04,SERRINHA,290,0,368,658,3,0.38,80861,813.74,0
2020-08-04,SAO GONCALO DOS CAMPOS,102,0,278,380,0,0.22,37550,1011.98,1
2020-08-04,CONCEICAO DO JACUIPE,289,0,48,337,0,0.20,33153,1016.50,0
2020-08-04,QUEIMADAS,78,0,212,290,5,0.17,25439,1139.98,2
2020-08-04,RIACHAO DO JACUIPE,90,0,182,272,12,0.16,33436,813.49,0
2020-08-04,SANTO ESTEVAO,207,0,62,269,6,0.16,52850,508.99,0
2020-08-04,VALENTE,65,0,185,250,1,0.14,28473,878.02,1
2020-08-04,SANTA BARBARA,199,0,38,237,0,0.14,20791,1139.92,0
2020-08-04,TANQUINHO,23,1,210,234,7,0.14,7918,2955.29,0
2020-08-04,AMELIA RODRIGUES,168,0,52,220,0,0.13,25102,876.42,1
2020-08-04,SANTALUZ,56,0,162,218,8,0.13,37348,583.70,0
2020-08-04,IPIRA,185,0,25,210,5,0.12,59595,352.38,0
2020-08-04,TEOFILANDIA,57,0,140,197,0,0.11,22518,874.86,0
2020-08-04,RUY BARBOSA,26,0,158,184,0,0.11,30814,597.13,2
2020-08-04,TUCANO,75,2,106,183,3,0.11,50687,361.04,0
2020-08-04,IRAQUARA,15,0,167,182,0,0.11,25216,721.76,2
2020-08-04,RETIROLANDIA,108,0,67,175,0,0.10,14396,1215.62,1
2020-08-04,SERRA PRETA,70,0,97,167,1,0.10,14878,1122.46,0
2020-08-04,CORACAO DE MARIA,68,2,88,158,2,0.09,22605,698.96,0
2020-08-04,RAFAEL JAMBEIRO,112,1,45,158,2,0.09,22621,698.47,1
2020-08-04,MONTE SANTO,47,0,109,156,0,0.09,49418,315.67,0
