date,id,municipio,total_obitos_munres
2020-08-04,2,ADUSTINA,1
2020-08-04,3,AGUA FRIA,1
2020-08-04,4,AIQUARA,3
2020-08-04,5,ALAGOINHAS,31
2020-08-04,6,ALCOBACA,3
2020-08-04,7,ALMADINA,1
2020-08-04,8,AMARGOSA,6
2020-08-04,9,AMELIA RODRIGUES,2
2020-08-04,10,ANAGE,1
2020-08-04,11,ANDORINHA,1
2020-08-04,12,ANTONIO GONCALVES,1
2020-08-04,13,APORA,2
2020-08-04,14,APUAREMA,1
2020-08-04,15,ARACI,5
2020-08-04,16,ARATACA,1
2020-08-04,17,ARATUIPE,1
2020-08-04,18,AURELINO LEAL,2
2020-08-04,19,BARRA,2
2020-08-04,20,BARRA DO CHOCA,2
2020-08-04,21,BARREIRAS,26
2020-08-04,22,BARRO PRETO,3
2020-08-04,23,BELMONTE,1
2020-08-04,24,BOA NOVA,2
2020-08-04,25,BONINAL,1
2020-08-04,26,BONITO,1
2020-08-04,27,BREJOLANDIA,1
2020-08-04,28,BRUMADO,4
2020-08-04,29,BUERAREMA,9
2020-08-04,30,BURITIRAMA,1
2020-08-04,31,CABACEIRAS DO PARAGUACU,1
2020-08-04,32,CACHOEIRA,5
2020-08-04,33,CACULE*,1
2020-08-04,34,CAETITE,3
2020-08-04,35,CAIRU,3
2020-08-04,36,CALDEIRAO GRANDE,1
2020-08-04,37,CAMACAN,19
2020-08-04,38,CAMACARI*,59
2020-08-04,39,CAMAMU*,10
2020-08-04,40,CAMPO ALEGRE DE LOURDES,2
2020-08-04,41,CAMPO FORMOSO,5
2020-08-04,42,CANARANA,1
2020-08-04,43,CANAVIEIRAS,3
2020-08-04,44,CANDEIAS*,34
2020-08-04,45,CANDIDO SALES,5
2020-08-04,46,CANSANCAO,2
2020-08-04,47,CANUDOS,2
2020-08-04,48,CAPIM GROSSO,4
2020-08-04,49,CARDEAL DA SILVA,1
2020-08-04,50,CARINHANHA,2
2020-08-04,51,CASA NOVA,7
2020-08-04,52,CASTRO ALVES,3
2020-08-04,53,CATU,6
2020-08-04,54,CICERO DANTAS,1
2020-08-04,55,COARACI,5
2020-08-04,56,CONCEICAO DA FEIRA,2
2020-08-04,57,CONCEICAO DO ALMEIDA,2
2020-08-04,58,CONCEICAO DO COITE,5
2020-08-04,59,CONCEICAO DO JACUIPE,1
2020-08-04,60,CONDE,4
2020-08-04,61,CONDEUBA,1
2020-08-04,62,CORACAO DE MARIA,1
2020-08-04,63,CORDEIROS,1
2020-08-04,64,CORIBE,1
2020-08-04,65,COTEGIPE,4
2020-08-04,66,CRISOPOLIS,1
2020-08-04,67,CRUZ DAS ALMAS,5
2020-08-04,68,CURACA,2
2020-08-04,69,DARIO MEIRA,5
