1,SALVADOR,9954
2,FEIRA DE SANTANA,1302
3,LAURO DE FREITAS,838
4,TEIXEIRA DE FREITAS,550
5,CAMACARI,483
6,ILHEUS,299
7,GANDU,284
8,JUAZEIRO,253
9,SIMOES FILHO,252
10,PORTO SEGURO,242
11,ITABUNA,242
12,VALENCA,235
13,JEQUIE,212
14,EUNAPOLIS,193
15,VITORIA DA CONQUISTA,191
16,SANTO ANTONIO DE JESUS,185
17,ALAGOINHAS,183
18,IPIAU,181
19,ITAMARAJU,169
20,ITAJUIPE,134
21,BARREIRAS,133
22,CANDEIAS,132
23,ITABERABA,131
24,CATU,124
25,IGUAI,122
26,LUIS EDUARDO MAGALHAES,118
27,DIAS DAVILA,108
28,JAGUAQUARA,98
29,ITAPETINGA,95
30,MADRE DE DEUS,93
31,ARACI,92
32,CONCEICAO DO JACUIPE,83
33,SAO FRANCISCO DO CONDE,81
34,CAMACAN,80
35,CONCEICAO DO COITE,79
36,ITUBERA,76
37,POCOES,74
38,URUCUCA,71
39,SANTO AMARO,71
40,PAULO AFONSO,69
41,POJUCA,68
42,SERRINHA,67
43,BRUMADO,67
44,SOBRADINHO,62
45,CAMPO FORMOSO,60
46,CAPIM GROSSO,59
47,PINTADAS,58
48,VERA CRUZ,57
49,SAO SEBASTIAO DO PASSE,57
50,RIBEIRA DO POMBAL,57
51,SAO GONCALO DOS CAMPOS,56
52,SENHOR DO BONFIM,56
53,MATA DE SAO JOAO,55
54,RUY BARBOSA,54
55,IBICARAI,54
56,SANTA BARBARA,51
57,UBAITABA,49
58,MUCURI,47
59,FILADELFIA,47
60,VALENTE,46
61,AURELINO LEAL,46
62,PRESIDENTE TANCREDO NEVES,45
63,MEDEIROS NETO,45
64,PRADO,44
65,NOVA VICOSA,43
66,ITANHEM,43
67,IRECE,42
68,SANTA CRUZ CABRALIA,41
69,TERRA NOVA,40
70,MAIRI,40
71,ITACARE,39
72,ITABELA,39
73,WENCESLAU GUIMARAES,38
74,ALCOBACA,38
75,MARAGOGIPE,36
76,ITAPEBI,36
77,CONCEICAO DA FEIRA,36
78,CAMAMU,35
79,SANTALUZ,34
80,MONTE SANTO,34
81,IBIRAPITANGA,34
82,CACHOEIRA,34
83,JOAO DOURADO,33
84,JACOBINA,33
85,FLORESTA AZUL,33
86,PIRAI DO NORTE,32
87,NORDESTINA,32
88,AMELIA RODRIGUES,32
89,TEOLANDIA,31
90,IPIRA,31
91,ENCRUZILHADA,31
92,CRUZ DAS ALMAS,31
93,CAATIBA,31
94,CASA NOVA,30
95,RETIROLANDIA,28
96,QUEIMADAS,27
97,MURITIBA,27
98,ESPLANADA,27
99,CORACAO DE MARIA,24
100,JANDAIRA,23
101,ITAPICURU,23
102,IGRAPIUNA,23
103,GUARATINGA,22
104,ENTRE RIOS,22
105,CICERO DANTAS,22
106,CAETITE,22
107,RIO REAL,21
108,NOVA SOURE,21
109,ITAPARICA,21
110,BOM JESUS DA LAPA,21
111,UBATA,20
112,RIACHAO DO JACUIPE,20
113,COARACI,20
114,CARAVELAS,20
115,BUERAREMA,20
116,JAGUARARI,19
117,CANDIDO SALES,19
118,AGUA FRIA,18
119,NAZARE,18
120,MANOEL VITORINO,18
121,CONDE,18
122,ADUSTINA,18
123,SANTO ESTEVAO,17
124,RIACHAO DAS NEVES,17
125,PARIPIRANGA,17
126,NOVA IBIA,17
127,ITAGIBA,17
128,GUANAMBI,17
129,CALDEIRAO GRANDE,17
130,SAO FELIPE,16
131,PRESIDENTE DUTRA,16
132,PLANALTO,16
133,MARAU,16
134,ITAJU DO COLONIA,16
135,GENTIO DO OURO,16
136,CONCEICAO DO ALMEIDA,16
137,SERROLANDIA,15
138,RAFAEL JAMBEIRO,15
139,PINDOBACU,15
140,MARACAS,15
141,IBOTIRAMA,15
142,IBICUI,15
143,APUAREMA,15
144,TAPEROA,14
145,TANQUINHO,14
146,SITIO DO QUINTO,14
147,QUIJINGUE,14
148,GLORIA,14
149,BELMONTE,14
150,UMBURANAS,13
151,IRAQUARA,13
152,IBIRATAIA,13
153,VARZEA NOVA,12
154,UAUA,12
155,SAO FELIX,12
156,SERRA PRETA,12
157,NILO PECANHA,12
158,MUQUEM DE SAO FRANCISCO,12
159,LAPAO,12
160,IRARA,12
161,TEODORO SAMPAIO,11
162,SANTA LUZIA,11
163,PAU BRASIL,11
164,PARATINGA,11
165,OLINDINA,11
166,MACARANI,11
167,FATIMA,11
168,CANSANCAO,11
169,CAIRU,11
170,CABACEIRAS DO PARAGUACU,11
171,AMERICA DOURADA,11
172,ACAJUTIBA,11
173,SANTA TERESINHA,10
174,RIBEIRA DO AMPARO,10
175,NOVO TRIUNFO,10
176,IBIRAPUA,10
177,EUCLIDES DA CUNHA,10
178,CAEM,10
179,BOM JESUS DA SERRA,10
180,BARRO PRETO,10
181,BARRA DO CHOCA,10
182,SAO JOSE DA VITORIA,9
183,SAO DESIDERIO,9
184,SAPEACU,9
185,PE DE SERRA,9
186,POTIRAGUA,9
187,PIRIPA,9
188,NOVA CANAA,9
189,ITARANTIM,9
190,CASTRO ALVES,9
191,CAPELA DO ALTO ALEGRE,9
192,APORA,9
193,AMARGOSA,9
194,ALMADINA,9
195,VEREDA,8
196,TUCANO,8
197,MILAGRES,8
198,MACAJUBA,8
199,JITAUNA,8
200,ITORORO,8
201,ITAMBE,8
202,INHAMBUPE,8
203,CIPO,8
204,UNA,7
205,SEABRA,7
206,SANTA BRIGIDA,7
207,PONTO NOVO,7
208,CONDEUBA,7
209,URANDI,6
210,TABOCAS DO BREJO VELHO,6
211,SATIRO DIAS,6
212,RIACHO DE SANTANA,6
213,OURICANGAS,6
214,OLIVEIRA DOS BREJINHOS,6
215,MUCUGE,6
