date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-06-28,FEIRA DE SANTANA,2736,4,332,3072,33,4.54,614872,499.62,0
2020-06-28,ITABERABA,63,9,168,240,1,0.35,64489,372.16,0
2020-06-28,SERRINHA,125,3,88,216,4,0.32,80861,267.13,0
2020-06-28,ARACI,59,0,120,179,27,0.26,54379,329.17,0
2020-06-28,VALENTE,79,0,98,177,0,0.26,28473,621.64,1
2020-06-28,CONCEICAO DO COITE,68,1,102,171,0,0.25,66612,256.71,0
2020-06-28,CONCEICAO DO JACUIPE,126,0,23,149,1,0.22,33153,449.43,3
2020-06-28,TEOFILANDIA,32,0,111,143,0,0.21,22518,635.05,1
2020-06-28,SANTA BARBARA,111,0,4,115,11,0.17,20791,553.12,0
2020-06-28,SAO GONCALO DOS CAMPOS,46,0,63,109,0,0.16,37550,290.28,0
2020-06-28,AMELIA RODRIGUES,61,0,19,80,2,0.12,25102,318.70,0
2020-06-28,RUY BARBOSA,16,2,61,79,3,0.12,30814,256.38,0
2020-06-28,PINTADAS,37,0,38,75,0,0.11,10437,718.60,0
2020-06-28,IPIRA,63,0,7,70,1,0.10,59595,117.46,0
2020-06-28,MONTE SANTO,32,0,35,67,0,0.10,49418,135.58,0
2020-06-28,RIACHAO DO JACUIPE,25,0,34,59,2,0.09,33436,176.46,0
2020-06-28,TERRA NOVA,47,1,11,59,0,0.09,13033,452.70,0
2020-06-28,SANTALUZ,20,0,36,56,8,0.08,37348,149.94,0
2020-06-28,RAFAEL JAMBEIRO,39,0,15,54,0,0.08,22621,238.72,1
2020-06-28,RETIROLANDIA,21,0,32,53,0,0.08,14396,368.16,1
2020-06-28,NORDESTINA,10,3,38,51,0,0.08,13130,388.42,1
2020-06-28,CORACAO DE MARIA,27,0,21,48,1,0.07,22605,212.34,0
2020-06-28,QUEIMADAS,31,0,17,48,0,0.07,25439,188.69,1
2020-06-28,ITAETE,0,0,47,47,0,0.07,16056,292.73,1
2020-06-28,SANTO ESTEVAO,20,0,18,38,1,0.06,52850,71.90,0
2020-06-28,IACU,27,0,11,38,2,0.06,24305,156.35,1
2020-06-28,CANSANCAO,17,1,18,36,0,0.05,34834,103.35,0
2020-06-28,BARROCAS,17,1,17,35,0,0.05,15978,219.05,1
2020-06-28,SEABRA,17,0,15,32,1,0.05,44091,72.58,0
2020-06-28,AGUA FRIA,25,4,2,31,0,0.05,16970,182.68,0
2020-06-28,ANGUERA,27,0,0,27,0,0.04,11221,240.62,1
2020-06-28,TANQUINHO,11,2,13,26,1,0.04,7918,328.37,0
2020-06-28,IRARA,19,0,6,25,0,0.04,29034,86.11,1
2020-06-28,EUCLIDES DA CUNHA,15,0,9,24,0,0.04,60585,39.61,1
2020-06-28,TUCANO,12,0,11,23,0,0.03,50687,45.38,0
2020-06-28,LAMARAO,8,3,10,21,0,0.03,8307,252.80,1
2020-06-28,SERRA PRETA,17,0,3,20,0,0.03,14878,134.43,0
2020-06-28,SANTANOPOLI S,18,0,1,19,0,0.03,8943,212.46,1
2020-06-28,PE DE SERRA,3,0,15,18,0,0.03,13578,132.57,1
2020-06-28,QUIJINGUE,9,0,9,18,0,0.03,27580,65.26,1
2020-06-28,CANDEAL,13,0,3,16,0,0.02,8258,193.75,1
2020-06-28,IRAQUARA,2,0,12,14,0,0.02,25216,55.52,0
2020-06-28,TEODORO SAMPAIO,8,0,5,13,0,0.02,7425,175.08,0
2020-06-28,CAPELA DO ALTO ALEGRE,10,1,0,11,0,0.02,11637,94.53,1
2020-06-28,MUCUGE,3,3,4,10,0,0.01,9062,110.35,0
2020-06-28,MACAJUBA,9,0,0,9,0,0.01,11348,79.31,1
2020-06-28,ANTONIO CARDOSO,5,0,4,9,0,0.01,11683,77.04,1
2020-06-28,IBITIARA,2,1,4,7,0,0.01,16339,42.84,11
2020-06-28,ANDARAI,3,0,4,7,0,0.01,13143,53.26,1
2020-06-28,ABAIRA,4,2,1,7,0,0.01,8739,80.10,0
